Date,IPLDP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.12716996366572467,-0.35048157333179536,-0.0,-0.24538131764615415,-0.19941557567718246,0.0
2018-09-25,1.0,-0.12657984341034567,-0.3510955504684224,-0.0,-0.24586884173672163,-0.20016159128946,0.0
2018-09-26,1.0,-0.12624814821940475,-0.35090520807280146,-0.0,-0.2459357023298767,-0.20083883256055565,0.0
2018-09-27,1.0,-0.12765302983697324,-0.3479121808674254,-0.0,-0.2460781298062135,-0.20084204860043064,0.0
2018-09-28,1.0,-0.12912103774129602,-0.34752400931503685,-0.0,-0.2466367713004484,-0.20131257337516117,0.0
2018-10-01,1.0,-0.12881767700138824,-0.3499344439302792,-0.0,-0.2470499768625636,-0.20233688107357706,0.0
2018-10-02,1.0,-0.1278644707362132,-0.3888211941354506,-0.0,-0.24731732243229432,-0.2013285641287685,0.0
2018-10-03,1.0,-0.12865888466762468,-0.3925119584260153,-0.0,-0.247062065707368,-0.20021259424027085,0.0
2018-10-04,1.0,-0.13346880795485935,-0.3879374975338358,-0.0,-0.25389653947835694,-0.19762853647950124,0.0
2018-10-05,1.0,-0.13381198469367628,-0.3902915302378792,-0.0,-0.25294883427354137,-0.1953923231685668,0.0
2018-10-08,1.0,-0.1315950255227734,-0.38806440804903525,-0.0,-0.2560949171248941,-0.1951161828179507,0.0
2018-10-09,1.0,-0.13017774799984233,-0.38793205375793166,-0.0,-0.2565128285973279,-0.19597603752019863,0.0
2018-10-10,1.0,-0.1307019617111794,-0.3873788702434413,-0.0,-0.2567359962183881,-0.19479240526274327,0.0
2018-10-11,1.0,-0.08938387540082454,-0.37992441594136506,-0.0,-0.24120094670942127,-0.19819819819819817,0.0
2018-10-12,1.0,-0.09684345336748532,-0.37645020340515295,-0.0,-0.22794560795540153,-0.1821417809251168,0.0
2018-10-15,1.0,-0.08129332857384411,-0.39081669077723713,-0.0,-0.22462284179082043,-0.18199410073834707,0.0
2018-10-16,1.0,-0.0806687957918467,-0.3917715573924479,-0.0,-0.2244035318429457,-0.18179597971068945,0.0
2018-10-17,1.0,-0.07110337935374024,-0.3733019950401599,-0.0,-0.22141614538993964,-0.18486508494651516,0.0
2018-10-18,1.0,-0.07032249689371883,-0.37229011738961115,-0.0,-0.22548819613152088,-0.18639541568532908,0.0
2018-10-19,1.0,-0.06376641047328357,-0.36689589232523073,-0.0,-0.22432243592100906,-0.1837421395212003,0.0
2018-10-22,1.0,-0.0641108188156515,-0.36740926065600915,-0.0,-0.22426829043948565,-0.18381500763443034,0.0
2018-10-23,1.0,-0.06992193987709683,-0.3698721142667331,-0.0,-0.2220930447138718,-0.18350587757662995,0.0
2018-10-24,1.0,-0.06897059907154963,-0.3680642546606735,-0.0,-0.22170436961167195,-0.18344263503057992,0.0
2018-10-25,1.0,-0.05078837284136008,-0.34359469412563914,-0.0,-0.2270549536987379,-0.16625549715756732,0.0
2018-10-26,1.0,-0.04580071363902647,-0.3386234932807868,-0.0,-0.22777866538850725,-0.16301858656867443,0.0
2018-10-29,1.0,-0.03974422383946866,-0.33996325867307287,-0.0,-0.22403377375821382,-0.1626686921500742,0.0
2018-10-30,1.0,-0.022187455553975253,-0.3448833736310624,-0.0,-0.22930593087754234,-0.1814820082491822,0.0
2018-10-31,1.0,-0.020446962054783892,-0.41924031970202524,-0.0,-0.274443237370994,-0.22582835415535032,0.0
2018-11-01,1.0,-0.0,-0.45434478409113305,-0.0,-0.2818147775872603,-0.23471097183626008,0.0
2018-11-02,1.0,-0.0,-0.4308716059651833,-0.0,-0.3087952785534629,-0.2408056562295764,0.0
2018-11-05,1.0,-0.001011362960318877,-0.42802466932397326,-0.0,-0.30939774327245323,-0.24461102187320286,0.0
2018-11-06,1.0,-0.002676606459543589,-0.4290104486785495,-0.0,-0.30812697027975494,-0.24285742609592165,0.0
2018-11-07,1.0,-0.0019898517560441747,-0.43305143766789367,-0.0,-0.30946174509999,-0.24534872152024673,0.0
2018-11-08,1.0,-0.0,-0.430906536322799,-0.0,-0.3042764134328063,-0.24372192428709955,0.0
2018-11-09,1.0,-0.0,-0.4340481348252082,-0.0,-0.30635769223125386,-0.24699405767434465,0.0
2018-11-12,1.0,-0.0,-0.423723111630024,-0.0,-0.31027249520115574,-0.2449290562602656,0.0
2018-11-13,1.0,-0.0,-0.4184577973015374,-0.0,-0.30469485409475994,-0.23793928459366173,0.0
2018-11-14,1.0,-0.0,-0.41863661352391424,-0.0,-0.3063103746171366,-0.23847482918401006,0.0
2018-11-15,1.0,-0.0,-0.4195243417053899,-0.0,-0.30857008411269926,-0.23257455443797426,0.0
2018-11-16,1.0,-0.0,-0.41354692328756404,-0.0,-0.30700621992723853,-0.23539881860501505,0.0
2018-11-19,1.0,-0.0,-0.41360693257174147,-0.0,-0.30711449306547206,-0.23544140372840902,0.0
2018-11-20,1.0,-0.0,-0.40611633875106923,-0.0,-0.3011315032273116,-0.23689633719573838,0.0
