Date,BOSS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2934935247308473,-0.5774951890570552,-0.07913351016799293,-0.359104384459354,-0.2912570863889322,0.0
2018-09-25,1.0,-0.2931918104008949,-0.578110772912927,-0.07846197871952965,-0.3596867764510003,-0.29207315486875307,0.0
2018-09-26,1.0,-0.2954130831378681,-0.5814698983580923,-0.08196507688298149,-0.3598905394839718,-0.2874641647120146,0.0
2018-09-27,1.0,-0.29734093809412193,-0.5763210667500065,-0.08344401906398938,-0.35992395239211394,-0.287340156783082,0.0
2018-09-28,1.0,-0.29582454221041393,-0.5776353832929594,-0.08384777682269283,-0.35992810815034776,-0.28754135083743587,0.0
2018-10-01,1.0,-0.29517443074994776,-0.5817317735533737,-0.08429078754961354,-0.36066429914351367,-0.28935136828911634,0.0
2018-10-02,1.0,-0.29630983782089787,-0.5717531534825416,-0.08785354260792355,-0.3632968582695673,-0.2923663524065707,0.0
2018-10-03,1.0,-0.2988237147508271,-0.5855169878695584,-0.08927164837473088,-0.3629942761119572,-0.28903008979677575,0.0
2018-10-04,1.0,-0.2984184531315679,-0.5867223623371165,-0.08940205968894493,-0.362494745691467,-0.2900641025641026,0.0
2018-10-05,1.0,-0.29849296366309597,-0.5891881957571938,-0.08700903171602606,-0.3622925855912624,-0.28851606805293006,0.0
2018-10-08,1.0,-0.2975906457279186,-0.5876569750675091,-0.08552027895026612,-0.36313347141021945,-0.28781165613611936,0.0
2018-10-09,1.0,-0.30405334176681426,-0.5916613957410921,-0.09543010752688172,-0.3614010120177103,-0.2829169302129454,0.0
2018-10-10,1.0,-0.30366561181434604,-0.5930116033755274,-0.09438291139240508,-0.3615770042194093,-0.28446729957805905,0.0
2018-10-11,1.0,-0.2699582538782663,-0.6004483842704736,-0.04411688914085451,-0.3583466474256558,-0.304025150749884,0.0
2018-10-12,1.0,-0.2681357356726375,-0.6206335031780217,-0.03487944529074959,-0.3793139675369018,-0.3234753375006566,0.0
2018-10-15,1.0,-0.2614235155328352,-0.6314589068029886,-0.025271988465067504,-0.3790536112203434,-0.3244199764058199,0.0
2018-10-16,1.0,-0.259487690934859,-0.6417510891816702,-0.01800430423599811,-0.38026875229646734,-0.3250223085402341,0.0
2018-10-17,1.0,-0.25448439249173416,-0.6300018223946265,-0.014448985967561376,-0.3781989534248002,-0.32628674077738146,0.0
2018-10-18,1.0,-0.25441907687501625,-0.6300210866113034,-0.014370135110509462,-0.378231327935855,-0.3262437195741025,0.0
2018-10-19,1.0,-0.25012304105685795,-0.627535293355783,-0.009247506799637352,-0.3787592280792643,-0.3246470664421707,0.0
2018-10-22,1.0,-0.2501101064794425,-0.6275292106013108,-0.010052073887924558,-0.3784813078059017,-0.32459390139640926,0.0
2018-10-23,1.0,-0.25084175084175087,-0.6271173271173272,-0.011939911939911941,-0.3766381766381766,-0.32346542346542345,0.0
2018-10-24,1.0,-0.2518503183065059,-0.6252523161327054,-0.00711660887117644,-0.3781895347031727,-0.325448993323327,0.0
2018-10-25,1.0,-0.229220287660863,-0.5959374211455968,-0.0019177390865505932,-0.39099167297501897,-0.3052737824880142,0.0
2018-10-26,1.0,-0.21500287939107138,-0.5879716567765843,-0.0,-0.3999849770900623,-0.30088384786799866,0.0
2018-10-29,1.0,-0.2277790464591104,-0.5916368526553499,-0.0,-0.4154931364339905,-0.3024536296972926,0.0
2018-10-30,1.0,-0.2243924712089696,-0.5915732332200294,-0.0,-0.4155293998275075,-0.3051595555781036,0.0
2018-10-31,1.0,-0.227088115839661,-0.5797532857395121,-0.0,-0.4138896596957695,-0.3019096390101158,0.0
2018-11-01,1.0,-0.23737399321209665,-0.5746922648295425,-0.0,-0.41674687199230026,-0.30398662681728383,0.0
2018-11-02,1.0,-0.24028036911905604,-0.5596288638999546,-0.0,-0.4204528263829358,-0.3009429680802784,0.0
2018-11-05,1.0,-0.23850690593809862,-0.5643966125617501,-0.0,-0.4207077326343382,-0.2968041133178748,0.0
2018-11-06,1.0,-0.24366442242227096,-0.5690294273394357,-0.0,-0.41742945759891065,-0.29147439291928284,0.0
2018-11-07,1.0,-0.24314516129032257,-0.5692792338709678,-0.0,-0.4164566532258065,-0.2912802419354839,0.0
2018-11-08,1.0,-0.23894250100522718,-0.5690339766787293,-0.0,-0.4143546441495778,-0.29073683152392443,0.0
2018-11-09,1.0,-0.23896763168476073,-0.5689083232810616,-0.0,-0.4143797748291114,-0.2908122235625251,0.0
2018-11-12,1.0,-0.2386970586022719,-0.5642568770530856,-0.0,-0.4154066049800647,-0.2892249053386494,0.0
2018-11-13,1.0,-0.23075963888473242,-0.5632699885281062,-0.0,-0.4149832909372038,-0.28485211232480423,0.0
2018-11-14,1.0,-0.2310358585606703,-0.5629893770884246,-0.0,-0.4149418981596928,-0.2846740810932123,0.0
2018-11-15,1.0,-0.2307807246918192,-0.5635163740505541,-0.0,-0.41648611629934,-0.2795915826173577,0.0
2018-11-16,1.0,-0.227673800114334,-0.5566077597991698,-0.0,-0.4163000521959585,-0.2849153679815077,0.0
2018-11-19,1.0,-0.22857071849292937,-0.5562541939011357,-0.0,-0.4157367596987847,-0.2847130750304446,0.0
2018-11-20,1.0,-0.20590925948819389,-0.5519841760415379,-0.0,-0.4185684262578811,-0.29603164791692427,0.0
2018-11-21,1.0,-0.20029499262518438,-0.5614109647258818,-0.0,-0.42618934526636837,-0.3120421989450264,0.0
2018-11-23,1.0,-0.20131378474910708,-0.5524639708269851,-0.0,-0.43050178584809057,-0.3134100956615131,0.0
2018-11-26,1.0,-0.19928458069879337,-0.5732423105020531,-0.0,-0.4327279139481573,-0.31382724135325085,0.0
2018-11-27,1.0,-0.1981929833392057,-0.5735138672169929,-0.0,-0.4321739568128051,-0.3128554890018624,0.0
2018-11-28,1.0,-0.19875166737975988,-0.5718420456547454,-0.0,-0.4328392016711549,-0.3133918908715677,0.0
2018-11-29,1.0,-0.17613735619275786,-0.5649472186868308,-0.0,-0.43392977464999627,-0.3205310573731626,0.0
2018-11-30,1.0,-0.17743190661478603,-0.5713066398895444,-0.0,-0.4434291452240492,-0.3181875235345802,0.0
2018-12-03,1.0,-0.17628462464873546,-0.5715576073865917,-0.0,-0.4432958651144119,-0.3179195102368526,0.0
2018-12-04,1.0,-0.17694491195458315,-0.5718304905925796,-0.0,-0.4447486749227562,-0.31847069758094904,0.0
2018-12-06,1.0,-0.17558170962431507,-0.530479864370132,-0.0,-0.4511413056831863,-0.29988451804712646,0.0
2018-12-07,1.0,-0.1547589182680247,-0.5496462796648437,-0.0,-0.4730068737143144,-0.3312427876172796,0.0
2018-12-10,1.0,-0.13734951746094914,-0.5542483334991543,-0.0,-0.4755248234006566,-0.3201671475475077,0.0
2018-12-11,1.0,-0.14100937740964603,-0.5529438101634206,-0.0,-0.4764818545879661,-0.3169415217769818,0.0
2018-12-12,1.0,-0.14062888700930393,-0.5530872182695656,-0.0,-0.47634210657246634,-0.31760286581421965,0.0
2018-12-13,1.0,-0.1405807189380003,-0.5512106597722866,-0.0,-0.47745239397404665,-0.3166857256500771,0.0
2018-12-14,1.0,-0.14095711622125545,-0.5508763206960845,-0.0,-0.4773648228713487,-0.3168178993163456,0.0
2018-12-17,1.0,-0.13690948789202065,-0.5507393807066296,-0.0,-0.4744442238983724,-0.3190750297737197,0.0
2018-12-18,1.0,-0.13653540175019888,-0.5538484486873508,-0.0,-0.476804892601432,-0.31886435958631665,0.0
2018-12-19,1.0,-0.13969911724480916,-0.5531020763396742,-0.0,-0.4753947532015417,-0.3184383936342161,0.0
2018-12-20,1.0,-0.13972065791758664,-0.5490337145550621,-0.0,-0.4754769406336054,-0.3166042323054405,0.0
2018-12-21,1.0,-0.13817730936143832,-0.5497582145071296,-0.0,-0.47625542467451953,-0.3156354618722877,0.0
2018-12-24,1.0,-0.13497190663597436,-0.5476597113932824,-0.0,-0.4758545580554937,-0.31672483354372416,0.0
2018-12-26,1.0,-0.13566949465142014,-0.5510635681790237,-0.0,-0.46376490839788514,-0.3085946145333825,0.0
2018-12-27,1.0,-0.12933899332929047,-0.5403032140691327,-0.0,-0.4462098241358399,-0.3098605215281989,0.0
2018-12-28,1.0,-0.12693333333333334,-0.5429333333333334,-0.0,-0.44601212121212125,-0.3083636363636364,0.0
2018-12-31,1.0,-0.1265819715851234,-0.5436648402269311,-0.0,-0.4459341511904185,-0.3082723173156185,0.0
2019-01-02,1.0,-0.12610276296655357,-0.5435773145904023,-0.0,-0.44561318468250116,-0.30833737275811923,0.0
2019-01-03,1.0,-0.13073811196434193,-0.5418231147501272,-0.0,-0.4489474576681766,-0.3008890288510453,0.0
2019-01-04,1.0,-0.12001158832476279,-0.5454721035223679,-0.0,-0.4454503754134376,-0.30332440066632865,0.0
2019-01-07,1.0,-0.11661632868306246,-0.5388081883119996,-0.0,-0.4437892516419771,-0.2978090991897982,0.0
2019-01-08,1.0,-0.11551392891450528,-0.5438040345821326,-0.0,-0.4424591738712776,-0.29975984630163305,0.0
2019-01-09,1.0,-0.11569870778690493,-0.5441466109429793,-0.0,-0.4424268626603257,-0.29961089494163423,0.0
2019-01-10,1.0,-0.1160495605820487,-0.5433414973827019,-0.0,-0.44265955914133415,-0.29914037362531815,0.0
2019-01-11,1.0,-0.11763998749789628,-0.5359796119539345,-0.0,-0.4445219147452696,-0.3061092010674873,0.0
