Date,IWF,IWM,IX,MTUM,SPY,VLUE,VXX
2018-09-24,-0.27577650380764956,-0.48968939847694026,1.0,-0.06654117110179401,-0.4982459142637119,-0.5219474629930693,0.0
2018-09-25,-0.27582568022360393,-0.48958986937425136,1.0,-0.06668187781643946,-0.49814614112144207,-0.5218184929553363,0.0
2018-09-26,-0.27635482030804337,-0.4902452937820878,1.0,-0.06788362806617228,-0.4978322875071306,-0.519937250427838,0.0
2018-09-27,-0.2757852655625357,-0.49360365505425474,1.0,-0.06719017704169046,-0.49840091376356366,-0.5205311250713878,0.0
2018-09-28,-0.28525807008458487,-0.4957995281661776,1.0,-0.066114275850164,-0.5044594050290581,-0.5253754531330916,0.0
2018-10-01,-0.29451616655036056,-0.5011630611770179,1.0,-0.0641428239125378,-0.5155559432426146,-0.5322458711328215,0.0
2018-10-02,-0.2958967051502021,-0.49006892139471314,1.0,-0.0682816180533341,-0.5184226597260593,-0.535405821967604,0.0
2018-10-03,-0.2956890788058487,-0.4871660707537572,1.0,-0.06805034737362287,-0.5191128164878928,-0.536873928083486,0.0
2018-10-04,-0.3041220572362088,-0.4804690918638234,1.0,-0.06861343679803962,-0.5311123428338049,-0.5329210303684472,0.0
2018-10-05,-0.29594001569356854,-0.47443982678950275,1.0,-0.060013368595425616,-0.5363422360428958,-0.5394809497515185,0.0
2018-10-08,-0.295925807110152,-0.4751961270378256,1.0,-0.05281577182186708,-0.5485724284756044,-0.5438478812447141,0.0
2018-10-09,-0.2940850331203128,-0.4762321631795501,1.0,-0.04747731185619656,-0.5519565788321807,-0.5483381481805714,0.0
2018-10-10,-0.29760617309209947,-0.47549177213339955,1.0,-0.050477888521906884,-0.5550229444947827,-0.5442667991699062,0.0
2018-10-11,-0.2618056347667389,-0.4720828105395232,1.0,-0.0007414166761720086,-0.5522983916961333,-0.5647028630090111,0.0
2018-10-12,-0.27064297800338405,-0.4650028200789622,1.0,-0.0,-0.5372250423011844,-0.5472081218274111,0.0
2018-10-15,-0.2605318699873364,-0.4717602363866611,1.0,-0.0,-0.5348529618685803,-0.546925566343042,0.0
2018-10-16,-0.25820248747819236,-0.475434745905791,1.0,-0.0,-0.5340762001238112,-0.5461477854690754,0.0
2018-10-17,-0.24457336368178534,-0.44945317270859936,1.0,-0.0,-0.5305335035807471,-0.5512130128240715,0.0
2018-10-18,-0.2440046630398579,-0.4482902187187743,1.0,-0.0,-0.5318363495059398,-0.5514322193849229,0.0
2018-10-19,-0.23467107985105504,-0.43952558267825126,1.0,-0.0,-0.5326713556750794,-0.5513722245207557,0.0
2018-10-22,-0.23467615187360413,-0.43549232084263934,1.0,-0.0,-0.5343425152342349,-0.5528166101414509,0.0
2018-10-23,-0.2367260296631196,-0.435490985278712,1.0,-0.0,-0.5326680266857804,-0.5519104592821305,0.0
2018-10-24,-0.23630487030028458,-0.439570153871654,1.0,-0.0,-0.5341584021658057,-0.5524462001712754,0.0
2018-10-25,-0.21925697598961713,-0.413638330088687,1.0,-0.0,-0.5345554834523036,-0.5364211550940947,0.0
2018-10-26,-0.20955497733308295,-0.40572440247860725,1.0,-0.0,-0.5366560261809598,-0.5305399822956625,0.0
2018-10-29,-0.19722749005048212,-0.40887844226608616,1.0,-0.0,-0.5310772189428137,-0.5338283608002351,0.0
2018-10-30,-0.15529765155652647,-0.43208629164391044,1.0,-0.0,-0.5538230475150191,-0.5895412342981977,0.0
2018-10-31,-0.15477070499657766,-0.43646817248459957,1.0,-0.0,-0.5553182751540041,-0.5912936344969199,0.0
2018-11-01,-0.12276496680166406,-0.4711133151500124,1.0,-0.0,-0.5621952227456815,-0.5989751219109016,0.0
2018-11-02,-0.12513718173836696,-0.45802238805970147,1.0,-0.0,-0.5646125987708516,-0.595890035118525,0.0
2018-11-05,-0.12895504319595003,-0.45088868101029,1.0,-0.0,-0.5660320255323832,-0.6054311341000385,0.0
2018-11-06,-0.13254105801766114,-0.4536876564606201,1.0,-0.0,-0.5633682704739897,-0.6013589722428544,0.0
2018-11-07,-0.1322866256049274,-0.45358556973163217,1.0,-0.0,-0.5627474703035636,-0.6010778706555213,0.0
2018-11-08,-0.11499931759246622,-0.45317319503207315,1.0,-0.0,-0.5565988808516447,-0.6048587416405077,0.0
2018-11-09,-0.1158331740092317,-0.45369131182913175,1.0,-0.0,-0.5564143883320133,-0.6053041269494442,0.0
2018-11-12,-0.11514161220043571,-0.4461601307189542,1.0,-0.0,-0.5583333333333333,-0.6036764705882353,0.0
2018-11-13,-0.10078714598717844,-0.4415050447672374,1.0,-0.0,-0.5594687440828803,-0.603181043577051,0.0
2018-11-14,-0.10148494766168077,-0.4409672445971167,1.0,-0.0,-0.5595196234886803,-0.6028508831246112,0.0
2018-11-15,-0.10094867428849429,-0.44268764020649204,1.0,-0.0,-0.5639071326252061,-0.5952323035757724,0.0
2018-11-16,-0.09664092455581358,-0.4343036128962575,1.0,-0.0,-0.5652103472484744,-0.604093535669925,0.0
2018-11-19,-0.0875978326309452,-0.4494006896174265,1.0,-0.0,-0.5832466750588363,-0.6163318920693995,0.0
2018-11-20,-0.06647241435651653,-0.4437666793747617,1.0,-0.0,-0.5857251783671914,-0.6272261859375852,0.0
2018-11-21,-0.06817935958459542,-0.4386358719169191,1.0,-0.0,-0.5840815664214626,-0.6135871916919083,0.0
2018-11-23,-0.06786692334806539,-0.4467883191887422,1.0,-0.0,-0.5827119655106965,-0.6140831322361107,0.0
2018-11-26,-0.06743643952946278,-0.44874505339621623,1.0,-0.0,-0.5814766628720117,-0.6128367756274733,0.0
2018-11-27,-0.06251181378770286,-0.4492209650851943,1.0,-0.0,-0.5785110577052899,-0.6100234925606891,0.0
2018-11-28,-0.0634333396343604,-0.44694985282601063,1.0,-0.0,-0.5794874564554022,-0.6105695228322217,0.0
2018-11-29,-0.04107792763862128,-0.4392528366516806,1.0,-0.0,-0.5793192035966602,-0.6164097623635195,0.0
2018-11-30,-0.04096321070234114,-0.4393043478260869,1.0,-0.0,-0.579933110367893,-0.6153846153846154,0.0
2018-12-03,-0.03992405604877527,-0.4394855064712803,1.0,-0.0,-0.5796876671301743,-0.6149855599529361,0.0
2018-12-04,-0.037357472829715084,-0.4397714224678897,1.0,-0.0,-0.5786536356110978,-0.6145424443910386,0.0
2018-12-06,-0.03055798079212636,-0.4258274466227479,1.0,-0.0,-0.5788025504669683,-0.6105246448130804,0.0
2018-12-07,-0.03293737929574856,-0.4254080795788248,1.0,-0.0,-0.5787719251832059,-0.6084287944125506,0.0
2018-12-10,-0.01684995144484397,-0.42662922233012257,1.0,-0.0,-0.5802472376053122,-0.6008766174116165,0.0
2018-12-11,-0.02152287461613166,-0.42518176330087404,1.0,-0.0,-0.5814325835323761,-0.5966035853959422,0.0
2018-12-12,-0.02066430353157411,-0.4257581725088617,1.0,-0.0,-0.5813049757122226,-0.5979519495864513,0.0
2018-12-13,-0.020515780360469082,-0.42290841356874886,1.0,-0.0,-0.5838077498229136,-0.5962956161292862,0.0
2018-12-14,-0.023364976136780822,-0.4155346934494152,1.0,-0.0,-0.5875334347301621,-0.5958986731001206,0.0
2018-12-17,-0.01317337097153611,-0.4147259468360386,1.0,-0.0,-0.5802817637680023,-0.6055830000784129,0.0
2018-12-18,-0.00408004158004158,-0.4066528066528067,1.0,-0.0,-0.5790540540540541,-0.608991683991684,0.0
2018-12-19,-0.002833008447043535,-0.40714749837556863,1.0,-0.0,-0.5798050682261209,-0.6093047433398311,0.0
2018-12-20,-0.0035839501363459287,-0.4058953382677575,1.0,-0.0,-0.57937930138943,-0.6082326970523309,0.0
2018-12-21,-0.0,-0.40603506231576775,1.0,-0.0,-0.5824067849201013,-0.597274654806847,0.0
2018-12-24,-0.006735859936048644,-0.4260365885621429,1.0,-0.0,-0.5957697751218746,-0.592414949939718,0.0
2018-12-26,-0.006405415961463351,-0.42874625699778673,1.0,-0.0,-0.5833615414659549,-0.5853144121859133,0.0
2018-12-27,-0.0,-0.41663465724309234,1.0,-0.0,-0.5600112673170982,-0.5840823538449719,0.0
2018-12-28,-0.0,-0.41651300962917437,1.0,-0.0,-0.5601567301782422,-0.5842808850645359,0.0
2018-12-31,-0.0,-0.4204347380293243,1.0,-0.0,-0.5594945145083563,-0.5833845996103763,0.0
2019-01-02,-0.0,-0.4199764259724286,1.0,-0.0,-0.5569876492594681,-0.5854558499461897,0.0
2019-01-03,-0.0,-0.4210364289379169,1.0,-0.0,-0.5533350436121088,-0.5910723447922012,0.0
2019-01-04,-0.0,-0.4240482087684805,1.0,-0.0,-0.5347394224140133,-0.594642902739831,0.0
2019-01-07,-0.0,-0.4134500999772204,1.0,-0.0,-0.5303854817889595,-0.5872332886177832,0.0
2019-01-08,-0.0,-0.4061457596280198,1.0,-0.0,-0.5351763873445871,-0.5856919033660164,0.0
2019-01-09,-0.0,-0.40246919814178955,1.0,-0.0,-0.5347657038982024,-0.5875075742274288,0.0
2019-01-10,-0.0,-0.3998939875814024,1.0,-0.0,-0.537861578070574,-0.5863748801050028,0.0
2019-01-11,-0.0,-0.39842998227399345,1.0,-0.0,-0.5413775639402381,-0.592504431501646,0.0
2019-01-14,-0.0,-0.4038349354503259,1.0,-0.0,-0.5487863646739544,-0.5837370329976919,0.0
2019-01-15,-0.0,-0.402126582278481,1.0,-0.0,-0.5490886075949367,-0.5804303797468354,0.0
2019-01-16,-0.0,-0.3926483926231986,1.0,-0.0,-0.5553008162853975,-0.5714249722866069,0.0
2019-01-17,-0.0,-0.39038766719564727,1.0,-0.0,-0.5565883271618932,-0.5720043326028363,0.0
2019-01-18,-0.0,-0.3905154743528102,1.0,-0.0,-0.5583166738365766,-0.581724321178227,0.0
2019-01-22,-0.0,-0.3307386134623136,1.0,-0.0,-0.5819729947601774,-0.6064087061668681,0.0
2019-01-23,-0.0,-0.329295569349853,1.0,-0.0,-0.5818149832876781,-0.6020205574124803,0.0
2019-01-24,-0.0,-0.3377238011769125,1.0,-0.0,-0.5610116439213723,-0.6053587079003381,0.0
2019-01-25,-0.0,-0.29432847876019086,1.0,-0.0,-0.5821449304626568,-0.6475428456043818,0.0
2019-01-28,-0.0,-0.2892580791989076,1.0,-0.0,-0.592575734587569,-0.646866939766348,0.0
2019-01-29,-0.0,-0.28828484894759615,1.0,-0.0,-0.6123285230714414,-0.6444732890483826,0.0
2019-01-30,-0.0,-0.2830652934909441,1.0,-0.0,-0.6025315813505149,-0.6510831515397494,0.0
2019-01-31,-0.0,-0.2949796126401631,1.0,-0.0,-0.549592252803262,-0.703848114169215,0.0
2019-02-01,-0.0,-0.29447790139838725,1.0,-0.0,-0.5571093191793406,-0.7002143513320404,0.0
2019-02-04,-0.0,-0.290445112935298,1.0,-0.0,-0.5584816193341151,-0.7004027940651608,0.0
2019-02-05,-0.0,-0.2829957967137944,1.0,-0.0,-0.5467074258056298,-0.7177429626799133,0.0
2019-02-06,-0.0,-0.2839094220433531,1.0,-0.0,-0.5458366234494002,-0.7174405868718001,0.0
2019-02-07,-0.0,-0.28548867775541914,1.0,-0.0,-0.5477215415573499,-0.7139764130517843,0.0
2019-02-08,-0.0,-0.2884834952934311,1.0,-0.0,-0.5449724710121027,-0.7037525689493315,0.0
2019-02-11,-0.0,-0.27885618337700663,1.0,-0.0,-0.542473350802656,-0.722721143816623,0.0
2019-02-12,-0.0,-0.2793316012023027,1.0,-0.0,-0.5471241530388711,-0.7207702888583218,0.0
2019-02-13,-0.0,-0.28187066093634766,1.0,-0.0,-0.545762022226178,-0.715408285227475,0.0
2019-02-14,-0.0,-0.293701326704041,1.0,-0.0,-0.5400167423454504,-0.7030263057761091,0.0
2019-02-15,-0.0,-0.28991937528522893,1.0,-0.0,-0.5412757973733584,-0.704147862684448,0.0
2019-02-19,-0.0,-0.28253428998808405,1.0,-0.0,-0.5494004005780494,-0.7033694191618285,0.0
2019-02-20,-0.0,-0.2864533143987422,1.0,-0.0,-0.5466856012577977,-0.7027438251255261,0.0
