Date,IWF,IWM,MTUM,PEB,SPY,VLUE,VXX
2018-09-24,-0.3156440520166982,-0.6570261585127789,-0.05072529056671772,1.0,-0.5065020872751299,-0.47334594708231975,0.0
2018-09-25,-0.3150363734744183,-0.6586604941982805,-0.049119220826068656,1.0,-0.5079660915048397,-0.4752900859736668,0.0
2018-09-26,-0.3164180002406449,-0.6606004090963783,-0.05170857899169775,1.0,-0.5077006377090603,-0.47163397906389126,0.0
2018-09-27,-0.3161806746712407,-0.6618217929042159,-0.05151816075351329,1.0,-0.5078992506996479,-0.4718485751256357,0.0
2018-09-28,-0.31800523985906587,-0.661125666275183,-0.05161562321197338,1.0,-0.5084169000511941,-0.4722799409763002,0.0
2018-10-01,-0.3176176417424836,-0.6621076098090016,-0.05196722299210701,1.0,-0.5083147556787371,-0.4725854070012653,0.0
2018-10-02,-0.31758593608409347,-0.6773092490787168,-0.04802754787651785,1.0,-0.5069171751344167,-0.47076058720473624,0.0
2018-10-03,-0.3187747813190472,-0.6842822119313539,-0.049032961046036494,1.0,-0.5062199219104695,-0.4684463815490783,0.0
2018-10-04,-0.31876248713446753,-0.6844160561845372,-0.04937337288853908,1.0,-0.5059938245444088,-0.46866864442695405,0.0
2018-10-05,-0.3219814241486068,-0.691646937412736,-0.04731985673526377,1.0,-0.5067990044314941,-0.4675226127602744,0.0
2018-10-08,-0.32349360925136944,-0.6952830188679245,-0.048113207547169815,1.0,-0.5071515520389531,-0.4692026780279976,0.0
2018-10-09,-0.3205590897969171,-0.7014619525324199,-0.03453021776364081,1.0,-0.5186567164179106,-0.4833007095669195,0.0
2018-10-10,-0.3205088996268885,-0.7016025444981344,-0.03422227659184048,1.0,-0.5187473239953514,-0.4832099822619121,0.0
2018-10-11,-0.28096388416689033,-0.6990844293340491,-0.0,1.0,-0.5081864543258477,-0.4940502818287555,0.0
2018-10-12,-0.27926941179953224,-0.6962493709481661,-0.0,1.0,-0.5000148012196205,-0.48468073769278586,0.0
2018-10-15,-0.24469631783520757,-0.7361065780494318,-0.0,1.0,-0.4968103729638311,-0.4894519775687624,0.0
2018-10-16,-0.24270922953689145,-0.7391343044471476,-0.0,1.0,-0.4960987332008189,-0.488770878452547,0.0
2018-10-17,-0.22786587863537952,-0.711978465679677,-0.0,1.0,-0.49207092281584647,-0.4939434724091521,0.0
2018-10-18,-0.2277781028731933,-0.7120955000292587,-0.0,1.0,-0.49207092281584647,-0.4939434724091521,0.0
2018-10-19,-0.22052223582211342,-0.7097686075654251,-0.0,1.0,-0.49146121116745356,-0.4925103456315207,0.0
2018-10-22,-0.22117329737019553,-0.696150576094286,-0.0,1.0,-0.5073441027294849,-0.50708024275118,0.0
2018-10-23,-0.22393222525137046,-0.6962741476856331,-0.0,1.0,-0.5052619236068362,-0.5059654677102571,0.0
2018-10-24,-0.22236214015872552,-0.6929452074852842,-0.0,1.0,-0.5056373912788825,-0.5075702111459279,0.0
2018-10-25,-0.19136982003821695,-0.656504007072983,-0.0,1.0,-0.5200353649145824,-0.4841000484841571,0.0
2018-10-26,-0.18941591309787864,-0.6529033725757835,-0.0,1.0,-0.5195359153728033,-0.48180060285503046,0.0
2018-10-29,-0.1700090641287106,-0.6629277135735328,-0.0,1.0,-0.5114151370949467,-0.4881883072739633,0.0
2018-10-30,-0.14718848658949343,-0.6681361813475923,-0.0,1.0,-0.5171079951079383,-0.5117893000369749,0.0
2018-10-31,-0.14984164687252574,-0.6550164008596313,-0.0,1.0,-0.5149021603890962,-0.5079742110620971,0.0
2018-11-01,-0.13623139281981753,-0.6656215574951275,-0.0,1.0,-0.5144761743355083,-0.508318504081575,0.0
2018-11-02,-0.14019558253245656,-0.6455628617995841,-0.0,1.0,-0.5198392626313718,-0.5044680492328444,0.0
2018-11-05,-0.14464965458903142,-0.63752995911462,-0.0,1.0,-0.5217538418158748,-0.5157197236712251,0.0
2018-11-06,-0.14155767112065312,-0.6358089211559648,-0.0,1.0,-0.5260883075793101,-0.5214554083448685,0.0
2018-11-07,-0.1407941218030239,-0.637643069097075,-0.0,1.0,-0.5254768969902501,-0.5221421506287975,0.0
2018-11-08,-0.12776592159946085,-0.6368639784342357,-0.0,1.0,-0.5198528585869931,-0.523559474334494,0.0
2018-11-09,-0.12753053488698582,-0.63672609855398,-0.0,1.0,-0.5202021620103888,-0.5233469043942159,0.0
2018-11-12,-0.1273480585649898,-0.6209792558998908,-0.0,1.0,-0.529156518574508,-0.5219618711682203,0.0
2018-11-13,-0.10219749652294854,-0.6206675938803894,-0.0,1.0,-0.5361613351877608,-0.522614742698192,0.0
2018-11-14,-0.1032995771199644,-0.6200200311595816,-0.0,1.0,-0.536501224126419,-0.5222846650344981,0.0
2018-11-15,-0.1028900447831771,-0.6230146588412006,-0.0,1.0,-0.542182414953687,-0.5134766765875775,0.0
2018-11-16,-0.10283776647488813,-0.6212234914811418,-0.0,1.0,-0.5415103254676339,-0.5138553044831707,0.0
2018-11-19,-0.10357956756155856,-0.6209215718970597,-0.0,1.0,-0.5410205102551277,-0.5136457117447614,0.0
2018-11-20,-0.0609843871110619,-0.6158232753847857,-0.0,1.0,-0.5506865241944413,-0.5407485328313587,0.0
2018-11-21,-0.06985132158590308,-0.6145925110132158,-0.0,1.0,-0.5546530837004404,-0.5142345814977973,0.0
2018-11-23,-0.07243777250400132,-0.5974115569291903,-0.0,1.0,-0.5689607594238093,-0.5206965064297147,0.0
2018-11-26,-0.07170644226789902,-0.6016002207200993,-0.0,1.0,-0.5670575251758863,-0.5186646433990895,0.0
2018-11-27,-0.0679042904290429,-0.6017876787678769,-0.0,1.0,-0.5645489548954896,-0.5160616061606161,0.0
2018-11-28,-0.06856624219587998,-0.6004015511977776,-0.0,1.0,-0.565004538078605,-0.5163783382381253,0.0
2018-11-29,-0.029434334575750933,-0.5977581670686253,-0.0,1.0,-0.5767923700942776,-0.5366695900021925,0.0
2018-11-30,-0.02945851145456538,-0.5981310972267894,-0.0,1.0,-0.5778800833059301,-0.5348295516825605,0.0
2018-12-03,-0.026669955869857195,-0.6000877120850808,-0.0,1.0,-0.5789819916125318,-0.5352904092316969,0.0
2018-12-04,-0.02593557230980123,-0.6003289924605895,-0.0,1.0,-0.5797121315969842,-0.5356271418779985,0.0
2018-12-06,-0.019593147751605998,-0.5565310492505353,-0.0,1.0,-0.583083511777302,-0.5174250535331906,0.0
2018-12-07,-0.029903277807630305,-0.55843632455669,-0.0,1.0,-0.5863782912412682,-0.512009672219237,0.0
2018-12-10,-0.022733358324854066,-0.5587211481818669,-0.0,1.0,-0.5870775986718791,-0.5091576072404006,0.0
2018-12-11,-0.0078295261925902,-0.5680307799930046,-0.0,1.0,-0.5872682756208464,-0.5274302472623564,0.0
2018-12-12,-0.004801985540088486,-0.5711125499082766,-0.0,1.0,-0.5888097550447826,-0.5330203949498219,0.0
2018-12-13,-0.005096949920444432,-0.570211159353847,-0.0,1.0,-0.5890078476847982,-0.5324829427469594,0.0
2018-12-14,-0.006901013586370498,-0.5660718136726332,-0.0,1.0,-0.5906027604054346,-0.5321328445115376,0.0
2018-12-17,-0.0,-0.5647163120567376,-0.0,1.0,-0.5823393509563722,-0.5393563292499463,0.0
2018-12-18,-0.0,-0.557465120008553,-0.0,1.0,-0.5773239963649971,-0.5380338910568238,0.0
2018-12-19,-0.0,-0.5592394215318693,-0.0,1.0,-0.5796732726298875,-0.5392072844134975,0.0
2018-12-20,-0.0,-0.555998075483802,-0.0,1.0,-0.5795199401261627,-0.5374211482946648,0.0
2018-12-21,-0.0,-0.572075409566148,-0.0,1.0,-0.598282154715842,-0.5738316731154468,0.0
2018-12-24,-0.0,-0.5818848976438779,-0.0,1.0,-0.605280582684986,-0.5717596424433041,0.0
2018-12-26,-0.0,-0.5829147108073238,-0.0,1.0,-0.5961459276949683,-0.5660051058222845,0.0
2018-12-27,-0.0,-0.5680866582025446,-0.0,1.0,-0.5707879737432129,-0.5624409087225478,0.0
2018-12-28,-0.0,-0.5687285687285687,-0.0,1.0,-0.56994356994357,-0.5613305613305614,0.0
2018-12-31,-0.0,-0.5665351990923334,-0.0,1.0,-0.5716948511534929,-0.5631314495650764,0.0
2019-01-02,-0.0,-0.5657337183881677,-0.0,1.0,-0.5698091819384092,-0.5634395832771045,0.0
2019-01-03,-0.0,-0.5666756756756757,-0.0,1.0,-0.5873243243243244,-0.5487027027027027,0.0
2019-01-04,-0.0,-0.5730170696246837,-0.0,1.0,-0.5645091809810996,-0.5548166496149912,0.0
2019-01-07,-0.0,-0.5545027470339995,-0.0,1.0,-0.5580592934681636,-0.5415505480797304,0.0
2019-01-08,-0.0,-0.5528703310696095,-0.0,1.0,-0.5588391341256366,-0.5410918930390493,0.0
2019-01-09,-0.0,-0.55893536121673,-0.0,1.0,-0.5605041346486214,-0.5394719349091973,0.0
2019-01-10,-0.0,-0.5594829649724726,-0.0,1.0,-0.5603074549855049,-0.5398547833718982,0.0
2019-01-11,-0.0,-0.5520127965875766,-0.0,1.0,-0.5642761930151959,-0.5496667555318582,0.0
2019-01-14,-0.0,-0.5545093227346689,-0.0,1.0,-0.5699005041478834,-0.5430392915255142,0.0
2019-01-15,-0.0,-0.5500786855511989,-0.0,1.0,-0.5716838707956575,-0.5455442639566829,0.0
2019-01-16,-0.0,-0.552959335746221,-0.0,1.0,-0.5601979987225889,-0.5480892058760911,0.0
2019-01-17,-0.0,-0.5530121763173287,-0.0,1.0,-0.5594991226670921,-0.5460732705907375,0.0
2019-01-18,-0.0,-0.5519726656345096,-0.0,1.0,-0.5619828092467033,-0.5554161550371043,0.0
2019-01-22,-0.0,-0.5538617614865046,-0.0,1.0,-0.5790372960995275,-0.536828897135382,0.0
2019-01-23,-0.0,-0.5421220828745603,-0.0,1.0,-0.5835593629991676,-0.559792679324328,0.0
2019-01-24,-0.0,-0.5460903246630981,-0.0,1.0,-0.5808160959733168,-0.5629286924711515,0.0
2019-01-25,-0.0,-0.5244468576082529,-0.0,1.0,-0.6233745079408172,-0.5669879190986833,0.0
2019-01-28,-0.0,-0.5306572681535688,-0.0,1.0,-0.5979445236621916,-0.5618391670478086,0.0
2019-01-29,-0.0,-0.5276611876844757,-0.0,1.0,-0.5916488396653037,-0.5885889138617346,0.0
2019-01-30,-0.0,-0.5251410284226513,-0.0,1.0,-0.5912887828162291,-0.5956552397483185,0.0
2019-01-31,-0.0,-0.5387080131425314,-0.0,1.0,-0.5708854916229941,-0.6058326771119016,0.0
2019-02-01,-0.0,-0.5373097826086957,-0.0,1.0,-0.5795652173913044,-0.6005163043478261,0.0
2019-02-04,-0.0,-0.5413707724539494,-0.0,1.0,-0.5878159606018556,-0.5916795907817048,0.0
2019-02-05,-0.0,-0.5393888269068546,-0.0,1.0,-0.5861111866989578,-0.595662467005905,0.0
2019-02-06,-0.0,-0.5676540379129229,-0.0,1.0,-0.5441384274935345,-0.5543765163836084,0.0
2019-02-07,-0.0,-0.5720405502487826,-0.0,1.0,-0.5404039060213395,-0.5483330229092941,0.0
2019-02-08,-0.0,-0.5778435134847031,-0.0,1.0,-0.5550314465408805,-0.5320861315424794,0.0
2019-02-11,-0.0,-0.5553185817115437,-0.0,1.0,-0.553345774460144,-0.5572913889629433,0.0
2019-02-12,-0.0,-0.5629601963504429,-0.0,1.0,-0.5480471667911643,-0.5567975669619037,0.0
2019-02-13,-0.0,-0.5754480477917644,-0.0,1.0,-0.544298058459569,-0.5472050352037551,0.0
2019-02-14,-0.0,-0.55803224162442,-0.0,1.0,-0.5557254365494488,-0.568600627665567,0.0
2019-02-15,-0.0,-0.5724193548387096,-0.0,1.0,-0.5511559139784946,-0.5645967741935484,0.0
2019-02-19,-0.0,-0.5720758380754605,-0.0,1.0,-0.5572156746406322,-0.5676528493217184,0.0
2019-02-20,-0.0,-0.5816337571003517,-0.0,1.0,-0.563456856911009,-0.5597781985393563,0.0
2019-02-21,-0.0,-0.5712461626232715,-0.0,1.0,-0.5679589230894618,-0.5775218017332717,0.0
2019-02-22,-0.0,-0.567804666069149,-0.0,1.0,-0.574648958418208,-0.5735625628072463,0.0
2019-02-25,-0.0,-0.5705571591961223,-0.0,1.0,-0.5785087958172213,-0.5740972713904472,0.0
2019-02-26,-0.0,-0.5770934748126676,-0.0,1.0,-0.5888803806815074,-0.5687797407427665,0.0
2019-02-27,-0.0,-0.5868302837734195,-0.0,1.0,-0.5951024433000986,-0.5571929440122713,0.0
2019-02-28,-0.0,-0.5799170762514072,-0.0,1.0,-0.5908454378209177,-0.575056975754414,0.0
2019-03-01,-0.0,-0.5842708962186488,-0.0,1.0,-0.5861368750343011,-0.5736787223533285,0.0
2019-03-04,-0.0,-0.5810336314259067,-0.0,1.0,-0.5787567893783947,-0.5833927689691117,0.0
2019-03-05,-0.0,-0.5644339128757612,-0.0,1.0,-0.609291047860469,-0.5816548645744359,0.0
2019-03-06,-0.0,-0.5580843609478883,-0.0,1.0,-0.6231896052304892,-0.5773952384893377,0.0
2019-03-07,-0.0,-0.5547617739187778,-0.0,1.0,-0.6300489091608508,-0.5628949826894543,0.0
2019-03-08,-0.0,-0.5520090956989545,-0.0,1.0,-0.6524500152519342,-0.5686198386068052,0.0
2019-03-11,-0.0,-0.5515419482216846,-0.0,1.0,-0.6546258446650539,-0.574594699813687,0.0
2019-03-12,-0.0,-0.5353003751189743,-0.0,1.0,-0.6659761491517833,-0.598118806337831,0.0
2019-03-13,-0.0,-0.5476384708430617,-0.0,1.0,-0.6700610425047119,-0.5953191369658781,0.0
2019-03-14,-0.0,-0.53434903811653,-0.0,1.0,-0.6615053407303138,-0.5642129667963898,0.0
2019-03-15,-0.0,-0.5214147554573086,-0.0,1.0,-0.6611494888090633,-0.5806023763470572,0.0
2019-03-18,-0.0,-0.5292872461911261,-0.0,1.0,-0.6664345597860903,-0.5895329081135281,0.0
2019-03-19,-0.0,-0.5273809856595757,-0.0,1.0,-0.6690800324266906,-0.5989712911972717,0.0
2019-03-20,-0.0,-0.5331857787241195,-0.0,1.0,-0.66581682682879,-0.6026671896450284,0.0
2019-03-21,-0.0,-0.5343866431352775,-0.0,1.0,-0.6796929713981568,-0.5872762417009832,0.0
2019-03-22,-0.0,-0.5292675365668067,-0.0,1.0,-0.7055491362060706,-0.5834625031705324,0.0
2019-03-25,-0.0,-0.49484940096293806,-0.0,1.0,-0.7221195834732952,-0.5822976150487068,0.0
2019-03-26,-0.0,-0.49918580493009157,-0.0,1.0,-0.7054017631534617,-0.602981638497389,0.0
2019-03-27,-0.0,-0.47924898416701694,-0.0,1.0,-0.7171920975199664,-0.605856802578114,0.0
2019-03-28,-0.0,-0.48771329173339223,-0.0,1.0,-0.7023855541443481,-0.5709591915622066,0.0
2019-03-29,-0.0,-0.4985218136103667,-0.0,1.0,-0.6989196806012213,-0.5655513497085073,0.0
2019-04-01,-0.0,-0.5063721560279767,-0.0,1.0,-0.6999419456500706,-0.5581787521079258,0.0
2019-04-02,-0.0,-0.5147826086956522,-0.0,1.0,-0.7115804002760524,-0.5341614906832298,0.0
