Date,COP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.31014364188474525,-0.7593913132484902,-0.03889590228257532,-0.6567607219625371,-0.646729673479136,0.0
2018-09-25,1.0,-0.3146105780721822,-0.7575716188069792,-0.04483217809949806,-0.6548297879605285,-0.6426400792160344,0.0
2018-09-26,1.0,-0.3172258130706884,-0.7614308676173865,-0.048938134810710986,-0.6550049587907391,-0.6372901063575117,0.0
2018-09-27,1.0,-0.31730506155950755,-0.7613885088919289,-0.049076607387140904,-0.6549589603283175,-0.6372777017783858,0.0
2018-09-28,1.0,-0.3165310170302989,-0.7618151973189248,-0.04958621161343273,-0.6546747828465905,-0.6370973257643116,0.0
2018-10-01,1.0,-0.3174977768657227,-0.760859155893016,-0.04959299541692319,-0.6551747725562624,-0.6370818797455367,0.0
2018-10-02,1.0,-0.32755704373640787,-0.7288825986399254,-0.06368877075494495,-0.6748938520487417,-0.6569091097379958,0.0
2018-10-03,1.0,-0.32982334603394525,-0.7407689643228265,-0.06522341531001039,-0.6742985798406651,-0.6536543124350537,0.0
2018-10-04,1.0,-0.3320870980025617,-0.7362135216533389,-0.06587738429051129,-0.6768442552013015,-0.6507425485512515,0.0
2018-10-05,1.0,-0.31983721892674855,-0.7296178783280453,-0.053593599117119604,-0.6851979583390813,-0.6605393847427231,0.0
2018-10-08,1.0,-0.31794077134986226,-0.7264118457300276,-0.04934573002754821,-0.6893939393939393,-0.6603994490358127,0.0
2018-10-09,1.0,-0.31782652112530557,-0.7265590027891601,-0.049068558245239494,-0.6895423711304708,-0.6604111428669811,0.0
2018-10-10,1.0,-0.32202980543673243,-0.7259555678211673,-0.05260797571408858,-0.6932868773285498,-0.6558230992134676,0.0
2018-10-11,1.0,-0.30041096355670277,-0.7209523486057805,-0.025880514893183437,-0.6893998573514927,-0.6597833101246475,0.0
2018-10-12,1.0,-0.30048481583731734,-0.7156420443067807,-0.020537337553026735,-0.6810989158979194,-0.6490135344421251,0.0
2018-10-15,1.0,-0.2946674736063479,-0.7232533118149418,-0.01223858516575886,-0.6817295407168313,-0.6503597606078945,0.0
2018-10-16,1.0,-0.295177886878741,-0.7218037527742284,-0.01348443069473401,-0.6817539848005919,-0.6504808662317574,0.0
2018-10-17,1.0,-0.27822192735113616,-0.6853541217448997,-0.0,-0.6854204677392602,-0.6682700281970476,0.0
2018-10-18,1.0,-0.2803819155660534,-0.6918061146412056,-0.0,-0.6844206394091619,-0.6702152433547356,0.0
2018-10-19,1.0,-0.2621275751463245,-0.6791111405046129,-0.0,-0.6915776594689329,-0.6739525809331701,0.0
2018-10-22,1.0,-0.262288037549995,-0.6745777278286451,-0.0,-0.6931543979109509,-0.6754371467292499,0.0
2018-10-23,1.0,-0.2620653179955044,-0.6746000264445327,-0.0,-0.6933425889197408,-0.6755586407510247,0.0
2018-10-24,1.0,-0.26426255806958326,-0.6946960328866014,-0.0,-0.7023495204037299,-0.6808261755957355,0.0
2018-10-25,1.0,-0.24447644921606496,-0.6663284344211319,-0.0,-0.700762659160093,-0.6616477365716342,0.0
2018-10-26,1.0,-0.23888418722739405,-0.659462274591498,-0.0,-0.7000846299069071,-0.6565327778139444,0.0
2018-10-29,1.0,-0.21264367816091959,-0.6747840768881097,-0.0,-0.6913760633807391,-0.6681602701474122,0.0
2018-10-30,1.0,-0.21997529098120813,-0.6758241758241758,-0.0,-0.6921126211067039,-0.6632745952272578,0.0
2018-10-31,1.0,-0.22083900667833753,-0.6696492251831679,-0.0,-0.6904298774557479,-0.6610257407767619,0.0
2018-11-01,1.0,-0.2075441152663105,-0.6796179375101181,-0.0,-0.6896227942366845,-0.6610328638497652,0.0
2018-11-02,1.0,-0.21646557842441452,-0.6452351764629977,-0.0,-0.7060455513258921,-0.6582682753726048,0.0
2018-11-05,1.0,-0.22146695151162038,-0.6364018903346929,-0.0,-0.708195766168188,-0.6707774972486567,0.0
2018-11-06,1.0,-0.2188441966745535,-0.6348815350209055,-0.0,-0.7117946390950636,-0.6756555278254951,0.0
2018-11-07,1.0,-0.21837851844653902,-0.6347617659443526,-0.0,-0.7106857124348136,-0.6752178278754899,0.0
2018-11-08,1.0,-0.1911712696524451,-0.6374304729447321,-0.0,-0.7033083625373758,-0.6832138378934508,0.0
2018-11-09,1.0,-0.19846655791190865,-0.6530831973898857,-0.0,-0.713605220228385,-0.6974551386623165,0.0
2018-11-12,1.0,-0.1979650879303059,-0.6365439001397782,-0.0,-0.7210285082729253,-0.6951207619542957,0.0
2018-11-13,1.0,-0.1810138844042622,-0.6319341298030352,-0.0,-0.7226993865030675,-0.6932515337423314,0.0
2018-11-14,1.0,-0.17924131005215588,-0.6370468755061711,-0.0,-0.7259710389063461,-0.697236709967929,0.0
2018-11-15,1.0,-0.17873911213288865,-0.6398018327235048,-0.0,-0.7319884726224785,-0.687530356506816,0.0
2018-11-16,1.0,-0.17765135598151083,-0.6354203704302293,-0.0,-0.730484533083363,-0.68881921323981,0.0
2018-11-19,1.0,-0.17517634116352812,-0.6372225457839902,-0.0,-0.73296447291788,-0.690221963372808,0.0
2018-11-20,1.0,-0.125012088585152,-0.6305406015279972,-0.0,-0.7451403887688985,-0.7228973920892299,0.0
2018-11-21,1.0,-0.1230319388214125,-0.6279802069275754,-0.0,-0.7448750080329027,-0.7172739541160594,0.0
2018-11-23,1.0,-0.12291653259540511,-0.6335027994079413,-0.0,-0.743741553510522,-0.7175172147499839,0.0
2018-11-26,1.0,-0.12411210125274443,-0.6309892806405786,-0.0,-0.7501614361358646,-0.7234598992638512,0.0
2018-11-27,1.0,-0.11695868831377593,-0.6323420671917699,-0.0,-0.7462144349782993,-0.719402025397846,0.0
2018-11-28,1.0,-0.11903383507011452,-0.6260452849607616,-0.0,-0.74964621124405,-0.7215682490672842,0.0
2018-11-29,1.0,-0.09460707801102157,-0.6161883222374415,-0.0,-0.7478737298123785,-0.7267543719937566,0.0
2018-11-30,1.0,-0.09502565246486729,-0.6173480768617955,-0.0,-0.7504540964277748,-0.7238456390809725,0.0
2018-12-03,1.0,-0.09122516028196867,-0.6207457497368505,-0.0,-0.7526713661446206,-0.725048642786514,0.0
2018-12-04,1.0,-0.09521363680138678,-0.6229655548778531,-0.0,-0.761195467240217,-0.7307951590639145,0.0
2018-12-06,1.0,-0.08773031168586584,-0.5748454125992656,-0.0,-0.7639599485231803,-0.7122947989579083,0.0
2018-12-07,1.0,-0.08691421576320663,-0.5749081892087008,-0.0,-0.7643679964845098,-0.7126400703098026,0.0
2018-12-10,1.0,-0.061702657290435,-0.5797809446760843,-0.0,-0.7692762461883129,-0.7007903416516273,0.0
2018-12-11,1.0,-0.056145486251673773,-0.5826300875035032,-0.0,-0.7680690063214274,-0.7071279544109862,0.0
2018-12-12,1.0,-0.05720781040764847,-0.5824795241506027,-0.0,-0.7683036965525832,-0.7062065958705739,0.0
2018-12-13,1.0,-0.05664840637450199,-0.578062749003984,-0.0,-0.7737487549800797,-0.7040587649402391,0.0
2018-12-14,1.0,-0.06373831775700935,-0.5592834890965732,-0.0,-0.7870093457943925,-0.705202492211838,0.0
2018-12-17,1.0,-0.05799490018035948,-0.5583680577150321,-0.0,-0.7845015237266,-0.7088127371105168,0.0
2018-12-18,1.0,-0.04990254617455062,-0.5509080221514092,-0.0,-0.7828790644432756,-0.7100516659963493,0.0
2018-12-19,1.0,-0.04029281305251403,-0.5561897081174975,-0.0,-0.7908123701107355,-0.7145382921306492,0.0
2018-12-20,1.0,-0.03927986906710311,-0.5452552265077355,-0.0,-0.7939659697989686,-0.7095080752246549,0.0
