Date,IWF,IWM,MTUM,SCWX,SPY,VLUE,VXX
2018-11-29,-0.7704604454160404,-2.1429840142095915,-0.0,1.0,-1.6499521792594616,-1.2680694083891242,0.0
2018-11-30,-0.7707650273224044,-2.143852459016393,-0.0,1.0,-1.651707650273224,-1.264275956284153,0.0
2018-12-03,-0.7650557112584593,-2.148950714334541,-0.0,1.0,-1.6550003417868617,-1.2666621095085104,0.0
2018-12-04,-0.7449307025329419,-2.164811906875128,-0.0,1.0,-1.6508500034136684,-1.2668123165153273,0.0
2018-12-06,-0.7302399787276473,-2.036096523299874,-0.0,1.0,-1.6712756763943364,-1.210064481818786,0.0
2018-12-07,-0.7216597842014121,-2.0420940455574796,-0.0,1.0,-1.6770347675502866,-1.2195950446250166,0.0
2018-12-10,-0.6912946134597656,-2.038522323192414,-0.0,1.0,-1.6656130646648228,-1.1895825102067694,0.0
2018-12-11,-0.6719534760771874,-2.0526037536346813,-0.0,1.0,-1.6674596880782446,-1.2165609304784561,0.0
2018-12-12,-0.6734518538100589,-2.0521446037935367,-0.0,1.0,-1.6677681580860486,-1.2155839006014144,0.0
2018-12-13,-0.6827507085976514,-2.105682278310163,-0.0,1.0,-1.6976650020245647,-1.2623835875286813,0.0
2018-12-14,-0.6962487326799595,-2.0721189591078066,-0.0,1.0,-1.7234876647516053,-1.2671848597499156,0.0
2018-12-17,-0.678758917754745,-2.069861354152645,-0.0,1.0,-1.7099205815049134,-1.2718400861488761,0.0
2018-12-18,-0.6598598598598597,-2.051918585251918,-0.0,1.0,-1.6980313646980314,-1.2635301968635302,0.0
2018-12-19,-0.6854876655239631,-2.0593533642535453,-0.0,1.0,-1.7039053572628888,-1.2730389191369227,0.0
2018-12-20,-0.6830082821266364,-2.037202778519904,-0.0,1.0,-1.6990382046486776,-1.259885118888592,0.0
2018-12-21,-0.6735940508598367,-2.0397715955115863,-0.0,1.0,-1.7037381315981674,-1.222561582896222,0.0
2018-12-24,-0.5951155930575563,-2.0386224874802767,-0.0,1.0,-1.8083281882417506,-1.4181244426150783,0.0
2018-12-26,-0.5905426461621841,-2.0417315900006776,-0.0,1.0,-1.7603143418467586,-1.3820201883341237,0.0
2018-12-27,-0.43914538960179916,-2.0150152136525996,-0.0,1.0,-1.6732372006879217,-1.4871676147638575,0.0
2018-12-28,-0.4303755620206294,-2.0251917482147577,-0.0,1.0,-1.673234594022745,-1.4832716212642156,0.0
2018-12-31,-0.42322495023224954,-2.0440610484406103,-0.0,1.0,-1.680225613802256,-1.4881884538818846,0.0
2019-01-02,-0.4195943258650404,-2.0432851650536925,-0.0,1.0,-1.6780458703433647,-1.4877369746785098,0.0
2019-01-03,-0.4532177392464155,-2.045348449483161,-0.0,1.0,-1.7192397465821938,-1.4512170723574525,0.0
2019-01-04,-0.36387242825754046,-2.091350955456422,-0.0,1.0,-1.709234969039217,-1.4937079699047875,0.0
2019-01-07,-0.2995900555408622,-2.0568632636868553,-0.0,1.0,-1.7611742925152074,-1.4943136736313143,0.0
2019-01-08,-0.30175369198312235,-2.0402821729957807,-0.0,1.0,-1.7636471518987342,-1.4872099156118144,0.0
2019-01-09,-0.29366020825095557,-2.015289310662976,-0.0,1.0,-1.7706603400553576,-1.5106102543824962,0.0
2019-01-10,-0.29649631190727077,-2.008100632244468,-0.0,1.0,-1.7743018967334034,-1.5069151738672286,0.0
2019-01-11,-0.29766549831360356,-1.9849877653594337,-0.0,1.0,-1.791415911646055,-1.5392500495998942,0.0
2019-01-14,-0.30683614330874603,-1.9722734457323499,-0.0,1.0,-1.7822708113804007,-1.52449947312961,0.0
2019-01-15,-0.30682418162618796,-1.97162090813094,-0.0,1.0,-1.7835929250263993,-1.537750791974657,0.0
2019-01-16,-0.2818211811283405,-1.9772352358957443,-0.0,1.0,-1.773606070603761,-1.5657538766083803,0.0
2019-01-17,-0.2812973828202255,-1.9744874414925178,-0.0,1.0,-1.7736831696222561,-1.5629243852594108,0.0
2019-01-18,-0.28366056572379367,-1.9559400998336105,-0.0,1.0,-1.788352745424293,-1.6276206322795341,0.0
2019-01-22,-0.0,-2.1603819276274825,-0.0,1.0,-2.1251643257455197,-1.6334325053622087,0.0
2019-01-23,-0.0,-2.094371091035441,-0.0,1.0,-2.1598332175121615,-1.6949965253648367,0.0
2019-01-24,-0.0,-2.0846442990393985,-0.0,1.0,-2.182375052206599,-1.6937908951691492,0.0
2019-01-25,-0.0,-2.007938778429409,-0.0,1.0,-2.3918609640966957,-1.75232441710771,0.0
2019-01-28,-0.0,-1.9939935645334286,-0.0,1.0,-2.405577404361816,-1.7509474436896675,0.0
2019-01-29,-0.0,-2.029058561897702,-0.0,1.0,-2.4731653076352855,-1.9106745737583395,0.0
2019-01-30,-0.0,-2.023171453953213,-0.0,1.0,-2.464169381107492,-1.915605567071365,0.0
2019-01-31,-0.0,-2.0596504276682785,-0.0,1.0,-2.454667162513946,-1.9234659724804763,0.0
2019-02-01,-0.0,-2.059007599463567,-0.0,1.0,-2.480032781999702,-1.9114140962598718,0.0
2019-02-04,-0.0,-2.0644128378881526,-0.0,1.0,-2.477399657457741,-1.904758358775784,0.0
2019-02-05,-0.0,-2.054678188319428,-0.0,1.0,-2.4695321811680575,-1.9251340882002383,0.0
2019-02-06,-0.0,-2.045051092712762,-0.0,1.0,-2.481464906392183,-1.93219959722533,0.0
2019-02-07,-0.0,-2.055734270965811,-0.0,1.0,-2.5074437046457696,-1.9179322211416172,0.0
2019-02-08,-0.0,-2.056431037070389,-0.0,1.0,-2.542098153984692,-1.905598078943419,0.0
2019-02-11,-0.0,-2.0376521007117163,-0.0,1.0,-2.5740414785337107,-2.041172419070942,0.0
2019-02-12,-0.0,-2.0381463040980465,-0.0,1.0,-2.5950210647261587,-2.026733052470318,0.0
2019-02-13,-0.0,-2.060214231063504,-0.0,1.0,-2.5822494261667943,-2.0087222647283856,0.0
2019-02-14,-0.0,-2.0716820987654323,-0.0,1.0,-2.6324074074074075,-2.0120370370370373,0.0
2019-02-15,-0.0,-2.095996289998454,-0.0,1.0,-2.625444427268511,-2.007806461586026,0.0
2019-02-19,-0.0,-2.047065208963325,-0.0,1.0,-2.688454679382802,-2.0182212917732807,0.0
2019-02-20,-0.0,-2.0843382867812963,-0.0,1.0,-2.6922897378044035,-2.0037345366840427,0.0
2019-02-21,-0.0,-2.081556420233463,-0.0,1.0,-2.696031128404669,-2.0045136186770427,0.0
2019-02-22,-0.0,-2.076869213413211,-0.0,1.0,-2.7076947016260795,-1.995720843382868,0.0
2019-02-25,-0.0,-2.0538875458161114,-0.0,1.0,-2.7326678624346874,-2.0119316852530607,0.0
2019-02-26,-0.0,-2.051170046801872,-0.0,1.0,-2.7343993759750385,-2.014742589703588,0.0
2019-02-27,-0.0,-2.039509643163895,-0.0,1.0,-2.7555243226360586,-2.013195908487546,0.0
2019-02-28,-0.0,-2.050074329082231,-0.0,1.0,-2.765667788122995,-2.008371801893435,0.0
2019-03-01,-0.0,-2.0543759304238813,-0.0,1.0,-2.788294288176761,-1.9924782574629791,0.0
2019-03-04,-0.0,-2.003210392713155,-0.0,1.0,-2.548753173062565,-1.9140659997013587,0.0
2019-03-05,-0.0,-1.9005839521303438,-0.0,1.0,-2.4952058251027323,-1.8135678754235456,0.0
2019-03-06,-0.0,-1.9073350694444446,-0.0,1.0,-2.496021412037037,-1.8304398148148147,0.0
2019-03-07,-0.0,-1.8503607503607504,-0.0,1.0,-2.5495670995670996,-1.815007215007215,0.0
2019-03-08,-0.0,-1.834406085430076,-0.0,1.0,-2.646650087770626,-1.8331626682270334,0.0
2019-03-11,-0.0,-1.8397416864608074,-0.0,1.0,-2.6702048693586695,-1.9128562945368168,0.0
2019-03-12,-0.0,-1.7638145495665287,-0.0,1.0,-2.7390878251036566,-2.035808518658123,0.0
2019-03-13,-0.0,-1.8011544888348776,-0.0,1.0,-2.7547470758013066,-2.0394197174540487,0.0
2019-03-14,-0.0,-1.8141385058342174,-0.0,1.0,-2.729049856038794,-2.033792998939233,0.0
2019-03-15,-0.0,-1.764953095684803,-0.0,1.0,-2.684953095684803,-2.0548592870544087,0.0
2019-03-18,-0.0,-1.8075728890571754,-0.0,1.0,-2.6895872775463836,-2.075804619462325,0.0
2019-03-19,-0.0,-1.8065812419440443,-0.0,1.0,-2.6745772992645387,-2.1009932519523846,0.0
2019-03-20,-0.0,-1.8030799725546998,-0.0,1.0,-2.6871235800869098,-2.1334908896851412,0.0
2019-03-21,-0.0,-1.806512828298163,-0.0,1.0,-2.7083649612873844,-2.075831182632458,0.0
2019-03-22,-0.0,-1.7918545121112555,-0.0,1.0,-2.7866585160846644,-2.0627340108504626,0.0
2019-03-25,-0.0,-1.6012209828157975,-0.0,1.0,-2.866671691287308,-2.0690382876092857,0.0
2019-03-26,-0.0,-1.6454289411585599,-0.0,1.0,-2.877825987668418,-2.0888330669102535,0.0
2019-03-27,-0.0,-1.5514992503748126,-0.0,1.0,-2.877586206896552,-2.067166416791604,0.0
2019-03-28,-0.0,-1.5512927439532944,-0.0,1.0,-2.926150580028812,-2.104632648419137,0.0
2019-03-29,-0.0,-1.5268695125643355,-0.0,1.0,-2.9170451105056014,-2.1249621556161067,0.0
2019-04-01,-0.0,-1.5294563651527788,-0.0,1.0,-2.914550003791038,-2.1380696034574265,0.0
2019-04-02,-0.0,-1.5441531042796866,-0.026145268233875828,1.0,-2.9029535864978904,-2.061407474382158,0.0
2019-04-03,-0.0,-1.5490521863907558,-0.021297485084208142,1.0,-2.932482440903255,-2.049392039876142,0.0
2019-04-04,-0.0,-1.5435376213592231,-0.01888652912621359,1.0,-2.9682949029126213,-2.054156553398058,0.0
2019-04-05,-0.0,-1.5148150983845035,-0.048388331674450655,1.0,-3.0228160171502947,-2.0703621468493987,0.0
2019-04-08,-0.0,-1.4946384803921569,-0.05951286764705882,1.0,-3.0333180147058822,-2.071844362745098,0.0
2019-04-09,-0.0,-1.4627610565110567,-0.09720515970515971,1.0,-3.0698710073710074,-2.0482954545454546,0.0
2019-04-10,-0.0,-1.4185242121445043,-0.1385857033051499,1.0,-3.099692544196772,-2.0296694850115298,0.0
2019-04-11,-0.0,-1.3580674988441976,-0.18369548466635843,1.0,-3.1450916936353828,-2.018492834026815,0.0
2019-04-12,-0.0,-1.3587333384698361,-0.18445180676477388,1.0,-3.1437707065259266,-2.0178750288928273,0.0
2019-04-15,-0.0,-1.365675092478422,-0.186883477188656,1.0,-3.12268803945746,-2.031365598027127,0.0
2019-04-16,-0.0,-1.357437855528715,-0.20766773162939298,1.0,-3.1759526221460295,-2.0513519831683937,0.0
2019-04-17,-0.0,-1.3404023078122562,-0.22688289412131607,1.0,-3.1925775767971305,-2.036878216123499,0.0
2019-04-18,-0.0,-1.3264811630451774,-0.20056276379552915,1.0,-3.207440987963108,-2.081678911989995,0.0
2019-04-22,-0.0,-1.3629623787364933,-0.16578594526382207,1.0,-3.2534111522990767,-2.104897862607461,0.0
2019-04-23,-0.0,-1.3497672951013648,-0.162656779995267,1.0,-3.26962215035103,-2.106255423207384,0.0
2019-04-24,-0.0,-1.3104017611447443,-0.19490525984747228,1.0,-3.2291060617973115,-2.1277616164792827,0.0
2019-04-25,-0.0,-1.2706618112729577,-0.1955351488283724,1.0,-3.2789740341988605,-2.1712317922735913,0.0
2019-04-26,-0.0,-1.219937843652881,-0.24233006614072836,1.0,-3.35859431030361,-2.1479002310941113,0.0
2019-04-29,-0.0,-1.192043457421313,-0.2221600894711615,1.0,-3.3791340469723594,-2.195158971081642,0.0
2019-04-30,-0.0,-1.1812300319488818,-0.21429712460063896,1.0,-3.377955271565495,-2.213738019169329,0.0
2019-05-01,-0.0,-1.156632285919885,-0.23506836171743825,1.0,-3.3860238266570724,-2.2178779883265376,0.0
2019-05-02,-0.0,-1.1627107807879806,-0.2224886118436826,1.0,-3.3598657396307843,-2.2466235115479902,0.0
2019-05-03,-0.0,-1.1411916056926912,-0.21050092466028786,1.0,-3.4120768674117556,-2.2766744391734344,0.0
2019-05-06,-0.0,-1.0634322373696872,-0.23969526864474738,1.0,-3.413953488372093,-2.302085004009623,0.0
2019-05-07,-0.0,-1.0607203015962139,-0.25082217053019973,1.0,-3.4052298066896607,-2.3044036255715086,0.0
2019-05-08,-0.0,-1.0402988633653922,-0.33733407519275094,1.0,-3.2716000317939753,-2.299340275017884,0.0
2019-05-09,-0.0,-1.0361369231991104,-0.347152728139147,1.0,-3.2769438487808755,-2.281868000953062,0.0
2019-05-10,-0.0,-1.039417104634496,-0.3563465519987259,1.0,-3.292403248924988,-2.2749641662685143,0.0
2019-05-13,-0.0,-1.0589556428972486,-0.32814630624849606,1.0,-3.3173177187775726,-2.3167562364642653,0.0
2019-05-14,-0.0,-0.9065942713251496,-0.5347812401636765,1.0,-3.1826408561536037,-2.2449638023292415,0.0
2019-05-15,-0.0,-0.9245966155057065,-0.5424635970090516,1.0,-3.1951200314836683,-2.2087367178276267,0.0
2019-05-16,-0.0,-0.9372431236168196,-0.5621245652861209,1.0,-3.181078090420487,-2.2234429339234905,0.0
2019-05-17,-0.0,-0.9086234177215189,-0.5886075949367088,1.0,-3.141930379746835,-2.272231012658228,0.0
2019-05-20,-0.0,-0.8700363866476823,-0.6173864894795127,1.0,-3.143252649897168,-2.2794652744818857,0.0
2019-05-21,-0.0,-0.8789657360406091,-0.6109612944162437,1.0,-3.1549809644670055,-2.2865640862944163,0.0
2019-05-22,-0.0,-0.8529807616182408,-0.6357374713007679,1.0,-3.1514527749188503,-2.2768585226822897,0.0
2019-05-23,-0.0,-0.8752738654147105,-0.695226917057903,1.0,-3.0673708920187797,-2.1868544600938966,0.0
2019-05-24,-0.0,-0.8248482017748716,-0.7210026467382843,1.0,-3.0513000155690486,-2.18737350147906,0.0
2019-05-28,-0.0,-0.7895997527430072,-0.7506567763869572,1.0,-3.023489414309998,-2.1630350795858444,0.0
2019-05-29,-0.0,-0.8199124894449988,-0.7601903738389499,1.0,-3.001688800184233,-2.094572810317034,0.0
2019-05-30,-0.0,-0.8166960791836109,-0.7544694237704289,1.0,-3.004066600168802,-2.0975984040512548,0.0
2019-05-31,-0.0,-0.8112150966554157,-0.7588217244553543,1.0,-3.003375268487266,-2.0975759435409636,0.0
2019-06-03,-0.0,-0.7970586005609885,-0.786596922143886,1.0,-2.96262603290122,-2.0346448335986658,0.0
2019-06-04,-0.0,-0.7947376402790416,-0.8030027297543221,1.0,-2.9841522596299668,-2.000834091598423,0.0
2019-06-05,-0.0,-0.7804695678181547,-0.8601764617915358,1.0,-2.9986541049798117,-1.8378944220128608,0.0
2019-06-06,-0.0,-0.8600813569729067,-0.7332872822165938,1.0,-3.052344769360657,-2.029472714713332,0.0
2019-06-07,-0.0,-0.8715687777948167,-0.7381536574145069,1.0,-3.032510351173133,-2.025226192301794,0.0
2019-06-10,-0.0,-0.8823121921182265,-0.7059729064039408,1.0,-3.0421798029556646,-2.0666564039408866,0.0
2019-06-11,-0.0,-0.8806318574430005,-0.749513656524784,1.0,-3.0541592094000465,-2.097190880087153,0.0
2019-06-12,-0.0,-0.8840850666043467,-0.7582768559632311,1.0,-3.0571784684895222,-2.090363792163278,0.0
2019-06-13,-0.0,-0.898761778677673,-0.774005139786621,1.0,-3.036523635230901,-2.078187057082782,0.0
2019-06-14,-0.0,-0.896388349514563,-0.76473786407767,1.0,-3.0275728155339805,-2.078291262135922,0.0
2019-06-17,-0.0,-0.9096919726197884,-0.760034225264468,1.0,-3.0121344119477285,-2.096686372121966,0.0
2019-06-18,-0.0,-0.9439245107896976,-0.7648696728285251,1.0,-2.9618686673369945,-2.0638873849485657,0.0
2019-06-19,-0.0,-0.9239130434782609,-0.7950971322849213,1.0,-2.9545174221399937,-2.035383903792784,0.0
2019-06-20,-0.0,-0.9433001619995371,-0.7694206587981177,1.0,-2.960657255264985,-2.0408855974697215,0.0
2019-06-21,-0.0,-0.9624739402362753,-0.7640336653540267,1.0,-2.943942552698634,-2.0509613157285154,0.0
2019-06-24,-0.0,-0.9101158541326491,-0.762071378586424,1.0,-2.9753518388927764,-2.127906072622658,0.0
2019-06-25,-0.0,-0.9572339922816413,-0.7431676774041112,1.0,-3.014412853429944,-2.1611404268724894,0.0
2019-06-26,-0.0,-0.9506026943984874,-0.7117308752855905,1.0,-2.9713227763334125,-2.2447805877255185,0.0
2019-06-27,-0.0,-0.9437164508999054,-0.7297916008841175,1.0,-2.9740290495737294,-2.2462898642248184,0.0
2019-06-28,-0.0,-0.9276927929348684,-0.7348210061504494,1.0,-2.9791042422330865,-2.243573568837723,0.0
2019-07-01,-0.0,-0.9276397515527951,-0.7351708074534161,1.0,-2.9415372670807454,-2.159627329192547,0.0
2019-07-02,-0.0,-0.967984934086629,-0.7166509730069052,1.0,-2.957234777150031,-2.2049591964846207,0.0
2019-07-03,-0.0,-0.9777552294723695,-0.7094130502653762,1.0,-2.929675304402123,-2.1883390571339367,0.0
2019-07-05,-0.0,-0.9619255676055238,-0.7077319185456815,1.0,-2.9311071233517985,-2.201295154872435,0.0
2019-07-08,-0.0,-0.9735528163520051,-0.693789982836636,1.0,-2.926041504134811,-2.2081447963800906,0.0
2019-07-09,-0.0,-0.9659423640006164,-0.690322083525967,1.0,-2.8660810602558175,-2.183002003390353,0.0
2019-07-10,-0.0,-0.9631631786238319,-0.6935670708162793,1.0,-2.8830797744999614,-2.182871264190285,0.0
2019-07-11,-0.0,-0.9469409853817001,-0.7155232423234589,1.0,-2.897594554876634,-2.1745687988243487,0.0
2019-07-12,-0.0,-0.9560779461800186,-0.7141973399319518,1.0,-2.8927466749149398,-2.169733993195175,0.0
2019-07-15,-0.0,-0.9561423828275809,-0.7289784572619875,1.0,-2.8949888039533627,-2.1413018299745197,0.0
2019-07-16,-0.0,-0.9513663733209821,-0.7288096340898564,1.0,-2.8914620966496836,-2.147985178323298,0.0
2019-07-17,-0.0,-0.9684844739687934,-0.7213038776456049,1.0,-2.889618414954426,-2.1449868685308204,0.0
2019-07-18,-0.0,-0.9700492762550046,-0.7367570064675085,1.0,-2.867262088081306,-2.1253464736680012,0.0
2019-07-19,-0.0,-0.9741279741279741,-0.7364287364287364,1.0,-2.8707938707938703,-2.1187341187341184,0.0
2019-07-22,-0.0,-0.9292463701313666,-0.7139893984789121,1.0,-2.8743181992778672,-2.1647845125604976,0.0
2019-07-23,-0.0,-0.9423522148479704,-0.7023460410557184,1.0,-2.888408705047075,-2.184056181509492,0.0
2019-07-24,-0.0,-0.9459396571783139,-0.7504847591716436,1.0,-2.896533002404406,-2.163189327542077,0.0
2019-07-25,-0.0,-0.934134056567222,-0.7526540100736149,1.0,-2.905385509492445,-2.156760945370012,0.0
2019-07-26,-0.0,-0.9225941422594142,-0.7436076243607624,1.0,-2.9174802417480237,-2.1646520997985434,0.0
2019-07-29,-0.0,-0.8948837209302325,-0.7427906976744186,1.0,-2.922713178294573,-2.1915503875968994,0.0
2019-07-30,-0.0,-0.8943083126550869,-0.7484491315136477,1.0,-2.91602047146402,-2.1955645161290325,0.0
2019-07-31,-0.0,-0.8911591050341827,-0.7504661280298323,1.0,-2.9208359229334993,-2.206261653200746,0.0
2019-08-01,-0.0,-0.9384424063422976,-0.7321622882014612,1.0,-2.9211099020674647,-2.1807088450178767,0.0
2019-08-02,-0.0,-0.9197080291970803,-0.7578816586426463,1.0,-2.9148159652119894,-2.172775275663923,0.0
2019-08-05,-0.0,-0.9108166744150007,-0.7309778397644505,1.0,-2.924298775763211,-2.182163334883,0.0
2019-08-06,-0.0,-0.9106641366223909,-0.7237950664136622,1.0,-2.784516129032258,-2.171157495256167,0.0
2019-08-07,-0.0,-0.9570194057004244,-0.6780624620982413,1.0,-2.752198302001213,-2.1931473620375987,0.0
2019-08-08,-0.0,-0.9461771385314156,-0.666994700984103,1.0,-2.75336866010598,-2.2034822104466314,0.0
2019-08-09,-0.0,-0.9095273818454613,-0.6426106526631657,1.0,-2.71072768192048,-2.239084771192798,0.0
2019-08-12,-0.0,-0.8971739616732533,-0.687271642681381,1.0,-2.6898814406084557,-2.1822384609648795,0.0
2019-08-13,-0.0,-0.8419727488151659,-0.6853524881516587,1.0,-2.6774289099526065,-2.2003850710900474,0.0
2019-08-14,-0.0,-0.8665241745283019,-0.6818248820754716,1.0,-2.637455778301887,-2.184478183962264,0.0
2019-08-15,-0.0,-0.9317150471800042,-0.709716919974069,1.0,-2.5452711949866744,-2.0163509327955054,0.0
2019-08-16,-0.0,-0.9239475201845444,-0.717055940023068,1.0,-2.552696078431372,-2.015138408304498,0.0
2019-08-19,-0.0,-0.8704287967876093,-0.7321095654668005,1.0,-2.5718485587265163,-1.9961996271332283,0.0
2019-08-20,-0.0,-0.8612092103404435,-0.7818900974713943,1.0,-2.4835428732871874,-1.9364316993925694,0.0
2019-08-21,-0.0,-0.8648553777028923,-0.876439202471216,1.0,-2.412875596742488,-1.8663296826734064,0.0
2019-08-22,-0.0,-0.8743448179467468,-0.848556852330701,1.0,-2.396673422321616,-1.8689635893493606,0.0
2019-08-23,-0.0,-0.8627806442616093,-0.8526007530330498,1.0,-2.3834193278482783,-1.8737275135964304,0.0
2019-08-26,-0.0,-0.8118653498400334,-0.8755042425928502,1.0,-2.4171651133676453,-1.8504659897064963,0.0
2019-08-27,-0.0,-0.8054977092877968,-0.8553380535887825,1.0,-2.405317228932389,-1.875399139247536,0.0
2019-08-28,-0.0,-0.7698630136986302,-0.8719178082191781,1.0,-2.3589041095890413,-1.8486301369863014,0.0
2019-08-29,-0.0,-0.7506161007667033,-0.8782174151150055,1.0,-2.3661692223439212,-1.8505613362541076,0.0
2019-08-30,-0.0,-0.7373441438986168,-0.8837637119302308,1.0,-2.3598828098385227,-1.832322681746951,0.0
2019-09-03,-0.0,-0.755039498774176,-0.90826750204304,1.0,-2.336011985834922,-1.8108144919640428,0.0
2019-09-04,-0.0,-0.7236608968243151,-0.9205397301349325,1.0,-2.341011312525555,-1.8296306392258415,0.0
2019-09-05,-0.0,-0.7485066521857182,-0.9184089057833288,1.0,-2.337292967689384,-1.7837360847135488,0.0
