Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WU
2018-10-16,-0.28454893218149113,-0.45577990018493647,-0.14321181567147162,-0.3622729460643984,-0.28756365110328574,0.0,1.0
2018-10-17,-0.27796865203761756,-0.4395235109717868,-0.13785579937304074,-0.3610783699059561,-0.29141065830721,0.0,1.0
2018-10-18,-0.27723864690689337,-0.4383760876651872,-0.13844379247222852,-0.36209533839865593,-0.2914315805311066,0.0,1.0
2018-10-19,-0.27027835231378805,-0.43088539460240727,-0.1324976949338384,-0.3661441850033642,-0.29215779112362633,0.0,1.0
2018-10-22,-0.27018943170488535,-0.43133100697906285,-0.13325024925224327,-0.36572781655034897,-0.29199900299102693,0.0,1.0
2018-10-23,-0.2693766531915956,-0.43259969057244096,-0.13030892848230774,-0.3689674102909617,-0.2941308579128612,0.0,1.0
2018-10-24,-0.2699441563621859,-0.43081870761866775,-0.12741822895891505,-0.36978958915037896,-0.2950737933785401,0.0,1.0
2018-10-25,-0.2515949934252179,-0.4040081819510057,-0.12538352895339208,-0.37722203282520816,-0.2768713777821068,0.0,1.0
2018-10-26,-0.2464792140541064,-0.39909500072593523,-0.11885979770604461,-0.38118859797706045,-0.2741615447902047,0.0,1.0
2018-10-29,-0.24321062160531082,-0.4007242003621002,-0.116016898008449,-0.3796499698249849,-0.2743995171997586,0.0,1.0
2018-10-30,-0.23771817589262006,-0.4017574777297637,-0.11218405233807305,-0.3812616179417232,-0.2812205779397919,0.0,1.0
2018-10-31,-0.23849171018119691,-0.39576966576028105,-0.11309767307553481,-0.3798156748562216,-0.27918280915369253,0.0,1.0
2018-11-01,-0.23570294839113076,-0.3991390505507191,-0.11016786109374246,-0.3802606897215141,-0.2796402289452167,0.0,1.0
2018-11-02,-0.24176824157666607,-0.3810675542996719,-0.10594123422495749,-0.3882037405110276,-0.27773653583658614,0.0,1.0
2018-11-05,-0.24222174319177983,-0.3799908984215947,-0.10588967928911883,-0.3882302220306101,-0.27884362051208356,0.0,1.0
2018-11-06,-0.23161257532854132,-0.37856676105423653,-0.10917495583145767,-0.4032527408698177,-0.29756286454173625,0.0,1.0
2018-11-07,-0.23042132249794417,-0.37819861655299186,-0.11113529724761766,-0.4019494026024283,-0.2969331978909689,0.0,1.0
2018-11-08,-0.21678574005917586,-0.38457097495850473,-0.09537899016141059,-0.40167424406437174,-0.30711313175049915,0.0,1.0
2018-11-09,-0.2145716573258607,-0.39197418540893325,-0.09452410413179028,-0.4125482203944974,-0.31258946551180344,0.0,1.0
2018-11-12,-0.21443084514537275,-0.383992066179672,-0.09443181268443712,-0.4152435779594601,-0.3107735474819796,0.0,1.0
2018-11-13,-0.20712534256454637,-0.38208567719601905,-0.08752824655031491,-0.4182893408336939,-0.3089571614019905,0.0,1.0
2018-11-14,-0.21077272069115305,-0.38351271779526036,-0.08579082002027123,-0.4223176794246826,-0.3108499444953907,0.0,1.0
2018-11-15,-0.211000771307366,-0.384183378326263,-0.08477150019282684,-0.4246288083301195,-0.3057510605476282,0.0,1.0
2018-11-16,-0.20927152317880796,-0.3778205900060205,-0.07995183624322696,-0.4269235400361228,-0.3142444310656231,0.0,1.0
2018-11-19,-0.20921208031044375,-0.379449974692087,-0.07659861650075925,-0.42931861457253734,-0.3156740340813228,0.0,1.0
2018-11-20,-0.19479989436535183,-0.37752382781552346,-0.06081194631839243,-0.4373034355268528,-0.3303723621347802,0.0,1.0
2018-11-21,-0.19753115840144891,-0.37247098634511355,-0.06601053308867336,-0.4350499249338703,-0.3119891332840836,0.0,1.0
2018-11-23,-0.19731636398303065,-0.3586443586443586,-0.06999856999857,-0.44265694265694266,-0.31474331474331474,0.0,1.0
2018-11-26,-0.19719283195119627,-0.36221523210370793,-0.06896387379658755,-0.4413783242779525,-0.31324468592126586,0.0,1.0
2018-11-27,-0.195340331544198,-0.36579109865577353,-0.06127392770626514,-0.44098228281005086,-0.31157079751104355,0.0,1.0
2018-11-28,-0.1961702026561498,-0.3605521370364211,-0.06255494048608966,-0.44334893445154544,-0.31315483119906873,0.0,1.0
2018-11-29,-0.18506026369790315,-0.3566290067693469,-0.051631011628181234,-0.44595136448333605,-0.319362219024931,0.0,1.0
2018-11-30,-0.18457072733279842,-0.3568697786378439,-0.051729834332373624,-0.4459102279699816,-0.32088072874876106,0.0,1.0
2018-12-03,-0.1845525961924084,-0.3574276345278256,-0.049777064804548354,-0.44636580244874846,-0.32100309042440256,0.0,1.0
2018-12-04,-0.17776103945014596,-0.3603238866396761,-0.05223142830241974,-0.44369645042839656,-0.3197909801336974,0.0,1.0
2018-12-06,-0.16596725847359928,-0.3254092690800093,-0.0751210514180309,-0.43832142033663823,-0.30092229651833063,0.0,1.0
2018-12-07,-0.1688227833506284,-0.3246166263115416,-0.07764326069410815,-0.4376801568084861,-0.2972212613859103,0.0,1.0
2018-12-10,-0.16094877964936405,-0.3251518276612811,-0.07603987624613269,-0.43873037699094763,-0.2908674229403002,0.0,1.0
2018-12-11,-0.16565049967910517,-0.32261391766755293,-0.07962776198771432,-0.4397863757220134,-0.2844274319244522,0.0,1.0
2018-12-12,-0.16631516207418276,-0.32240612534959423,-0.08016597129888589,-0.44000733574801704,-0.2835266608591995,0.0,1.0
2018-12-13,-0.16638774901996747,-0.32239059168749,-0.08028243277320557,-0.43985694963435046,-0.2835560853717246,0.0,1.0
2018-12-14,-0.16746510188644648,-0.30886836133587003,-0.08710202397597817,-0.4458935980012378,-0.2828294404841039,0.0,1.0
2018-12-17,-0.16568995513231388,-0.3085340170314074,-0.08563776210969691,-0.44485395110337883,-0.28445197326252175,0.0,1.0
2018-12-18,-0.16376791746553454,-0.30566967953985213,-0.08404090203597188,-0.4446955172098968,-0.28432849447639913,0.0,1.0
2018-12-19,-0.15865725189095314,-0.3078768766710084,-0.08418454788510317,-0.4482073078768767,-0.28619090057357005,0.0,1.0
2018-12-20,-0.1541735904031322,-0.3006305342468872,-0.09223555120529922,-0.4472012929366507,-0.2820787143474995,0.0,1.0
2018-12-21,-0.15373569767971917,-0.3010894835209919,-0.09117016912066371,-0.4489447052924283,-0.2843141724027898,0.0,1.0
2018-12-24,-0.14336251077146356,-0.2907388090162819,-0.09624019229897048,-0.4459159145539481,-0.2913964352124813,0.0,1.0
2018-12-26,-0.14491903838347392,-0.2928374904154075,-0.09458301384691714,-0.437350593117135,-0.2855306481439719,0.0,1.0
2018-12-27,-0.12585408860480493,-0.27950187348468153,-0.0972007934758651,-0.40985232532510474,-0.2916905444126075,0.0,1.0
2018-12-28,-0.12502753910552986,-0.2804582507160167,-0.09689358889623265,-0.4097598589997796,-0.2909892046706323,0.0,1.0
2018-12-31,-0.12571604829470345,-0.27965541552833345,-0.09667753591257601,-0.4098660438882524,-0.29128844628536177,0.0,1.0
2019-01-02,-0.1255119566653455,-0.2800237812128419,-0.09351741753644251,-0.409983705465275,-0.2929272911437002,0.0,1.0
2019-01-03,-0.1255670557146003,-0.28018057696542614,-0.09326139616824487,-0.40982162519268883,-0.293349482492843,0.0,1.0
2019-01-04,-0.11603046732664574,-0.28300809974317886,-0.09300436815418048,-0.4069627060605396,-0.29606866123757053,0.0,1.0
2019-01-07,-0.09982028018968019,-0.26771755840893835,-0.10962908429508693,-0.40276725201914126,-0.2853430916137973,0.0,1.0
2019-01-08,-0.10070465156493169,-0.2573275116721425,-0.11222548850077814,-0.408308836244164,-0.2829413799066228,0.0,1.0
2019-01-09,-0.09951634494969124,-0.2520188280001727,-0.11182363864058385,-0.40888284320076007,-0.28695426868765384,0.0,1.0
2019-01-10,-0.09889919764700793,-0.2547632950539588,-0.11107506650230325,-0.40894050476870175,-0.28899846449966476,0.0,1.0
2019-01-11,-0.09900626485201988,-0.25757182976884857,-0.10998055735580038,-0.4079714841218406,-0.2857852667962843,0.0,1.0
2019-01-14,-0.09781529294935452,-0.2568541945511852,-0.110552221406675,-0.4042355684124174,-0.2893441561245197,0.0,1.0
2019-01-15,-0.09699220521235939,-0.2547232958348628,-0.11109191803597263,-0.40440049230237735,-0.29203463390408746,0.0,1.0
2019-01-16,-0.09663003821161029,-0.25873793743658385,-0.10554608061138576,-0.40331599058742257,-0.29461799183955445,0.0,1.0
2019-01-17,-0.0953357363320455,-0.25982603440461033,-0.10608447907448576,-0.4032289395868857,-0.2939068873972071,0.0,1.0
2019-01-18,-0.09637875768864246,-0.2605475179762627,-0.10712119899506194,-0.40221346270466946,-0.2995538421554188,0.0,1.0
2019-01-22,-0.003150625809236081,-0.25539490720759606,-0.0703711696158826,-0.5423392317652136,-0.2867069486404834,0.0,1.0
2019-01-23,-0.0,-0.24491733931885873,-0.07689817412699099,-0.5448482755643804,-0.2916001208615704,0.0,1.0
2019-01-24,-0.0,-0.24958553127354938,-0.07938421789213049,-0.5301324146840349,-0.29400366024329855,0.0,1.0
2019-01-25,-0.0,-0.23525852941811976,-0.03007713748622545,-0.623949352866187,-0.27142888010198574,0.0,1.0
2019-01-28,-0.0,-0.23655706410998864,-0.03073590288055252,-0.6097634214872488,-0.26780773438002703,0.0,1.0
2019-01-29,-0.0,-0.24007189318726463,-0.02830794248545019,-0.6061066415611093,-0.265191715166039,0.0,1.0
2019-01-30,-0.0,-0.23945138651146866,-0.02939917836357412,-0.6045660732625814,-0.26626155426223896,0.0,1.0
2019-01-31,-0.0,-0.23352758518014377,-0.025160576800374326,-0.6029392998426135,-0.2652175762473946,0.0,1.0
2019-02-01,-0.0,-0.23214285714285715,-0.023646347692831603,-0.6109952324195471,-0.2615996935126852,0.0,1.0
2019-02-04,-0.0,-0.2301607607351499,-0.024135431324890197,-0.6067545094025841,-0.27105453925205747,0.0,1.0
2019-02-05,-0.0,-0.2215966046025551,-0.026617186000383902,-0.5979909143259325,-0.2865826348454795,0.0,1.0
2019-02-06,-0.0,-0.22367467053354373,-0.02620804367296456,-0.5987333134302896,-0.28385294493965113,0.0,1.0
2019-02-07,-0.0,-0.22198285056098288,-0.027174608591783625,-0.5946845271106181,-0.2891514867113178,0.0,1.0
2019-02-08,-0.0,-0.2192974941100878,-0.020668237309916473,-0.6026772328121653,-0.2991218676376098,0.0,1.0
2019-02-11,-0.0,-0.21247118140096097,-0.009243498308590637,-0.605653832065674,-0.3273146452349658,0.0,1.0
2019-02-12,-0.0,-0.2031724821655639,-0.01428910105821246,-0.6067803185413478,-0.33097696071036015,0.0,1.0
2019-02-13,-0.0,-0.2066322136089578,-0.01744186046511628,-0.601442721791559,-0.32779931093884584,0.0,1.0
2019-02-14,-0.0,-0.19901741079124288,-0.0255343906223065,-0.6024823306326496,-0.32778831235993794,0.0,1.0
2019-02-15,-0.0,-0.19013325283539606,-0.026219328129716675,-0.6074647462158781,-0.33237742032860407,0.0,1.0
2019-02-19,-0.0,-0.1807213340802344,-0.030551126815185074,-0.6126168828370749,-0.3306114534407722,0.0,1.0
2019-02-20,-0.0,-0.18514687183465875,-0.029439020710760547,-0.61074114782009,-0.3297989267472684,0.0,1.0
2019-02-21,-0.0,-0.18049600310271272,-0.030143715929413287,-0.6114283251815302,-0.33257201956432736,0.0,1.0
2019-02-22,-0.0,-0.16696438179274722,-0.029226299365113527,-0.6233078661358011,-0.3326589906381147,0.0,1.0
2019-02-25,-0.0,-0.16847371020031346,-0.029392189277969813,-0.6199841123301201,-0.32913240440560787,0.0,1.0
2019-02-26,-0.0,-0.17020591329740406,-0.03276576557232731,-0.6179975522298328,-0.32621905395830203,0.0,1.0
2019-02-27,-0.0,-0.1655526992287918,-0.040167095115681235,-0.6239717223650385,-0.3125535561268209,0.0,1.0
2019-02-28,-0.0,-0.16860676999592686,-0.038566252920873796,-0.6271785966943212,-0.30938752760091753,0.0,1.0
2019-03-01,-0.0,-0.16642748516717717,-0.04510891682909589,-0.6279049842568596,-0.3025039090110737,0.0,1.0
2019-03-04,-0.0,-0.17651487448643763,-0.03749274021811611,-0.6388177848523307,-0.2981995740927961,0.0,1.0
2019-03-05,-0.0,-0.17474998926992574,-0.03946521309927465,-0.6373878707240654,-0.2944332374780033,0.0,1.0
2019-03-06,-0.0,-0.1783305408772608,-0.03370279675215878,-0.6391072732740474,-0.2969025218026378,0.0,1.0
2019-03-07,-0.0,-0.15827045103755788,-0.041523752358086086,-0.6560409878237009,-0.2879008746355685,0.0,1.0
2019-03-08,-0.0,-0.15429450511353787,-0.0297061882475299,-0.6942711041775004,-0.2884815392615705,0.0,1.0
2019-03-11,-0.0,-0.158232126114733,-0.026709984083029895,-0.6926280443930838,-0.302836709329961,0.0,1.0
2019-03-12,-0.0,-0.1365562361412984,-0.04169136534281762,-0.6905091220443917,-0.32665920217787436,0.0,1.0
2019-03-13,-0.0,-0.1392235314808301,-0.04779282448118185,-0.6837187829757299,-0.3276248680970805,0.0,1.0
2019-03-14,-0.0,-0.12927881561945642,-0.061387179431024286,-0.6795514771906003,-0.3198353080309235,0.0,1.0
2019-03-15,-0.0,-0.12150065818341378,-0.06805616498464238,-0.6757349714787187,-0.3286529179464677,0.0,1.0
2019-03-18,-0.0,-0.12322212176674237,-0.08035458334252134,-0.6667181194734173,-0.33482546472910096,0.0,1.0
2019-03-19,-0.0,-0.12139608812751114,-0.08141639807497021,-0.6598083800609298,-0.3450041944456709,0.0,1.0
2019-03-20,-0.0,-0.12337362129317746,-0.08106025581753737,-0.6589393038768906,-0.33815467934746707,0.0,1.0
2019-03-21,-0.0,-0.12433681893230601,-0.08246560264171712,-0.6658668134287288,-0.3287616951018162,0.0,1.0
2019-03-22,-0.0,-0.12534246575342467,-0.08318603623508618,-0.6667697746354396,-0.3341361025187804,0.0,1.0
2019-03-25,-0.0,-0.07539491532840327,-0.1229597864612961,-0.6563033299785587,-0.33323852448256247,0.0,1.0
2019-03-26,-0.0,-0.07473769522265787,-0.12367204783913435,-0.6561890784833417,-0.3358596368256193,0.0,1.0
2019-03-27,-0.0,-0.07938672708475396,-0.11794725149028838,-0.6612041090165197,-0.3411715536393832,0.0,1.0
2019-03-28,-0.0,-0.07702970297029703,-0.12422442244224423,-0.6535533553355336,-0.3453905390539054,0.0,1.0
2019-03-29,-0.0,-0.07606687197536295,-0.12283326000879895,-0.6551913770347558,-0.34564452265728113,0.0,1.0
2019-04-01,-0.0,-0.08486460348162476,-0.12293388429752067,-0.658805169685247,-0.33139177070511694,0.0,1.0
2019-04-02,-0.0,-0.08553381875603124,-0.1282349328888499,-0.6536318975348715,-0.3257741907184841,0.0,1.0
2019-04-03,-0.0,-0.08629676057267269,-0.12390314706076401,-0.6713949550262805,-0.3176090255327571,0.0,1.0
2019-04-04,-0.0,-0.0877823069296023,-0.11616172744298778,-0.6695604274540047,-0.32986669604494884,0.0,1.0
2019-04-05,-0.0,-0.08920332205475238,-0.12426945555213781,-0.6624115656721009,-0.3212637869666476,0.0,1.0
2019-04-08,-0.0,-0.09779827038475114,-0.12010236498411578,-0.6657695022943876,-0.32247176138369216,0.0,1.0
2019-04-09,-0.0,-0.09071021346179343,-0.12597781411587924,-0.6743934237857427,-0.3186679630529898,0.0,1.0
2019-04-10,-0.0,-0.09078267779102105,-0.12883503288747628,-0.6747450668785592,-0.31287246722288437,0.0,1.0
2019-04-11,-0.0,-0.08919661501263874,-0.12225519287833828,-0.6671941971645234,-0.3193977360149467,0.0,1.0
2019-04-12,-0.0,-0.08746733425566022,-0.12613918352109274,-0.6672595911017415,-0.3151503173243736,0.0,1.0
2019-04-15,-0.0,-0.08959853217421694,-0.12924293390415448,-0.6480494517495959,-0.3173954829408938,0.0,1.0
2019-04-16,-0.0,-0.08634428555834515,-0.12917803733216898,-0.6489247898701015,-0.3186988320052396,0.0,1.0
2019-04-17,-0.0,-0.11827076419119865,-0.1193698547476402,-0.616654454549373,-0.30076289815094176,0.0,1.0
2019-04-18,-0.0,-0.11663360358806278,-0.10809470415732275,-0.616827669484216,-0.3147317578057616,0.0,1.0
2019-04-22,-0.0,-0.11813471502590674,-0.10680051813471503,-0.6180051813471503,-0.3159326424870466,0.0,1.0
2019-04-23,-0.0,-0.11471730686232197,-0.10468277945619335,-0.6184505826499784,-0.320112214069918,0.0,1.0
2019-04-24,-0.0,-0.11399064272007935,-0.10775964295724541,-0.6131390008839828,-0.321165994696104,0.0,1.0
2019-04-25,-0.0,-0.116844487552538,-0.10938678736932861,-0.61209182023925,-0.31706002802026084,0.0,1.0
2019-04-26,-0.0,-0.12145267347291919,-0.09807060044990482,-0.6113947049662571,-0.3320643709984426,0.0,1.0
2019-04-29,-0.0,-0.13816233638957248,-0.09811181044057755,-0.6242785896291134,-0.31728989263235835,0.0,1.0
2019-04-30,-0.0,-0.12704265299443657,-0.10555252536271409,-0.6283407876077234,-0.32080287989527656,0.0,1.0
2019-05-01,-0.0,-0.11402821316614421,-0.11091518634622084,-0.6403039010797632,-0.3117163009404389,0.0,1.0
2019-05-02,-0.0,-0.11658284893214028,-0.10885420068360438,-0.6350771776282848,-0.31659155726819493,0.0,1.0
2019-05-03,-0.0,-0.11237593592199199,-0.11059115444889431,-0.6366228452028557,-0.31697283649660457,0.0,1.0
2019-05-06,-0.0,-0.09745283838998522,-0.11696948622098584,-0.6366600017386769,-0.3222854907415457,0.0,1.0
2019-05-07,-0.0,-0.09584185115914923,-0.11798094906702622,-0.6373146013657518,-0.32362663650993867,0.0,1.0
2019-05-08,-0.0,-0.0976523584701347,-0.13557413262875212,-0.6049724953436999,-0.3275436392775155,0.0,1.0
2019-05-09,-0.0,-0.09704093339394333,-0.1380392666190445,-0.6072255774184471,-0.32233694828668524,0.0,1.0
2019-05-10,-0.0,-0.09752033927644105,-0.13943223126190063,-0.606240263112342,-0.32058161675610175,0.0,1.0
2019-05-13,-0.0,-0.09617133700030317,-0.1414093291177617,-0.6079734938715405,-0.31997921087963965,0.0,1.0
2019-05-14,-0.0,-0.09132704578168303,-0.16260983522031494,-0.5829161922358047,-0.3115130942917911,0.0,1.0
2019-05-15,-0.0,-0.09320739290401703,-0.16055253135959724,-0.5849559997418078,-0.31290745960367494,0.0,1.0
2019-05-16,-0.0,-0.09358449946178686,-0.16234660925726588,-0.5843702906350915,-0.31257265877287405,0.0,1.0
2019-05-17,-0.0,-0.09132626680455015,-0.16513702171664943,-0.5822130299896586,-0.3157531885556704,0.0,1.0
2019-05-20,-0.0,-0.09622674017918675,-0.15857598208132323,-0.5852429359062715,-0.3136199172984149,0.0,1.0
2019-05-21,-0.0,-0.09057495969908651,-0.1564535196131112,-0.5900053734551317,-0.31234819989253093,0.0,1.0
2019-05-22,-0.0,-0.09081356949864905,-0.15664536604194365,-0.5877685808637475,-0.30913067718831755,0.0,1.0
2019-05-23,-0.0,-0.08515971463461662,-0.15913619127193263,-0.5945754868564818,-0.3035113653405317,0.0,1.0
2019-05-24,-0.0,-0.06956465987048792,-0.1697762390203244,-0.5909683486140497,-0.30687525378812164,0.0,1.0
2019-05-28,-0.0,-0.06203638384745292,-0.1725560614805789,-0.5938348404198465,-0.30924132623613165,0.0,1.0
2019-05-29,-0.0,-0.06170734306724928,-0.17295108174357882,-0.5944793775977831,-0.3023979537461366,0.0,1.0
2019-05-30,-0.0,-0.059394765423685505,-0.17447877845688609,-0.5913921247098409,-0.3043422705879848,0.0,1.0
2019-05-31,-0.0,-0.06543767029972752,-0.1724923365122616,-0.5893647820163488,-0.30145180517711173,0.0,1.0
2019-06-03,-0.0,-0.06911758470084382,-0.18899207055930117,-0.5883051350549124,-0.2737353178136793,0.0,1.0
2019-06-04,-0.0,-0.06490257193138689,-0.18813476666030576,-0.5917774526641647,-0.2754913809554099,0.0,1.0
2019-06-05,-0.0,-0.05630235729592831,-0.182176331796437,-0.5983938350975172,-0.32777020152823777,0.0,1.0
2019-06-06,-0.0,-0.07018424729304924,-0.1411107230178135,-0.5960967516590989,-0.3756330771917569,0.0,1.0
2019-06-07,-0.0,-0.07309615846600712,-0.14317849265107338,-0.5919980781410382,-0.3756360697984232,0.0,1.0
2019-06-10,-0.0,-0.07410722081550686,-0.14609709246485636,-0.5869641142058848,-0.375665764428534,0.0,1.0
2019-06-11,-0.0,-0.07117437722419928,-0.14922603322926445,-0.5933235814247975,-0.3695609457895771,0.0,1.0
2019-06-12,-0.0,-0.07798045034037354,-0.15373538139291323,-0.5875152731715831,-0.362650549834177,0.0,1.0
2019-06-13,-0.0,-0.08490854324005762,-0.16023486270572315,-0.5863273235255599,-0.3512463439123412,0.0,1.0
2019-06-14,-0.0,-0.08408093772509986,-0.16480038417043197,-0.5867330233776439,-0.34717220003055904,0.0,1.0
2019-06-17,-0.0,-0.08115423233072859,-0.16501506089841533,-0.5900379796568734,-0.34653162788667224,0.0,1.0
2019-06-18,-0.0,-0.0786590422977869,-0.16526256056571653,-0.5905975817364355,-0.34802915884586844,0.0,1.0
2019-06-19,-0.0,-0.09092301632456562,-0.1717799466059784,-0.6084949013085912,-0.3170817103593155,0.0,1.0
2019-06-20,-0.0,-0.09170515992031349,-0.17390923619168547,-0.6066025963790801,-0.31699468026883254,0.0,1.0
2019-06-21,-0.0,-0.09342621191211584,-0.17476068432235875,-0.6066241703358086,-0.3157214518849532,0.0,1.0
2019-06-24,-0.0,-0.07855934251873338,-0.1723251367921419,-0.613334212318984,-0.33326740940954136,0.0,1.0
2019-06-25,-0.0,-0.08624478136673258,-0.17095143924412215,-0.6088112502746649,-0.3312898264117776,0.0,1.0
2019-06-26,-0.0,-0.08622849231986288,-0.16740281714901004,-0.5986991012371724,-0.34513371569209134,0.0,1.0
2019-06-27,-0.0,-0.09160675693556213,-0.17939840338728888,-0.610505888060689,-0.32375512724385835,0.0,1.0
2019-06-28,-0.0,-0.08664403192380617,-0.17994620574099388,-0.6141364257683319,-0.32397812954715816,0.0,1.0
2019-07-01,-0.0,-0.08662094515623966,-0.18003396035018857,-0.6123668599907381,-0.3261957792136194,0.0,1.0
2019-07-02,-0.0,-0.08816920026437541,-0.17825512227362852,-0.6100022031284423,-0.3267239480061687,0.0,1.0
2019-07-03,-0.0,-0.0834855721612044,-0.18356701076310172,-0.6079721788127572,-0.32601853278453985,0.0,1.0
2019-07-05,-0.0,-0.07090701152458873,-0.1886601565936483,-0.6093516319169525,-0.3304301926629718,0.0,1.0
2019-07-08,-0.0,-0.07379375591296121,-0.18582649446656838,-0.6089634991529339,-0.3316098655695144,0.0,1.0
2019-07-09,-0.0,-0.07016733733535634,-0.1863799283154122,-0.6082635178221958,-0.33410295314114824,0.0,1.0
2019-07-10,-0.0,-0.06888114970904602,-0.18790777640627757,-0.6155439957679422,-0.331863868806207,0.0,1.0
2019-07-11,-0.0,-0.0704883695292691,-0.187586815125124,-0.6142652408775218,-0.3324881490464116,0.0,1.0
2019-07-12,-0.0,-0.07781208645787384,-0.18716365240405822,-0.6142699602999558,-0.3263123070136744,0.0,1.0
2019-07-15,-0.0,-0.0825981473312748,-0.191155712395236,-0.6111380679311865,-0.320666078517865,0.0,1.0
2019-07-16,-0.0,-0.07447678401732635,-0.19370593825277907,-0.6146434175340891,-0.3271674512143915,0.0,1.0
2019-07-17,-0.0,-0.0738682899833979,-0.19431101272827891,-0.6183729939125623,-0.32703929164360823,0.0,1.0
2019-07-18,-0.0,-0.07351183890241203,-0.194135870767869,-0.6192520469130338,-0.32597919893781807,0.0,1.0
2019-07-19,-0.0,-0.072215611089074,-0.18724932786812992,-0.6222398519106175,-0.3220062585393803,0.0,1.0
2019-07-22,-0.0,-0.012791684344505727,-0.16724649978786593,-0.5819261773440815,-0.3593975392448027,0.0,1.0
2019-07-23,-0.0,-0.020478464854812126,-0.16966059427701932,-0.5726996069149162,-0.35052200008453444,0.0,1.0
2019-07-24,-0.0,-0.019909023590394582,-0.16646567227335238,-0.5757537289749285,-0.35360203110123767,0.0,1.0
2019-07-25,-0.0,-0.02211874272409779,-0.16560482590750344,-0.5732881786432427,-0.35563551698592444,0.0,1.0
2019-07-26,-0.0,-0.02502058655856084,-0.16758514389476573,-0.5681256730221068,-0.35068938578155023,0.0,1.0
2019-07-29,-0.0,-0.027992726965199374,-0.1674912258446446,-0.5697703919827477,-0.34899995771491393,0.0,1.0
2019-07-30,-0.0,-0.026178342602186464,-0.16880590387177263,-0.568184221099152,-0.3513987862383963,0.0,1.0
2019-07-31,-0.0,-0.013184670171273527,-0.17031965406138716,-0.5752501271833136,-0.36098863829065625,0.0,1.0
2019-08-01,-0.0,-0.028242367785916923,-0.16907312529110388,-0.5693991616208663,-0.3504043697336664,0.0,1.0
2019-08-02,-0.0,-0.019996614329848915,-0.17996952896864024,-0.5640738076092936,-0.35200389352067374,0.0,1.0
2019-08-05,-0.0,-0.009724577635618143,-0.16463087392396367,-0.6130133310435136,-0.35935856428310753,0.0,1.0
2019-08-06,-0.0,-0.013356274868265405,-0.16872782019572,-0.607527691149586,-0.3611571136681364,0.0,1.0
2019-08-07,-0.0,-0.021068925484800275,-0.16766994883260955,-0.601990798469278,-0.35918218170873284,0.0,1.0
2019-08-08,-0.0,-0.018919035129208412,-0.16532656834501439,-0.6037967063679752,-0.3618265468461109,0.0,1.0
2019-08-09,-0.0,-0.012571746766041293,-0.16491047716953652,-0.5964190867814615,-0.36781461492332734,0.0,1.0
2019-08-12,-0.0,-0.010117214236824093,-0.17526522929500343,-0.5966375770020534,-0.35692590691307324,0.0,1.0
2019-08-13,-0.0,-0.0009633705122990301,-0.1744342874269444,-0.6020851619532872,-0.3633191325383742,0.0,1.0
2019-08-14,-0.0,-0.005891141942369263,-0.17485592315901816,-0.5928495197438634,-0.36089647812166487,0.0,1.0
2019-08-15,-0.0,-0.01026186927826272,-0.1788162657015116,-0.5853310623802427,-0.3545880349159038,0.0,1.0
2019-08-16,-0.0,-0.00983753167387092,-0.18005664033387986,-0.5863126290909865,-0.3531290590464834,0.0,1.0
