Date,IWF,IWM,MTUM,PAA,SPY,VLUE,VXX
2018-09-24,-0.3310294512920938,-1.05368045156088,-0.0,1.0,-0.6841377721460661,-0.7709557270667742,0.0
2018-09-25,-0.3284370421775002,-1.060104865448377,-0.0,1.0,-0.6892204487624335,-0.777585010409438,0.0
2018-09-26,-0.3287327961756428,-1.0604495161725587,-0.0,1.0,-0.6891553259570531,-0.7768225452022052,0.0
2018-09-27,-0.3298401078790214,-1.0574841071084569,-0.0,1.0,-0.688961664419187,-0.776536312849162,0.0
2018-09-28,-0.33553546592489564,-1.057216813475506,-0.0,1.0,-0.6918946067068459,-0.7787049915005408,0.0
2018-10-01,-0.3361148845332816,-1.0666019794294586,-0.0,1.0,-0.6951290510382302,-0.7833495051426355,0.0
2018-10-02,-0.3476751443282884,-1.039982836635981,-0.0,1.0,-0.7127086909034172,-0.800397877984085,0.0
2018-10-03,-0.34706845470138775,-1.0337985342273506,-0.0,1.0,-0.7140963667550289,-0.8033291751130516,0.0
2018-10-04,-0.3472682603439535,-1.0346683305385487,-0.0,1.0,-0.7138010373201265,-0.8040010919159225,0.0
2018-10-05,-0.33254350528278437,-1.0293660658794284,-0.0,1.0,-0.7146131137352393,-0.8078775637041641,0.0
2018-10-08,-0.32847338012330835,-1.0248943347939043,-0.0,1.0,-0.7176703245569817,-0.8065842025669859,0.0
2018-10-09,-0.3303723816912335,-1.0258727695888286,-0.0,1.0,-0.7173002327385571,-0.8054305663304888,0.0
2018-10-10,-0.33366962865236116,-1.0249893290908385,-0.0,1.0,-0.7198013270730667,-0.8018703193512088,0.0
2018-10-11,-0.25885630388133873,-1.00990099009901,-0.0,1.0,-0.6892670255618718,-0.8066106990927231,0.0
2018-10-12,-0.2625301876277169,-1.002898012260821,-0.0,1.0,-0.6665056659855099,-0.783503622515326,0.0
2018-10-15,-0.23634072206983464,-1.025835866261398,-0.0,1.0,-0.6606494180443324,-0.7838979909555934,0.0
2018-10-16,-0.23777390530569872,-1.0241741129361164,-0.0,1.0,-0.6612658040117163,-0.7844722108931815,0.0
2018-10-17,-0.2177560548584768,-0.9874525824336154,-0.0,1.0,-0.6535234899328859,-0.7887729792821709,0.0
2018-10-18,-0.21770692737022582,-0.9879983949221174,-0.0,1.0,-0.6533031773246271,-0.7888957793747493,0.0
2018-10-19,-0.20007239819004524,-0.9779185520361992,-0.0,1.0,-0.6530678733031674,-0.788814479638009,0.0
2018-10-22,-0.20049209393204762,-0.973260484133589,-0.0,1.0,-0.6545934797554003,-0.789991677823208,0.0
2018-10-23,-0.19843540617869687,-0.9741769584585852,-0.0,1.0,-0.6573467096447068,-0.7917858824381587,0.0
2018-10-24,-0.19722605475274127,-0.9811923607581148,-0.0,1.0,-0.6593203107980539,-0.7930796601553991,0.0
2018-10-25,-0.17070581991862727,-0.9450557226251548,-0.0,1.0,-0.6546258623739607,-0.7675924287988678,0.0
2018-10-26,-0.1549453628467358,-0.9312832726253853,-0.0,1.0,-0.658202577752872,-0.7579504062762679,0.0
2018-10-29,-0.13689604685212298,-0.937774524158126,-0.0,1.0,-0.6495154430732762,-0.7618699016942062,0.0
2018-10-30,-0.13792622550728678,-0.9378704413918136,-0.0,1.0,-0.6495711596123004,-0.7611393905585384,0.0
2018-10-31,-0.1456361177572038,-0.9131037830715352,-0.0,1.0,-0.6509587711085684,-0.7578626165955824,0.0
2018-11-01,-0.14815585857534436,-0.911731029457687,-0.0,1.0,-0.6515388085076853,-0.7582318448353631,0.0
2018-11-02,-0.14798830572184324,-0.919775859668662,-0.0,1.0,-0.6517123764443825,-0.7609633857719615,0.0
2018-11-05,-0.15152571926765476,-0.9131996512641674,-0.0,1.0,-0.6530427201394944,-0.7695902353966869,0.0
2018-11-06,-0.14164785553047404,-0.9140095936794582,-0.0,1.0,-0.6756842550790068,-0.7957463318284425,0.0
2018-11-07,-0.14176339836996787,-0.914229262957344,-0.0,1.0,-0.6761810676357477,-0.7960342941819849,0.0
2018-11-08,-0.10533328658087592,-0.9221922227287073,-0.0,1.0,-0.6688523440513342,-0.8100564535923419,0.0
2018-11-09,-0.10579654241329733,-0.922081565382053,-0.0,1.0,-0.6687940526703371,-0.8099729985622611,0.0
2018-11-12,-0.10460280292174885,-0.9122426868905741,-0.0,1.0,-0.6706392199349946,-0.807430189074896,0.0
2018-11-13,-0.07846943019548039,-0.9095729932067101,-0.0,1.0,-0.6716692083737695,-0.8062872591154859,0.0
2018-11-14,-0.07689633595216575,-0.9144823750260724,-0.0,1.0,-0.6748592087881526,-0.8101230619481331,0.0
2018-11-15,-0.07571339304311601,-0.9156772894535862,-0.0,1.0,-0.6778448934249809,-0.8022981323335417,0.0
2018-11-16,-0.07172542772044053,-0.9055551707418438,-0.0,1.0,-0.6771489921728892,-0.8088938145043983,0.0
2018-11-19,-0.07555863502511692,-0.9047981985103066,-0.0,1.0,-0.6755586350251169,-0.8084877879785206,0.0
2018-11-20,-0.04133227706403059,-0.8984603726793651,-0.0,1.0,-0.6785037715702822,-0.8260944442530914,0.0
2018-11-21,-0.03981770208683138,-0.8954185656032622,-0.0,1.0,-0.6755302744748656,-0.8158859610046946,0.0
2018-11-23,-0.03935839944808555,-0.91607450845119,-0.0,1.0,-0.6749913763366678,-0.8190410486374613,0.0
2018-11-26,-0.04087004710446107,-0.9135840953172625,-0.0,1.0,-0.6828761429758936,-0.8262330285397618,0.0
2018-11-27,-0.03683355792819875,-0.9137901247365329,-0.0,1.0,-0.6803842299851421,-0.8242977091323728,0.0
2018-11-28,-0.03980770560973922,-0.9046828525973576,-0.0,1.0,-0.6861727882686587,-0.8279034377810057,0.0
2018-11-29,-0.009723363462065187,-0.8933853738701726,-0.0,1.0,-0.6854286496850177,-0.8351821418789372,0.0
2018-11-30,-0.011856345212655958,-0.9028055421520645,-0.0,1.0,-0.6989729096298338,-0.8330116495484937,0.0
2018-12-03,-0.009885983948193311,-0.9033102545554751,-0.0,1.0,-0.698839171919672,-0.8325238538114429,0.0
2018-12-04,-0.0042956802639265955,-0.905013918004055,-0.0,1.0,-0.6959345681982197,-0.8313000446750747,0.0
2018-12-06,-0.0,-0.8606237816764133,-0.0,1.0,-0.6891510385158298,-0.8110842239698863,0.0
2018-12-07,-0.0,-0.8607543871444899,-0.0,1.0,-0.688697640018826,-0.8123781348752773,0.0
2018-12-10,-0.0,-0.8665419811635829,-0.0,1.0,-0.6839556475853316,-0.7892592345200721,0.0
2018-12-11,-0.0,-0.8690038134742759,-0.0,1.0,-0.6786311634441694,-0.7975178965678732,0.0
2018-12-12,-0.0,-0.8710910005027652,-0.0,1.0,-0.6842299312887548,-0.7964471258588905,0.0
2018-12-13,-0.0,-0.8723882348995541,-0.0,1.0,-0.6841063822651507,-0.7973303819968475,0.0
2018-12-14,-0.0,-0.8470540622575967,-0.0,1.0,-0.7186604161748339,-0.8068530572324711,0.0
2018-12-17,-0.0,-0.8428355451033092,-0.0,1.0,-0.7004871493364689,-0.8163279018982025,0.0
2018-12-18,-0.0,-0.8375129741855559,-0.0,1.0,-0.6954498275688887,-0.8151806341447082,0.0
2018-12-19,-0.0,-0.8428100397012315,-0.0,1.0,-0.7024762801964874,-0.8192248166341431,0.0
2018-12-20,-0.0,-0.8271898666309229,-0.0,1.0,-0.7105086790429596,-0.8132832920045573,0.0
2018-12-21,-0.0,-0.8270090030010003,-0.0,1.0,-0.7109369789929977,-0.7964988329443148,0.0
2018-12-24,-0.0,-0.806023058574079,-0.0,1.0,-0.6990789822422475,-0.8079114762788232,0.0
2018-12-26,-0.0,-0.806197949500647,-0.0,1.0,-0.7016490261787053,-0.8101131424400279,0.0
2018-12-27,-0.0,-0.7710792986971207,-0.0,1.0,-0.6404053401962361,-0.8054688756635032,0.0
2018-12-28,-0.0,-0.7936657463050186,-0.0,1.0,-0.647458177683937,-0.807211304206594,0.0
2018-12-31,-0.0,-0.7923136898187253,-0.0,1.0,-0.648333441621727,-0.8080046780586058,0.0
2019-01-02,-0.0,-0.7912501622744385,-0.0,1.0,-0.6453654420355706,-0.8089056211865506,0.0
2019-01-03,-0.0,-0.7932167013527576,-0.0,1.0,-0.6400884495317377,-0.8184833506763787,0.0
2019-01-04,-0.0,-0.8181134050976671,-0.0,1.0,-0.6099204920982887,-0.8438962143768608,0.0
2019-01-07,-0.0,-0.803711380270743,-0.0,1.0,-0.6020143791696353,-0.8328259602305849,0.0
2019-01-08,-0.0,-0.804080971659919,-0.0,1.0,-0.601910931174089,-0.832906882591093,0.0
2019-01-09,-0.0,-0.8025966457294567,-0.0,1.0,-0.6016965615489218,-0.8334196723434566,0.0
2019-01-10,-0.0,-0.8010420374745154,-0.0,1.0,-0.6026018575450632,-0.8324973301834891,0.0
2019-01-11,-0.0,-0.7877323299490739,-0.0,1.0,-0.6089720717506244,-0.8469947127704435,0.0
2019-01-14,-0.0,-0.7905523538172634,-0.0,1.0,-0.6131256880139869,-0.8340024606617884,0.0
2019-01-15,-0.0,-0.7877297437224955,-0.0,1.0,-0.6139334713952888,-0.8341638622831997,0.0
2019-01-16,-0.0,-0.7858113354037266,-0.0,1.0,-0.6176889233954451,-0.8314893892339543,0.0
2019-01-17,-0.0,-0.7822304159389353,-0.0,1.0,-0.6192832654117343,-0.8328481790542726,0.0
2019-01-18,-0.0,-0.7788232995799824,-0.0,1.0,-0.6300914922019991,-0.8470028977957216,0.0
2019-01-22,-0.0,-0.7933960706620439,-0.0,1.0,-0.592636618788179,-0.9159319795278191,0.0
2019-01-23,-0.0,-0.7699542955554084,-0.0,1.0,-0.5961118102934359,-0.9458832880704777,0.0
2019-01-24,-0.0,-0.7482731399250049,-0.0,1.0,-0.6145319386882442,-0.9264193145187817,0.0
2019-01-25,-0.0,-0.6989693481461652,-0.0,1.0,-0.6392718511578102,-1.0080310534065051,0.0
2019-01-28,-0.0,-0.6852484264095352,-0.0,1.0,-0.6574260077675104,-1.0053569037096557,0.0
2019-01-29,-0.0,-0.6816122428432392,-0.0,1.0,-0.6654361177299728,-1.0090277544719266,0.0
2019-01-30,-0.0,-0.6782224917458393,-0.0,1.0,-0.6682164274644566,-1.0226062933764573,0.0
2019-01-31,-0.0,-0.6903693708888514,-0.0,1.0,-0.6241862034069827,-1.0587282847023105,0.0
2019-02-01,-0.0,-0.6868397070239984,-0.0,1.0,-0.6350288588112195,-1.05343099200054,0.0
2019-02-04,-0.0,-0.6898949998311894,-0.0,1.0,-0.630338633984942,-1.0559775819575272,0.0
2019-02-05,-0.0,-0.67855093014619,-0.0,1.0,-0.626118369965225,-1.0715419156622439,0.0
2019-02-06,-0.0,-0.6954401775506087,-0.0,1.0,-0.6071020243459547,-1.0601250924742753,0.0
2019-02-07,-0.0,-0.6841468740551617,-0.0,1.0,-0.5990526421876575,-1.0762253502200423,0.0
2019-02-08,-0.0,-0.6805845511482254,-0.0,1.0,-0.6085258266549936,-1.0781197387029429,0.0
2019-02-11,-0.0,-0.6766699261557136,-0.0,1.0,-0.6130087331827224,-1.0822065616886403,0.0
2019-02-12,-0.0,-0.6896621690169423,-0.0,1.0,-0.6176321395962261,-1.0743972134861859,0.0
2019-02-13,-0.0,-0.6992262729330675,-0.0,1.0,-0.6158056559786464,-1.0636888873872352,0.0
2019-02-14,-0.0,-0.6535115924860383,-0.0,1.0,-0.6482653579285835,-1.0828566593332205,0.0
2019-02-15,-0.0,-0.6755447121412356,-0.0,1.0,-0.6387448747924503,-1.0742773880925756,0.0
2019-02-19,-0.0,-0.6661036416458347,-0.0,1.0,-0.6422876832646442,-1.0697588000810756,0.0
2019-02-20,-0.0,-0.6741576830793147,-0.0,1.0,-0.6412422696090028,-1.0640059477543848,0.0
2019-02-21,-0.0,-0.7013753118047598,-0.0,1.0,-0.6344299871907234,-1.0350569675723051,0.0
2019-02-22,-0.0,-0.7007720055287732,-0.0,1.0,-0.634595287057951,-1.0358358898290798,0.0
