Date,IWF,IWM,MTUM,SPY,THBR,VLUE,VXX
2020-07-29,-0.06875557654962473,-0.055594919435259536,-0.08413373222064766,-0.10363197396735421,1.0,-0.0,0.0
2020-07-30,-0.06892390035288408,-0.05362788440094977,-0.08461346731558855,-0.1046845688648677,1.0,-0.0,0.0
2020-07-31,-0.06876287172222004,-0.05363818818621857,-0.08458279222908714,-0.10477089974158173,1.0,-0.0,0.0
2020-08-03,-0.06697359619092591,-0.05512926454963994,-0.08541560093915188,-0.10414617190676688,1.0,-0.0,0.0
2020-08-04,-0.06624601540055883,-0.05325917277747897,-0.08470307355275412,-0.10759402342878881,1.0,-0.0,0.0
2020-08-05,-0.06803614584427865,-0.051972785541662285,-0.08486130083009351,-0.10858201113796363,1.0,-0.0,0.0
2020-08-06,-0.06803820333950787,-0.052864593596868056,-0.08440730960732537,-0.10842233870649903,1.0,-0.0,0.0
2020-08-07,-0.06642226426994638,-0.05421528434773467,-0.08582991695574477,-0.10752391464311993,1.0,-0.0,0.0
2020-08-10,-0.0654376305796092,-0.05528034374466185,-0.08546312234734504,-0.10782754950527573,1.0,-0.0,0.0
2020-08-11,-0.06567136717877278,-0.05511821371778528,-0.08568687492607535,-0.10773941727668186,1.0,-0.0,0.0
2020-08-12,-0.06560327950702283,-0.05498692664468065,-0.08586369548936394,-0.10746429463007003,1.0,-0.0,0.0
2020-08-13,-0.0656898817345598,-0.05478318002628121,-0.0861629434954008,-0.1074113009198423,1.0,-0.0,0.0
2020-08-14,-0.06659042811887955,-0.05452370624498864,-0.08695137820891992,-0.10639220789463308,1.0,-0.0,0.0
2020-08-17,-0.06688928036179108,-0.05450529803065758,-0.08696395235716352,-0.10630242158125838,1.0,-0.0,0.0
2020-08-18,-0.0670014328342513,-0.054592299501794325,-0.08470810931605169,-0.10822499441326094,1.0,-0.0,0.0
2020-08-19,-0.06587700155128441,-0.05610916835379802,-0.08440038913575053,-0.10824810033392054,1.0,-0.0,0.0
2020-08-20,-0.0658884156281222,-0.05604196245464584,-0.08441131619077667,-0.10825840037860862,1.0,-0.0,0.0
2020-08-21,-0.06520310240567898,-0.05676350729591166,-0.0838175364795583,-0.10878138556592612,1.0,-0.0,0.0
2020-08-24,-0.065190813603439,-0.05688256714298861,-0.08380549238191642,-0.10873023176326757,1.0,-0.0,0.0
2020-08-25,-0.06526683934417608,-0.05698357810589426,-0.08331908963014581,-0.10923386407562749,1.0,-0.0,0.0
2020-08-26,-0.06537804076265614,-0.056949375410913876,-0.08337935568704799,-0.10921761998685076,1.0,-0.0,0.0
2020-08-27,-0.06605461145893618,-0.056334508339032995,-0.08365339085600043,-0.10926237701899301,1.0,-0.0,0.0
2020-08-28,-0.06579951074519294,-0.05640897493226714,-0.08352842149564668,-0.10946418707420365,1.0,-0.0,0.0
2020-08-31,-0.0661072236544431,-0.05604514126374494,-0.08385068658915137,-0.10928868311674647,1.0,-0.0,0.0
2020-09-01,-0.0658951936353475,-0.056492866066145044,-0.08272733250049312,-0.10988230652902886,1.0,-0.0,0.0
2020-09-02,-0.06584432492142603,-0.05649435187985744,-0.0827689596675565,-0.10995094880528122,1.0,-0.0,0.0
2020-09-03,-0.06588984165395338,-0.056512704508390764,-0.08280288284496817,-0.10994791940659686,1.0,-0.0,0.0
2020-09-04,-0.05748268200235263,-0.05980917527120638,-0.07640831263887073,-0.11330545026793884,1.0,-0.0,0.0
2020-09-08,-0.05443875150311079,-0.06111779160349245,-0.07569143096146809,-0.11580488314947457,1.0,-0.0,0.0
2020-09-09,-0.050911982894616764,-0.06478403149893744,-0.07009035084288341,-0.1179776013350543,1.0,-0.0,0.0
2020-09-10,-0.048568713469323996,-0.0666892305289056,-0.06641586065947226,-0.12010049597104881,1.0,-0.0,0.0
2020-09-11,-0.04760913679171653,-0.06726416566938967,-0.06631458452572975,-0.11960820021853374,1.0,-0.0,0.0
2020-09-14,-0.04744558783353065,-0.06708990854332808,-0.06632234899241547,-0.12009054600803987,1.0,-0.0,0.0
2020-09-15,-0.048461128375830546,-0.06475353348849909,-0.06398637315198875,-0.12308372449842016,1.0,-0.0,0.0
2020-09-16,-0.04839422701859317,-0.06497204524769211,-0.06338577558184892,-0.12345598751787805,1.0,-0.0,0.0
2020-09-17,-0.04955904159837665,-0.0638023881994849,-0.06402351778141992,-0.123377299097271,1.0,-0.0,0.0
2020-09-18,-0.04696423692872104,-0.0647612109227627,-0.06447500227665968,-0.12473493176525689,1.0,-0.0,0.0
2020-09-21,-0.04475204246240308,-0.0670239891762502,-0.06749232450434511,-0.12166311078732372,1.0,-0.0,0.0
2020-09-22,-0.04405326523166727,-0.06934382654922604,-0.06725908166988065,-0.12230937614009484,1.0,-0.0,0.0
2020-09-23,-0.04201790158039425,-0.06956079892642632,-0.06879209933162221,-0.12252289812776047,1.0,-0.0,0.0
2020-09-24,-0.04055687712046172,-0.06931066307894292,-0.06838773414447087,-0.12164463336323102,1.0,-0.0,0.0
2020-09-25,-0.04064808072401956,-0.06978830750026008,-0.06820191407469052,-0.12168417767606367,1.0,-0.0,0.0
2020-09-28,-0.04025005198585985,-0.0698819920981493,-0.06750363901018923,-0.12201081305884799,1.0,-0.0,0.0
2020-09-29,-0.04102750766990795,-0.0702771566741199,-0.06631220425354896,-0.12236753158962092,1.0,-0.0,0.0
2020-09-30,-0.04111298920816539,-0.07019893381874918,-0.06616824860226238,-0.12274086594721102,1.0,-0.0,0.0
2020-10-01,-0.04126794258373205,-0.07121125442063657,-0.06545142500520075,-0.12225660495111296,1.0,-0.0,0.0
2020-10-02,-0.04120079047272349,-0.07049248530864839,-0.06509698892298092,-0.12334234749596963,1.0,-0.0,0.0
2020-10-05,-0.038792319484501264,-0.07334944266895316,-0.06265752072128251,-0.1243406864655598,1.0,-0.0,0.0
2020-10-06,-0.039668112291271714,-0.07154543329784195,-0.06270288518970576,-0.12454878333809437,1.0,-0.0,0.0
2020-10-07,-0.03902458016455992,-0.0724167466971215,-0.06239779894619357,-0.12393905572715239,1.0,-0.0,0.0
2020-10-08,-0.038981248541120936,-0.07120626604766968,-0.06237518479134787,-0.12420572139948648,1.0,-0.0,0.0
2020-10-09,-0.040599787272680106,-0.07031675616779516,-0.06320855060056554,-0.1229797390198978,1.0,-0.0,0.0
2020-10-12,-0.0402438233577589,-0.07068283509500033,-0.06299202386356267,-0.1230140717203813,1.0,-0.0,0.0
2020-10-13,-0.03858716785482826,-0.07196370706416073,-0.06304601425793908,-0.12256642903434868,1.0,-0.0,0.0
2020-10-14,-0.03877556310100827,-0.07175811928151163,-0.06377491511365697,-0.1216661050776289,1.0,-0.0,0.0
2020-10-15,-0.03860808709175739,-0.07169517884914464,-0.06391912908242614,-0.12178589942975636,1.0,-0.0,0.0
2020-10-16,-0.038651976668826964,-0.07223590408295529,-0.06344782890473105,-0.12185353208036293,1.0,-0.0,0.0
2020-10-19,-0.03840221885246964,-0.07212566585014969,-0.06390865378384333,-0.12163510763767384,1.0,-0.0,0.0
2020-10-20,-0.037552551581398357,-0.07187115969212858,-0.06540327275079232,-0.11875040424293384,1.0,-0.0,0.0
2020-10-21,-0.03648390264069041,-0.07006097876078757,-0.06591390625807453,-0.119451191152912,1.0,-0.0,0.0
2020-10-22,-0.036297406220936246,-0.07025679446109331,-0.06644621266921567,-0.11873514518962489,1.0,-0.0,0.0
2020-10-23,-0.036932735657723065,-0.06926664169174925,-0.06722558809471522,-0.11838110862797277,1.0,-0.0,0.0
2020-10-26,-0.03691790996576891,-0.06926306271394432,-0.06729961893689854,-0.1182716527804689,1.0,-0.0,0.0
2020-10-27,-0.03563879150340277,-0.06948597648999794,-0.06672767580944525,-0.11707310785729017,1.0,-0.0,0.0
2020-10-28,-0.03376342424476551,-0.06828658991990522,-0.06969018002008807,-0.11595714543253753,1.0,-0.0,0.0
