Date,CDAY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-24,1.0,-0.14264672558350328,-1.1560729662361204,-0.0,-2.0563108996147745,-1.3100498527079085,0.0
2018-12-26,1.0,-0.15934127072437965,-1.2127517525314342,-0.0,-1.9429731834872592,-1.248525648158451,0.0
2018-12-27,1.0,-0.13761467889908255,-1.1389472605197068,-0.0,-1.6254933114653272,-1.223207421454564,0.0
2018-12-28,1.0,-0.1351379010387351,-1.14347848334442,-0.0,-1.6213989663818247,-1.2169063091644068,0.0
2018-12-31,1.0,-0.14298218515085984,-1.1281536402018328,-0.0,-1.6402018329729173,-1.2374626711976109,0.0
2019-01-02,1.0,-0.13705740274423145,-1.127139113006835,-0.0,-1.6357469551364408,-1.2390153656405776,0.0
2019-01-03,1.0,-0.17180503371249164,-1.117607699830151,-0.0,-1.677183591538422,-1.1803489628905246,0.0
2019-01-04,1.0,-0.07455826779695639,-1.1643856603002758,-0.0,-1.6541211316515165,-1.2136656112756614,0.0
2019-01-07,1.0,-0.03694921952183362,-1.103586247777119,-0.01373246393993282,-1.641967990515708,-1.1434993084370677,0.0
2019-01-08,1.0,-0.03711014607185156,-1.0986478484011055,-0.014903276746940388,-1.6435550730359259,-1.1406435057244375,0.0
2019-01-09,1.0,-0.03018942383583267,-1.0679755327545382,-0.010704419889502763,-1.6525256511444357,-1.1715173638516179,0.0
2019-01-10,1.0,-0.035245335176226675,-1.05696514957054,-0.009132194688518116,-1.6674400236943427,-1.167538750123408,0.0
2019-01-11,1.0,-0.03528773072747014,-1.0563123087553055,-0.010462935544368768,-1.6660250715625309,-1.1672589083012537,0.0
2019-01-14,1.0,-0.04860117432279074,-1.0590615285932798,-0.007401194059308235,-1.670548181773326,-1.1484679528297232,0.0
2019-01-15,1.0,-0.048945189274447944,-1.0521983438485805,-0.005520504731861198,-1.671628548895899,-1.1506802050473186,0.0
2019-01-16,1.0,-0.04336043360433605,-1.0531658043853167,-0.0017738359201773838,-1.6723330869672333,-1.156688839615669,0.0
2019-01-17,1.0,-0.04549483013293944,-1.0445593303791236,-0.008222550467749877,-1.6695224027572624,-1.1559330379123585,0.0
2019-01-18,1.0,-0.04653562653562653,-1.039017199017199,-0.011891891891891892,-1.665110565110565,-1.1514987714987717,0.0
2019-01-22,1.0,-0.04045734388742304,-1.0445617121078863,-0.02965894654549008,-1.6488810710446593,-1.1225935698231213,0.0
2019-01-23,1.0,-0.005199727864709885,-1.0359607347652835,-0.05729419768685004,-1.6590533579550977,-1.1020507337933716,0.0
2019-01-24,1.0,-0.0061713397152436955,-1.0363477331260023,-0.0572428203508431,-1.6573205695126099,-1.1022401477234074,0.0
2019-01-25,1.0,-0.011362528040573491,-1.0464254364576222,-0.03779381644396762,-1.656003121037745,-1.1250365746610749,0.0
2019-01-28,1.0,-0.0,-1.0312196070803346,-0.05631200155611749,-1.6578972962458667,-1.11743824158724,0.0
2019-01-29,1.0,-0.0,-1.037709225379525,-0.04130984818995718,-1.6574056052938886,-1.1292818217205138,0.0
2019-01-30,1.0,-0.0,-1.0384446931724172,-0.04350576670397586,-1.6569176115626065,-1.127548785828994,0.0
2019-01-31,1.0,-0.0,-1.0413227153539866,-0.030251529571719917,-1.645964844129358,-1.1382441487811983,0.0
2019-02-01,1.0,-0.0,-1.0386405507611753,-0.029525841171337146,-1.6407931736643073,-1.1393386987297585,0.0
2019-02-04,1.0,-0.0,-1.038927671126624,-0.03010471204188482,-1.6410219119643203,-1.1377254217568356,0.0
2019-02-05,1.0,-0.0,-1.0287637402547092,-0.03757687279066389,-1.6331896760447437,-1.142850225170694,0.0
2019-02-06,1.0,-0.0,-1.029546117212557,-0.0302750510253669,-1.6548255418408009,-1.1449606375741084,0.0
2019-02-07,1.0,-0.0,-1.0286291514733419,-0.02227259288459643,-1.6612299201734502,-1.2154824085936728,0.0
2019-02-08,1.0,-0.0,-1.0303481106813448,-0.0,-1.684964792224536,-1.2435287116929485,0.0
2019-02-11,1.0,-0.0,-1.0395123164966409,-0.007464543418760886,-1.7039064443891516,-1.2255287384921623,0.0
2019-02-12,1.0,-0.0,-1.0317428727797402,-0.011244340514453454,-1.7057067515796807,-1.2266779441763271,0.0
2019-02-13,1.0,-0.0,-1.0268971666336437,-0.029968297998811174,-1.687982960174361,-1.2085892609470974,0.0
2019-02-14,1.0,-0.0,-1.0283182335759196,-0.03817020644586366,-1.687657804841824,-1.1966433981880291,0.0
2019-02-15,1.0,-0.0,-1.0321798108817268,-0.03762562503094213,-1.6860735679984156,-1.194861131739195,0.0
2019-02-19,1.0,-0.0,-1.004541639926939,-0.051290911783580986,-1.6939823270968062,-1.1867502591696697,0.0
2019-02-20,1.0,-0.0,-1.0053343870394151,-0.05018275214857256,-1.6935691000691495,-1.1901610194606342,0.0
2019-02-21,1.0,-0.0,-1.0089965397923875,-0.04616905585763717,-1.6962926347009393,-1.191646070192783,0.0
2019-02-22,1.0,-0.0,-1.006814478297368,-0.058416868302799865,-1.6907313219100293,-1.1820650832057678,0.0
2019-02-25,1.0,-0.0,-1.002664429861351,-0.058025361424976565,-1.6903340405585434,-1.1831055410272857,0.0
2019-02-26,1.0,-0.0,-1.0027136372607066,-0.05826919281626208,-1.6903986579830275,-1.1825537793566212,0.0
2019-02-27,1.0,-0.0,-0.9933389253466226,-0.06217003009818918,-1.6936892485320967,-1.1849311688952484,0.0
2019-02-28,1.0,-0.0,-1.0001974236217364,-0.05972064557524307,-1.6997186713390258,-1.1760031587779478,0.0
2019-03-01,1.0,-0.0,-0.9998519615099926,-0.0614853195164076,-1.6989390574882803,-1.1743399950653837,0.0
2019-03-04,1.0,-0.0,-0.9894970414201183,-0.06513806706114397,-1.6939842209072977,-1.1823471400394476,0.0
2019-03-05,1.0,-0.0,-0.9954040029651593,-0.06221892760069187,-1.6955275512725476,-1.1888312330121078,0.0
2019-03-06,1.0,-0.0,-0.9924908605868985,-0.0652603497678095,-1.6975101274577613,-1.1849619602806047,0.0
2019-03-07,1.0,-0.0,-0.9263428120063192,-0.09276263823064772,-1.7485189573459716,-1.1691844391785151,0.0
2019-03-08,1.0,-0.0,-0.9218218563612166,-0.10065559225119536,-1.742150145413319,-1.164588159905358,0.0
2019-03-11,1.0,-0.0,-0.9253193903221033,-0.09746954076850985,-1.7416267942583732,-1.168253341883293,0.0
2019-03-12,1.0,-0.0,-0.9004811468970935,-0.11331500392772977,-1.7327179890023567,-1.1631480754124117,0.0
2019-03-13,1.0,-0.0,-0.901772127043346,-0.11310195866673213,-1.7311864905993812,-1.162878601934122,0.0
2019-03-14,1.0,-0.0,-0.9067314296928662,-0.11475811990972427,-1.724217446766755,-1.1605828672357963,0.0
2019-03-15,1.0,-0.0,-0.9017326854169735,-0.11898100427035783,-1.7288568203013792,-1.1588867618907377,0.0
2019-03-18,1.0,-0.0,-0.9014727540500737,-0.1191458026509573,-1.7289641629847816,-1.1595974472263133,0.0
2019-03-19,1.0,-0.0,-0.8879076422122452,-0.13705658887956979,-1.7453747101485024,-1.1633035670235334,0.0
2019-03-20,1.0,-0.0,-0.8754508176473494,-0.14317474433081367,-1.7482337829158638,-1.173608023319006,0.0
2019-03-21,1.0,-0.0,-0.8733652470019246,-0.14593100725460198,-1.7540837980555692,-1.1617233381039331,0.0
2019-03-22,1.0,-0.0,-0.8672992772506023,-0.15748070209941495,-1.7574610354491371,-1.134470721274399,0.0
2019-03-25,1.0,-0.0,-0.7154763058435896,-0.2704719449559066,-1.7386374648706269,-1.1208450431243338,0.0
2019-03-26,1.0,-0.0,-0.7179884695508938,-0.2712077903202364,-1.7378518482631653,-1.1176784070539216,0.0
2019-03-27,1.0,-0.0,-0.70904077782615,-0.27678614618100905,-1.7401441493735792,-1.1112078556571374,0.0
2019-03-28,1.0,-0.0,-0.7098240185650745,-0.27644556178688845,-1.738348481918391,-1.10994005028041,0.0
2019-03-29,1.0,-0.0,-0.7031703073651653,-0.27986661511695343,-1.7364198724144597,-1.1133288227334235,0.0
2019-04-01,1.0,-0.0,-0.7044104149557993,-0.27960001932273804,-1.7364378532438047,-1.110236220472441,0.0
2019-04-02,1.0,-0.0,-0.707826838994859,-0.3308989573824052,-1.7150338730601065,-1.050929707394417,0.0
2019-04-03,1.0,-0.0,-0.7077107854912322,-0.33062695171751144,-1.7178957482584676,-1.0479942349267355,0.0
2019-04-04,1.0,-0.0,-0.7057100321759593,-0.3344859050088844,-1.7202132257599771,-1.0419728185179848,0.0
2019-04-05,1.0,-0.0,-0.7014065575344438,-0.34717488358696175,-1.7196966060198742,-1.032307618453267,0.0
2019-04-08,1.0,-0.0,-0.6928612550374208,-0.35122817117635774,-1.72116676261754,-1.0322874688159662,0.0
2019-04-09,1.0,-0.0,-0.6964620037444194,-0.35039124381930775,-1.7220008640967788,-1.0316835485574385,0.0
2019-04-10,1.0,-0.0,-0.6823692912253797,-0.36291752527914894,-1.7289020942157474,-1.0180668040446639,0.0
2019-04-11,1.0,-0.0,-0.6643356643356643,-0.36962352715777375,-1.7383370054602931,-1.0174346201743463,0.0
2019-04-12,1.0,-0.0,-0.658446833930705,-0.37008363201911587,-1.7364874551971328,-1.0139545997610515,0.0
2019-04-15,1.0,-0.0,-0.6611585944919278,-0.37469135802469133,-1.6997625830959164,-1.0126780626780625,0.0
2019-04-16,1.0,-0.0,-0.6625545644334787,-0.38679066236477505,-1.6905959385082558,-1.004744733345986,0.0
2019-04-17,1.0,-0.0,-0.5932171455487518,-0.44248704663212435,-1.694065002355158,-0.9805934997644843,0.0
2019-04-18,1.0,-0.0,-0.6059069352490961,-0.4210921726064704,-1.6799079682584401,-0.9885899422453868,0.0
2019-04-22,1.0,-0.0,-0.614043355325165,-0.4095193213949105,-1.6919886899151746,-0.9969368520263902,0.0
2019-04-23,1.0,-0.0,-0.622396078801018,-0.4181355452917334,-1.6963427278725611,-0.9761051937034593,0.0
2019-04-24,1.0,-0.0,-0.6248479745532791,-0.4391430442510993,-1.6492188230891571,-0.9644962110580971,0.0
2019-04-25,1.0,-0.0,-0.6193799175721244,-0.4482952416635444,-1.6528194080179843,-0.9628606219557887,0.0
2019-04-26,1.0,-0.0,-0.593015635240146,-0.4585712948225822,-1.6718940174141,-0.9577286770901601,0.0
2019-04-29,1.0,-0.0,-0.5821799711076937,-0.46316230952048093,-1.6555291486089754,-0.9591779672864533,0.0
2019-04-30,1.0,-0.0,-0.6073934779617484,-0.47186167041232857,-1.613172499197358,-0.8940512773471541,0.0
2019-05-01,1.0,-0.0,-0.5910819852435728,-0.4803171257045965,-1.6251775812290914,-0.8861647037257687,0.0
2019-05-02,1.0,-0.0,-0.598247465247511,-0.4737807955223196,-1.6224251043721614,-0.8933339450383081,0.0
2019-05-03,1.0,-0.0,-0.5541612843698099,-0.4782247647167374,-1.664698283816202,-0.9163129728732238,0.0
