Date,DX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1379514640537769,-0.5191979036117124,-0.0,-0.33209524894610915,-0.28943830465990655,0.0
2018-09-25,1.0,-0.13856107896295622,-0.5188408438510959,-0.0,-0.33184489907504444,-0.288968879573518,0.0
2018-09-26,1.0,-0.13756782636450685,-0.518421412612284,-0.0,-0.33238338425060415,-0.2915051753226027,0.0
2018-09-27,1.0,-0.1397553029094803,-0.514205645804379,-0.0,-0.3327561459069058,-0.2916543254881411,0.0
2018-09-28,1.0,-0.1398819696037551,-0.514184154761091,-0.0,-0.3327864743545925,-0.2917264793674665,0.0
2018-10-01,1.0,-0.13960594727720513,-0.5156207242543099,-0.0,-0.3328468484903767,-0.29230137736021156,0.0
2018-10-02,1.0,-0.1417037290455012,-0.5081537233435968,-0.0,-0.33565971034325465,-0.2952446117003079,0.0
2018-10-03,1.0,-0.14168110918544194,-0.5068868010581046,-0.0,-0.3359481893642251,-0.2958816017513454,0.0
2018-10-04,1.0,-0.14457062069594565,-0.5027135495051762,-0.0,-0.33960414101336256,-0.29340539061431115,0.0
2018-10-05,1.0,-0.14562685544644893,-0.5073761132678694,-0.0,-0.33920986526604247,-0.2914135647408084,0.0
2018-10-08,1.0,-0.1439482023573399,-0.5054373845838178,-0.0,-0.33994482821512434,-0.2905182044091831,0.0
2018-10-09,1.0,-0.13784977234767884,-0.5073100418697234,-0.0,-0.3448875466172467,-0.2978927860525774,0.0
2018-10-10,1.0,-0.13861952245906137,-0.5067011252401427,-0.0,-0.34532522184612574,-0.29642759125423107,0.0
2018-10-11,1.0,-0.09688774032570678,-0.5006794840376947,-0.0,-0.3307861964488605,-0.2994630962193954,0.0
2018-10-12,1.0,-0.09484567969423151,-0.49850871572807814,-0.0,-0.32439299206857697,-0.29160683118662045,0.0
2018-10-15,1.0,-0.07001061101777345,-0.5252674860730392,-0.0,-0.3213812008135114,-0.29399151118578126,0.0
2018-10-16,1.0,-0.06747435443933499,-0.5294260700389105,-0.0,-0.3206579412805094,-0.29326582950123803,0.0
2018-10-17,1.0,-0.057587735581227754,-0.5115415693040117,-0.0,-0.3180537660238911,-0.2966740189120133,0.0
2018-10-18,1.0,-0.05770700915186859,-0.5121770089334469,-0.0,-0.31765065635716316,-0.2966821746062949,0.0
2018-10-19,1.0,-0.04858369843404329,-0.5071140415564135,-0.0,-0.3178978874766842,-0.295319481195506,0.0
2018-10-22,1.0,-0.049421318915162965,-0.5101947755846524,-0.0,-0.31709117755629385,-0.29470392808286106,0.0
2018-10-23,1.0,-0.05156541751704373,-0.5103130835034088,-0.0,-0.3154500846758435,-0.2938686004602892,0.0
2018-10-24,1.0,-0.05029072290202204,-0.5102837802655559,-0.0,-0.31532586999913215,-0.29365182678122015,0.0
2018-10-25,1.0,-0.025050333792518812,-0.4844336123768147,-0.0,-0.33249973508530256,-0.2773338984846879,0.0
2018-10-26,1.0,-0.016146326080100915,-0.47751497950173444,-0.0,-0.33581414905918217,-0.2729107537054557,0.0
2018-10-29,1.0,-0.00707512611726289,-0.48064806480648065,-0.0,-0.33169363447972705,-0.27379482134259936,0.0
2018-10-30,1.0,-0.0,-0.48081273565144533,-0.0,-0.33162966066191873,-0.2822371177209887,0.0
2018-10-31,1.0,-0.0,-0.47225637072073007,-0.0,-0.3311107869897693,-0.2802492030087721,0.0
2018-11-01,1.0,-0.0,-0.4928040951621701,-0.0,-0.32587169051315407,-0.2792556539252298,0.0
2018-11-02,1.0,-0.0,-0.4971501882347993,-0.0,-0.32544640040381095,-0.28058552590068775,0.0
2018-11-05,1.0,-0.0,-0.5039643315316831,-0.0,-0.32513827840753745,-0.2739700098845401,0.0
2018-11-06,1.0,-0.0,-0.5033031769408794,-0.0,-0.3256890385019987,-0.2749421418051757,0.0
2018-11-07,1.0,-0.0,-0.5031962318109177,-0.0,-0.3249432248296745,-0.274644629489444,0.0
2018-11-08,1.0,-0.0,-0.500585186423675,-0.0,-0.3165649556930279,-0.2728222705233238,0.0
2018-11-09,1.0,-0.0,-0.5005747967309743,-0.0,-0.3166398428192212,-0.27295529126517987,0.0
2018-11-12,1.0,-0.0,-0.4892592978435254,-0.0,-0.3227002812792999,-0.27159079070736536,0.0
2018-11-13,1.0,-0.0,-0.48476517281296505,-0.0,-0.31753348767984124,-0.2648213990408467,0.0
2018-11-14,1.0,-0.0,-0.48550709623951105,-0.0,-0.3203563658966124,-0.2660105666632135,0.0
2018-11-15,1.0,-0.0,-0.4855226938758615,-0.0,-0.3205497030030838,-0.26359252437030445,0.0
2018-11-16,1.0,-0.0,-0.47793266048974187,-0.0,-0.32027630708140303,-0.2699578093977498,0.0
2018-11-19,1.0,-0.0,-0.4778517660683266,-0.0,-0.3201464140954587,-0.26999751840516173,0.0
2018-11-20,1.0,-0.0,-0.46922238446825576,-0.0,-0.313555313329083,-0.27386216399646257,0.0
2018-11-21,1.0,-0.0,-0.4674094934900616,-0.0,-0.3137831108934329,-0.2595404269213501,0.0
2018-11-23,1.0,-0.0,-0.4598413637012418,-0.0,-0.3181493791162857,-0.26105662377913263,0.0
2018-11-26,1.0,-0.0,-0.4643265073019499,-0.0,-0.31626825487476545,-0.25907644611242553,0.0
2018-11-27,1.0,-0.0,-0.46495236934576406,-0.0,-0.3114171389108931,-0.25478845489813745,0.0
2018-11-28,1.0,-0.0,-0.4683994472443505,-0.0,-0.3098276702975126,-0.25398309218013326,0.0
2018-11-29,1.0,-0.0,-0.46029889276566566,-0.0,-0.30361212512353025,-0.2529092632555513,0.0
2018-11-30,1.0,-0.0,-0.4613692770233459,-0.0,-0.30563570693516817,-0.25079198531043806,0.0
2018-12-03,1.0,-0.0,-0.46159586913550366,-0.0,-0.3051353422889185,-0.25029246843357944,0.0
2018-12-04,1.0,-0.0,-0.462270605280103,-0.0,-0.3017144236960721,-0.2482694784288474,0.0
2018-12-06,1.0,-0.0,-0.4363869188337273,-0.0,-0.2997438928289992,-0.23392434988179667,0.0
2018-12-07,1.0,-0.0,-0.43708374384236454,-0.0,-0.3012216748768473,-0.2321576354679803,0.0
2018-12-10,1.0,-0.0,-0.4375158675910556,-0.0,-0.2963968362464603,-0.21904110926667317,0.0
2018-12-11,1.0,-0.0,-0.43927830613283236,-0.0,-0.29225862001487224,-0.22535321513835074,0.0
2018-12-12,1.0,-0.0,-0.46055747859355073,-0.0,-0.3264103965506771,-0.23728264610028138,0.0
2018-12-13,1.0,-0.0,-0.4575763706251264,-0.0,-0.32957717985029333,-0.2358891361521343,0.0
2018-12-14,1.0,-0.0,-0.45957653536294074,-0.0,-0.32848872515282784,-0.23614428565645115,0.0
2018-12-17,1.0,-0.0,-0.45742578251048727,-0.0,-0.3164730558244595,-0.24286060019361083,0.0
2018-12-18,1.0,-0.0,-0.46973009419120204,-0.0,-0.32664528124553055,-0.24681772674335453,0.0
2018-12-19,1.0,-0.0,-0.46990168223534945,-0.0,-0.32681969625738405,-0.24730699262105757,0.0
2018-12-20,1.0,-0.0,-0.4653053738460598,-0.0,-0.32734201463185997,-0.2452364940596279,0.0
2018-12-21,1.0,-0.0,-0.4687737457129362,-0.0,-0.3303349557431253,-0.2545745795083482,0.0
2018-12-24,1.0,-0.0,-0.4636367356961611,-0.0,-0.3266554800687566,-0.25603667021363674,0.0
2018-12-26,1.0,-0.0,-0.46989077029276816,-0.0,-0.31260405246274414,-0.24777683030819833,0.0
2018-12-27,1.0,-0.0,-0.4641603807833488,-0.0,-0.3047476906942036,-0.24795288612803032,0.0
2018-12-28,1.0,-0.0,-0.4650192489871606,-0.0,-0.3038719690403725,-0.2467095317759458,0.0
2018-12-31,1.0,-0.0,-0.47511000263600783,-0.0,-0.3052091570857919,-0.2473791998702273,0.0
2019-01-02,1.0,-0.0,-0.4764983329267301,-0.0,-0.30411889078637067,-0.2523989590957144,0.0
2019-01-03,1.0,-0.0,-0.4794901127635235,-0.0,-0.2974546494525249,-0.2658931197908155,0.0
2019-01-04,1.0,-0.0,-0.4870885559971467,-0.0,-0.27810047895648626,-0.27292367267909917,0.0
2019-01-07,1.0,-0.0,-0.4762921484107481,-0.0,-0.27353663940700157,-0.2644321798332192,0.0
2019-01-08,1.0,-0.0,-0.47924398902694854,-0.0,-0.27236969501371633,-0.26547119573987416,0.0
2019-01-09,1.0,-0.0,-0.47335764217651444,-0.0,-0.2721448860774794,-0.26906263220451665,0.0
2019-01-10,1.0,-0.0,-0.47308838933204417,-0.0,-0.2723189106437838,-0.2689348158891306,0.0
2019-01-11,1.0,-0.0,-0.4554011383520042,-0.0,-0.2741497556364514,-0.281651616017377,0.0
2019-01-14,1.0,-0.0,-0.45249990008392954,-0.0,-0.2691738939290995,-0.2766476160025579,0.0
2019-01-15,1.0,-0.0,-0.4473005140925366,-0.0,-0.2675081514672641,-0.2855513992518653,0.0
2019-01-16,1.0,-0.0,-0.44247116574210793,-0.0,-0.26302031368479867,-0.2899588937223131,0.0
2019-01-17,1.0,-0.0,-0.4448455355896372,-0.0,-0.2615623940487824,-0.28796793043616997,0.0
2019-01-18,1.0,-0.0,-0.44188515232239073,-0.0,-0.2653874656999219,-0.2956716806537545,0.0
2019-01-22,1.0,-0.0,-0.4867290951743927,-0.0,-0.20017836716493145,-0.25188545725973754,0.0
2019-01-23,1.0,-0.0,-0.48293145489027367,-0.0,-0.20137786894763324,-0.25089987227619304,0.0
2019-01-24,1.0,-0.0,-0.4843106548344064,-0.0,-0.19706900218471476,-0.25201554434197554,0.0
2019-01-25,1.0,-0.0,-0.4942506447422001,-0.0,-0.1921622617362471,-0.252661379457447,0.0
2019-01-28,1.0,-0.0,-0.48468615348783045,-0.0,-0.2058732192073289,-0.2503590699118823,0.0
2019-01-29,1.0,-0.0,-0.4828136246036532,-0.0,-0.21135253953741706,-0.2510942089598693,0.0
2019-01-30,1.0,-0.0,-0.492026303354859,-0.0,-0.22771302567333437,-0.24905496928650178,0.0
2019-01-31,1.0,-0.0,-0.4979311160151324,-0.0,-0.21372556746532156,-0.2587090163934426,0.0
2019-02-01,1.0,-0.0,-0.4964948695856505,-0.0,-0.20083026552831518,-0.2608482807237409,0.0
2019-02-04,1.0,-0.0,-0.495659006089177,-0.0,-0.1971911215871145,-0.27140051070516596,0.0
2019-02-05,1.0,-0.0,-0.49754853892920176,-0.0,-0.20062757403412435,-0.2629927436752304,0.0
2019-02-06,1.0,-0.0,-0.4922699627231705,-0.0,-0.20333529527172844,-0.2663331371394938,0.0
2019-02-07,1.0,-0.0,-0.48622684050583276,-0.0,-0.1989216743456524,-0.27544358396235663,0.0
2019-02-08,1.0,-0.0,-0.48566832120225223,-0.0,-0.19834808028094406,-0.27788350238370835,0.0
2019-02-11,1.0,-0.0,-0.4823608158122687,-0.0,-0.1911567839987401,-0.29514134971257583,0.0
2019-02-12,1.0,-0.0,-0.48069155267625424,-0.0,-0.17702499658516596,-0.29363670068491815,0.0
