Date,EBS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4152740066541742,-0.9933458258442005,-0.15950896783815824,-0.6449959845500784,-0.6110749933075834,0.0
2018-09-25,1.0,-0.4187096033961831,-0.9911270891498069,-0.16449305847707196,-0.642903583585115,-0.6072589589627874,0.0
2018-09-26,1.0,-0.4187700780174392,-0.991242160012238,-0.16463974300137676,-0.6428407526388251,-0.6068915404619857,0.0
2018-09-27,1.0,-0.4184747254429266,-0.9931886886312326,-0.16435158611716988,-0.6432097348180461,-0.6073546856465005,0.0
2018-09-28,1.0,-0.4178304955041132,-0.9933805242012627,-0.16479816338243733,-0.6430074612588482,-0.6072699445188443,0.0
2018-10-01,1.0,-0.41827364554637286,-0.9926155494337313,-0.16490664217936946,-0.6431359044995408,-0.607208448117539,0.0
2018-10-02,1.0,-0.41824585582481527,-0.9977795643352091,-0.16377627196508557,-0.6422418743539681,-0.606255503234945,0.0
2018-10-03,1.0,-0.41800015312763183,-0.9874435341857438,-0.16223872597810274,-0.6467728351581042,-0.6137355485797411,0.0
2018-10-04,1.0,-0.4196350001912997,-0.983509966713854,-0.16283429620844014,-0.6485824692963997,-0.6114320694800475,0.0
2018-10-05,1.0,-0.40390854612771476,-0.9778617504484903,-0.14657047978930493,-0.6616664758196877,-0.6268941562655063,0.0
2018-10-08,1.0,-0.40185171073687415,-0.9746247047169092,-0.14272651070639333,-0.6647489141202467,-0.6261906576240188,0.0
2018-10-09,1.0,-0.40471467805920047,-0.9759688739700945,-0.14796307598413183,-0.6630302105584376,-0.622825755263961,0.0
2018-10-10,1.0,-0.4052621544327932,-0.9751382268827455,-0.1486367969494757,-0.6632602478551002,-0.6208960915157293,0.0
2018-10-11,1.0,-0.3696154419436578,-0.9730213146519602,-0.10556714860634969,-0.6516246832612909,-0.626509166790878,0.0
2018-10-12,1.0,-0.37154237663199824,-0.969204101202331,-0.10101792431953972,-0.6370878512945343,-0.6092793390868186,0.0
2018-10-15,1.0,-0.3612368856985091,-0.9852015461071231,-0.08669243511871895,-0.6369225105834714,-0.6111540585311982,0.0
2018-10-16,1.0,-0.3612736977728695,-0.9851279219584024,-0.08676605926743972,-0.6369225105834714,-0.6111540585311982,0.0
2018-10-17,1.0,-0.3535441975849111,-0.9678231366969465,-0.0818649447302178,-0.6330305351866039,-0.6119441100288205,0.0
2018-10-18,1.0,-0.3541347346908985,-0.9691993285161666,-0.08112546529450405,-0.632654550762718,-0.6122180862710751,0.0
2018-10-19,1.0,-0.34424980959634427,-0.9634062307329635,-0.07162804192507163,-0.6354041997606354,-0.6120480179886121,0.0
2018-10-22,1.0,-0.3440005805304597,-0.9651318892638148,-0.07459816407242116,-0.6337578462319944,-0.6108268930735459,0.0
2018-10-23,1.0,-0.3464315518304851,-0.9646602082653023,-0.07993178767098436,-0.6291498857080657,-0.6082145060048619,0.0
2018-10-24,1.0,-0.34608550603764004,-0.9646444500852158,-0.07654929832831707,-0.6299452442252602,-0.6089857489937266,0.0
2018-10-25,1.0,-0.3159974596005928,-0.9247759508856115,-0.07106061675252276,-0.6362289182132524,-0.5802695646037682,0.0
2018-10-26,1.0,-0.3083951827475144,-0.9154180086822573,-0.06280632964570788,-0.6396163002380619,-0.5746744153479905,0.0
2018-10-29,1.0,-0.290438608744238,-0.9341737672859338,-0.0455021651068585,-0.6345509149322531,-0.5874423802207013,0.0
2018-10-30,1.0,-0.2981462049667716,-0.9348023784540049,-0.04980762504372158,-0.634487583071004,-0.580482686253935,0.0
2018-10-31,1.0,-0.3008237461332592,-0.9168954850370163,-0.05175350178999687,-0.6312258871780612,-0.5750234611240485,0.0
2018-11-01,1.0,-0.29630144122243446,-0.9221392602882444,-0.047056780691092204,-0.6317068935579094,-0.5755860392429242,0.0
2018-11-02,1.0,-0.2962268084219304,-0.9232158988256549,-0.04749496212910847,-0.6314710583003266,-0.575984990619137,0.0
2018-11-05,1.0,-0.2903663500678426,-0.9442994816129143,-0.04637650906307622,-0.6353546950561876,-0.5627109209198761,0.0
2018-11-06,1.0,-0.2807422969187675,-0.941736694677871,-0.050490196078431374,-0.6486694677871149,-0.5797969187675069,0.0
2018-11-07,1.0,-0.2836884411527256,-0.9444346940924568,-0.04594755870686932,-0.6532696830355577,-0.5828214398539787,0.0
2018-11-08,1.0,-0.2639693058946634,-0.9531217300313917,-0.02375305197070108,-0.651552145099407,-0.5955702825252878,0.0
2018-11-09,1.0,-0.2696637093663429,-0.9594277097871446,-0.019567275660132555,-0.655784269032507,-0.6022372619840797,0.0
2018-11-12,1.0,-0.27019751791644814,-0.9413039678377905,-0.01765425624890753,-0.6661772417409544,-0.6005243838489773,0.0
2018-11-13,1.0,-0.2586877953850431,-0.942973311092577,-0.0052126772310258545,-0.6696552682791215,-0.5986238532110091,0.0
2018-11-14,1.0,-0.26174730247128436,-0.9430560389836409,-0.004455273233553777,-0.6720849286460147,-0.5993386703793944,0.0
2018-11-15,1.0,-0.261558784676354,-0.9440311478829173,-0.002920114023499965,-0.6741639435444621,-0.593652228325106,0.0
2018-11-16,1.0,-0.26210182222840456,-0.9441855612741689,-0.003755737932953123,-0.6740506329113924,-0.5934065934065934,0.0
2018-11-19,1.0,-0.2549584020781409,-0.9583669744093796,-0.0,-0.6915786148067539,-0.6054340576403272,0.0
2018-11-20,1.0,-0.2278299745031609,-0.9537913450455799,-0.0,-0.6937934406761902,-0.6173029234047012,0.0
2018-11-21,1.0,-0.23692062170413547,-0.9511171246183736,-0.0,-0.6950111018595615,-0.5862822647793505,0.0
2018-11-23,1.0,-0.23763474402966966,-0.9448545977609095,-0.0,-0.6969949048559841,-0.5866001178468684,0.0
2018-11-26,1.0,-0.23677005718246408,-0.9500953041067407,-0.0,-0.6946456420031192,-0.5840928781840236,0.0
2018-11-27,1.0,-0.22335271317829458,-0.9619670542635659,-0.0,-0.6937638427464009,-0.5816375968992248,0.0
2018-11-28,1.0,-0.22210292997160078,-0.9696266537369259,-0.0,-0.6911408187296529,-0.5804530027013922,0.0
2018-11-29,1.0,-0.2069403882494417,-0.9603160968905688,-0.0,-0.687098436694726,-0.5814808452155987,0.0
2018-11-30,1.0,-0.20628974050524146,-0.9608523801340436,-0.0,-0.6871627427393023,-0.5827461763189552,0.0
2018-12-03,1.0,-0.2063312023097546,-0.9608510345775763,-0.0,-0.6871863614490961,-0.5827662060906029,0.0
2018-12-04,1.0,-0.1979355989163609,-0.965879085079387,-0.0,-0.6839957477452763,-0.581427248722609,0.0
2018-12-06,1.0,-0.19133988583780862,-0.9412638902962137,-0.0,-0.6801769851724254,-0.5647988651332455,0.0
2018-12-07,1.0,-0.19604067430154387,-0.9410830715178541,-0.0,-0.6802135063004628,-0.5609269957096044,0.0
2018-12-10,1.0,-0.1910275452335944,-0.9438968403996758,-0.0,-0.6813394544963542,-0.5593437753173103,0.0
2018-12-11,1.0,-0.20738059802462455,-0.9401975375456636,-0.0,-0.6888107157353537,-0.546137193884454,0.0
2018-12-12,1.0,-0.20554483599065707,-0.9414034731390272,-0.0,-0.6890084966656511,-0.549168951626553,0.0
2018-12-13,1.0,-0.20334195480533623,-0.9377892730737818,-0.0,-0.7108290225973319,-0.551252382248843,0.0
2018-12-14,1.0,-0.1977281281007288,-0.9615424094159511,-0.0,-0.7057515311184864,-0.5564717555684813,0.0
2018-12-17,1.0,-0.18753624177098613,-0.9616604700344511,-0.0,-0.6979568168639356,-0.5638366817887233,0.0
2018-12-18,1.0,-0.17236815312563636,-0.9521482386479332,-0.0,-0.6984320912237835,-0.5707934568655401,0.0
2018-12-19,1.0,-0.17213059118984594,-0.9521482386479332,-0.0,-0.6985678409013779,-0.5708952691237359,0.0
2018-12-20,1.0,-0.1729491525423729,-0.9491525423728815,-0.0,-0.6980338983050848,-0.569728813559322,0.0
2018-12-21,1.0,-0.16802323617818907,-0.9539666993143976,-0.0,-0.7052247627410584,-0.5501367827349792,0.0
2018-12-24,1.0,-0.16462447257383966,-0.9548691983122363,-0.0,-0.7059578059071729,-0.5501097046413502,0.0
2018-12-26,1.0,-0.1659742696328062,-0.9683730903243098,-0.0,-0.680715625837577,-0.5352787456445992,0.0
2018-12-27,1.0,-0.13744831852068887,-0.9412051958199043,-0.0,-0.634599733046847,-0.5422404531692548,0.0
2018-12-28,1.0,-0.13268460962671266,-0.9468545578806912,-0.0,-0.6348488300192013,-0.540078758095486,0.0
2018-12-31,1.0,-0.13310769030494354,-0.9463338431997917,-0.0,-0.6348162853516452,-0.5402089367657109,0.0
2019-01-02,1.0,-0.13121097814776272,-0.9460848074921955,-0.0,-0.6335848074921956,-0.5409404266389177,0.0
2019-01-03,1.0,-0.1499722575802082,-0.9440255883024903,-0.0,-0.6550801266359868,-0.5147361206305688,0.0
2019-01-04,1.0,-0.1143581575268992,-0.9599193836751942,-0.0,-0.647791177713487,-0.5285895393817248,0.0
2019-01-07,1.0,-0.09578519537875635,-0.938298076615355,-0.0,-0.6512625212020353,-0.5149614362978846,0.0
2019-01-08,1.0,-0.09303073164459302,-0.9512665552269512,-0.0,-0.6494792336376495,-0.5207985084222707,0.0
2019-01-09,1.0,-0.09216737852853335,-0.9465621888949549,-0.0,-0.6493143646231414,-0.5233950993930442,0.0
2019-01-10,1.0,-0.09200128493414711,-0.9472213299068423,-0.0,-0.6491808544812078,-0.5239318984902023,0.0
2019-01-11,1.0,-0.09395498392282958,-0.9345337620578779,-0.0,-0.6521221864951768,-0.5348553054662379,0.0
2019-01-14,1.0,-0.10125116593226335,-0.9327779743334083,-0.0,-0.6529863947766235,-0.5293493293879258,0.0
2019-01-15,1.0,-0.10156501577896568,-0.9326656791395634,-0.0,-0.6528627552006183,-0.5331036259419076,0.0
2019-01-16,1.0,-0.11045688545688545,-0.9263835263835264,-0.0,-0.658043758043758,-0.5225868725868725,0.0
