Date,HON,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21899120003932943,-0.316503613391672,-0.16700260557494714,-0.40356914605968236,-0.3520230077184013,0.0
2018-09-25,1.0,-0.21792661905934496,-0.3192070918492982,-0.16426988426495936,-0.4059098744151686,-0.35513420339817775,0.0
2018-09-26,1.0,-0.21806362651433076,-0.3193637348566926,-0.1646803900325027,-0.4057667684428248,-0.35442726287796716,0.0
2018-09-27,1.0,-0.21975047370622833,-0.31505770603144917,-0.16593252454659546,-0.4057878288259468,-0.3543076506631887,0.0
2018-09-28,1.0,-0.218223885005415,-0.31667815299793245,-0.1662400315053658,-0.40575465196416266,-0.35445997834006104,0.0
2018-10-01,1.0,-0.2177564339367073,-0.31808890530722816,-0.1664819603497106,-0.40559044452653614,-0.35483314862701637,0.0
2018-10-02,1.0,-0.21972740492445714,-0.304463559510019,-0.1713454760555049,-0.409755255958396,-0.3594015724743056,0.0
2018-10-03,1.0,-0.21962939234143217,-0.30272041791927456,-0.17115962742102409,-0.41023113695727165,-0.36040609137055835,0.0
2018-10-04,1.0,-0.22241111686007836,-0.29844531500234067,-0.17148347993199792,-0.4138517259220933,-0.3576514647547244,0.0
2018-10-05,1.0,-0.21523276370064823,-0.29274700451777647,-0.16593007267727364,-0.4185818110390886,-0.36282164604203504,0.0
2018-10-08,1.0,-0.2142611936638713,-0.29093717816683834,-0.16433720759158452,-0.42006277279191795,-0.36248835270462454,0.0
2018-10-09,1.0,-0.21256133464180568,-0.29173209028459274,-0.1595927379784102,-0.42303729146221786,-0.3664622178606477,0.0
2018-10-10,1.0,-0.2121219614728356,-0.3013674917777393,-0.1544301293305967,-0.4270382551497317,-0.37790251984470435,0.0
2018-10-11,1.0,-0.1929530201342282,-0.29542359692636905,-0.13349868689816166,-0.42493434490808285,-0.3848604221379243,0.0
2018-10-12,1.0,-0.1933879108406385,-0.2902267622980511,-0.13270062063802554,-0.4202226569103335,-0.3783960008693762,0.0
2018-10-15,1.0,-0.19214152969854947,-0.2907103033813627,-0.13129630970482467,-0.4207033041295586,-0.3786353872517076,0.0
2018-10-16,1.0,-0.19088429133573137,-0.2964053786543708,-0.12712744127658548,-0.4210704198150786,-0.3786543707602057,0.0
2018-10-17,1.0,-0.18600081474203828,-0.2846804533799813,-0.12328964079461312,-0.420598595768134,-0.38173060794133856,0.0
2018-10-18,1.0,-0.18744302096828366,-0.2874622139052828,-0.12192313228731826,-0.4198454968571565,-0.38244326087999614,0.0
2018-10-19,1.0,-0.1839814416224231,-0.2837805519682403,-0.11945759793370642,-0.42158128856363897,-0.38274262208829574,0.0
2018-10-22,1.0,-0.1832459479518303,-0.28774928774928776,-0.12310565251741722,-0.4191385956091839,-0.3808566161507338,0.0
2018-10-23,1.0,-0.18289149124697654,-0.28807146107239506,-0.12203941854060396,-0.4202409176904471,-0.3815408195033168,0.0
2018-10-24,1.0,-0.1820360429447853,-0.28963765337423314,-0.12291506901840492,-0.420676763803681,-0.3812068634969325,0.0
2018-10-25,1.0,-0.17330144220522414,-0.27664764250361146,-0.12229142491770668,-0.4224074644185,-0.37350510336988185,0.0
2018-10-26,1.0,-0.16903399053070456,-0.27286646408969917,-0.11626975714319365,-0.42625962829482017,-0.37113984877393824,0.0
2018-10-29,1.0,-0.16205682084996478,-0.27619159427095563,-0.11124677154261563,-0.42390232448931675,-0.37457149565625736,0.0
2018-10-30,1.0,-0.15898579645498298,-0.27662871229017494,-0.10919121962671675,-0.4246507806080526,-0.3782368822631764,0.0
2018-10-31,1.0,-0.16000936000936,-0.2701064701064701,-0.11007371007371007,-0.4234936234936235,-0.3763191763191763,0.0
2018-11-01,1.0,-0.15949929808142255,-0.27075339260645764,-0.10954609265325223,-0.42353766963032285,-0.37639213851193265,0.0
2018-11-02,1.0,-0.16678323308621254,-0.25143376696041403,-0.10423369235790554,-0.4336970205623164,-0.3751806779502961,0.0
2018-11-05,1.0,-0.1625481274063703,-0.2657099521642749,-0.1035118422587796,-0.4361684750904212,-0.3655349434138374,0.0
2018-11-06,1.0,-0.15952253030904717,-0.2640566236071854,-0.10502464435048704,-0.4383891237823822,-0.3689644700880656,0.0
2018-11-07,1.0,-0.1598168181499568,-0.2641884156171873,-0.10458188275426997,-0.43872520385990327,-0.36916750391364284,0.0
2018-11-08,1.0,-0.15130875447487097,-0.26581895950532336,-0.09635501418011065,-0.43735180622065184,-0.3737970152029383,0.0
2018-11-09,1.0,-0.15052188669595742,-0.26582513889857495,-0.09693841969453937,-0.43785015226538343,-0.3735267452402538,0.0
2018-11-12,1.0,-0.15059221658206431,-0.2558700136754514,-0.09644670050761422,-0.44273694457965374,-0.37225042301184436,0.0
2018-11-13,1.0,-0.14367087148029425,-0.2530267739778152,-0.09090699444226644,-0.44639439153195115,-0.37211447547448284,0.0
2018-11-14,1.0,-0.1436478103452252,-0.25304983511288426,-0.09088393330719738,-0.44641745266702026,-0.37213753660955196,0.0
2018-11-15,1.0,-0.14376871688551027,-0.2535821239345773,-0.0899101589495508,-0.4488366735775167,-0.3675420410043769,0.0
2018-11-16,1.0,-0.1430707647004693,-0.25062114659059537,-0.08889297874298334,-0.4484448329805834,-0.36949019968712615,0.0
2018-11-19,1.0,-0.14304455901307309,-0.251611121340453,-0.08672436015466765,-0.4498941263119131,-0.37035076413183576,0.0
2018-11-20,1.0,-0.1289249753434712,-0.2493176449001124,-0.07190531892933325,-0.4582215188421753,-0.38523819353654903,0.0
2018-11-21,1.0,-0.1280824270177447,-0.2477160847166571,-0.0718259874069834,-0.4588895248998282,-0.38314825414997133,0.0
2018-11-23,1.0,-0.12785085211025965,-0.24140455221319915,-0.07393343246025393,-0.4609173052727897,-0.38346105455793206,0.0
2018-11-26,1.0,-0.12779048490393413,-0.2418344007319305,-0.07381061299176579,-0.4606587374199451,-0.38316559926806953,0.0
2018-11-27,1.0,-0.12585259027761936,-0.24698314209457767,-0.06435203138900929,-0.46148230946460755,-0.38250792709355114,0.0
2018-11-28,1.0,-0.1257016382969014,-0.2497375986857117,-0.0637749281248574,-0.46050289782320997,-0.3820106785926163,0.0
2018-11-29,1.0,-0.11576226218281593,-0.24683099390008845,-0.05344792398920611,-0.46347989750334473,-0.388104038640332,0.0
2018-11-30,1.0,-0.11755624673644062,-0.24877971257974438,-0.05092287783503984,-0.4672735941153768,-0.38576974595318636,0.0
2018-12-03,1.0,-0.11756827313795373,-0.24887062722753173,-0.05060044039862886,-0.4672765657987333,-0.38575741753876186,0.0
2018-12-04,1.0,-0.11701427501531897,-0.248757460908245,-0.05042779656401062,-0.4675351201688491,-0.38576583528130176,0.0
2018-12-06,1.0,-0.1131516453692186,-0.24342417731539073,-0.05063892344227072,-0.4699988691620491,-0.3844849033133552,0.0
2018-12-07,1.0,-0.11137011723170234,-0.24442130991716834,-0.048522156339111944,-0.471552075317974,-0.3872946182048613,0.0
2018-12-10,1.0,-0.10440364905957879,-0.24444194166009686,-0.04671697263205316,-0.4735217929947066,-0.383444081540714,0.0
2018-12-11,1.0,-0.10211854856885284,-0.246360153256705,-0.04466982195176922,-0.47327022763128246,-0.38737885958981294,0.0
2018-12-12,1.0,-0.10126753574811674,-0.24746267310207948,-0.043484144526140106,-0.47354413821101543,-0.3896657494699806,0.0
2018-12-13,1.0,-0.10169682747416399,-0.24829640326729543,-0.04318786948869534,-0.473126043594025,-0.39011236969177304,0.0
2018-12-14,1.0,-0.10243110369401472,-0.2392765324071986,-0.047877858463758964,-0.47641062649406885,-0.38917955888322586,0.0
2018-12-17,1.0,-0.10066463895460177,-0.23881942097555478,-0.04647966655401599,-0.4760617325673087,-0.39098794637828094,0.0
2018-12-18,1.0,-0.0978129069924103,-0.23492163290968698,-0.043921498181164954,-0.4764225086450801,-0.39237436565320877,0.0
2018-12-19,1.0,-0.1015947888589398,-0.23429919137466307,-0.04332884097035041,-0.475,-0.3919362084456424,0.0
2018-12-20,1.0,-0.09928283281039893,-0.2303451367099955,-0.04793814432989691,-0.47411474675033616,-0.3894666069027342,0.0
2018-12-21,1.0,-0.09815552670457088,-0.2296861709271612,-0.047163898464431205,-0.47546671442002053,-0.38796615481040425,0.0
2018-12-24,1.0,-0.08728107313160123,-0.21926110789250858,-0.05194081732697536,-0.4732385578679977,-0.3965417353714515,0.0
2018-12-26,1.0,-0.08545767331709823,-0.21848119931187024,-0.051162894613373845,-0.47930025246319174,-0.3997855179963806,0.0
2018-12-27,1.0,-0.07402843184718984,-0.21011399146164342,-0.053826856212314596,-0.46005897627745257,-0.40260111790854275,0.0
2018-12-28,1.0,-0.07524015158191592,-0.2089979730325196,-0.053912928527364054,-0.4609147792368027,-0.40413765753062486,0.0
2018-12-31,1.0,-0.07677729296134692,-0.2073471726387236,-0.05335184450614835,-0.4613689453038917,-0.4048878311075852,0.0
2019-01-02,1.0,-0.07669083456376578,-0.20730766687969676,-0.05339709544482888,-0.4614893007470745,-0.4048747162659497,0.0
2019-01-03,1.0,-0.07766840633326727,-0.2049723635242562,-0.05994142388408095,-0.46248706260597655,-0.3970183435731431,0.0
2019-01-04,1.0,-0.06636225934625602,-0.20850437951397272,-0.059315522578095844,-0.4598818958136676,-0.4012029943143152,0.0
2019-01-07,1.0,-0.06204092339979013,-0.2038737320741518,-0.06350559636236446,-0.4585082196572228,-0.3981505771248688,0.0
2019-01-08,1.0,-0.06250955219318356,-0.19864195104910376,-0.06499858081701274,-0.4606012969149146,-0.3966070609812013,0.0
2019-01-09,1.0,-0.06090351853063718,-0.19202495473681913,-0.06421918286325067,-0.46190258054664834,-0.4023515040464193,0.0
2019-01-10,1.0,-0.061151942075763854,-0.19139423810873882,-0.06435783918173293,-0.4620635509126993,-0.4018930059101913,0.0
2019-01-11,1.0,-0.06338366207016931,-0.197416652120789,-0.059390818641996856,-0.4626898237039623,-0.3990006982021295,0.0
2019-01-14,1.0,-0.06666956786631273,-0.19722355193872668,-0.06001131467861961,-0.4577440271552287,-0.3942512729013447,0.0
2019-01-15,1.0,-0.0677221521464921,-0.19505458657735636,-0.05880561959027446,-0.4585055021530164,-0.3946761776347266,0.0
2019-01-16,1.0,-0.06346617963603157,-0.19839975648468244,-0.05255147522449068,-0.4562433413780358,-0.40358315395821104,0.0
2019-01-17,1.0,-0.06382469946305516,-0.19712614943153411,-0.05310754114041,-0.45614225777700484,-0.40366513771439755,0.0
2019-01-18,1.0,-0.06497871876023137,-0.19934519262250353,-0.05482920440903634,-0.4546764160209538,-0.40888355342136856,0.0
2019-01-22,1.0,-0.0,-0.14693196350001084,-0.0,-0.5824826061512451,-0.43804321910830785,0.0
2019-01-23,1.0,-0.0,-0.1307389783369185,-0.0,-0.5870108424048845,-0.4550768094213763,0.0
2019-01-24,1.0,-0.0,-0.1284074605451937,-0.0,-0.5919960001739055,-0.4534150689100474,0.0
2019-01-25,1.0,-0.0,-0.07304030259553933,-0.0,-0.6473196817529673,-0.4534802834659363,0.0
2019-01-28,1.0,-0.0,-0.0684866004477385,-0.0,-0.6529374687561129,-0.4520419917842161,0.0
2019-01-29,1.0,-0.0,-0.06397474967348717,-0.0,-0.6574880278624292,-0.45526774053112756,0.0
2019-01-30,1.0,-0.0,-0.060621897047295537,-0.0,-0.6538411288215312,-0.4630258688267573,0.0
2019-01-31,1.0,-0.0,-0.061741838534747476,-0.0,-0.6473419430711936,-0.46875884748568064,0.0
