Date,IWF,IWM,MTUM,NRC,SPY,VLUE,VXX
2018-09-24,-0.47340172271999303,-1.2620006059819069,-0.0,1.0,-0.8494567805046963,-0.7435830844479071,0.0
2018-09-25,-0.493772125344172,-1.2721471963637951,-0.0,1.0,-0.8583540929155193,-0.7461649403435163,0.0
2018-09-26,-0.4934656234975305,-1.2720835700861053,-0.0,1.0,-0.8584728353511955,-0.7467983740548102,0.0
2018-09-27,-0.4972493887530563,-1.263403772266853,-0.0,1.0,-0.8587582954942369,-0.746638141809291,0.0
2018-09-28,-0.5024289903278043,-1.2635126263731455,-0.0,1.0,-0.861569434110902,-0.7490918639765417,0.0
2018-10-01,-0.5059416794562596,-1.263187897390923,-0.0,1.0,-0.8649857487393116,-0.7508441131330849,0.0
2018-10-02,-0.5065772165219679,-1.262124002455494,-0.0,1.0,-0.8649916688590721,-0.7511181268087346,0.0
2018-10-03,-0.506002979581106,-1.2570765051266322,-0.0,1.0,-0.865612128647796,-0.7530453071597581,0.0
2018-10-04,-0.5079684763572679,-1.2524518388791592,-0.0,1.0,-0.8674255691768826,-0.7504378283712785,0.0
2018-10-05,-0.48435866155454865,-1.2419397002439876,-0.0,1.0,-0.8728215406064831,-0.7578424538166609,0.0
2018-10-08,-0.48037505451373747,-1.239337112952464,-0.0,1.0,-0.8821194941125163,-0.7592237243785434,0.0
2018-10-09,-0.5056408441357342,-1.2617351678980666,-0.0,1.0,-0.8938194045038268,-0.7629518205547936,0.0
2018-10-10,-0.5116794468330305,-1.262399716324631,-0.0,1.0,-0.8991622711759231,-0.7591418820087762,0.0
2018-10-11,-0.40477719275715934,-1.2487907195753605,-0.0,1.0,-0.8617781773040537,-0.7653353880398955,0.0
2018-10-12,-0.42316835045419815,-1.2514220222429748,-0.0,1.0,-0.8373800831989133,-0.732829612021394,0.0
2018-10-15,-0.37932207714881133,-1.3021732658529324,-0.0,1.0,-0.8332837153914855,-0.7381873857015268,0.0
2018-10-16,-0.36982438148955266,-1.3282485151476309,-0.0,1.0,-0.8350638806990557,-0.7397769516728625,0.0
2018-10-17,-0.3400726847403818,-1.2725677764317642,-0.0,1.0,-0.8218806132252809,-0.7427210827519948,0.0
2018-10-18,-0.3391671191679545,-1.2709577711875024,-0.0,1.0,-0.8238168831711289,-0.7429931915960069,0.0
2018-10-19,-0.31361658031088085,-1.2575751295336788,-0.0,1.0,-0.8300932642487047,-0.7438341968911917,0.0
2018-10-22,-0.3147441744754955,-1.2580645161290323,-0.0,1.0,-0.8296707853055809,-0.7438013102247284,0.0
2018-10-23,-0.31893191806949167,-1.2584376813997844,-0.0,1.0,-0.8266440003317024,-0.7422257235259971,0.0
2018-10-24,-0.31629988810145465,-1.253719590534212,-0.0,1.0,-0.8285051183223507,-0.7458245265033777,0.0
2018-10-25,-0.27258994235738426,-1.1887895050685748,-0.0,1.0,-0.8178095806002782,-0.6961637845358776,0.0
2018-10-26,-0.25491195733166006,-1.1686340640809443,-0.0,1.0,-0.8160320012549511,-0.6821836150437272,0.0
2018-10-29,-0.2283007096623255,-1.1803790064727442,-0.0,1.0,-0.8036730874210402,-0.68689074319582,0.0
2018-10-30,-0.2161793372319688,-1.1808187134502923,-0.0,1.0,-0.8044834307992202,-0.6971539961013645,0.0
2018-10-31,-0.2200718507358906,-1.1555993355738403,-0.0,1.0,-0.7987406806505196,-0.6885309228570325,0.0
2018-11-01,-0.21085917013728211,-1.1610365571494679,-0.0,1.0,-0.7968918710473546,-0.6874517970075583,0.0
2018-11-02,-0.22009973149213657,-1.1202915228231685,-0.0,1.0,-0.8128883774453395,-0.6825086306098965,0.0
2018-11-05,-0.21735796979222574,-1.1271563290653992,-0.0,1.0,-0.8128881392317718,-0.6761097906923255,0.0
2018-11-06,-0.2244850995282476,-1.133279637939631,-0.0,1.0,-0.8085759214513097,-0.6690446055306255,0.0
2018-11-07,-0.22508063277530332,-1.134234372600215,-0.0,1.0,-0.8102058055598218,-0.6701351558900323,0.0
2018-11-08,-0.19386941163064536,-1.133854977779466,-0.0,1.0,-0.7972803585672503,-0.67337714133779,0.0
2018-11-09,-0.19371866929971138,-1.1333738417135044,-0.0,1.0,-0.7974327814066535,-0.6730973720188365,0.0
2018-11-12,-0.1925939920649915,-1.113470621575666,-0.0,1.0,-0.8038919327413565,-0.66861893066314,0.0
2018-11-13,-0.15294029120734412,-1.1195304563753337,-0.0,1.0,-0.8189924376387373,-0.6709056021671244,0.0
2018-11-14,-0.15348154835797315,-1.1189105819508707,-0.0,1.0,-0.8189068201482149,-0.670503705375616,0.0
2018-11-15,-0.15225147406767567,-1.1203289893716903,-0.0,1.0,-0.8222856499042326,-0.6607203214781988,0.0
2018-11-16,-0.14758088675853806,-1.1083358298382264,-0.0,1.0,-0.8208882564409826,-0.6679523666866387,0.0
2018-11-19,-0.15529093572743324,-1.1099507907291237,-0.0,1.0,-0.8210435370572104,-0.6701100634837158,0.0
2018-11-20,-0.09086482639799244,-1.1055844788194313,-0.0,1.0,-0.8375594591557737,-0.7114498670362186,0.0
2018-11-21,-0.10107510881291619,-1.1037163795989733,-0.0,1.0,-0.8411889438636955,-0.6741192663963395,0.0
2018-11-23,-0.10172516359309935,-1.1010559190957765,-0.0,1.0,-0.8413146936347413,-0.6739663890541344,0.0
2018-11-26,-0.10178505020453701,-1.100818148010413,-0.0,1.0,-0.841837114168836,-0.6744514689475642,0.0
2018-11-27,-0.08807081219214104,-1.108773749120403,-0.0,1.0,-0.8377097144550203,-0.6689752231398838,0.0
2018-11-28,-0.08866338283767268,-1.1083663568016,-0.0,1.0,-0.8375245361282917,-0.6690492944705753,0.0
2018-11-29,-0.06403419053185272,-1.0914304500292227,-0.0,1.0,-0.8286820572764465,-0.6686879018118059,0.0
2018-11-30,-0.06319444444444444,-1.0922514619883041,-0.0,1.0,-0.829093567251462,-0.6703947368421053,0.0
2018-12-03,-0.06215989189584018,-1.0919250575216393,-0.0,1.0,-0.8283846462875717,-0.6696614440670537,0.0
2018-12-04,-0.04676864524628559,-1.108285149674303,-0.0,1.0,-0.8303813218180487,-0.6740832906389519,0.0
2018-12-06,-0.036352587932513586,-1.0350657706605662,-0.0,1.0,-0.854982842436374,-0.6480912210466113,0.0
2018-12-07,-0.03888769747658875,-1.0349560368861248,-0.0,1.0,-0.8550289513188934,-0.6453284723711488,0.0
2018-12-10,-0.010586118070503548,-1.038286460354988,-0.0,1.0,-0.8539468576872862,-0.6258513003281697,0.0
2018-12-11,-0.023144876325088343,-1.0353356890459364,-0.0,1.0,-0.8591872791519436,-0.6159363957597174,0.0
2018-12-12,-0.02538806972879318,-1.0353947880202257,-0.0,1.0,-0.8606484919203705,-0.6145115094940066,0.0
2018-12-13,-0.025248958259764108,-1.0307578218800764,-0.0,1.0,-0.8632318666572498,-0.6120841867363515,0.0
2018-12-14,-0.02682952660006354,-1.027853284851908,-0.0,1.0,-0.8635930384438874,-0.6118897165248702,0.0
2018-12-17,-0.007204610951008646,-1.0283615660364096,-0.0,1.0,-0.849898081113376,-0.6289801082448864,0.0
2018-12-18,-0.0,-1.0136766450352384,-0.0,1.0,-0.8440443793175634,-0.6312539250575676,0.0
2018-12-19,-0.0,-1.013607340986009,-0.0,1.0,-0.844004047311678,-0.6314504029866369,0.0
2018-12-20,-0.0,-1.0065704849643664,-0.0,1.0,-0.8421345385016513,-0.6277768120980357,0.0
2018-12-21,-0.0,-1.010317130591331,-0.0,1.0,-0.8481512255920233,-0.6036560033236393,0.0
2018-12-24,-0.0,-0.9771995986575789,-0.0,1.0,-0.8415043421098155,-0.6411791163547037,0.0
2018-12-26,-0.0,-0.9768692474749217,-0.0,1.0,-0.8347754145265261,-0.6355613775035334,0.0
2018-12-27,-0.0,-0.9310081888406326,-0.0,1.0,-0.7632861452773265,-0.6210257600371315,0.0
2018-12-28,-0.0,-0.9391867219917013,-0.0,1.0,-0.7624896265560165,-0.6178257261410788,0.0
2018-12-31,-0.0,-0.942890365448505,-0.0,1.0,-0.762093023255814,-0.6173089700996678,0.0
2019-01-02,-0.0,-0.9439491717117957,-0.0,1.0,-0.7599960082496174,-0.6224802075710199,0.0
