Date,ICLR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3029072315558802,-0.5998246895544193,-0.16765522279035794,-0.44064280496712926,-0.410781592403214,0.0
2018-09-25,1.0,-0.3029656683710738,-0.599737034331629,-0.1677428780131483,-0.4406135865595325,-0.41075237399561726,0.0
2018-09-26,1.0,-0.3027177089421391,-0.5995908825248393,-0.16697837521917008,-0.4409701928696669,-0.412010520163647,0.0
2018-09-27,1.0,-0.30454080887720836,-0.5944809461235218,-0.16840414659074318,-0.4409110819097679,-0.4117681413345014,0.0
2018-09-28,1.0,-0.30554419582870834,-0.5939416953905475,-0.1684582578722907,-0.4411403867500146,-0.41195887129754044,0.0
2018-10-01,1.0,-0.3049634993696678,-0.6003400861942596,-0.1689583394412032,-0.44263977249406317,-0.41484652144595263,0.0
2018-10-02,1.0,-0.3048228866827234,-0.6122892557128591,-0.16562885507842331,-0.4413146918874464,-0.4131762909005463,0.0
2018-10-03,1.0,-0.30463634495111136,-0.6096837654520363,-0.16539918372140822,-0.4419943036673812,-0.41454032944769065,0.0
2018-10-04,1.0,-0.3045112781954887,-0.6102267387218046,-0.16558975563909775,-0.4416999530075188,-0.4150023496240602,0.0
2018-10-05,1.0,-0.3077534674165906,-0.6168026149179894,-0.1653464471863129,-0.4415913307223417,-0.413233605229836,0.0
2018-10-08,1.0,-0.30628087508821455,-0.6142672312397083,-0.16207951070336393,-0.44486591390261115,-0.41299106092684074,0.0
2018-10-09,1.0,-0.3086772237593454,-0.6150585742038029,-0.16671572378877966,-0.44310354977335614,-0.4098722552540178,0.0
2018-10-10,1.0,-0.30836719072013186,-0.6157922628510863,-0.16604840134251897,-0.44317847259023724,-0.4107048224695284,0.0
2018-10-11,1.0,-0.2909586498869106,-0.6137563069071507,-0.14585628950878618,-0.43669895029867195,-0.4124572290204721,0.0
2018-10-12,1.0,-0.30282842785355346,-0.610940416367552,-0.14561378320172289,-0.41984206748025843,-0.3922469490308686,0.0
2018-10-15,1.0,-0.30825682792759085,-0.605347224220796,-0.15083316545313263,-0.42147523527210984,-0.39206262411143405,0.0
2018-10-16,1.0,-0.30832326023139356,-0.6051344039601682,-0.15101018822310483,-0.4214873654521384,-0.3920739077879468,0.0
2018-10-17,1.0,-0.3025917679968031,-0.5915111034994577,-0.14705714448821147,-0.41930695895415887,-0.39393160929382887,0.0
2018-10-18,1.0,-0.30499699665341384,-0.5963502188152513,-0.14487571865793314,-0.4186951174165499,-0.39544063384914624,0.0
2018-10-19,1.0,-0.29592242948134667,-0.5885464058234758,-0.1365730209281165,-0.4244767970882621,-0.397975432211101,0.0
2018-10-22,1.0,-0.2941463414634147,-0.6105021520803444,-0.1503299856527977,-0.41965566714490676,-0.39480631276901,0.0
2018-10-23,1.0,-0.295854253335246,-0.6100416009180892,-0.15423899010185052,-0.41612394204561753,-0.39279873762731315,0.0
2018-10-24,1.0,-0.2954728023869635,-0.6110282304337847,-0.15363208629791142,-0.416226761533165,-0.39255795271976135,0.0
2018-10-25,1.0,-0.29788521378356575,-0.6177826437708885,-0.15152126310936959,-0.417771119050363,-0.3962487034689409,0.0
2018-10-26,1.0,-0.2944720158352219,-0.613241917438825,-0.1481683352936114,-0.4191457012536217,-0.3936429616454861,0.0
2018-10-29,1.0,-0.2752517985611511,-0.6419856115107915,-0.12624460431654677,-0.4184460431654677,-0.41579856115107916,0.0
2018-10-30,1.0,-0.28795932516755257,-0.6438352207071875,-0.13274208458516293,-0.41917032586087355,-0.4051305754564363,0.0
2018-10-31,1.0,-0.2982304205998672,-0.6227880257498339,-0.13163592275049796,-0.4270661932392252,-0.40703212955746076,0.0
2018-11-01,1.0,-0.31219654019479576,-0.612705335077773,-0.14281145515336532,-0.4302369530455008,-0.40944904782671904,0.0
2018-11-02,1.0,-0.3172701224277156,-0.5948597725102023,-0.13950392173887877,-0.4361089404069347,-0.4065584208850685,0.0
2018-11-05,1.0,-0.32127313874543023,-0.587738640979516,-0.1387164161782626,-0.4375906690651657,-0.41606220623222884,0.0
2018-11-06,1.0,-0.3209819226416737,-0.5874125874125875,-0.13907669094391087,-0.43780286103937555,-0.4164176072889766,0.0
2018-11-07,1.0,-0.3207322734130208,-0.5872693512823488,-0.1394626900313334,-0.43750725310432864,-0.41627016363003366,0.0
2018-11-08,1.0,-0.31343283582089554,-0.5879499985565404,-0.13268281416900027,-0.43436588816074373,-0.4184878316348625,0.0
2018-11-09,1.0,-0.3204183295947796,-0.597343199230926,-0.12637282605529176,-0.44116875928569343,-0.42785562385294373,0.0
2018-11-12,1.0,-0.32059805487008275,-0.5846131514007838,-0.12579474524604442,-0.4464798954855567,-0.42569313398171005,0.0
2018-11-13,1.0,-0.30763237628047896,-0.5860626172269513,-0.10999855720675226,-0.45473957581878516,-0.427182224787188,0.0
2018-11-14,1.0,-0.3079231346298113,-0.585723353915402,-0.11004674245484448,-0.45470021351491724,-0.4269432742801085,0.0
