Date,IWF,IWM,MAR,MTUM,SPY,VLUE,VXX
2018-09-24,-0.3354769256919459,-0.49650131731777103,1.0,-0.21462364372928408,-0.38426017734213436,-0.40210770843366667,0.0
2018-09-25,-0.3355995580861732,-0.49630322087192996,1.0,-0.2148664343786295,-0.38409676779694624,-0.4018866321067392,0.0
2018-09-26,-0.33512854672751496,-0.4961024972363163,1.0,-0.21293120553303668,-0.3851583094758922,-0.40522690552453305,0.0
2018-09-27,-0.3415873917364759,-0.4864972312934829,1.0,-0.21621468124378815,-0.38810166122391027,-0.4072696294192815,0.0
2018-09-28,-0.34750762390629003,-0.48630546926211987,1.0,-0.21540741585202494,-0.39119901957990133,-0.40963889759740074,0.0
2018-10-01,-0.349760301335464,-0.48538979568542406,1.0,-0.21487273142335353,-0.39321995206026716,-0.4103127496861089,0.0
2018-10-02,-0.35074476360598117,-0.5251951943300008,1.0,-0.20401048719352327,-0.39292402546889854,-0.4082226511855715,0.0
2018-10-03,-0.35211715094448615,-0.5340823753682629,1.0,-0.2050719195887008,-0.3919473167350239,-0.40511813297903065,0.0
2018-10-04,-0.3576798519546611,-0.52735368956743,1.0,-0.205499653018737,-0.39983807541059446,-0.4011103400416378,0.0
2018-10-05,-0.3550835473723702,-0.5261320019624254,1.0,-0.20210094946754784,-0.4004502034573317,-0.4021528960203169,0.0
2018-10-08,-0.35393792686089737,-0.5239330278666321,1.0,-0.1998789660240339,-0.40232269963401635,-0.4016887121408605,0.0
2018-10-09,-0.35438040345821326,-0.5240057636887608,1.0,-0.20077809798270893,-0.40178674351585014,-0.4008933717579251,0.0
2018-10-10,-0.3542651296829971,-0.5242074927953891,1.0,-0.20048991354466864,-0.40178674351585014,-0.40109510086455336,0.0
2018-10-11,-0.3279128200784845,-0.5225431241353998,1.0,-0.165692668191186,-0.3944834984895965,-0.41258010784562826,0.0
2018-10-12,-0.33339858497161556,-0.5174082049274308,1.0,-0.16524511311837578,-0.3816102239995525,-0.3988366565060544,0.0
2018-10-15,-0.3369355245107646,-0.5133682353929281,1.0,-0.16842576779865057,-0.38228953778101293,-0.3985833869929169,0.0
2018-10-16,-0.33919161340957504,-0.507512052920731,1.0,-0.17356205852674067,-0.38305863886085884,-0.3996804574503868,0.0
2018-10-17,-0.3312994036888088,-0.48794896685619193,1.0,-0.16649563167383166,-0.38222160587990567,-0.40560255165719045,0.0
2018-10-18,-0.33055077930001664,-0.48677131288479675,1.0,-0.16711964057906706,-0.3832436629874092,-0.4056242720062122,0.0
2018-10-19,-0.327200906052319,-0.4829424601530345,1.0,-0.16358664125300407,-0.3833871992486395,-0.40526504792685286,0.0
2018-10-22,-0.3250666518551433,-0.4979449011330815,1.0,-0.17440568762497222,-0.378332592757165,-0.4014107976005332,0.0
2018-10-23,-0.32504790735134836,-0.4979865026244897,1.0,-0.17427166939761712,-0.37845418946315995,-0.40147749048796066,0.0
2018-10-24,-0.328264857952966,-0.49491299271696226,1.0,-0.16545282704175238,-0.38324901317618276,-0.4079335075332184,0.0
2018-10-25,-0.3183463099024016,-0.47908213619914464,1.0,-0.1647932887378002,-0.38258032679021825,-0.39669919947362653,0.0
2018-10-26,-0.31996922315957244,-0.48077821439366875,1.0,-0.16674452474512927,-0.3823747629908494,-0.39806545574455215,0.0
2018-10-29,-0.303049467924217,-0.502845986746226,1.0,-0.14876123958533838,-0.37951989440976713,-0.41556905986196274,0.0
2018-10-30,-0.29465489257516986,-0.5048279277048775,1.0,-0.1426645759401392,-0.38238287805012244,-0.4264531924843883,0.0
2018-10-31,-0.29531361466278877,-0.49942380508149037,1.0,-0.143445096855622,-0.38100203040114144,-0.42460077923503264,0.0
2018-11-01,-0.29355458036204063,-0.5014536478332419,1.0,-0.1416620954470653,-0.38121228743828856,-0.42482172243554583,0.0
2018-11-02,-0.2917768230887861,-0.5115113461114783,1.0,-0.142542410222516,-0.3803425864727914,-0.42770984798413747,0.0
2018-11-05,-0.2893208160118933,-0.5183217245271591,1.0,-0.14244418137268397,-0.3809156732648735,-0.4220741678826088,0.0
2018-11-06,-0.29295821174916037,-0.5208941254198095,1.0,-0.14075317954082475,-0.3792325056433408,-0.4190111765677476,0.0
2018-11-07,-0.28935139549947897,-0.54535725349931,1.0,-0.14980144760188133,-0.39521784436871604,-0.4366181316360154,0.0
2018-11-08,-0.2777948875885433,-0.5485623092644959,1.0,-0.13802950975725845,-0.39236218047428395,-0.4430103312148277,0.0
2018-11-09,-0.2761856738661512,-0.5490097207048211,1.0,-0.1389472504692271,-0.39423480964786956,-0.4430064151049108,0.0
2018-11-12,-0.2770249504065268,-0.5339610516610321,1.0,-0.13746472576904809,-0.4034813221200861,-0.44203850129920924,0.0
2018-11-13,-0.2677867259094696,-0.5331574562621494,1.0,-0.12810330463760067,-0.40613718411552346,-0.44179394612607614,0.0
2018-11-14,-0.2705296539445866,-0.5332702792923111,1.0,-0.12723934572159787,-0.40839546010904637,-0.44238900634249473,0.0
2018-11-15,-0.27093116958901825,-0.5344429933031372,1.0,-0.1258787895628977,-0.41120404590546583,-0.4363242281935143,0.0
2018-11-16,-0.2706192724243266,-0.532907525687309,1.0,-0.12579838933629547,-0.4108303249097473,-0.4368231046931408,0.0
2018-11-19,-0.2706013053742536,-0.5332592695458964,1.0,-0.12498264129981947,-0.4114150812387169,-0.43716150534647974,0.0
2018-11-20,-0.25652378448681407,-0.5317264853197553,1.0,-0.10958297589727979,-0.41779893184270966,-0.4516423610150261,0.0
2018-11-21,-0.26077757933782114,-0.5268580849017722,1.0,-0.11611485094106333,-0.4150844896276961,-0.42879516417090263,0.0
2018-11-23,-0.26090421877147174,-0.5279648206678577,1.0,-0.11581695753744674,-0.414868764600797,-0.42885804589803495,0.0
2018-11-26,-0.2607512846582946,-0.5318897529608969,1.0,-0.11469868923634964,-0.413426396636531,-0.42719353686351014,0.0
2018-11-27,-0.25995335436959804,-0.5325010289477294,1.0,-0.11258060090547399,-0.41256688160241456,-0.42625874605570035,0.0
2018-11-28,-0.2602277404307861,-0.5306077651255316,1.0,-0.11318425024008781,-0.41322540814926606,-0.4266428865413637,0.0
2018-11-29,-0.2483515884692932,-0.5259658874175793,1.0,-0.10179281783009099,-0.415781156340254,-0.4327557081357964,0.0
2018-11-30,-0.24864467267823576,-0.5261666712071267,1.0,-0.1012885825591849,-0.41624213365298174,-0.4319612063094233,0.0
2018-12-03,-0.2561591559571244,-0.5659969695269095,1.0,-0.058785565968909596,-0.4605757898871991,-0.4644761209944442,0.0
2018-12-04,-0.264113074204947,-0.5691590106007067,1.0,-0.051929328621908126,-0.47055830388692577,-0.4711236749116608,0.0
2018-12-06,-0.2565756408108561,-0.5487239626961523,1.0,-0.06346680069246663,-0.46431563075892107,-0.45915005305187917,0.0
2018-12-07,-0.2630180658873539,-0.5483807819229263,1.0,-0.06820851278035683,-0.4642597460708093,-0.4526819173331842,0.0
2018-12-10,-0.25761880884728955,-0.5494177948632235,1.0,-0.06582539417237729,-0.46414842052482025,-0.448632235779152,0.0
2018-12-11,-0.2564152573068457,-0.5502493661363573,1.0,-0.0649187818673205,-0.4639881864534285,-0.4506422222841381,0.0
2018-12-12,-0.2557556162550867,-0.5508946987011539,1.0,-0.06416188193321813,-0.4641284352528012,-0.4522269914710965,0.0
2018-12-13,-0.2543165868330177,-0.5472596635847164,1.0,-0.06625264564999442,-0.4668597527013479,-0.45020608221009245,0.0
2018-12-14,-0.25440721864817445,-0.5472749046146991,1.0,-0.06644943882808366,-0.4666499568329295,-0.4501907706018325,0.0
2018-12-17,-0.24757672545479795,-0.5483127343424525,1.0,-0.05979725038189141,-0.460241633106513,-0.46146368559922235,0.0
2018-12-18,-0.24109983126331222,-0.5416724295316865,1.0,-0.04893363945672319,-0.46405355315205665,-0.4704157561339935,0.0
