Date,IWF,IWM,MTUM,NOVT,SPY,VLUE,VXX
2018-09-24,-0.5042366582429018,-0.8835290619889996,-0.33711163966106733,1.0,-0.534190575293593,-0.4572617808830088,0.0
2018-09-25,-0.5039773994498551,-0.8840234926771244,-0.33659207493866633,1.0,-0.5346442643669617,-0.4579213441379823,0.0
2018-09-26,-0.5043675426532357,-0.8844366799241721,-0.3375088280117459,1.0,-0.5343270267256439,-0.4564174999070736,0.0
2018-09-27,-0.5045989143546441,-0.9182750301568154,-0.3314987937273824,1.0,-0.5467430639324488,-0.46848612786489746,0.0
2018-09-28,-0.5101662887377173,-0.9176114890400604,-0.3309901738473167,1.0,-0.5496220710506425,-0.47086167800453516,0.0
2018-10-01,-0.5110556752466265,-0.9165816230109233,-0.33087651661186074,1.0,-0.5502513512491967,-0.47095286691612803,0.0
2018-10-02,-0.5108008928233647,-0.9246774864752393,-0.32864222751863204,1.0,-0.5491998638066053,-0.46979154844323384,0.0
2018-10-03,-0.5105513955071478,-0.9220180016640194,-0.328416912487709,1.0,-0.549807125028364,-0.4711065728764844,0.0
2018-10-04,-0.5121527121527122,-0.9182007182007181,-0.32886032886032884,1.0,-0.5518427518427519,-0.46894726894726896,0.0
2018-10-05,-0.4964686331533029,-0.9125656229935416,-0.3127242512369226,1.0,-0.5677758054160215,-0.4873663934735808,0.0
2018-10-08,-0.49941218855474234,-0.9192233304258789,-0.31453600819143696,1.0,-0.568660169138003,-0.4905002085782548,0.0
2018-10-09,-0.4991277967387182,-0.919491846795601,-0.3137277208949564,1.0,-0.5689799014031096,-0.4908608266970042,0.0
2018-10-10,-0.4996398377374227,-0.9188687113773363,-0.3144026993213785,1.0,-0.569094286689161,-0.48917617621412596,0.0
2018-10-11,-0.4576020143671776,-0.9233503665852032,-0.25879434199807444,1.0,-0.5586536325261052,-0.5044804858179663,0.0
2018-10-12,-0.4669939189684226,-0.9193347497985201,-0.2580408821159059,1.0,-0.5384277236427577,-0.48043812733533586,0.0
2018-10-15,-0.4723996182925934,-0.9152169125743229,-0.26264405784335315,1.0,-0.5400425750568891,-0.4799970637891801,0.0
2018-10-16,-0.470426258398502,-0.9239270110511436,-0.25626904578330945,1.0,-0.5406616000293718,-0.48015567059514636,0.0
2018-10-17,-0.4634599279029968,-0.9077668135309326,-0.25150202090084844,1.0,-0.5372683246549903,-0.48130211557368097,0.0
2018-10-18,-0.4633702301194291,-0.9077701718613458,-0.2514564520827265,1.0,-0.537321584619866,-0.4812481794348966,0.0
2018-10-19,-0.4538052328737379,-0.9003727427351355,-0.24278941844895593,1.0,-0.5408388520971302,-0.48105526001519916,0.0
2018-10-22,-0.4557855126999059,-0.8946378174976481,-0.23717345683479266,1.0,-0.5454808596859396,-0.48512916998335626,0.0
2018-10-23,-0.4563935612226443,-0.8941580756013746,-0.23892204738650752,1.0,-0.543751130403328,-0.4840296617833244,0.0
2018-10-24,-0.4595191635064983,-0.9266963661131769,-0.24619859357166524,1.0,-0.5570487095467765,-0.4922867346563086,0.0
2018-10-25,-0.43451546836261723,-0.8912723222306062,-0.24346951241421436,1.0,-0.5592325105098631,-0.46462577701124647,0.0
2018-10-26,-0.42074174840695927,-0.8889167322975586,-0.21235770029354908,1.0,-0.5898904560750341,-0.46799599054915164,0.0
2018-10-29,-0.4133266711874085,-0.8948570612798459,-0.20575323887362149,1.0,-0.5858524572611442,-0.4692173168207288,0.0
2018-10-30,-0.4145636266285918,-0.8948063537390684,-0.2064965197215777,1.0,-0.5857219346778512,-0.46792789577012317,0.0
2018-10-31,-0.4184198389328414,-0.8748359172668251,-0.2084648951644375,1.0,-0.5833185511051194,-0.4626955688792706,0.0
2018-11-01,-0.4139813534687511,-0.8800382856535148,-0.20380020560813925,1.0,-0.5838562161012443,-0.46329185720869226,0.0
2018-11-02,-0.41543740493119674,-0.8726520216491563,-0.2030139021543033,1.0,-0.5849163394531112,-0.4614241748912236,0.0
2018-11-05,-0.40718733321473044,-0.9120085394057996,-0.19932396370752534,1.0,-0.5960505248176481,-0.4435509695783668,0.0
2018-11-06,-0.41213932472337855,-0.9154303198491478,-0.19699718931227098,1.0,-0.5936599423631125,-0.4395346355000534,0.0
2018-11-07,-0.5407755173013389,-1.1575812902103984,-0.07355242566510173,1.0,-0.8836724047991653,-0.6914884367936011,0.0
2018-11-08,-0.5209177952212541,-1.1624256016561716,-0.051927887518330024,1.0,-0.8785042698179936,-0.6991287846114034,0.0
2018-11-09,-0.5185153140681779,-1.1665080463748052,-0.05303685758781796,1.0,-0.8857068697006403,-0.7022408721232047,0.0
2018-11-12,-0.5177546705785908,-1.158476075419597,-0.05242266039608232,1.0,-0.8867843120334814,-0.6991845363938387,0.0
2018-11-13,-0.5061516697389291,-1.1596004629828096,-0.03600977408153641,1.0,-0.8905131392806619,-0.6946028207656364,0.0
2018-11-14,-0.5053264604810996,-1.1639175257731957,-0.034793814432989685,1.0,-0.8933848797250858,-0.6981099656357388,0.0
2018-11-15,-0.5055982154347732,-1.1655012654969756,-0.03238814293681095,1.0,-0.896915619235554,-0.6894170134271373,0.0
2018-11-16,-0.5028881947712978,-1.1558341534380214,-0.029224252278464764,1.0,-0.8958966240212229,-0.6949638440802705,0.0
2018-11-19,-0.5028251005907028,-1.157221128328054,-0.02653882373084496,1.0,-0.8977827240818423,-0.6961304682818252,0.0
2018-11-20,-0.48782671726431587,-1.1566110945294845,-0.007589647379866115,1.0,-0.9042339999147232,-0.7075853835330235,0.0
