Date,IWF,IWM,MANT,MTUM,SPY,VLUE,VXX
2018-09-24,-0.43564535367043766,-0.943506704738497,1.0,-0.11913109480608668,-0.6101854194527776,-0.5059818556402934,0.0
2018-09-25,-0.43639122737290886,-0.9423347906203706,1.0,-0.12064168804422445,-0.6091700690103696,-0.5045705820717563,0.0
2018-09-26,-0.4383883684762559,-0.9452059748996348,1.0,-0.12405511953416035,-0.6090997866107273,-0.5000180838366668,0.0
2018-09-27,-0.4425802719120625,-0.936035579982644,1.0,-0.12684408446630027,-0.6099580561180215,-0.5004339022273648,0.0
2018-09-28,-0.43982922063825164,-0.9392864896157463,1.0,-0.1275779723568999,-0.6103553079094001,-0.5011578261813445,0.0
2018-10-01,-0.43967576174278067,-0.9395310125208078,1.0,-0.12788593761308537,-0.6102627198378809,-0.5013389303032496,0.0
2018-10-02,-0.4402035623409669,-0.9638313340603416,1.0,-0.1217739003998546,-0.6093420574336604,-0.4998545983278807,0.0
2018-10-03,-0.4402079092759523,-0.9631433556266357,1.0,-0.12201948240767667,-0.6093704565280605,-0.5000726955510324,0.0
2018-10-04,-0.4438388022820597,-0.9567571496057271,1.0,-0.12275155347214652,-0.6141211526581635,-0.4963843162905629,0.0
2018-10-05,-0.4350249764714399,-0.953666835589662,1.0,-0.11264750597263447,-0.6182581626004489,-0.5001809889234778,0.0
2018-10-08,-0.4331357524938558,-0.950592742518433,1.0,-0.10817550961399451,-0.6225603585369379,-0.499819285817551,0.0
2018-10-09,-0.4389845874886673,-0.9541251133272892,1.0,-0.1172801450589302,-0.6208522212148685,-0.4951949229374434,0.0
2018-10-10,-0.44095887430187863,-0.9527816058605934,1.0,-0.11938782911438311,-0.622107782693842,-0.4914049466889099,0.0
2018-10-11,-0.400811716957826,-0.9527439562378683,1.0,-0.06581965766719605,-0.6104817363684489,-0.4993118051879301,0.0
2018-10-12,-0.40296943231441046,-0.9496244541484716,1.0,-0.06099563318777292,-0.5976593886462882,-0.482235807860262,0.0
2018-10-15,-0.39377985425891704,-0.9645409853212928,1.0,-0.047522750252780584,-0.5974687075067118,-0.4832816150064503,0.0
2018-10-16,-0.3921746408146185,-0.9713697865811132,1.0,-0.04247454317199051,-0.5978518621844051,-0.4833310085088576,0.0
2018-10-17,-0.379178835251675,-0.9410410582374165,1.0,-0.03164404741453358,-0.594674454561072,-0.4893317299433087,0.0
2018-10-18,-0.37926058273776797,-0.941382627817482,1.0,-0.03137025838372732,-0.5946605277625069,-0.48931418361737217,0.0
2018-10-19,-0.3714236940935473,-0.9364970979856606,1.0,-0.022567429156708778,-0.596517582792762,-0.4871287128712871,0.0
2018-10-22,-0.3742402513146213,-0.9295226388035239,1.0,-0.015126681690910332,-0.6029160691115208,-0.4927951922420269,0.0
2018-10-23,-0.3775067472925421,-0.9294865224966689,1.0,-0.02162549964128318,-0.5976905469577397,-0.4900413378429162,0.0
2018-10-24,-0.37761163457599345,-0.929298101870818,1.0,-0.01805953844052984,-0.5984910555783148,-0.4904410760617233,0.0
2018-10-25,-0.3530232558139535,-0.8935548172757475,1.0,-0.01451827242524917,-0.5988039867109635,-0.4623588039867109,0.0
2018-10-26,-0.3435730277887528,-0.8837416041090478,1.0,-0.0029961806927433165,-0.60522849993415,-0.4569998682997498,0.0
2018-10-29,-0.33027372561875107,-0.8907064415669563,1.0,-0.0,-0.5983281429273889,-0.4588100311424357,0.0
2018-10-30,-0.31908477020913917,-0.8912672916803253,1.0,-0.0,-0.5992591621320396,-0.4684324395200944,0.0
2018-10-31,-0.3224871343886392,-0.8746010031919743,1.0,-0.0,-0.5965409419581786,-0.4634877206696632,0.0
2018-11-01,-0.32760364004044495,-0.8718810137316938,1.0,-0.0,-0.597834241168988,-0.46439870837274544,0.0
2018-11-02,-0.33242506811989103,-0.8471195017516543,1.0,-0.0,-0.6045478136758791,-0.45974438821850266,0.0
2018-11-05,-0.34768397768166664,-0.8319521938657598,1.0,-0.0,-0.6199280266763512,-0.5019644095216086,0.0
2018-11-06,-0.34596577017114916,-0.8307011167646864,1.0,-0.0,-0.622183308002379,-0.5051873389281702,0.0
2018-11-07,-0.34762410406158745,-0.8340854791611361,1.0,-0.0,-0.6276878152375895,-0.5088930183169631,0.0
2018-11-08,-0.3521553734426011,-0.8372309947364914,1.0,-0.0,-0.632387234326071,-0.5095942434539277,0.0
2018-11-09,-0.351192856190857,-0.8373650539784085,1.0,-0.0,-0.6338131414101026,-0.5095961615353858,0.0
2018-11-12,-0.35073685608072225,-0.8236856080722251,1.0,-0.0,-0.6383430695698353,-0.506406001062135,0.0
2018-11-13,-0.33866816261879623,-0.8222676874340022,1.0,-0.0,-0.6378365892291447,-0.5011219640971489,0.0
2018-11-14,-0.34057659918760935,-0.821736402364519,1.0,-0.0,-0.63894851557082,-0.501139328291668,0.0
2018-11-15,-0.340884070058382,-0.8300583819849875,1.0,-0.0,-0.6444036697247706,-0.5207673060884069,0.0
2018-11-16,-0.33708313918658056,-0.8210410703587832,1.0,-0.0,-0.6435465619383611,-0.5265925580776143,0.0
2018-11-19,-0.3371164214870532,-0.8210077880583107,1.0,-0.0,-0.6435465619383611,-0.5265925580776143,0.0
2018-11-20,-0.321441596764033,-0.8179105467325354,1.0,-0.0,-0.6441762541029806,-0.5320115380789762,0.0
2018-11-21,-0.3284976479489457,-0.8131517484127767,1.0,-0.0,-0.6423237606500214,-0.5056087371295109,0.0
2018-11-23,-0.32983897469602363,-0.8011173184357542,1.0,-0.0,-0.6479789681235623,-0.50732829444627,0.0
2018-11-26,-0.32931476249917874,-0.8036265685565993,1.0,-0.0,-0.6463767163786873,-0.5056500886932528,0.0
2018-11-27,-0.32478968214998855,-0.8041179744017808,1.0,-0.0,-0.6428033650856002,-0.5017185505253854,0.0
2018-11-28,-0.3229327127921078,-0.8142964832355544,1.0,-0.0,-0.639834813673757,-0.500475238438596,0.0
2018-11-29,-0.3081349980491611,-0.8055338795682143,1.0,-0.0,-0.6361035245155418,-0.5016582130316036,0.0
2018-11-30,-0.30704812799374365,-0.8074554400599563,1.0,-0.0,-0.6370034865912868,-0.506956890090912,0.0
2018-12-03,-0.3049666178146882,-0.8081419964175216,1.0,-0.0,-0.6370297997068881,-0.5066601530695327,0.0
2018-12-04,-0.29972707778283186,-0.8103840405484437,1.0,-0.0,-0.6341217752940412,-0.5048411202807199,0.0
2018-12-06,-0.29613061954819947,-0.7820877400389813,1.0,-0.0,-0.6301562450075087,-0.4867878710419529,0.0
2018-12-07,-0.29629392971246005,-0.7821725239616614,1.0,-0.0,-0.6301916932907349,-0.48623003194888176,0.0
2018-12-10,-0.2658014976519863,-0.795373778398274,1.0,-0.0,-0.6399606549054448,-0.4718872953420485,0.0
2018-12-11,-0.2826965291254414,-0.7919702223777558,1.0,-0.0,-0.6482677440906054,-0.45840358858524477,0.0
2018-12-12,-0.2814767663908339,-0.7926479949077021,1.0,-0.0,-0.6482176957352005,-0.46034373010821134,0.0
2018-12-13,-0.28171344917573676,-0.792279294761632,1.0,-0.0,-0.648144612055248,-0.4603780790528929,0.0
2018-12-14,-0.28443285196259305,-0.7845600865194987,1.0,-0.0,-0.6516954004707679,-0.46020739232775626,0.0
2018-12-17,-0.2663367592945058,-0.7866387514274837,1.0,-0.0,-0.6395444740515163,-0.4796980078670219,0.0
2018-12-18,-0.2621426764482671,-0.7835820895522387,1.0,-0.0,-0.6378699721730331,-0.4785605868960283,0.0
2018-12-19,-0.26619433198380565,-0.7826100708502025,1.0,-0.0,-0.6361336032388664,-0.47801745951417,0.0
2018-12-20,-0.2653164078495606,-0.7731439191104672,1.0,-0.0,-0.6376665511701893,-0.4737770497999811,0.0
2018-12-21,-0.262687409823725,-0.7736340254689167,1.0,-0.0,-0.6387616837086757,-0.4614829684461452,0.0
2018-12-24,-0.2599730500454389,-0.7731816614960358,1.0,-0.0,-0.638933283193883,-0.4615963147503995,0.0
2018-12-26,-0.261403563322036,-0.7798886850533254,1.0,-0.0,-0.6191660707067567,-0.4488977332794378,0.0
2018-12-27,-0.2255330699399825,-0.7552251409958682,1.0,-0.0,-0.5726995807823386,-0.46249660705130136,0.0
2018-12-28,-0.2274320241691843,-0.7539879154078549,1.0,-0.0,-0.5744712990936556,-0.465226586102719,0.0
2018-12-31,-0.22788519637462235,-0.7533534743202417,1.0,-0.0,-0.5744712990936556,-0.46540785498489423,0.0
2019-01-02,-0.2257840562649039,-0.7530864197530864,1.0,-0.0,-0.5732138005976638,-0.4664191493857346,0.0
2019-01-03,-0.2378794743996375,-0.7501887932336504,1.0,-0.0,-0.584685092886271,-0.4479685848059205,0.0
2019-01-04,-0.2109995188838104,-0.7610957421217224,1.0,-0.0,-0.5776401250902092,-0.45727086841472214,0.0
2019-01-07,-0.19851307721927666,-0.7422469713574834,1.0,-0.0,-0.5770267468380675,-0.44421077574716383,0.0
2019-01-08,-0.20143097891967005,-0.7285574904650682,1.0,-0.0,-0.5851639416964788,-0.4414156047659876,0.0
2019-01-09,-0.20193502574116812,-0.7307828865613349,1.0,-0.0,-0.5854488431268122,-0.44055861293567666,0.0
2019-01-10,-0.20294526421622258,-0.728272762220185,1.0,-0.0,-0.5867463110269983,-0.4391578200313452,0.0
2019-01-11,-0.20141478718996034,-0.7258331853430415,1.0,-0.0,-0.5895933226780323,-0.44296454152607584,0.0
