Date,IWF,IWM,MANT,MTUM,SPY,VLUE,VXX
2019-01-14,-0.2021802885327488,-0.7242349734869805,1.0,-0.0,-0.5892703735521522,-0.44669253784400276,0.0
2019-01-15,-0.2002909220447664,-0.7245740070058778,1.0,-0.0,-0.5892358843436443,-0.4544914801401176,0.0
2019-01-16,-0.19192668169415114,-0.7286154941274172,1.0,-0.0,-0.5834025388539565,-0.4619765096689999,0.0
2019-01-17,-0.19440820683111953,-0.7248576850094877,1.0,-0.0,-0.5832542694497154,-0.4623458254269449,0.0
2019-01-18,-0.19481178542643063,-0.7221111077942625,1.0,-0.0,-0.5870921520045375,-0.4811486910057016,0.0
2019-01-22,-0.0,-0.8407718323469018,1.0,-0.0,-0.744051213914724,-0.4348955187824617,0.0
2019-01-23,-0.0,-0.7998791175581746,1.0,-0.0,-0.7495013599274705,-0.4726805681474765,0.0
2019-01-24,-0.010465046142710658,-0.7882562277580071,1.0,-0.0,-0.7534531636407503,-0.46368900416189157,0.0
2019-01-25,-0.0,-0.7665420904300944,1.0,-0.0,-0.8473226320303885,-0.44948535718661925,0.0
2019-01-28,-0.0,-0.7530807430568328,1.0,-0.0,-0.8643246888602782,-0.4480105450309607,0.0
2019-01-29,-0.0,-0.7523163772473461,1.0,-0.0,-0.868687488494815,-0.447014787997791,0.0
2019-01-30,-0.0,-0.7505754534573243,1.0,-0.0,-0.867753122794095,-0.45075652947856243,0.0
2019-01-31,-0.0,-0.7623348694316436,1.0,-0.0,-0.8387096774193549,-0.4711520737327189,0.0
2019-02-01,-0.0,-0.7633716993906567,1.0,-0.0,-0.8446174678402167,-0.4695020619191235,0.0
2019-02-04,-0.0,-0.7630760705599853,1.0,-0.0,-0.8424714466028385,-0.47298586953175503,0.0
2019-02-05,-0.0,-0.7749513783842188,1.0,-0.0,-0.8442564751643874,-0.4678788627172537,0.0
2019-02-06,-0.0,-0.7591689306001482,1.0,-0.0,-0.8527722894541861,-0.47524080019757964,0.0
2019-02-07,-0.0,-0.7682283315355238,1.0,-0.0,-0.7714935424623188,-0.37564502492638696,0.0
2019-02-08,-0.0,-0.7591134441528142,1.0,-0.0,-0.7806357538641003,-0.3765529308836396,0.0
2019-02-11,-0.0,-0.7459825863378717,1.0,-0.0,-0.7821539180739788,-0.3936188862268451,0.0
2019-02-12,-0.0,-0.7253327884166277,1.0,-0.0,-0.790401681457263,-0.4034621672115834,0.0
2019-02-13,-0.0,-0.7434394681595521,1.0,-0.0,-0.7811989736412409,-0.39115348728714716,0.0
2019-02-14,-0.0,-0.7184431977559608,1.0,-0.0,-0.8042017297802712,-0.399281206171108,0.0
2019-02-15,-0.0,-0.7283517511547682,1.0,-0.0,-0.7997427351926564,-0.39536923346781266,0.0
2019-02-19,-0.0,-0.7263943785682915,1.0,-0.0,-0.804655248133509,-0.3967793880837359,0.0
2019-02-20,-0.0,-0.7503142264184033,1.0,-0.0,-0.7907982812545672,-0.3819239425915641,0.0
2019-02-21,-0.0,-0.7300531138738107,1.0,-0.0,-0.7926224245607891,-0.39566917644312144,0.0
2019-02-22,-0.0,-0.7314221846302562,1.0,-0.0,-0.8256404059932335,-0.4637203963267279,0.0
2019-02-25,-0.0,-0.7216419723099344,1.0,-0.0,-0.8364100072868594,-0.4781394219091572,0.0
2019-02-26,-0.0,-0.7269929484881081,1.0,-0.0,-0.7916816063105055,-0.4692542129795626,0.0
2019-02-27,-0.0,-0.7296118100588711,1.0,-0.0,-0.7889908256880733,-0.4697725846457282,0.0
2019-02-28,-0.0,-0.7396008151522417,1.0,-0.0,-0.8001078877966915,-0.45717453847998085,0.0
2019-03-01,-0.0,-0.7363630920304174,1.0,-0.0,-0.8052511825639184,-0.4522184300341297,0.0
2019-03-04,-0.0,-0.7419258462549669,1.0,-0.0,-0.7855456962743868,-0.4602192943144812,0.0
2019-03-05,-0.0,-0.7142007965285622,1.0,-0.0,-0.8051477144385663,-0.45280271057480836,0.0
2019-03-06,-0.0,-0.7158942364824717,1.0,-0.0,-0.8033273915626856,-0.4516339869281045,0.0
2019-03-07,-0.0,-0.7073662966700303,1.0,-0.0,-0.813023090164421,-0.4475277497477296,0.0
2019-03-08,-0.0,-0.7001315081594836,1.0,-0.0,-0.8468527706378145,-0.4418076394285373,0.0
2019-03-11,-0.0,-0.7002440714737699,1.0,-0.0,-0.8424985687166662,-0.47051556332298794,0.0
2019-03-12,-0.0,-0.6812535888059476,1.0,-0.0,-0.8527607361963189,-0.48810783039680855,0.0
2019-03-13,-0.0,-0.6903938345773408,1.0,-0.0,-0.8523878876145398,-0.49138297226773475,0.0
2019-03-14,-0.0,-0.694993932038835,1.0,-0.0,-0.8480582524271845,-0.49092839805825245,0.0
2019-03-15,-0.0,-0.6908240439814112,1.0,-0.0,-0.8566959268596422,-0.48987030343528837,0.0
2019-03-18,-0.0,-0.70331518747324,1.0,-0.0,-0.8616734968499603,-0.4932717597406569,0.0
2019-03-19,-0.0,-0.7075205496258128,1.0,-0.0,-0.8596491228070174,-0.4999693289166973,0.0
2019-03-20,-0.0,-0.717766715830875,1.0,-0.0,-0.8592981809242871,-0.4956981317600786,0.0
2019-03-21,-0.0,-0.7169481117592877,1.0,-0.0,-0.8727049431992632,-0.48065704636168255,0.0
2019-03-22,-0.0,-0.7094444444444444,1.0,-0.0,-0.9031172839506172,-0.473858024691358,0.0
2019-03-25,-0.0,-0.6760528818134413,1.0,-0.0,-0.917057758964449,-0.474279930063495,0.0
2019-03-26,-0.0,-0.6914162428725535,1.0,-0.0,-0.9160733549083063,-0.4746494066882416,0.0
2019-03-27,-0.0,-0.6788849530263361,1.0,-0.0,-0.9249037424919143,-0.47645156322193133,0.0
2019-03-28,-0.0,-0.6791557541210907,1.0,-0.0,-0.9223540286550609,-0.4796795563087352,0.0
2019-03-29,-0.0,-0.6816780716355343,1.0,-0.0,-0.9225078601812465,-0.478207262190987,0.0
2019-04-01,-0.0,-0.6851126799642384,1.0,-0.0,-0.9219718223016925,-0.47581465610259893,0.0
2019-04-02,-0.0,-0.6937865272223931,1.0,-0.0,-0.9324207936019686,-0.44976930175330665,0.0
2019-04-03,-0.0,-0.6928995721892217,1.0,-0.0,-0.9276415007232773,-0.4572343110399803,0.0
2019-04-04,-0.0,-0.6919072117310002,1.0,-0.0,-0.9229845044823017,-0.4657281044946243,0.0
2019-04-05,-0.0,-0.6850274640498673,1.0,-0.0,-0.933561686107511,-0.4672591495402086,0.0
2019-04-08,-0.0,-0.6921958613009991,1.0,-0.0,-0.933186921958613,-0.4678462061925825,0.0
2019-04-09,-0.0,-0.6860958755539028,1.0,-0.0,-0.9489944532242571,-0.46363608193114564,0.0
2019-04-10,-0.0,-0.6736209991951959,1.0,-0.0,-0.9544666625394663,-0.46731257351575556,0.0
2019-04-11,-0.0,-0.6646847516412734,1.0,-0.0,-0.9683203270159793,-0.4637371485197572,0.0
2019-04-12,-0.0,-0.6605219874003041,1.0,-0.0,-0.9716351674269931,-0.4712162120224684,0.0
2019-04-15,-0.0,-0.6628679667122097,1.0,-0.0,-0.9658738044963359,-0.47646255123587133,0.0
2019-04-16,-0.0,-0.672649070148838,1.0,-0.0,-0.9579168858495528,-0.46381161617724415,0.0
2019-04-17,-0.0,-0.6762540978536524,1.0,-0.0,-0.9602585513700748,-0.4562070885136389,0.0
2019-04-18,-0.013325643516270034,-0.6541707139388052,1.0,-0.024374696454589607,-0.9235065565808644,-0.4200764934434192,0.0
2019-04-22,-0.055195195195195196,-0.6462462462462463,1.0,-0.0,-0.8939039039039038,-0.40765765765765766,0.0
2019-04-23,-0.06104555145182116,-0.6501816653154371,1.0,-0.0,-0.8956850734168094,-0.3958201963787046,0.0
2019-04-24,-0.06353599470533378,-0.6537408621882616,1.0,-0.0,-0.8999127583406036,-0.39111338407388463,0.0
2019-04-25,-0.05116054450514624,-0.6678337508677674,1.0,-0.008089100842111618,-0.913525097340859,-0.37771271618725666,0.0
2019-04-26,-0.049651173326084985,-0.6560961613965147,1.0,-0.026698076168040832,-0.928815197366434,-0.35891395608710097,0.0
2019-04-29,-0.048726701507416245,-0.6563453463432317,1.0,-0.025556596078905237,-0.9311240673050781,-0.35912152977071565,0.0
2019-04-30,-0.05294453286885492,-0.6395086939547734,1.0,-0.023213910327637467,-0.9114688128772636,-0.3759572359530316,0.0
2019-05-01,-0.037274368231046934,-0.6283092659446451,1.0,-0.04344163658243081,-0.9114921780986764,-0.38790613718411554,0.0
2019-05-02,-0.03830068899118452,-0.6253572825465595,1.0,-0.041068688509793304,-0.9049854078286247,-0.3989529740951349,0.0
2019-05-03,-0.034199355751572985,-0.6338922840714092,1.0,-0.04395339735677514,-0.9016768522142276,-0.39675467381160245,0.0
2019-05-06,-0.026356077207096328,-0.6058595743403477,1.0,-0.054393179839702224,-0.8982979617566716,-0.41695434214871074,0.0
2019-05-07,-0.02120300751879699,-0.5989774436090225,1.0,-0.05708270676691729,-0.9058646616541354,-0.42439097744360904,0.0
2019-05-08,-0.026344905953769326,-0.5800962889865734,1.0,-0.08366974671810054,-0.8594240602852785,-0.4408360993989414,0.0
2019-05-09,-0.0242080095636581,-0.5789300657501494,1.0,-0.08481769276748356,-0.8595636580992229,-0.4411237298266587,0.0
2019-05-10,-0.022710972985895292,-0.5785620368156825,1.0,-0.08758666029165671,-0.8624491991393736,-0.4369471671049486,0.0
2019-05-13,-0.03172422033695782,-0.5794300394312343,1.0,-0.07865336360377584,-0.8598398852909547,-0.4375074680368025,0.0
2019-05-14,-0.0,-0.5465691355465395,1.0,-0.14410519145911688,-0.836674860070483,-0.4341220718452927,0.0
2019-05-15,-0.0,-0.5430024843250918,1.0,-0.15110020111203126,-0.8364190228321307,-0.42700816278244413,0.0
2019-05-16,-0.0,-0.5442446468709334,1.0,-0.15367325209984622,-0.8317165503371585,-0.42789542174375966,0.0
2019-05-17,-0.0,-0.5411068363421131,1.0,-0.15717667949097366,-0.827907664989642,-0.4332642793725955,0.0
2019-05-20,-0.0,-0.5371815333688006,1.0,-0.1583318555299403,-0.8280132411184017,-0.43210971212389904,0.0
2019-05-21,-0.0,-0.5382978094421615,1.0,-0.15798031158541992,-0.8280663375410175,-0.43187394684719305,0.0
2019-05-22,-0.0,-0.5370205965909091,1.0,-0.15906131628787878,-0.8291015624999999,-0.43409682765151514,0.0
2019-05-23,-0.0,-0.5251254797756126,1.0,-0.15589016829052257,-0.839651609093593,-0.43179805137289634,0.0
2019-05-24,-0.0,-0.524422276657911,1.0,-0.15311513148186406,-0.8436384027388365,-0.4301567157571643,0.0
2019-05-28,-0.0,-0.5232194488700065,1.0,-0.15454062665958576,-0.8433941110521036,-0.4292205110048976,0.0
2019-05-29,-0.0,-0.5370610417157671,1.0,-0.1580839028988923,-0.8474840914447324,-0.4033997171812397,0.0
2019-05-30,-0.0,-0.5343053677464872,1.0,-0.1625022047151508,-0.8397613028396731,-0.40308072197072137,0.0
2019-05-31,-0.0,-0.5386876763875822,1.0,-0.1600423330197554,-0.8383995766698024,-0.4026340545625588,0.0
2019-06-03,-0.0,-0.5458986660425931,1.0,-0.17309267493564243,-0.8337233793587643,-0.3726304703955067,0.0
2019-06-04,-0.005675335693180821,-0.5363484773132844,1.0,-0.17570137202703098,-0.849018517976772,-0.3586870666705672,0.0
2019-06-05,-0.006600564101072955,-0.5299060800790905,1.0,-0.18653135994882383,-0.8465877700561194,-0.338111715274345,0.0
2019-06-06,-0.0056950255695025565,-0.5451824732682473,1.0,-0.1761390051139005,-0.8306601580660158,-0.3479486285448628,0.0
2019-06-07,-0.0068889341045839025,-0.5477429293956922,1.0,-0.17960642967183094,-0.823213091881522,-0.3493009330581635,0.0
2019-06-10,-0.0004936407456879029,-0.5511063360241593,1.0,-0.18610256112433937,-0.8149137580579592,-0.3511527963296358,0.0
2019-06-11,-0.0,-0.5503066949620629,1.0,-0.19340678508096165,-0.8215064391406727,-0.3418413325968778,0.0
2019-06-12,-0.0,-0.5485230840795442,1.0,-0.1919118502151413,-0.8224502849168508,-0.344429584835446,0.0
2019-06-13,-0.0,-0.5613218524552013,1.0,-0.20328135908773562,-0.8094019083081219,-0.3350302536653479,0.0
2019-06-14,-0.0,-0.5592204770215241,1.0,-0.21023851076207098,-0.810413030831879,-0.32882489819662597,0.0
2019-06-17,-0.0,-0.5622780978988418,1.0,-0.2099121122169839,-0.8065304697049066,-0.3314708107793493,0.0
2019-06-18,-0.0,-0.5612111340566011,1.0,-0.2083999883656671,-0.808237107704837,-0.3307349989819959,0.0
2019-06-19,-0.0,-0.5433470666744037,1.0,-0.22572970463645328,-0.8024429872918237,-0.3299193407996286,0.0
2019-06-20,-0.00473176962378077,-0.5490884811890385,1.0,-0.21719693450998606,-0.8013527635856944,-0.3305562006502554,0.0
2019-06-21,-0.011140882809194756,-0.5474827245804541,1.0,-0.2142152023692004,-0.7357213369059372,-0.31188830912424204,0.0
2019-06-24,-0.0073925679297988205,-0.5321238114048701,1.0,-0.22318783330041478,-0.7214807708586101,-0.33740582940661945,0.0
2019-06-25,-0.006487828270006488,-0.5173619926095173,1.0,-0.2254943443062255,-0.7297678485797298,-0.3416546782883417,0.0
2019-06-26,-0.0,-0.5169927618185931,1.0,-0.21731508708437006,-0.7101617281158109,-0.38297330920606193,0.0
2019-06-27,-0.0,-0.5336415861006024,1.0,-0.20745411237214514,-0.7017234131988231,-0.35945074961468404,0.0
2019-06-28,-0.0,-0.527703081232493,1.0,-0.20739495798319327,-0.7063025210084034,-0.3597198879551821,0.0
2019-07-01,-0.0,-0.5264454710905782,1.0,-0.20795184096318073,-0.7090858182836343,-0.3564328713425731,0.0
2019-07-02,-0.0,-0.5362566545250771,1.0,-0.20081255253572428,-0.7021854861305687,-0.36265060240963853,0.0
2019-07-03,-0.0,-0.5361596009975063,1.0,-0.20132253635573985,-0.7011404074084452,-0.3633612597719185,0.0
2019-07-05,-0.0,-0.5303565422132526,1.0,-0.20459132189707366,-0.7027413387151025,-0.36534364839107525,0.0
2019-07-08,-0.0,-0.5325334305177875,1.0,-0.20254548512797507,-0.7022511283675814,-0.36603964004373296,0.0
2019-07-09,-0.0,-0.5315214345755114,1.0,-0.20212944802465677,-0.7012328383300644,-0.36699355561782016,0.0
2019-07-10,-0.0,-0.5050663382410568,1.0,-0.19534792588031125,-0.7280132116665733,-0.3706544253484857,0.0
2019-07-11,-0.0,-0.50454990900182,1.0,-0.1978720425591488,-0.727957440851183,-0.3695646087078258,0.0
2019-07-12,-0.0,-0.5159032366446411,1.0,-0.19613058573188488,-0.7222533318400718,-0.36557845223429275,0.0
2019-07-15,-0.0,-0.5212634649910234,1.0,-0.19841225314183122,-0.7141214093357271,-0.3713812836624776,0.0
2019-07-16,-0.0,-0.517053588973416,1.0,-0.2107346377340482,-0.712797911461696,-0.3666170732391994,0.0
2019-07-17,-0.0,-0.5024398405041407,1.0,-0.21640688174441625,-0.699578953238714,-0.36999135599364247,0.0
2019-07-18,-0.0,-0.5028127436782889,1.0,-0.21460398796925476,-0.7027124874679737,-0.3647655118636516,0.0
2019-07-19,-0.0,-0.5005375899429327,1.0,-0.1999283213409423,-0.7033881950762274,-0.3529898271441568,0.0
2019-07-22,-0.0,-0.47979839709163014,1.0,-0.19066898014266434,-0.7074003690545044,-0.3762703461951582,0.0
2019-07-23,-0.0,-0.4790228066796886,1.0,-0.18660760956284905,-0.7055764945390519,-0.3799004099149908,0.0
2019-07-24,-0.0,-0.47950628144157026,1.0,-0.19234681254638922,-0.7023119003766116,-0.3748247519036754,0.0
2019-07-25,-0.0,-0.47846995136160037,1.0,-0.19386661537193262,-0.7006127888763706,-0.3749828254238685,0.0
2019-07-26,-0.0,-0.4740976762072186,1.0,-0.19491292644069658,-0.70279624237763,-0.37499313300005493,0.0
2019-07-29,-0.0,-0.4658222979284576,1.0,-0.19635694268915874,-0.7008077366888289,-0.38441672619374684,0.0
2019-07-30,-0.0,-0.4648804616652926,1.0,-0.19807639461390494,-0.6983511953833471,-0.3867271228359439,0.0
2019-07-31,-0.0,-0.4727222756630479,1.0,-0.1974714855022674,-0.6949567129311529,-0.38323484952590353,0.0
2019-08-01,-0.0,-0.48816454305799656,1.0,-0.19236050087873463,-0.6930470123022847,-0.3724461775043937,0.0
2019-08-02,-0.0,-0.45878416062465144,1.0,-0.24562186279977694,-0.7145287228109315,-0.36971556051310656,0.0
2019-08-05,-0.0,-0.46224672562409047,1.0,-0.2562688906302474,-0.7123026978618605,-0.36779357438710397,0.0
2019-08-06,-0.0,-0.46156642339848447,1.0,-0.2633168358359198,-0.6968934373514526,-0.37443726756703855,0.0
2019-08-07,-0.0,-0.46109243697478997,1.0,-0.2655742296918768,-0.7015406162464987,-0.37291316526610646,0.0
2019-08-08,-0.0,-0.4598800044858136,1.0,-0.2670741280699787,-0.7036559380957721,-0.3730234383761355,0.0
2019-08-09,-0.0,-0.4580171906935073,1.0,-0.266595738723857,-0.7014586891396254,-0.3737155976145813,0.0
2019-08-12,-0.0,-0.45493694247923716,1.0,-0.2722518945219653,-0.706943318139873,-0.3622102290204413,0.0
2019-08-13,-0.0,-0.45296323241367736,1.0,-0.2703564832950921,-0.7122390732553585,-0.3625832447255023,0.0
2019-08-14,-0.0,-0.46372970258356117,1.0,-0.27079962055688855,-0.6979521232074103,-0.357541431839741,0.0
2019-08-15,-0.0,-0.4746343756047663,1.0,-0.2790633380332311,-0.6806834204196733,-0.3302645765945094,0.0
2019-08-16,-0.0,-0.4716020693280217,1.0,-0.2820980994273384,-0.6863916784242122,-0.3263894652391623,0.0
2019-08-19,-0.0,-0.45500151602855643,1.0,-0.2849306761487362,-0.6939551806830397,-0.3225281843490725,0.0
2019-08-20,-0.0,-0.4607511349566653,1.0,-0.27836015958178567,-0.6964369239235109,-0.3158618792130967,0.0
2019-08-21,-0.0,-0.4614940950288383,1.0,-0.30428453721505083,-0.6782202691568251,-0.3024718483932986,0.0
2019-08-22,-0.0,-0.46141589516771514,1.0,-0.30438724210873325,-0.6778110491470015,-0.30356308892612843,0.0
2019-08-23,-0.0,-0.4604648607066322,1.0,-0.3042474861256113,-0.6775921753942523,-0.30509918127369634,0.0
2019-08-26,-0.0,-0.454771060023453,1.0,-0.30783495595734817,-0.6718481551174016,-0.292617742507295,0.0
2019-08-27,-0.0,-0.45206710605152783,1.0,-0.3073696824445776,-0.6687183397788551,-0.29530475516095644,0.0
2019-08-28,-0.0,-0.4489357653518906,1.0,-0.31146872536493875,-0.6717862288308369,-0.28618805556310656,0.0
