Date,IWF,IWM,MTUM,NXRT,SPY,VLUE,VXX
2018-09-24,-0.39436959443161845,-0.9088246442231487,-0.0,1.0,-0.6457737500430721,-0.49677819510009985,0.0
2018-09-25,-0.3921229320966291,-0.9150342631688241,-0.0,1.0,-0.6506195057797467,-0.5031494427908909,0.0
2018-09-26,-0.39974950422711614,-0.9252339700100893,-0.0,1.0,-0.655185610409491,-0.4989388720732004,0.0
2018-09-27,-0.40004869734599463,-0.9243451946154647,-0.0,1.0,-0.6550488712650874,-0.4989043097151205,0.0
2018-09-28,-0.40253499547322236,-0.9237412076049865,-0.0,1.0,-0.6560345427954594,-0.49982589316804793,0.0
2018-10-01,-0.40239307890881176,-0.927475057559478,-0.0,1.0,-0.6568757412963091,-0.5017093420777227,0.0
2018-10-02,-0.4189084233566335,-0.9011155828567393,-0.0,1.0,-0.6830120737131964,-0.5273247193391231,0.0
2018-10-03,-0.4180868706114816,-0.8931230372957906,-0.0,1.0,-0.6853322042270915,-0.5319148936170213,0.0
2018-10-04,-0.42543037929937433,-0.8860687899890417,-0.0,1.0,-0.6952879211000743,-0.5281558202835024,0.0
2018-10-05,-0.433231251335375,-0.901004201979916,-0.0,1.0,-0.6993091660138167,-0.5274196994516059,0.0
2018-10-08,-0.4297135953379291,-0.8966313694833346,-0.0,1.0,-0.7014426835335086,-0.5256200696467912,0.0
2018-10-09,-0.42142396676455834,-0.9041615930090967,-0.0,1.0,-0.7137740849509348,-0.5420456987321826,0.0
2018-10-10,-0.42550369255036924,-0.903850290385029,-0.0,1.0,-0.7171076217107621,-0.5385387538538753,0.0
2018-10-11,-0.33138408426392363,-0.9148553915524711,-0.0,1.0,-0.7051819494839187,-0.5712826293726001,0.0
2018-10-12,-0.3333564541860304,-0.9046958451827704,-0.0,1.0,-0.6846778109176668,-0.5453977942706527,0.0
2018-10-15,-0.29864677307425397,-0.9423317140874392,-0.0,1.0,-0.6805343511450381,-0.5482997918112421,0.0
2018-10-16,-0.2890030042618598,-0.9704115140082441,-0.0,1.0,-0.6831901068958289,-0.5507231188430098,0.0
2018-10-17,-0.2710533534494582,-0.9348854752434508,-0.0,1.0,-0.6730901110958716,-0.5498902756823482,0.0
2018-10-18,-0.2717943437671609,-0.9374313563975837,-0.0,1.0,-0.6724670510708401,-0.5504873695771554,0.0
2018-10-19,-0.2564198496649774,-0.9270773102955682,-0.0,1.0,-0.6719499336757254,-0.5458317744294412,0.0
2018-10-22,-0.25656105520805006,-0.9219132444927931,-0.0,1.0,-0.6735110144139245,-0.5475251563774817,0.0
2018-10-23,-0.256713576721735,-0.9218845604731797,-0.0,1.0,-0.6733292541981101,-0.5473859541777144,0.0
2018-10-24,-0.25471345585487654,-0.9175527397492951,-0.0,1.0,-0.6748309950062845,-0.5499881102014471,0.0
2018-10-25,-0.21271200395191833,-0.8691256380701465,-0.0,1.0,-0.6942203194467315,-0.5172402437016302,0.0
2018-10-26,-0.1996484832704075,-0.8546087748991017,-0.0,1.0,-0.6933016534305428,-0.5072256216638459,0.0
2018-10-29,-0.18567682196393306,-0.8583222715058116,-0.0,1.0,-0.6866319163402079,-0.5070094214394405,0.0
2018-10-30,-0.1665098166477365,-0.8619178971280221,-0.0,1.0,-0.6906052247282168,-0.5261074152198605,0.0
2018-10-31,-0.16776942194106445,-0.851241003130749,-0.0,1.0,-0.6869250879514572,-0.521640899848304,0.0
2018-11-01,-0.1420397607887506,-0.8755778244706642,-0.0,1.0,-0.6894456117666073,-0.5255212542427671,0.0
2018-11-02,-0.17363311535090678,-0.8508056360817098,-0.0,1.0,-0.7794444818984696,-0.566979033236702,0.0
2018-11-05,-0.17315404576551074,-0.8518518518518519,-0.0,1.0,-0.7793280086273717,-0.5657331580898459,0.0
2018-11-06,-0.18167701863354038,-0.8603834728598433,-0.0,1.0,-0.7752160410477991,-0.5583310829057521,0.0
2018-11-07,-0.18154943934760448,-0.8705062861026163,-0.0,1.0,-0.7804281345565749,-0.5654434250764526,0.0
2018-11-08,-0.16960701636026312,-0.867060212514758,-0.0,1.0,-0.7733513240006746,-0.563265306122449,0.0
2018-11-09,-0.16811672703883004,-0.8710856833338976,-0.0,1.0,-0.7798842208605572,-0.5663021767832358,0.0
2018-11-12,-0.16726745948859617,-0.8525755482936362,-0.0,1.0,-0.7866455546946064,-0.5624431492773642,0.0
2018-11-13,-0.13248206984382332,-0.855151149540854,-0.0,1.0,-0.8006233661773577,-0.5631744755010389,0.0
2018-11-14,-0.13345398485153162,-0.8544473490180308,-0.0,1.0,-0.8007574234198003,-0.5627723037737115,0.0
2018-11-15,-0.13226680946484154,-0.8542119883530239,-0.0,1.0,-0.8013989758693396,-0.5589544496134409,0.0
2018-11-16,-0.1287320278880475,-0.8442806151382727,-0.0,1.0,-0.7992127297594823,-0.563665476865597,0.0
2018-11-19,-0.12774477741440302,-0.8449909897884269,-0.0,1.0,-0.800206901154642,-0.5642061002469466,0.0
2018-11-20,-0.06248330216403955,-0.8434410900347316,-0.0,1.0,-0.8225687950841571,-0.6110740048089768,0.0
2018-11-21,-0.07632440376778676,-0.849154920168348,-0.0,1.0,-0.8369964593493221,-0.5777273030930591,0.0
2018-11-23,-0.07939590797977429,-0.8304925827947628,-0.0,1.0,-0.8532297491879585,-0.5855071493152061,0.0
2018-11-26,-0.07932893547198874,-0.8305595553025483,-0.0,1.0,-0.8532297491879585,-0.5855071493152061,0.0
2018-11-27,-0.06874625474399096,-0.8335774685398496,-0.0,1.0,-0.8478260869565218,-0.5789666422531461,0.0
2018-11-28,-0.07025839104954716,-0.8293819925412893,-0.0,1.0,-0.8497602557272244,-0.5803809270111882,0.0
2018-11-29,-0.03932842686292548,-0.8150873965041397,-0.0,1.0,-0.845544749638586,-0.5856222893941385,0.0
2018-11-30,-0.039797395079594795,-0.8171951059071175,-0.0,1.0,-0.8492632548348902,-0.5827522694382319,0.0
2018-12-03,-0.037632288174587525,-0.8177216854006443,-0.0,1.0,-0.8490435811477027,-0.5822323013212385,0.0
2018-12-04,-0.0323013923013923,-0.8183456183456183,-0.0,1.0,-0.8458640458640457,-0.5795249795249795,0.0
2018-12-06,-0.023174492163906282,-0.7493403693931399,-0.0,1.0,-0.8571701052230027,-0.5492577168833646,0.0
2018-12-07,-0.027539273675507216,-0.7492208865992495,-0.0,1.0,-0.8577243528588692,-0.5455701838071614,0.0
2018-12-10,-0.007477692597712706,-0.7483662184240292,-0.0,1.0,-0.8562586401910267,-0.5298165137614679,0.0
2018-12-11,-0.0,-0.7527619527241824,-0.0,1.0,-0.855591577224513,-0.5391709420540745,0.0
2018-12-12,-0.0005980296496805263,-0.7526045765005823,-0.0,1.0,-0.8554971514903528,-0.5388247143621542,0.0
