Date,APXT,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-06,1.0,-0.08345103422786013,-0.026281399738638016,-0.11680768773842681,-0.09346991037131883,-0.0,0.0
2020-07-07,1.0,-0.08139228151626264,-0.02852884539291461,-0.11539476113851592,-0.09363211902186816,-0.0,0.0
2020-07-08,1.0,-0.08128033340367165,-0.02890905254273053,-0.11492403460645705,-0.09373021734543152,-0.0,0.0
2020-07-09,1.0,-0.08086829229693908,-0.029026600023738244,-0.11484036029382674,-0.09405620689200415,-0.0,0.0
2020-07-10,1.0,-0.08660137198144256,-0.021729648281057935,-0.12090090804552124,-0.0925096157658908,-0.0,0.0
2020-07-13,1.0,-0.0823767993001617,-0.025196829520451713,-0.12143784958778463,-0.09643983776475891,-0.0,0.0
2020-07-14,1.0,-0.07720398523399358,-0.025721430556106855,-0.1177972717289194,-0.10239616824779371,-0.0,0.0
2020-07-15,1.0,-0.07833827108242514,-0.024679928049941804,-0.11732885408951434,-0.10226431065495716,-0.0,0.0
2020-07-16,1.0,-0.07565484545912016,-0.03237810207378764,-0.1150117858940064,-0.1012130201022327,-0.0,0.0
2020-07-17,1.0,-0.07550193356995286,-0.032393918525189386,-0.11503416856492028,-0.10143296074588125,-0.0,0.0
2020-07-20,1.0,-0.07633294466822134,-0.032276870892516435,-0.11433379266482936,-0.10203784184863261,-0.0,0.0
2020-07-21,1.0,-0.0753964573866271,-0.03305467601118162,-0.11377697698758628,-0.10262185185675866,-0.0,0.0
2020-07-22,1.0,-0.0720655068700065,-0.036609118492706,-0.11135107919388391,-0.10495143958766712,-0.0,0.0
2020-07-23,1.0,-0.07180826384930472,-0.03762079616103504,-0.1120007423412914,-0.10417964659252091,-0.0,0.0
2020-07-24,1.0,-0.0637621664569953,-0.044785804144871884,-0.10926306031914189,-0.1064159438522148,-0.0,0.0
2020-07-27,1.0,-0.06280673829420348,-0.04639872662156784,-0.111858336649423,-0.10537206526064465,-0.0,0.0
2020-07-28,1.0,-0.06211707291196987,-0.04630931225631913,-0.1109726016497361,-0.10675543060233934,-0.0,0.0
2020-07-29,1.0,-0.06196955230214301,-0.046281561638022495,-0.11089009123700404,-0.10697803946530873,-0.0,0.0
2020-07-30,1.0,-0.062099778593872224,-0.0446259297068689,-0.11129966722791573,-0.10775982075384147,-0.0,0.0
2020-07-31,1.0,-0.05889323852893398,-0.04521850283614284,-0.11308620276424064,-0.11432451865462971,-0.0,0.0
2020-08-03,1.0,-0.05280611565405002,-0.05034227419225955,-0.11618677250086568,-0.11247103321524651,-0.0,0.0
2020-08-04,1.0,-0.05282224767587437,-0.050211768466476646,-0.11613968727524572,-0.11273008177725687,-0.0,0.0
2020-08-05,1.0,-0.05329621291843721,-0.04983282492573697,-0.1161167428168001,-0.11282652422373486,-0.0,0.0
2020-08-06,1.0,-0.05382606146219249,-0.046949545563581115,-0.11802020309709746,-0.11386230976305338,-0.0,0.0
2020-08-07,1.0,-0.05360165256213767,-0.04719131072166322,-0.11825148264143401,-0.11368028253481709,-0.0,0.0
2020-08-10,1.0,-0.05633652538077836,-0.04465309824215104,-0.11946170876790525,-0.11327322681319854,-0.0,0.0
2020-08-11,1.0,-0.05700601678295556,-0.04409194604906814,-0.12013554437877717,-0.11286470909988393,-0.0,0.0
2020-08-12,1.0,-0.05568365075768682,-0.045154669403313294,-0.11728485559302154,-0.11467260199117699,-0.0,0.0
2020-08-13,1.0,-0.05608598250480051,-0.0444180712609345,-0.11845263494772776,-0.11453221676978877,-0.0,0.0
2020-08-14,1.0,-0.05566595094888174,-0.04458343891282024,-0.11805342544310043,-0.11534614512622861,-0.0,0.0
2020-08-17,1.0,-0.05596830774566165,-0.044550559549692545,-0.1180723212975684,-0.11525789972122555,-0.0,0.0
2020-08-18,1.0,-0.05623582766439909,-0.04468454048285981,-0.11451247165532878,-0.11843404028277976,-0.0,0.0
2020-08-19,1.0,-0.055691913667529284,-0.04548728757036523,-0.11434516981031402,-0.11841368086866046,-0.0,0.0
2020-08-20,1.0,-0.0560559358445752,-0.04496750863989966,-0.11460710139706175,-0.11871689150420985,-0.0,0.0
2020-08-21,1.0,-0.05592623235207772,-0.04518401878886546,-0.11444127145106621,-0.1188716005230991,-0.0,0.0
2020-08-24,1.0,-0.055583729247851384,-0.046455452944002565,-0.11425025356323067,-0.11825388352105909,-0.0,0.0
2020-08-25,1.0,-0.055669002335669,-0.046446446446446445,-0.11440774107440775,-0.11815815815815815,-0.0,0.0
2020-08-26,1.0,-0.057376172783405954,-0.045695116409612144,-0.11523348747694528,-0.11820052925610115,-0.0,0.0
2020-08-27,1.0,-0.05335221276766274,-0.04995925782450141,-0.11387772004114292,-0.11861984210737234,-0.0,0.0
2020-08-28,1.0,-0.05297535564015227,-0.05007680491551459,-0.11371134709143123,-0.11896079609964602,-0.0,0.0
2020-08-31,1.0,-0.05316448932702841,-0.049905158825572386,-0.11387619887259225,-0.11884534209612353,-0.0,0.0
2020-09-01,1.0,-0.05330162843822221,-0.048799711449831015,-0.11632846627569901,-0.11745060582176683,-0.0,0.0
2020-09-02,1.0,-0.051861151549957935,-0.04864236774271099,-0.11663750617712661,-0.11845391529656886,-0.0,0.0
2020-09-03,1.0,-0.05194180593964169,-0.048521769334562405,-0.1164415587885589,-0.11906002431432273,-0.0,0.0
2020-09-04,1.0,-0.040745947953418044,-0.05297503780141656,-0.10854975196965275,-0.12409475555083958,-0.0,0.0
2020-09-08,1.0,-0.04060812693190411,-0.053197840247283724,-0.10843868982077236,-0.12438477560063148,-0.0,0.0
2020-09-09,1.0,-0.03851145543636605,-0.05548933916037611,-0.10486028340617137,-0.1254535823069792,-0.0,0.0
2020-09-10,1.0,-0.03737464609848385,-0.056267033577646654,-0.10324663297436033,-0.12610800941973382,-0.0,0.0
2020-09-11,1.0,-0.036327582788023005,-0.05692378875008263,-0.10312644589860533,-0.1255998413642673,-0.0,0.0
2020-09-14,1.0,-0.03634560719243737,-0.05685198651417994,-0.10311363786606731,-0.1258279896873141,-0.0,0.0
2020-09-15,1.0,-0.03725140403039313,-0.05473406012553683,-0.10102411628675256,-0.12843078956062107,-0.0,0.0
2020-09-16,1.0,-0.037037037037037035,-0.055430028672982655,-0.09911338380835348,-0.12975515651220254,-0.0,0.0
2020-09-17,1.0,-0.03597616562512387,-0.0567321539457517,-0.0984819458573901,-0.12999246918310456,-0.0,0.0
2020-09-18,1.0,-0.031015340055782024,-0.060434992490881786,-0.10405492383608668,-0.14542211971679897,-0.0,0.0
2020-09-21,1.0,-0.03113810998913787,-0.060358584436309023,-0.10396803046760805,-0.14553915060814526,-0.0,0.0
2020-09-22,1.0,-0.0305041566103513,-0.0611289890050952,-0.10351300616787343,-0.14569589702333066,-0.0,0.0
2020-09-23,1.0,-0.035064847792487065,-0.06034540689469794,-0.10161951481755258,-0.14696592970902495,-0.0,0.0
2020-09-24,1.0,-0.03496249697556254,-0.06051563298115439,-0.10198403097023954,-0.1467322633545716,-0.0,0.0
