Date,GE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-17,1.0,-0.20637265245832453,-0.970500105507491,-0.0,-1.0045579236125766,-1.0389111626925511,0.0
2018-10-18,1.0,-0.20532961696017568,-0.9684952911862832,-0.0,-1.0089953123020396,-1.0403310950631361,0.0
2018-10-19,1.0,-0.17669648885887912,-0.9572079675894666,-0.0,-1.0300472653612422,-1.0561698176907495,0.0
2018-10-22,1.0,-0.17761238212035355,-0.9435023470207637,-0.0,-1.0412737345117773,-1.0664777773079037,0.0
2018-10-23,1.0,-0.176741824950294,-0.9439062566098397,-0.0,-1.0424298828207623,-1.0672194255256144,0.0
2018-10-24,1.0,-0.17733486648779867,-0.9422937694306035,-0.0,-1.0551509731272093,-1.0839827945998892,0.0
2018-10-25,1.0,-0.12957734953561637,-0.8732866903972832,-0.0,-1.0495478908391638,-1.039073687655988,0.0
2018-10-26,1.0,-0.09711253701875616,-0.876974333662389,-0.0,-1.093739717012175,-1.0454096742349457,0.0
2018-10-29,1.0,-0.08820146249281077,-0.877208117656725,-0.0,-1.09543176402925,-1.0472845287979624,0.0
2018-10-30,1.0,-0.08844795004518939,-0.877208117656725,-0.0,-1.09539068277052,-1.0470791225043135,0.0
2018-10-31,1.0,-0.1451023552718468,-0.9187761391151222,-0.0,-1.2055469953775038,-1.1329077701959058,0.0
2018-11-01,1.0,-0.11710601593099504,-0.9428332526514986,-0.0,-1.2059147119658495,-1.134973374994499,0.0
2018-11-02,1.0,-0.14924835718786572,-0.9042668106940319,-0.0,-1.2834188495814205,-1.1640111621208031,0.0
2018-11-05,1.0,-0.15254542994994813,-0.899851197186274,-0.0,-1.2852053929747036,-1.1715741534021735,0.0
2018-11-06,1.0,-0.15823640789829593,-0.9040663601118024,-0.0,-1.280723108826977,-1.1651338923451449,0.0
2018-11-07,1.0,-0.15784256297030597,-0.9035731987563648,-0.0,-1.2799531383769658,-1.164601450907944,0.0
2018-11-08,1.0,-0.10168192271272039,-0.9280786400324661,-0.0,-1.2816431437976281,-1.1977724669702845,0.0
2018-11-09,1.0,-0.10226811561527709,-0.9280335482707309,-0.0,-1.2813275014654824,-1.1975470081616089,0.0
2018-11-12,1.0,-0.10284265797573783,-0.9373981531776209,-0.0,-1.2840394713018286,-1.202290421872171,0.0
2018-11-13,1.0,-0.08896121508001084,-0.936126932465419,-0.0,-1.2901636380074135,-1.2051803634391105,0.0
2018-11-14,1.0,-0.11502502597034658,-0.9951836811785816,-0.0,-1.3550854660496743,-1.256634243082444,0.0
2018-11-15,1.0,-0.11293140078372126,-0.9951371512204334,-0.0,-1.3562626882583448,-1.2568811670837072,0.0
2018-11-16,1.0,-0.1056038556038556,-0.981997731997732,-0.0,-1.3614156114156115,-1.2759875259875262,0.0
2018-11-19,1.0,-0.11324149031861004,-0.9830989916205085,-0.0,-1.3606495289494864,-1.2771860057756947,0.0
2018-11-20,1.0,-0.06143024618991794,-0.9658616647127783,-0.0,-1.363470105509965,-1.298569753810082,0.0
2018-11-21,1.0,-0.06484910201814478,-0.9490835030549898,-0.0,-1.3562766154415848,-1.2585632290316606,0.0
2018-11-23,1.0,-0.0655654266148436,-0.9474366092911345,-0.0,-1.35595965204516,-1.2580973533222282,0.0
2018-11-26,1.0,-0.06646889774728841,-0.9466023917678689,-0.0,-1.3601557430240103,-1.261982015388894,0.0
2018-11-27,1.0,-0.04999769595871158,-0.9509700013824247,-0.0,-1.3529791253859267,-1.2541357541127136,0.0
2018-11-28,1.0,-0.04864989614585737,-0.9642741749365336,-0.0,-1.349873067159012,-1.2529425340410802,0.0
2018-11-29,1.0,-0.02468181818181818,-0.9415909090909091,-0.0,-1.3332727272727274,-1.2459090909090909,0.0
2018-11-30,1.0,-0.02739287510861115,-0.9525312114144602,-0.0,-1.347830063566104,-1.245301138702154,0.0
2018-12-03,1.0,-0.02051951685864851,-0.9891806183836216,-0.0,-1.3812899314461595,-1.2724898568297345,0.0
2018-12-04,1.0,-0.018610942674565045,-0.9894584635477401,-0.0,-1.3829469658099725,-1.2734269322263165,0.0
2018-12-06,1.0,-0.0008996446403670551,-0.9031982366965048,-0.0,-1.3643560793486573,-1.2298142233817642,0.0
2018-12-07,1.0,-0.009097869657253524,-0.9037967842183487,-0.0,-1.3663018511012026,-1.2246993649506823,0.0
2018-12-10,1.0,-0.0,-0.8920252489331436,-0.0,-1.3530849928876245,-1.200080014224751,0.0
2018-12-11,1.0,-0.0,-0.892504667911443,-0.0,-1.352049435404997,-1.2010758424468748,0.0
2018-12-12,1.0,-0.0,-0.8955808980755523,-0.0,-1.3526817533856021,-1.2064771917320027,0.0
2018-12-13,1.0,-0.0,-0.8890570741697088,-0.0,-1.359674116285282,-1.2031876057341289,0.0
2018-12-14,1.0,-0.005747919253230331,-0.8700050581689429,-0.0,-1.468432427461259,-1.2541959810548582,0.0
2018-12-17,1.0,-0.0,-0.8615138348959525,-0.0,-1.4434484335696318,-1.2685570546535558,0.0
2018-12-18,1.0,-0.0,-0.838753757857338,-0.0,-1.4384166894415595,-1.2778081443017217,0.0
2018-12-19,1.0,-0.0,-0.8422903063787041,-0.0,-1.4418976302451942,-1.2818136158166291,0.0
2018-12-20,1.0,-0.0,-0.8455432600270812,-0.0,-1.514544520707849,-1.3091002474669655,0.0
2018-12-21,1.0,-0.0,-0.8371166496803484,-0.0,-1.5109330121374964,-1.2845825998332252,0.0
2018-12-24,1.0,-0.0,-0.8052585692653604,-0.0,-1.493231771669802,-1.290093149176341,0.0
2018-12-26,1.0,-0.0,-0.8063391442155309,-0.0,-1.4561014263074485,-1.2655648630292056,0.0
2018-12-27,1.0,-0.0,-0.7339784946236558,-0.0,-1.3325591397849461,-1.234537634408602,0.0
2018-12-28,1.0,-0.0,-0.7434329515114977,-0.0,-1.3318404960813022,-1.230987856343123,0.0
2018-12-31,1.0,-0.0,-0.7613931727603536,-0.0,-1.3362502166002428,-1.2343614624848382,0.0
2019-01-02,1.0,-0.0,-0.7590622026126828,-0.0,-1.3323816939181592,-1.2341898088069903,0.0
2019-01-03,1.0,-0.0,-0.7796744043178726,-0.0,-1.3273947957347842,-1.281012769318531,0.0
2019-01-04,1.0,-0.0,-0.7874050135383003,-0.0,-1.2902000174687747,-1.2896322822953972,0.0
2019-01-07,1.0,-0.0,-0.7354533441323159,-0.0,-1.2726458928343065,-1.254657061255808,0.0
2019-01-08,1.0,-0.0,-0.758822265205244,-0.0,-1.2732860520094562,-1.2661508704061897,0.0
2019-01-09,1.0,-0.0,-0.7382509898433465,-0.0,-1.278619383714925,-1.286796350490618,0.0
2019-01-10,1.0,-0.0,-0.7339299543929094,-0.0,-1.2836674984941057,-1.2849582652095346,0.0
2019-01-11,1.0,-0.0,-0.7312543493389004,-0.0,-1.3034533750869868,-1.3146311760612386,0.0
2019-01-14,1.0,-0.0,-0.7339098691929946,-0.0,-1.306592499239494,-1.3052453174568683,0.0
2019-01-15,1.0,-0.0,-0.7287368329415862,-0.0,-1.306389831983982,-1.317619918168364,0.0
2019-01-16,1.0,-0.0,-0.7313218390804598,-0.0,-1.2794322535701848,-1.343086032741205,0.0
2019-01-17,1.0,-0.0,-0.7414455307262571,-0.0,-1.2796787709497208,-1.343400837988827,0.0
2019-01-18,1.0,-0.0,-0.7443754677937745,-0.0,-1.2852551402280632,-1.373134328358209,0.0
2019-01-22,1.0,-0.0,-0.6002910281478786,-0.0,-1.4455913782911192,-1.5014324041653402,0.0
2019-01-23,1.0,-0.0,-0.560702364077004,-0.0,-1.4611093328455804,-1.5509168228999957,0.0
2019-01-24,1.0,-0.0,-0.5557893773731644,-0.0,-1.4721167482501487,-1.5468685667230888,0.0
2019-01-25,1.0,-0.0,-0.3993024461516709,-0.0,-1.6257717867747563,-1.6881274449733703,0.0
2019-01-28,1.0,-0.0,-0.4030317385125533,-0.0,-1.6394599715774514,-1.6945997157745143,0.0
2019-01-29,1.0,-0.0,-0.3681438603150503,-0.0,-1.6568608844182957,-1.7197760485860694,0.0
2019-01-30,1.0,-0.0,-0.3651365705614567,-0.0,-1.6522666919575113,-1.7246775417298938,0.0
2019-01-31,1.0,-0.0,-0.38161771694705826,-0.0,-1.61880999904952,-1.751972245984222,0.0
2019-02-01,1.0,-0.0,-0.440902060569775,-0.0,-1.7518335578506212,-1.7965873372249666,0.0
2019-02-04,1.0,-0.0,-0.4361696824684711,-0.0,-1.7525547081401724,-1.7960719804595981,0.0
2019-02-05,1.0,-0.0,-0.4260930255745551,-0.0,-1.745301360985094,-1.8139488508898751,0.0
2019-02-06,1.0,-0.0,-0.4253035015551319,-0.0,-1.7748570281930371,-1.816394100531755,0.0
2019-02-07,1.0,-0.0,-0.43144736181535215,-0.0,-1.784226115768864,-1.8046588684170892,0.0
2019-02-08,1.0,-0.0,-0.4151066827697262,-0.0,-1.7970511272141705,-1.8199979871175522,0.0
2019-02-11,1.0,-0.0,-0.3951347797501644,-0.0,-1.8006878066049663,-1.8615789207505185,0.0
2019-02-12,1.0,-0.0,-0.42922513727882855,-0.0,-1.8033353670937564,-1.851840553182835,0.0
2019-02-13,1.0,-0.0,-0.44891105231019746,-0.0,-1.8014451455322613,-1.8381844087115815,0.0
2019-02-14,1.0,-0.0,-0.40240778688524587,-0.0,-1.8416495901639343,-1.8789446721311474,0.0
2019-02-15,1.0,-0.0,-0.4143217243685375,-0.0,-1.8466999331241318,-1.8832758886774013,0.0
2019-02-19,1.0,-0.0,-0.39076559206128847,-0.0,-1.869504858861638,-1.8813820761992905,0.0
2019-02-20,1.0,-0.0,-0.38963709262876534,-0.0,-1.8714403207566568,-1.8792536239333815,0.0
2019-02-21,1.0,-0.0,-0.3913244590635761,-0.0,-1.8720768874955032,-1.8761371228863648,0.0
2019-02-22,1.0,-0.0,-0.38556383251990756,-0.0,-1.881119958900591,-1.870742358078603,0.0
2019-02-25,1.0,-0.0,-0.38522809558291093,-0.0,-1.9019344160546185,-1.8850212061653044,0.0
2019-02-26,1.0,-0.0,-0.3878771975859355,-0.0,-1.9320913146155865,-1.9279979008134347,0.0
2019-02-27,1.0,-0.0,-0.36925091671031957,-0.0,-1.927972760607648,-1.9411733892090102,0.0
2019-02-28,1.0,-0.0,-0.38468009042637086,-0.0,-1.9428526365595922,-1.9298144156458652,0.0
2019-03-01,1.0,-0.0,-0.3930364030221377,-0.0,-1.9362286680403658,-1.954139588947007,0.0
2019-03-04,1.0,-0.0,-0.3823871445184481,-0.0,-1.9249920710434507,-1.978591817316841,0.0
2019-03-05,1.0,-0.0,-0.3657953458718521,-0.0,-1.9675379874614811,-1.9795983423653172,0.0
2019-03-06,1.0,-0.0,-0.3658731426745486,-0.0,-1.9622942962134529,-1.9974969377429836,0.0
2019-03-07,1.0,-0.0,-0.3908225294529023,-0.0,-1.9559954811985583,-2.0327075151971594,0.0
2019-03-08,1.0,-0.0,-0.3716809274082252,-0.0,-2.0585150427822247,-2.0900910847364065,0.0
2019-03-11,1.0,-0.0,-0.38138205458723307,-0.0,-2.064226867679202,-2.1588297931962113,0.0
2019-03-12,1.0,-0.0,-0.2716007849733669,-0.0,-2.07659097280628,-2.2587608634707035,0.0
2019-03-13,1.0,-0.0,-0.30633978590049366,-0.0,-2.0379943424482776,-2.202285207166232,0.0
2019-03-14,1.0,-0.0,-0.29922480620155034,-0.0,-2.0431339977851604,-2.1947397563676634,0.0
2019-03-15,1.0,-0.0,-0.26670740514415864,-0.0,-2.0616632409310593,-2.2268762846508525,0.0
2019-03-18,1.0,-0.0,-0.32467237760254153,-0.0,-2.100811255460373,-2.247631474442616,0.0
2019-03-19,1.0,-0.0,-0.3341877420824789,-0.0,-2.089086352244247,-2.2727842333105492,0.0
2019-03-20,1.0,-0.0,-0.3427281042762406,-0.0,-2.0879259089869655,-2.286245140635719,0.0
2019-03-21,1.0,-0.0,-0.34417033941960967,-0.0,-2.1407475244691203,-2.2388529563276287,0.0
2019-03-22,1.0,-0.0,-0.34523465077252474,-0.0,-2.214050112840692,-2.227417394826688,0.0
2019-03-25,1.0,-0.0,-0.20185364189458121,-0.0,-2.262182293739694,-2.2219821459032243,0.0
2019-03-26,1.0,-0.0,-0.21745112652640025,-0.0,-2.2620535458350055,-2.253454107664966,0.0
2019-03-27,1.0,-0.0,-0.19630075015747578,-0.0,-2.2734352631277557,-2.25665693179866,0.0
2019-03-28,1.0,-0.0,-0.19188848095456632,-0.0,-2.270938503900872,-2.273692060578247,0.0
2019-03-29,1.0,-0.0,-0.18482301137988222,-0.0,-2.2587064676616917,-2.275004288900326,0.0
2019-04-01,1.0,-0.0,-0.19675873088335993,-0.0,-2.243551700524994,-2.2662063455831998,0.0
2019-04-02,1.0,-0.0,-0.22078217371532516,-0.0,-2.26006139154161,-2.2035584356525693,0.0
2019-04-03,1.0,-0.0,-0.22244979234226547,-0.0,-2.271832508391648,-2.1949707003470444,0.0
2019-04-04,1.0,-0.0,-0.21102478307718484,-0.0,-2.257188226620541,-2.20291498894119,0.0
2019-04-05,1.0,-0.0,-0.17130669061517734,-0.0,-2.242029636281994,-2.1995958688819037,0.0
2019-04-08,1.0,-0.0,-0.16017728904847395,-0.0,-2.2489340215439855,-2.2013016157989225,0.0
2019-04-09,1.0,-0.0,-0.14543289675114815,-0.0,-2.3378692521403868,-2.186539660940069,0.0
2019-04-10,1.0,-0.0,-0.10714686413104453,-0.0,-2.303096600471222,-2.199483899921463,0.0
2019-04-11,1.0,-0.0,-0.08550895514008199,-0.0,-2.331424400651283,-2.197518387513335,0.0
2019-04-12,1.0,-0.0,-0.086299831555306,-0.0,-2.33149915777653,-2.197080291970803,0.0
2019-04-15,1.0,-0.0,-0.09214305829343845,-0.0,-2.325035201351732,-2.2149816952970993,0.0
2019-04-16,1.0,-0.0,-0.09455426029171593,-0.0,-2.325392802838317,-2.2116348482288677,0.0
2019-04-17,1.0,-0.0,-0.05374528673532557,-0.0,-2.34774044684563,-2.2262929821599418,0.0
2019-04-18,1.0,-0.0,-0.05796938316073841,-0.0,-2.3414565511031067,-2.228669518235029,0.0
2019-04-22,1.0,-0.0,-0.055631089961477455,-0.0,-2.362111941989576,-2.2473940629956943,0.0
2019-04-23,1.0,-0.0,-0.061076487252124646,-0.0,-2.364589235127479,-2.2400566572237963,0.0
2019-04-24,1.0,-0.0,-0.029667721518987344,-0.0,-2.3669190777576854,-2.2544077757685352,0.0
2019-04-25,1.0,-0.0,-0.03747735507246377,-0.0,-2.3768682065217392,-2.246942934782609,0.0
2019-04-26,1.0,-0.0,-0.02330989110707804,-0.0,-2.388895190562613,-2.259244555353902,0.0
2019-04-29,1.0,-0.0,-0.04901624342255777,-0.0,-2.4198695950583393,-2.250571951498513,0.0
2019-04-30,1.0,-0.0,-0.052360515021459234,-0.0,-2.4189413447782546,-2.251101573676681,0.0
2019-05-01,1.0,-0.0,-0.027386992619926196,-0.0,-2.457910516605166,-2.2803274907749076,0.0
2019-05-02,1.0,-0.0,-0.018839661231779686,-0.0,-2.4489255055597163,-2.293541510629717,0.0
2019-05-03,1.0,-0.0,-0.034446944781028214,-0.0,-2.444348277652761,-2.291154578500952,0.0
2019-05-06,1.0,-0.0,-0.0,-0.0,-2.4471109576427255,-2.30795349907919,0.0
2019-05-07,1.0,-0.0,-0.0030536990089882463,-0.0,-2.447914265959899,-2.310670661442729,0.0
2019-05-08,1.0,-0.0,-0.03487044857892935,-0.0,-2.393676520945098,-2.2785640908572082,0.0
2019-05-09,1.0,-0.0,-0.027131349295144328,-0.0,-2.3694898187513984,-2.1974714701275455,0.0
2019-05-10,1.0,-0.0,-0.019262888319786214,-0.0,-2.366607282039862,-2.1814385925843447,0.0
2019-05-13,1.0,-0.0,-0.014191106906338697,-0.0,-2.3650175301908845,-2.1859313261728532,0.0
2019-05-14,1.0,-0.0,-0.0,-0.0,-2.345498383473067,-2.134253931722286,0.0
2019-05-15,1.0,-0.0,-0.0,-0.0,-2.3663736263736266,-2.1281318681318684,0.0
2019-05-16,1.0,-0.0,-0.0,-0.0,-2.3649964248391178,-2.135196083823772,0.0
2019-05-17,1.0,-0.0,-0.0,-0.0,-2.3373221572736296,-2.177180985993162,0.0
2019-05-20,1.0,-0.0,-0.0,-0.0,-2.3185632026323004,-2.1653962160680007,0.0
2019-05-21,1.0,-0.0,-0.0,-0.0,-2.313708308231557,-2.163042882961827,0.0
2019-05-22,1.0,-0.0,-0.0,-0.0,-2.3123464205755475,-2.148255337738219,0.0
2019-05-23,1.0,-0.0,-0.0,-0.0,-2.3331697207678883,-2.1205279232111693,0.0
2019-05-24,1.0,-0.0,-0.0,-0.0,-2.322336956521739,-2.112391304347826,0.0
2019-05-28,1.0,-0.0,-0.0,-0.0,-2.3252841681622884,-2.1133409474084948,0.0
2019-05-29,1.0,-0.0,-0.0,-0.0,-2.334418049680009,-2.0891636836967136,0.0
2019-05-30,1.0,-0.0,-0.0,-0.0,-2.328507130849737,-2.094192288921425,0.0
2019-05-31,1.0,-0.0,-0.0,-0.0,-2.337090219452723,-2.081495529666757,0.0
2019-06-03,1.0,-0.0,-0.0,-0.0,-2.3714886504555994,-2.020272820402221,0.0
2019-06-04,1.0,-0.0,-0.0,-0.0,-2.3751213199611776,-2.0168769545993745,0.0
2019-06-05,1.0,-0.0,-0.0,-0.0,-2.373494615098944,-1.9318266221019684,0.0
2019-06-06,1.0,-0.0,-0.0,-0.0,-2.343502944765745,-1.9623812808404522,0.0
2019-06-07,1.0,-0.0,-0.0,-0.0,-2.338410104011887,-1.9683188282742519,0.0
2019-06-10,1.0,-0.0,-0.0,-0.0,-2.3125,-1.975148054145516,0.0
2019-06-11,1.0,-0.0,-0.0,-0.0,-2.3341123977477953,-1.9776904281313075,0.0
2019-06-12,1.0,-0.0,-0.0,-0.0,-2.2599292992306093,-1.938656685381576,0.0
2019-06-13,1.0,-0.0,-0.0022356244150982633,-0.0,-2.278361235312467,-1.9185296870125819,0.0
2019-06-14,1.0,-0.0,-0.0,-0.0,-2.2986702680241016,-1.8955433201745273,0.0
2019-06-17,1.0,-0.0,-0.0,-0.0,-2.3034769071094967,-1.8859366891541256,0.0
2019-06-18,1.0,-0.0,-0.0,-0.0,-2.2975313764132355,-1.8887044912353492,0.0
2019-06-19,1.0,-0.0,-0.0,-0.0,-2.293639703979713,-1.8815401335196398,0.0
2019-06-20,1.0,-0.0,-0.0,-0.0,-2.2951270088128566,-1.888906168999482,0.0
2019-06-21,1.0,-0.0,-0.0,-0.0,-2.291073001398891,-1.8900056991865708,0.0
2019-06-24,1.0,-0.0,-0.0,-0.0,-2.2806005818786366,-1.9147443890274312,0.0
2019-06-25,1.0,-0.0,-0.0,-0.0,-2.2788921222199128,-1.917532737476616,0.0
2019-06-26,1.0,-0.0,-0.0,-0.0,-2.244330004161465,-1.9575010403662088,0.0
2019-06-27,1.0,-0.0,-0.0,-0.0,-2.2548172065409853,-1.952921570669722,0.0
2019-06-28,1.0,-0.0,-0.0,-0.0,-2.257948691262944,-1.945777176458344,0.0
2019-07-01,1.0,-0.0,-0.0,-0.0,-2.2677476353809376,-1.929217337075148,0.0
2019-07-02,1.0,-0.0,-0.0,-0.0,-2.2578270785817955,-1.9256686709516897,0.0
2019-07-03,1.0,-0.0,-0.0,-0.0,-2.2569206842923797,-1.9271643338517368,0.0
2019-07-05,1.0,-0.0,-0.0,-0.0,-2.251955857209471,-1.929122843375991,0.0
2019-07-08,1.0,-0.0,-0.0,-0.0,-2.2437654575432813,-1.9087489694971145,0.0
2019-07-09,1.0,-0.0,-0.0,-0.0,-2.2438282739782505,-1.910013915373911,0.0
2019-07-10,1.0,-0.0,-0.0,-0.0,-2.246623363233323,-1.9085472729147333,0.0
2019-07-11,1.0,-0.0,-0.0,-0.0,-2.257145805386441,-1.902280466412135,0.0
2019-07-12,1.0,-0.0,-0.0,-0.0,-2.263562690342229,-1.8982604655964486,0.0
2019-07-15,1.0,-0.0,-0.0,-0.0,-2.270464287558746,-1.894024686257295,0.0
2019-07-16,1.0,-0.0,-0.0,-0.0,-2.2841795361809822,-1.8808429316667525,0.0
2019-07-17,1.0,-0.0,-0.0,-0.0,-2.27262420119563,-1.8809523809523812,0.0
2019-07-18,1.0,-0.0,-0.0,-0.0,-2.265462591334774,-1.8801584851291548,0.0
2019-07-19,1.0,-0.0,-0.0,-0.0,-2.263258062856849,-1.8805102618178078,0.0
2019-07-22,1.0,-0.0,-0.0,-0.0,-2.246091339230611,-1.896883357333882,0.0
2019-07-23,1.0,-0.0,-0.0,-0.0,-2.252856995778853,-1.894883146298775,0.0
2019-07-24,1.0,-0.0,-0.0,-0.0,-2.2574803962030536,-1.901361947998349,0.0
2019-07-25,1.0,-0.0,-0.0,-0.0,-2.2780869923727067,-1.8754895897753043,0.0
2019-07-26,1.0,-0.0,-0.0,-0.0,-2.278779758837473,-1.8743172214778934,0.0
2019-07-29,1.0,-0.0,-0.0,-0.0,-2.272867897287821,-1.8833659894812826,0.0
2019-07-30,1.0,-0.0,-0.0,-0.0,-2.2708719851576995,-1.8827045969903113,0.0
2019-07-31,1.0,-0.0,-0.0,-0.0,-2.269431120738563,-1.8881324462323998,0.0
2019-08-01,1.0,-0.0,-0.00056657223796034,-0.0,-2.268503734226114,-1.8815864022662891,0.0
2019-08-02,1.0,-0.0,-0.0,-0.0,-2.2599690880989183,-1.892065945388975,0.0
2019-08-05,1.0,-0.0,-0.0,-0.0,-2.2534986622761886,-1.891541469438156,0.0
2019-08-06,1.0,-0.0,-0.0,-0.0,-2.160677385212439,-1.879391159719772,0.0
2019-08-07,1.0,-0.0,-0.0,-0.0,-2.132113412427106,-1.8949829077015885,0.0
2019-08-08,1.0,-0.0,-0.0,-0.0,-2.1323847352808083,-1.8955201367590124,0.0
2019-08-09,1.0,-0.0,-0.0,-0.0,-2.0836707152496623,-1.9145798970360375,0.0
2019-08-12,1.0,-0.0,-0.0,-0.0,-2.0906320259805145,-1.9056207844116915,0.0
2019-08-13,1.0,-0.0,-0.0,-0.0,-2.085731384968331,-1.9015510448356692,0.0
2019-08-14,1.0,-0.0,-0.0,-0.0,-2.0683680055607963,-1.8966287671913014,0.0
2019-08-15,1.0,-0.0,-0.0,-0.0,-2.046186008070397,-1.8154990519714131,0.0
2019-08-16,1.0,-0.0,-0.032284263959390866,-0.0,-2.106446700507614,-1.9373604060913705,0.0
2019-08-19,1.0,-0.0,-0.04731845008981268,-0.0,-2.122504490633821,-1.9623299974339234,0.0
2019-08-20,1.0,-0.0,-0.05723663965534927,-0.0,-2.128987588470612,-1.9425069237870551,0.0
2019-08-21,1.0,-0.0,-0.05545873910814967,-0.0,-2.1284982060481803,-1.9416709379805228,0.0
2019-08-22,1.0,-0.0,-0.06339731384757885,-0.0,-2.145319816806463,-1.9371687335974888,0.0
2019-08-23,1.0,-0.0,-0.06212043232115286,-0.0,-2.1452907874420997,-1.9392177045805457,0.0
2019-08-26,1.0,-0.0,-0.029932524986048398,-0.0,-2.132007508497793,-1.9113692861853786,0.0
2019-08-27,1.0,-0.0,-0.022916982850204888,-0.0,-2.122021551069965,-1.9139980776040875,0.0
2019-08-28,1.0,-0.0,-0.016249495357287043,-0.0,-2.128128784820347,-1.9020488494146146,0.0
2019-08-29,1.0,-0.0,-0.0,-0.0,-2.1510747805025736,-1.8948430719547886,0.0
2019-08-30,1.0,-0.0,-0.0,-0.0,-2.1513217408784806,-1.8743089757764602,0.0
2019-09-03,1.0,-0.0,-0.0,-0.0,-2.1506160422428966,-1.878300226301232,0.0
2019-09-04,1.0,-0.0,-0.0,-0.0,-2.149227439730233,-1.8837888167497105,0.0
2019-09-05,1.0,-0.0,-0.0,-0.0,-2.1515685583362707,-1.8839317186162448,0.0
2019-09-06,1.0,-0.0,-0.0,-0.0,-2.169074638804179,-1.8301754736789482,0.0
2019-09-09,1.0,-0.0,-0.0,-0.0,-2.1709875618162746,-1.8242669464009191,0.0
2019-09-10,1.0,-0.0,-0.0,-0.0,-2.1710840972499,-1.810980470306895,0.0
2019-09-11,1.0,-0.0,-0.0,-0.0,-2.172786820166733,-1.789499801508535,0.0
2019-09-12,1.0,-0.0,-0.0,-0.0,-2.169119468807294,-1.7860859224022596,0.0
2019-09-13,1.0,-0.0,-0.0,-0.0,-2.162000099112939,-1.7935973041280537,0.0
2019-09-16,1.0,-0.0,-0.0,-0.0,-2.153682439120966,-1.7958325084141753,0.0
2019-09-17,1.0,-0.0,-0.09145865834633385,-0.0,-2.06542511700468,-1.71826248049922,0.0
2019-09-18,1.0,-0.0,-0.11342062989826218,-0.0,-2.053838290415227,-1.700579272744974,0.0
2019-09-19,1.0,-0.0,-0.10925024342745862,-0.0,-2.0619766309639727,-1.6973222979552094,0.0
2019-09-20,1.0,-0.0,-0.14071084747410903,-0.0,-2.050858170856226,-1.670540185734429,0.0
2019-09-23,1.0,-0.0,-0.1531527188584651,-0.0,-2.004772464327034,-1.6627940609332819,0.0
2019-09-24,1.0,-0.0,-0.1626555219291925,-0.0,-1.9954364221549694,-1.6456742085795264,0.0
2019-09-25,1.0,-0.0,-0.15811986350747342,-0.0,-1.9966838083337337,-1.651271206805402,0.0
2019-09-26,1.0,-0.0,-0.11710609988749204,-0.0,-2.140145771168615,-1.6344469989727535,0.0
2019-09-27,1.0,-0.0,-0.10569748480506004,-0.0,-2.1745812126303306,-1.6612146069081386,0.0
2019-09-30,1.0,-0.0,-0.002660491698280534,-0.0,-2.2278169187564663,-1.6964083362073212,0.0
2019-10-01,1.0,-0.0,-0.0028610891870560376,-0.0,-2.2335240726124703,-1.696527229676401,0.0
2019-10-02,1.0,-0.0,-0.062259116513489476,-0.011414171360806403,-2.235991698784465,-1.6314853246368217,0.0
