Date,BWA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2783747481531229,-0.6038616521155137,-0.0235392881128274,-0.6347884486232371,-0.8173942243116185,0.0
2018-09-25,1.0,-0.27753126260588945,-0.6060911657926582,-0.021379588543767647,-0.6366814575769799,-0.8198870512303348,0.0
2018-09-26,1.0,-0.2773633939721219,-0.6081879239933848,-0.015322825610044213,-0.6421411454993419,-0.832056431199163,0.0
2018-09-27,1.0,-0.27987453202468887,-0.6016391783871295,-0.01726871058045803,-0.6422139026611353,-0.8317987115922966,0.0
2018-09-28,1.0,-0.2763211244762806,-0.607818624138397,-0.018211920529801324,-0.6434653331531288,-0.8329841870523044,0.0
2018-10-01,1.0,-0.27649940868389933,-0.6077377935462072,-0.01844906234161176,-0.6434194965365772,-0.8328095962155769,0.0
2018-10-02,1.0,-0.2768128674731365,-0.6075217949584376,-0.01912549841184024,-0.6432384942893831,-0.8323984591471245,0.0
2018-10-03,1.0,-0.2775501912855063,-0.5943054474049497,-0.016589362494498425,-0.6519619460337881,-0.8451772353319564,0.0
2018-10-04,1.0,-0.27759718271705264,-0.5948124068806718,-0.01703237166463497,-0.651564404713531,-0.8451510226195313,0.0
2018-10-05,1.0,-0.2701360980716626,-0.5906926480024316,-0.008409037182128263,-0.6554658741683834,-0.8524534801256289,0.0
2018-10-08,1.0,-0.2719327958810379,-0.5951155070794663,-0.009450579229049523,-0.6558498746697378,-0.8549217532687488,0.0
2018-10-09,1.0,-0.26890185964436,-0.5979367449436677,-0.0,-0.6627528166146328,-0.8639201846070312,0.0
2018-10-10,1.0,-0.2665960934298593,-0.6073282338478351,-0.0,-0.6657560442562491,-0.875153667531758,0.0
2018-10-11,1.0,-0.23532385253083507,-0.5965154680865404,-0.0,-0.6557592505223429,-0.8823886230370022,0.0
2018-10-12,1.0,-0.2386352266284228,-0.5877330487276123,-0.0,-0.6397958843344562,-0.8690591335089886,0.0
2018-10-15,1.0,-0.21379103682493175,-0.6097089964706666,-0.0,-0.6350802423919558,-0.8710128521009523,0.0
2018-10-16,1.0,-0.20946418462153252,-0.6170368643644477,-0.0,-0.633887242332412,-0.8696926304572247,0.0
2018-10-17,1.0,-0.19028366696249546,-0.5835059001413405,-0.0,-0.6320218255924794,-0.8811754264865398,0.0
2018-10-18,1.0,-0.19058266473760357,-0.5847362883072471,-0.0,-0.6313626200184137,-0.881461265290017,0.0
2018-10-19,1.0,-0.1791254827518492,-0.5772075669306801,-0.0,-0.6316685213065393,-0.8849250507298554,0.0
2018-10-22,1.0,-0.1795752756781519,-0.5747194136317528,-0.0,-0.6325709237263178,-0.8852786230817055,0.0
2018-10-23,1.0,-0.18236545067888107,-0.5748077866841159,-0.0,-0.6303942417798135,-0.8841485359070833,0.0
2018-10-24,1.0,-0.18305174060534202,-0.5713203570134704,-0.0,-0.6404834831867734,-0.8986595527451173,0.0
2018-10-25,1.0,-0.16037948949627287,-0.5414501920036142,-0.0,-0.6415824970150699,-0.8835393204040143,0.0
2018-10-26,1.0,-0.16775365845744508,-0.5478763100684643,-0.0,-0.642525714656543,-0.8866283785976182,0.0
2018-10-29,1.0,-0.13919948144547076,-0.565548533462972,-0.0,-0.6336412250850754,-0.9025765678172096,0.0
2018-10-30,1.0,-0.0995996324494618,-0.5819768968233132,-0.0,-0.6501378314518247,-0.9499540561827252,0.0
2018-10-31,1.0,-0.11062309482447805,-0.5583270510341211,-0.0,-0.6578386705562294,-0.9509325117178538,0.0
2018-11-01,1.0,-0.106350922013691,-0.5611345845206511,-0.0,-0.6572336313910452,-0.9506403327765222,0.0
2018-11-02,1.0,-0.10566434485477723,-0.5700157707977395,-0.0,-0.6568537258509659,-0.9530490208963069,0.0
2018-11-05,1.0,-0.10600683491062039,-0.5692363301787592,-0.0,-0.6569072029442693,-0.9538314931650893,0.0
2018-11-06,1.0,-0.12086787094217495,-0.5864733661371817,-0.0,-0.6526204550708364,-0.9424391532644233,0.0
2018-11-07,1.0,-0.12109697670576575,-0.5867834131835454,-0.0,-0.6533619692714357,-0.9429043449529161,0.0
2018-11-08,1.0,-0.09420218525445419,-0.5891984119171835,-0.0,-0.6458312826065558,-0.9519309643337599,0.0
2018-11-09,1.0,-0.09396633747826372,-0.5891269398602316,-0.0,-0.646346664916828,-0.9514747859181731,0.0
2018-11-12,1.0,-0.09298890566533186,-0.5903302041620168,-0.0,-0.6463927000590822,-0.9526029015952209,0.0
2018-11-13,1.0,-0.072614040236069,-0.5851185235905964,-0.0,-0.6469725129609704,-0.9559163976653949,0.0
2018-11-14,1.0,-0.07332420448617631,-0.5845070422535211,-0.0,-0.6469744392279604,-0.9554968701095462,0.0
2018-11-15,1.0,-0.07547978632196796,-0.6042010156301524,-0.0,-0.6737453010617952,-0.9440743916111588,0.0
2018-11-16,1.0,-0.07467650060913371,-0.600408284218498,-0.0,-0.6725823976819993,-0.9449474827960885,0.0
2018-11-19,1.0,-0.07592019490353592,-0.5999868308421676,-0.0,-0.671824586817673,-0.9445578455257786,0.0
2018-11-20,1.0,-0.039701257861635225,-0.5924069706498952,-0.0,-0.6768212788259959,-0.9667518343815514,0.0
2018-11-21,1.0,-0.039503680062528496,-0.5871816583078225,-0.0,-0.6744610173907379,-0.9555135804077379,0.0
2018-11-23,1.0,-0.03894616265750287,-0.604025527736868,-0.0,-0.6727867779414172,-0.9570283096056292,0.0
2018-11-26,1.0,-0.03805752806047318,-0.6091495140547794,-0.0,-0.6705716810105044,-0.9546123891488596,0.0
2018-11-27,1.0,-0.030672446950682875,-0.6106783141562632,-0.0,-0.666579745102513,-0.9515955539619935,0.0
2018-11-28,1.0,-0.027948483263598323,-0.6287918410041841,-0.0,-0.6626569037656903,-0.9494639121338911,0.0
2018-11-29,1.0,-0.010018805524933531,-0.6202905129369042,-0.0,-0.6601711951235328,-0.9518513715063873,0.0
2018-11-30,1.0,-0.00902040948765372,-0.6207858788409747,-0.0,-0.660242058470424,-0.9547032674648754,0.0
2018-12-03,1.0,-0.008693677620267947,-0.6207545333636099,-0.0,-0.6600707172284037,-0.9544230706847893,0.0
2018-12-04,1.0,-0.008115565654926148,-0.620775848076611,-0.0,-0.6612887518260023,-0.9560136341503003,0.0
2018-12-06,1.0,-0.0,-0.6101197199006099,-0.0,-0.6600083900738971,-0.9568233889444642,0.0
2018-12-07,1.0,-0.0,-0.6099206093074291,-0.0,-0.6596204737623442,-0.9577228425740657,0.0
2018-12-10,1.0,-0.0,-0.6062951662116588,-0.0,-0.6532840854343985,-0.9522402440982817,0.0
2018-12-11,1.0,-0.0,-0.6096556163501771,-0.0,-0.6468297392983586,-0.9620534277438044,0.0
2018-12-12,1.0,-0.0,-0.6097914252607184,-0.0,-0.6475473155658555,-0.9614072357409553,0.0
