Date,IWF,IWM,MTUM,PNFP,SPY,VLUE,VXX
2018-09-24,-0.1663751894601842,-0.7514865337530605,-0.0847324239244491,1.0,-0.44357001282499714,-0.46863705258248806,0.0
2018-09-25,-0.16567442946360825,-0.7534874219342788,-0.08279343956108094,1.0,-0.44536858693748904,-0.4710208369812642,0.0
2018-09-26,-0.16650125518127154,-0.7546266565473759,-0.08456418938642069,1.0,-0.4450055461498044,-0.468328565590519,0.0
2018-09-27,-0.16993287786168046,-0.7998621598945224,-0.07692077190459067,1.0,-0.46395181589356344,-0.4858564065683807,0.0
2018-09-28,-0.1695981781679801,-0.7999580499205944,-0.07724807479099871,1.0,-0.4638180565127498,-0.48581188385820867,0.0
2018-10-01,-0.17095323741007193,-0.7989208633093524,-0.077068345323741,1.0,-0.46474820143884893,-0.4859412470023981,0.0
2018-10-02,-0.17119980807868776,-0.8012714786937356,-0.0766485740846253,1.0,-0.4642696494437281,-0.48541098149758605,0.0
2018-10-03,-0.1710431654676259,-0.7981714628297362,-0.07640887290167865,1.0,-0.46501798561151075,-0.4869304556354916,0.0
2018-10-04,-0.17013489807029217,-0.8152864315528401,-0.07573649506986872,1.0,-0.46455144879317645,-0.49891113665235015,0.0
2018-10-05,-0.1569159357386141,-0.8112849263043674,-0.06441209271483256,1.0,-0.47237544081743377,-0.5091479036682038,0.0
2018-10-08,-0.15697569214065987,-0.8125037698293021,-0.06438868448036673,1.0,-0.4723746908739972,-0.5095904457446168,0.0
2018-10-09,-0.15467061167803875,-0.8143529980073667,-0.05751464283557756,1.0,-0.476963951452207,-0.5156391522251071,0.0
2018-10-10,-0.15452651915356053,-0.8144112053611856,-0.057415401334259056,1.0,-0.4770127086666465,-0.5152896428894859,0.0
2018-10-11,-0.11283863368669021,-0.8198763250883392,-0.009069493521790341,1.0,-0.47014134275618374,-0.5327149587750294,0.0
2018-10-12,-0.10800258337247536,-0.8238903240958196,-0.003816345702207609,1.0,-0.468529826209488,-0.5313821042743072,0.0
2018-10-15,-0.07803043657089136,-0.8586873494329865,-0.0,1.0,-0.4656266525647805,-0.5355485046124919,0.0
2018-10-16,-0.07898448519040903,-0.8575164551010812,-0.0,1.0,-0.4660025858015985,-0.5359073812881993,0.0
2018-10-17,-0.05597014925373134,-0.8233150652985075,-0.0,1.0,-0.4741721082089552,-0.5616546175373134,0.0
2018-10-18,-0.05647752394988946,-0.8268828297715549,-0.0,1.0,-0.49238025055268975,-0.5719086219602063,0.0
2018-10-19,-0.04473367924251751,-0.8237035734177587,-0.0,1.0,-0.4917186996159822,-0.571307126315481,0.0
2018-10-22,-0.04780700462458393,-0.8374326195175115,-0.0,1.0,-0.4902942649268019,-0.5700609738136617,0.0
2018-10-23,-0.041001667460695564,-0.8471891376846117,-0.0,1.0,-0.5069378275369223,-0.5825095283468318,0.0
2018-10-24,-0.03992349988046857,-0.8438620607219698,-0.0,1.0,-0.512879512311738,-0.5916208462825723,0.0
2018-10-25,-0.027481772293886708,-0.8319213625763793,-0.0,1.0,-0.5103757711721817,-0.5820468164241225,0.0
2018-10-26,-0.020431494401125638,-0.8236208008442282,-0.0,1.0,-0.5109339274198277,-0.5763616110687694,0.0
2018-10-29,-0.00727007299270073,-0.8285547445255473,-0.0,1.0,-0.5052846715328466,-0.5785985401459854,0.0
2018-10-30,-0.0,-0.8292797280665767,-0.0,1.0,-0.504424778761062,-0.5966125534782863,0.0
2018-10-31,-0.0,-0.8133080955154339,-0.0,1.0,-0.5048048922539313,-0.5939138031450204,0.0
2018-11-01,-0.0,-0.8137645928556871,-0.0,1.0,-0.5040612536027249,-0.593437945791726,0.0
2018-11-02,-0.0,-0.7938254800312781,-0.0,1.0,-0.5116279069767442,-0.5906918821859887,0.0
2018-11-05,-0.0,-0.8097198863306849,-0.0,1.0,-0.5122948442846372,-0.5777416922809256,0.0
2018-11-06,-0.0,-0.8124655747209741,-0.0,1.0,-0.5113204812291637,-0.5751848093926657,0.0
2018-11-07,-0.0,-0.8123189245567273,-0.0,1.0,-0.5101981689651176,-0.5746899988411172,0.0
2018-11-08,-0.0,-0.8093785960874568,-0.0,1.0,-0.49298043728423474,-0.574482163406214,0.0
2018-11-09,-0.0,-0.8098473941837029,-0.0,1.0,-0.49501871580765905,-0.5745177080334005,0.0
2018-11-12,-0.0,-0.7998852223816356,-0.0,1.0,-0.4974748923959828,-0.5720516499282641,0.0
2018-11-13,-0.0,-0.7944058334282784,-0.0,1.0,-0.4893186738065398,-0.564657627891079,0.0
2018-11-14,-0.0,-0.7944916462336774,-0.0,1.0,-0.49138963334663854,-0.5652620174488224,0.0
2018-11-15,-0.0,-0.7948462414578588,-0.0,1.0,-0.49216970387243736,-0.5603644646924829,0.0
2018-11-16,-0.0,-0.7941695610089392,-0.0,1.0,-0.4921995103342253,-0.5605249672607185,0.0
2018-11-19,-0.0,-0.7949967233666695,-0.0,1.0,-0.4932330398609568,-0.560988118642619,0.0
2018-11-20,-0.0,-0.7787094940306993,-0.0,1.0,-0.4839113132461626,-0.579874928936896,0.0
2018-11-21,-0.0,-0.7759501170894111,-0.0,1.0,-0.4820415879017013,-0.5634116750839375,0.0
