Date,IWF,IWM,MBI,MTUM,SPY,VLUE,VXX
2018-09-24,-0.7347300268751527,-1.6533716100659661,1.0,-0.16827510383581726,-1.2762032738822378,-1.2754703151722453,0.0
2018-09-25,-0.7424603902856793,-1.6521074203217714,1.0,-0.17758610142533798,-1.274729308129932,-1.270508350155992,0.0
2018-09-26,-0.743449714671412,-1.6558875866723937,1.0,-0.17260845554396514,-1.2812174019758238,-1.2829355096029944,0.0
2018-09-27,-0.7437454010301692,-1.6525018395879323,1.0,-0.1736571008094187,-1.280169242089772,-1.2818861908265882,0.0
2018-09-28,-0.7406134969325153,-1.656441717791411,1.0,-0.17484662576687116,-1.2804907975460122,-1.2825766871165643,0.0
2018-10-01,-0.7472919743968488,-1.6582964057114722,1.0,-0.17479074347612014,-1.2874199901526342,-1.2867429837518463,0.0
2018-10-02,-0.7507697992363592,-1.6366547604384776,1.0,-0.1833969700702057,-1.293878556472472,-1.2936938046557458,0.0
2018-10-03,-0.750955021565003,-1.6207640172520026,1.0,-0.18102279728897103,-1.3020332717190388,-1.3065927295132471,0.0
2018-10-04,-0.7549864565377986,-1.6114257572026593,1.0,-0.1823442501846836,-1.3066362964786997,-1.3007879832553557,0.0
2018-10-05,-0.7348999449238113,-1.6003304571323667,1.0,-0.16100605838076004,-1.3132611223303348,-1.3100789425371764,0.0
2018-10-08,-0.7342897431181411,-1.6003923732450493,1.0,-0.15063454110722826,-1.3297161424805346,-1.3157991539451903,0.0
2018-10-09,-0.7412213271016542,-1.60586679785991,1.0,-0.16001475923989916,-1.3297460180800689,-1.3127728921960518,0.0
2018-10-10,-0.7458597549713722,-1.6051222064889492,1.0,-0.16400911161731208,-1.3338053315274274,-1.307640214246137,0.0
2018-10-11,-0.6466627288836384,-1.5865327820437094,1.0,-0.04010632014176019,-1.303780271707029,-1.3295333727111636,0.0
2018-10-12,-0.6419781750638496,-1.5651265381936383,1.0,-0.02873229626189924,-1.272753656837706,-1.2959136289760855,0.0
2018-10-15,-0.590112016890505,-1.665767403671339,1.0,-0.0,-1.285731042167615,-1.3231482024514691,0.0
2018-10-16,-0.5851756289215975,-1.673429895033132,1.0,-0.0,-1.2839383099747845,-1.3214683633378292,0.0
2018-10-17,-0.5438335809806835,-1.5962967196251001,1.0,-0.0,-1.2588295805234884,-1.3159789690250314,0.0
2018-10-18,-0.5427101200686106,-1.5941109205260149,1.0,-0.0,-1.2633504859919953,-1.317438536306461,0.0
2018-10-19,-0.5094510469722694,-1.5707979626485569,1.0,-0.0,-1.2639501980758348,-1.3150537634408601,0.0
2018-10-22,-0.5099660249150623,-1.5559456398640998,1.0,-0.0,-1.2731596828992073,-1.3234428086070216,0.0
2018-10-23,-0.5108406453439004,-1.5555052363430513,1.0,-0.0,-1.2719501839796208,-1.3226153410699122,0.0
2018-10-24,-0.5065573770491802,-1.5498586772187677,1.0,-0.0,-1.2719615602035048,-1.3244771057094404,0.0
2018-10-25,-0.435055450365161,-1.4523667838788208,1.0,-0.0,-1.2652961860968353,-1.2569651068433867,0.0
2018-10-26,-0.4077545803152961,-1.4225607158074136,1.0,-0.0,-1.2607584149978697,-1.23482104814657,0.0
2018-10-29,-0.37283022861981374,-1.4337425910245556,1.0,-0.0,-1.2444961896697715,-1.2410563082133785,0.0
2018-10-30,-0.3571957671957672,-1.4342857142857142,1.0,-0.0,-1.2453968253968255,-1.254126984126984,0.0
2018-10-31,-0.3588306176979095,-1.4039398543511288,1.0,-0.0,-1.2350814690627128,-1.2413684706868549,0.0
2018-11-01,-0.31418028465998943,-1.456615709014233,1.0,-0.0,-1.2461254612546124,-1.2545598313125987,0.0
2018-11-02,-0.31836713359816016,-1.416840894835877,1.0,-0.0,-1.2487455571816852,-1.2428392222454527,0.0
2018-11-05,-0.31276128762541805,-1.4328490802675584,1.0,-0.0,-1.249843227424749,-1.2302989130434783,0.0
2018-11-06,-0.3132838628762542,-1.4324310200668897,1.0,-0.0,-1.2496864548494984,-1.230351170568562,0.0
2018-11-07,-0.31192516722408026,-1.4346258361204014,1.0,-0.0,-1.2483277591973245,-1.230873745819398,0.0
2018-11-08,-0.24854215918045705,-1.472340425531915,1.0,-0.0,-1.2566325190438665,-1.2760178618334648,0.0
2018-11-09,-0.24881815316734954,-1.4717932555940751,1.0,-0.0,-1.2564870259481038,-1.2755541548481983,0.0
2018-11-12,-0.24873870086188773,-1.4734076098381332,1.0,-0.0,-1.2568845911288629,-1.276382173638848,0.0
2018-11-13,-0.20756088695019992,-1.4635716882172716,1.0,-0.0,-1.2539336345225114,-1.2678506517110661,0.0
2018-11-14,-0.20694494983625303,-1.4660809897593179,1.0,-0.0,-1.255497218901076,-1.2698445703592036,0.0
2018-11-15,-0.20522407436256945,-1.469231967596199,1.0,-0.0,-1.262034584826297,-1.2564781637845979,0.0
2018-11-16,-0.19927554980595086,-1.4533505821474773,1.0,-0.0,-1.2587322121604139,-1.2632341526520052,0.0
2018-11-19,-0.19946189268898434,-1.4531484451803176,1.0,-0.0,-1.2583949914627206,-1.2631034304341078,0.0
2018-11-20,-0.11820477147421034,-1.4445303241098573,1.0,-0.0,-1.2762405317668883,-1.3138558252177048,0.0
2018-11-21,-0.1221475142624287,-1.4317950285248575,1.0,-0.0,-1.2687449062754685,-1.2710370823145885,0.0
2018-11-23,-0.12311838893409274,-1.4207180634662326,1.0,-0.0,-1.2710028478437754,-1.2705960130187144,0.0
2018-11-26,-0.12169042769857435,-1.4337067209775969,1.0,-0.0,-1.2686863543788187,-1.2675661914460286,0.0
2018-11-27,-0.10459996963716411,-1.437781488791053,1.0,-0.0,-1.2597034563028187,-1.2584383381407824,0.0
2018-11-28,-0.10313878606561534,-1.4536788195324781,1.0,-0.0,-1.2565285736017444,-1.2573905988540135,0.0
2018-11-29,-0.05449727513624319,-1.431378431078446,1.0,-0.0,-1.249787510624469,-1.264086795660217,0.0
2018-11-30,-0.054086478380404895,-1.4318420394901272,1.0,-0.0,-1.2509372656835789,-1.261884528867783,0.0
2018-12-03,-0.04881226821689887,-1.4395609902776387,1.0,-0.0,-1.2569910794828105,-1.2661621729978951,0.0
2018-12-04,-0.033288349077822764,-1.4479932023791673,1.0,-0.0,-1.2522117258959362,-1.2647573349327734,0.0
2018-12-06,-0.012059234962134003,-1.3591240171723507,1.0,-0.0,-1.2343832907240366,-1.2180792050552314,0.0
