Date,IWF,IWM,MTUM,PROF,SPY,VLUE,VXX
2020-06-26,-0.6150160940190135,-0.427277490830152,-0.8206452578785839,1.0,-0.8798562766674154,-0.0,0.0
2020-06-29,-0.6308132875143184,-0.4141657121038564,-0.8632684230622375,1.0,-0.9038182512409316,-0.006223749522718594,0.0
2020-06-30,-0.6392697551846618,-0.3974334491845854,-0.8727800481228277,1.0,-0.9056639804453271,-0.004124813810487721,0.0
2020-07-01,-0.6396943648519581,-0.39736389684813755,-0.8738872970391596,1.0,-0.9060936007640878,-0.003400191021967526,0.0
2020-07-02,-0.6441462109046417,-0.39454767913129923,-0.8767301368815478,1.0,-0.9080828936300375,-0.0,0.0
2020-07-06,-0.6462715105162524,-0.3950286806883365,-0.8749904397705545,1.0,-0.9078011472275334,-0.0,0.0
2020-07-07,-0.6369551073519844,-0.4100424815339278,-0.8681924298671972,1.0,-0.9119751999693826,-0.0,0.0
2020-07-08,-0.6460265537810275,-0.39615162593804115,-0.8888974408312487,1.0,-0.9172599576678853,-0.0,0.0
2020-07-09,-0.6410216897176099,-0.3981584928920907,-0.8888546442192857,1.0,-0.9245290287783642,-0.0,0.0
2020-07-10,-0.6433167649212037,-0.3946749894039225,-0.8914961661464956,1.0,-0.9235926482487574,-0.0,0.0
2020-07-13,-0.6493391391468536,-0.39042811452352505,-0.892335555469924,1.0,-0.9213132441909753,-0.0,0.0
2020-07-14,-0.652506077092256,-0.387236177026662,-0.8975190029710229,1.0,-0.9212100165914264,-0.0,0.0
2020-07-15,-0.6596771702193389,-0.3819508804448563,-0.8970883534136544,1.0,-0.9228452270620945,-0.0,0.0
2020-07-16,-0.6744312026002167,-0.35311871227364183,-0.9101532270546355,1.0,-0.931666924624671,-0.0,0.0
2020-07-17,-0.6903509797047251,-0.35347279030812984,-0.916910132055627,1.0,-0.9347123212964045,-0.0,0.0
2020-07-20,-0.6923347535472775,-0.3537114490091076,-0.9244029238165969,1.0,-0.9383965914865341,-0.0,0.0
2020-07-21,-0.6819583805098972,-0.36239409674774525,-0.9173466598992698,1.0,-0.9425682270721898,-0.0,0.0
2020-07-22,-0.6870604781997186,-0.3575558681043913,-0.921315830598531,1.0,-0.940928270042194,-0.0,0.0
2020-07-23,-0.6882695540007036,-0.3566430832975023,-0.9214322010710237,1.0,-0.9425008794902865,-0.0,0.0
2020-07-24,-0.6825477408521107,-0.36072167766626306,-0.9189674698324676,1.0,-0.9429843402194711,-0.0,0.0
2020-07-27,-0.6839351942221356,-0.35869607651766544,-0.9166504001561586,1.0,-0.9446418114386101,-0.0,0.0
2020-07-28,-0.6819494303105978,-0.3587092242859372,-0.9140783518027157,1.0,-0.9472061807398158,-0.0,0.0
2020-07-29,-0.6812436607630491,-0.358664274011079,-0.9135913240227822,1.0,-0.9475696340797378,-0.0,0.0
2020-07-30,-0.683263745268662,-0.34970929098216724,-0.916806493151754,1.0,-0.9523939594958443,-0.0,0.0
2020-07-31,-0.6801469151721174,-0.35060368069393977,-0.9183370452858204,1.0,-0.9582307662251398,-0.0,0.0
2020-08-03,-0.6894487696099526,-0.3439223817534525,-0.9164743163413012,1.0,-0.9623645397284926,-0.0,0.0
2020-08-04,-0.6884630426280798,-0.3419632381697302,-0.9153695737192022,1.0,-0.9650371529135707,-0.0,0.0
2020-08-05,-0.6925998433829287,-0.33958496476115896,-0.9162881754111197,1.0,-0.9669537979639781,-0.0,0.0
2020-08-06,-0.693265465935787,-0.33606108065779167,-0.9184416601409553,1.0,-0.9676585747846514,-0.0,0.0
2020-08-07,-0.6883753776138727,-0.34257915179096865,-0.9261249950959237,1.0,-0.9661422574443878,-0.0,0.0
2020-08-10,-0.6784144427001569,-0.35533751962323384,-0.9213893249607534,1.0,-0.9695447409733123,-0.0,0.0
2020-08-11,-0.687209942578463,-0.34806890584441125,-0.9310154959490287,1.0,-0.9666876425705971,-0.0,0.0
2020-08-12,-0.6857873009632396,-0.34786711224690386,-0.9295459013170827,1.0,-0.9683900137605661,-0.0,0.0
2020-08-13,-0.6821875858819835,-0.3542852655961682,-0.9199481763574261,1.0,-0.9696517608260375,-0.0,0.0
2020-08-14,-0.6896103896103897,-0.35257772530499804,-0.9266430539157813,1.0,-0.9665879574970484,-0.0,0.0
2020-08-17,-0.6887104393008976,-0.35297590930562117,-0.9269406392694064,1.0,-0.9677216186427335,-0.0,0.0
2020-08-18,-0.6895397818983504,-0.3542380221251132,-0.9163418763040825,1.0,-0.9767331994803353,-0.0,0.0
2020-08-19,-0.687308085977482,-0.35768837099440987,-0.9153609951972285,1.0,-0.976340445634202,-0.0,0.0
2020-08-20,-0.6874409448818897,-0.3572834645669291,-0.9155905511811023,1.0,-0.9766929133858268,-0.0,0.0
2020-08-21,-0.6843286226036295,-0.3611778136440578,-0.912530016139826,1.0,-0.9785064756131167,-0.0,0.0
2020-08-24,-0.6832092638544252,-0.3668123990704636,-0.9118122021347828,1.0,-0.9768797510732994,-0.0,0.0
2020-08-25,-0.6875790139064475,-0.362436788874842,-0.93204804045512,1.0,-0.9686709860935524,-0.0,0.0
2020-08-26,-0.6867222375854304,-0.3632520839094536,-0.9315766602141191,1.0,-0.9689882668984315,-0.0,0.0
2020-08-27,-0.6842126046438162,-0.3661348918022429,-0.930105828463118,1.0,-0.9684094139946295,-0.0,0.0
2020-08-28,-0.6862628896527201,-0.36505867014341586,-0.9316502706333214,1.0,-0.9678795780490695,-0.0,0.0
2020-08-31,-0.6868283817951959,-0.3644516434892541,-0.9321665613147914,1.0,-0.9672487357774968,-0.0,0.0
2020-09-01,-0.6861962705436156,-0.3658738938053097,-0.9288874841972187,1.0,-0.9696981668773704,-0.0,0.0
2020-09-02,-0.683264887063655,-0.36570052124466906,-0.9290001579529299,1.0,-0.9708576844100457,-0.0,0.0
2020-09-03,-0.6844495340388564,-0.3681093034275785,-0.933383351761175,1.0,-0.9629205496761964,-0.0,0.0
2020-09-04,-0.6483766106607136,-0.380605490933302,-0.9069439548819175,1.0,-0.9805741589315786,-0.0,0.0
2020-09-08,-0.6357678270083592,-0.38385463678819515,-0.9036537027589184,1.0,-0.9905027275224678,-0.010713865232918646,0.0
2020-09-09,-0.6138493985314795,-0.3940009373535385,-0.872285580378066,1.0,-0.9908608029995313,-0.034682080924855495,0.0
2020-09-10,-0.6048940149625935,-0.3944046134663342,-0.8609336034912719,1.0,-0.9907652743142146,-0.04555018703241896,0.0
2020-09-11,-0.6019462826002335,-0.39575710393149083,-0.8602569093032307,1.0,-0.9896068509147528,-0.04499805371739977,0.0
2020-09-14,-0.6036053574209624,-0.3977573586668743,-0.8606136115869801,1.0,-0.9884753153714374,-0.04298395888490889,0.0
2020-09-15,-0.6114597544338336,-0.37918534398752685,-0.8488403819918144,1.0,-1.0069382186708244,-0.051412979925940364,0.0
2020-09-16,-0.6353122895956276,-0.38088637173749457,-0.8879559586518279,1.0,-1.025307932987445,-0.031129945740425366,0.0
2020-09-17,-0.6200547597317567,-0.39264314908138565,-0.8792111424149834,1.0,-1.0259513511368596,-0.05023610174199436,0.0
2020-09-18,-0.6104614160700079,-0.39124900556881465,-0.8811058074781225,1.0,-1.0291964996022276,-0.06575178997613365,0.0
2020-09-21,-0.6112592003182812,-0.3905311318878058,-0.8805251641137855,1.0,-1.0303162920230753,-0.06592401034414164,0.0
2020-09-22,-0.6196028492976242,-0.3774125512356241,-0.8895698197301921,1.0,-1.031318397071113,-0.06156233833419555,0.0
2020-09-23,-0.619195416020055,-0.37734272412558195,-0.8896183995861685,1.0,-1.0307190322709006,-0.06227368588595759,0.0
2020-09-24,-0.6195483331341857,-0.37842036085553826,-0.892181463336918,1.0,-1.0361652128888357,-0.05659776158043573,0.0
2020-09-25,-0.6197076512526387,-0.3783407017963118,-0.8919823156888517,1.0,-1.035886406181543,-0.057035886406181534,0.0
2020-09-28,-0.6156783200095454,-0.3753728671996182,-0.8851767887682457,1.0,-1.035477071153005,-0.06554508213021518,0.0
2020-09-29,-0.6153356918551496,-0.3737727073975434,-0.8856381921532773,1.0,-1.0350995746710656,-0.06515085264538696,0.0
2020-09-30,-0.6154213036565979,-0.37404610492845786,-0.886248012718601,1.0,-1.0338632750397458,-0.06502384737678855,0.0
2020-10-01,-0.615442695914799,-0.37466221586393267,-0.8855905261484661,1.0,-1.0331425846447306,-0.06513272929581942,0.0
2020-10-02,-0.6128030574465544,-0.36124049524264495,-0.8832357976034076,1.0,-1.0457422668099845,-0.07798877343843305,0.0
2020-10-05,-0.6128916669984472,-0.3608313094716726,-0.8839033324043477,1.0,-1.0469005056336347,-0.07684038698889199,0.0
2020-10-06,-0.6141397272257346,-0.35078929579704965,-0.8788421010775777,1.0,-1.0506183148435326,-0.08187204262594935,0.0
2020-10-07,-0.6084624553039334,-0.35860150973381016,-0.87632101708383,1.0,-1.0450933651172032,-0.08450536352800954,0.0
2020-10-08,-0.6081917764724558,-0.3554135577075726,-0.8756151770122241,1.0,-1.046237498015558,-0.08338625178599778,0.0
2020-10-09,-0.6051229019171108,-0.354983692625885,-0.8748309601463687,1.0,-1.0510301487550713,-0.09144061729377138,0.0
2020-10-12,-0.5960199004975125,-0.35200000000000004,-0.8737512437810946,1.0,-1.0487562189054729,-0.1095721393034826,0.0
2020-10-13,-0.584838119481346,-0.35915997136266015,-0.8733195449844882,1.0,-1.0448253917747197,-0.11530506721820062,0.0
2020-10-14,-0.5848711422208082,-0.35710308622335346,-0.8746420617244671,1.0,-1.0470092268533249,-0.11346643334393891,0.0
2020-10-15,-0.5826041998090996,-0.3539611835825644,-0.8751988545975183,1.0,-1.0462535793827554,-0.11903436207445116,0.0
2020-10-16,-0.5825080539315118,-0.3559241140675337,-0.871296185817126,1.0,-1.0451815614684008,-0.12234021397605696,0.0
2020-10-19,-0.5792699916411256,-0.35365999283525057,-0.8699996019583648,1.0,-1.048760100306492,-0.12876646897265454,0.0
2020-10-20,-0.5765300035789557,-0.3531633992126297,-0.8706803992523958,1.0,-1.0449755438024415,-0.13122837714240265,0.0
2020-10-21,-0.5766156293497714,-0.3522370252535295,-0.8699940345993239,1.0,-1.0461722012328496,-0.1319546629548618,0.0
2020-10-22,-0.5756973694667409,-0.3511483747913852,-0.8672017801796074,1.0,-1.0447826432488279,-0.1348247635698959,0.0
2020-10-23,-0.5730413006320308,-0.3537385220813292,-0.8663990141908812,1.0,-1.0448384147553362,-0.13701951743053623,0.0
2020-10-26,-0.5673576156315644,-0.3463200031707027,-0.8673457254964132,1.0,-1.0342435892354644,-0.14815108398398796,0.0
2020-10-27,-0.5636255689689293,-0.34423114981199293,-0.874015436374431,1.0,-1.0354640807441124,-0.14070849000593708,0.0
2020-10-28,-0.5692283327394385,-0.34410262501484734,-0.8787266896305974,1.0,-1.0365443243457257,-0.1306964405907273,0.0
2020-10-29,-0.5502639249980305,-0.3428661466950288,-0.8785157173245096,1.0,-1.0347829512329632,-0.1327897266209722,0.0
2020-10-30,-0.5489168964159117,-0.34202441906262304,-0.8799921228830248,1.0,-1.0350531705395825,-0.13253249310752263,0.0
2020-11-02,-0.5466100027544957,-0.33935387400149525,-0.8799039861488214,1.0,-1.0353755951678274,-0.13371109274780624,0.0
2020-11-03,-0.5481411616757054,-0.3435117503733396,-0.8843040163483454,1.0,-1.0319107128821816,-0.12202310775760433,0.0
