Date,IWF,IWM,MTUM,SPY,TRWH,VLUE,VXX
2019-11-27,-0.13199556317434707,-0.3859029948573157,-1.3164263386104669,-1.3714328930119994,1.0,-0.8360895432086317,0.0
2019-11-29,-0.134675547482087,-0.38798062367544656,-1.3165304268846503,-1.3713290947623373,1.0,-0.8354021596528409,0.0
2019-12-02,-0.1363913751017087,-0.3804922701383238,-1.3349776240846216,-1.3963588283157038,1.0,-0.8372152156224573,0.0
2019-12-03,-0.11323328785811732,-0.37127987469051593,-1.3215603051892275,-1.4027083017533224,1.0,-0.8440200090950432,0.0
2019-12-04,-0.09233176838810643,-0.3810389217022566,-1.3429754152153062,-1.4050179211469536,1.0,-0.8267959008531477,0.0
2019-12-05,-0.09592301848569258,-0.3783236262344898,-1.3555836920739428,-1.4094201063560394,1.0,-0.8253228665484933,0.0
2019-12-06,-0.0964716617661969,-0.3781810808070567,-1.3574977187468318,-1.4103720977390248,1.0,-0.826979620805029,0.0
2019-12-09,-0.09211391572664272,-0.37184480752693616,-1.3681015731701147,-1.3998178967069652,1.0,-0.8265971976326572,0.0
2019-12-10,-0.07989886219974716,-0.3698609355246523,-1.3727433628318582,-1.4078887484197218,1.0,-0.8265486725663717,0.0
2019-12-11,-0.08024566033905188,-0.3767130240584712,-1.3786417622576386,-1.4130037559638617,1.0,-0.827022637295706,0.0
2019-12-12,-0.08089317432123826,-0.377518396346105,-1.3780258817558995,-1.4119259071301702,1.0,-0.8265414869322506,0.0
2019-12-13,-0.078125,-0.37718141233766234,-1.380073051948052,-1.4129971590909092,1.0,-0.8246245941558442,0.0
2019-12-16,-0.09120587635176496,-0.37303611507855544,-1.3991532340338706,-1.4244031830238726,1.0,-0.8131503774739849,0.0
2019-12-17,-0.08401691547358231,-0.37687878942273395,-1.403780506445203,-1.4264533550720946,1.0,-0.8038925969327967,0.0
2019-12-18,-0.08749361919346606,-0.36967840735068913,-1.4100561510974987,-1.4286881061766208,1.0,-0.8086778968861664,0.0
2019-12-19,-0.09658146300914379,-0.380195344970906,-1.4428512053200333,-1.450332502078138,1.0,-0.8253325020781379,0.0
2019-12-20,-0.09017889740781307,-0.3803265008084285,-1.445678819172795,-1.466385020601888,1.0,-0.8331507849580138,0.0
2019-12-23,-0.09209360504508261,-0.38213373638400994,-1.4421222702871734,-1.46515870120394,1.0,-0.8303538854432688,0.0
2019-12-24,-0.10105383973288815,-0.3844428213689483,-1.4310830550918199,-1.4724540901502505,1.0,-0.8280467445742905,0.0
2019-12-26,-0.10364803507123845,-0.3826000730650801,-1.42977923907938,-1.4735139084598923,1.0,-0.8293930379416523,0.0
2019-12-27,-0.10145532314433259,-0.38506076886964685,-1.4300245161963383,-1.470189348495123,1.0,-0.8294820301497053,0.0
2019-12-30,-0.09848721961398017,-0.3837245696400626,-1.4318205529473134,-1.4728221178925403,1.0,-0.8296296296296295,0.0
2019-12-31,-0.08512078300708038,-0.38744273219491876,-1.4333090379008746,-1.474073302790504,1.0,-0.8262182423990004,0.0
2020-01-02,-0.08653095225698965,-0.38876451293799136,-1.4330192117457177,-1.4739938564065185,1.0,-0.8241266205029416,0.0
2020-01-03,-0.02569458951326509,-0.4254752454564445,-1.483862544391059,-1.4592646751618967,1.0,-0.828180488823898,0.0
2020-01-06,-0.0,-0.43727168354034024,-1.5115854294958773,-1.4564241728420833,1.0,-0.8133806492015446,0.0
2020-01-07,-0.02178477690288714,-0.43937007874015743,-1.5106036745406826,-1.4765879265091864,1.0,-0.800997375328084,0.0
2020-01-08,-0.022454225906300824,-0.4369130685693301,-1.5094171344630398,-1.4721158386233673,1.0,-0.8054141965269398,0.0
2020-01-09,-0.020496959530299855,-0.4376179492556091,-1.5080205493814214,-1.4693331935416227,1.0,-0.8067204864751519,0.0
2020-01-10,-0.014122816194162571,-0.4429333612302543,-1.5005230672664507,-1.461763782822471,1.0,-0.811277330264672,0.0
2020-01-13,-0.015385423230413779,-0.44349926486032343,-1.5191136315900022,-1.463085486242386,1.0,-0.8099138836378912,0.0
2020-01-14,-0.0,-0.43834670350103594,-1.5348244169367262,-1.4890825054454655,1.0,-0.8503957923816606,0.0
2020-01-15,-0.0,-0.43869528261793456,-1.5345835104122398,-1.4885784105397366,1.0,-0.8505099872503188,0.0
2020-01-16,-0.0010622477161674102,-0.4381240705332483,-1.5327172296579563,-1.487677926492458,1.0,-0.8516039940514128,0.0
2020-01-17,-0.0,-0.4194693077697156,-1.5300037074307506,-1.487527143689423,1.0,-0.8593294846671257,0.0
2020-01-21,-0.0,-0.42899517982944013,-1.523703585995021,-1.4857778484029875,1.0,-0.8584141109168918,0.0
2020-01-22,-0.0,-0.4285714285714285,-1.5239154616240267,-1.4860956618464958,1.0,-0.8583611420096403,0.0
2020-01-23,-0.0,-0.42611046326725327,-1.5270857627478005,-1.4835683239690451,1.0,-0.8637761051627266,0.0
2020-01-24,-0.0,-0.42516844394928116,-1.530054644808743,-1.4851716271420237,1.0,-0.8649265213008649,0.0
2020-01-27,-0.0,-0.39819724284199365,-1.5509544008483565,-1.4697242841993639,1.0,-0.8832979851537646,0.0
2020-01-28,-0.0,-0.44337781528561626,-1.5903792394113614,-1.4264465425391635,1.0,-0.8143361991666227,0.0
2020-01-29,-0.0,-0.44504513961788794,-1.5832458534537057,-1.4119252571908463,1.0,-0.8086290153264749,0.0
2020-01-30,-0.0,-0.4478630683608107,-1.5784941720046206,-1.44151002835241,1.0,-0.7825265147537541,0.0
2020-01-31,-0.0,-0.44809116210681094,-1.5792154597489891,-1.4413695321115372,1.0,-0.7826497925746995,0.0
2020-02-03,-0.0,-0.4217518924764406,-1.5439003038261498,-1.4120706524537825,1.0,-0.7718729079767238,0.0
2020-02-04,-0.0,-0.39099844800827727,-1.5460941541645112,-1.4295913088463528,1.0,-0.8065700982928091,0.0
2020-02-05,-0.0,-0.3976183111660996,-1.560212393030209,-1.4194246829570056,1.0,-0.7779152489947417,0.0
2020-02-06,-0.0,-0.39613327848621965,-1.579905388728918,-1.4093480049362404,1.0,-0.7565816536404771,0.0
2020-02-07,-0.0,-0.3994449298452999,-1.5771701701187233,-1.4069486560106903,1.0,-0.7559747134707303,0.0
2020-02-10,-0.0,-0.3821008877713348,-1.5799250782572998,-1.4129419613075382,1.0,-0.7566069687483964,0.0
2020-02-11,-0.0,-0.38144435351882156,-1.5655175941080195,-1.40532937806874,1.0,-0.762223813420622,0.0
2020-02-12,-0.0,-0.44331110239309535,-1.7727400100879895,-1.5073137925236788,1.0,-0.8811298548450373,0.0
2020-02-13,-0.0,-0.44221724524076145,-1.7751399776035832,-1.5040873460246358,1.0,-0.8776595744680851,0.0
2020-02-14,-0.0,-0.4339738920947952,-1.7658692363717856,-1.5163314471398956,1.0,-0.8864362149140007,0.0
2020-02-18,-0.0,-0.43422232182877635,-1.7666965486329,-1.5165844912595248,1.0,-0.8853653070372031,0.0
2020-02-19,-0.0,-0.43742997983419224,-1.7688214205691237,-1.517477033385615,1.0,-0.8778848308312793,0.0
2020-02-20,-0.0,-0.43663549308394467,-1.772078176625413,-1.5143081144649155,1.0,-0.8770230161841295,0.0
2020-02-21,-0.0,-0.4437793689863504,-1.7687961512642651,-1.5069926157977176,1.0,-0.874580443052137,0.0
2020-02-24,-0.0,-0.4384568279240661,-1.7639035795802482,-1.4931804264321105,1.0,-0.8714579969938206,0.0
2020-02-25,-0.0,-0.5152453676509853,-1.7403214609921502,-1.2985528915469644,1.0,-0.785710471511721,0.0
2020-02-26,-0.0,-0.47394087168546173,-1.6416234887737478,-1.2431677334146094,1.0,-0.721020014223306,0.0
2020-02-27,-0.0,-0.47156698625272664,-1.636635722619591,-1.2465885456297874,1.0,-0.7180033480444377,0.0
2020-02-28,-0.0,-0.5888993414863594,-1.4351834430856067,-1.0218250235183441,1.0,-0.6577610536218249,0.0
2020-03-02,-0.0,-0.5758415097882729,-1.4300267593070748,-1.0293413454767382,1.0,-0.659452607858786,0.0
2020-03-03,-0.0,-0.7120178372352286,-1.216098104793757,-0.9265105908584169,1.0,-0.6046822742474917,0.0
2020-03-04,-0.0,-0.7841239109390126,-1.2563143536038017,-0.8370148728328787,1.0,-0.5227492739593418,0.0
2020-03-05,-0.0,-0.9708161157024793,-1.121943870523416,-0.7624397382920111,1.0,-0.4491649449035813,0.0
2020-03-06,-0.0,-0.9533669962235329,-1.094623838418127,-0.7423091611151187,1.0,-0.45287902575635425,0.0
2020-03-09,-0.0,-0.9393569050528888,-1.0973913776391757,-0.7331113826962788,1.0,-0.44443507943866156,0.0
2020-03-10,-0.1177204048701775,-0.6224145518556551,-0.9112146105324923,-0.6607011882059557,1.0,-0.355251576940003,0.0
2020-03-11,-0.014967292377701936,-0.7690201934015928,-0.9297852673492606,-0.5699303185437998,1.0,-0.2714732650739477,0.0
2020-03-12,-0.03858773668740174,-0.6930412194955226,-0.8561760885911546,-0.5584113746667578,1.0,-0.27168637637569215,0.0
2020-03-13,-0.17972364834886229,-0.5716549407365152,-0.6757938771629588,-0.4832033973505736,1.0,-0.25882613931672693,0.0
2020-03-16,-0.0974094197460451,-0.7522588779155285,-0.6503166931828416,-0.43325428511391956,1.0,-0.06856182271185424,0.0
2020-03-17,-0.2661091683138209,-0.5870457655466018,-0.5396381328873348,-0.41879276265774673,1.0,-0.2292838680249354,0.0
2020-03-18,-0.2815693827467305,-0.6634773694510888,-0.45742598863036255,-0.46876456152340723,1.0,-0.23522102450995622,0.0
2020-03-19,-0.3381572429410516,-0.8282145637251433,-0.5926686009482698,-0.5722171113155474,1.0,-0.2070624867313,0.0
2020-03-20,-0.353207028707788,-0.9421505531853351,-0.5749511895292502,-0.5830862679875624,1.0,-0.1622315424108757,0.0
2020-03-23,-0.35655202437962563,-0.9344434769989842,-0.5839138006094907,-0.5858365984617617,1.0,-0.1671745755333043,0.0
2020-03-24,-0.37539409313281397,-0.9513317630005436,-0.5443377423446277,-0.5760101467657185,1.0,-0.1767711541946005,0.0
2020-03-25,-0.4624515312178523,-0.9163962965893804,-0.6557331645168948,-0.6372161114188494,1.0,-0.28483817361715597,0.0
2020-03-26,-0.47365591397849466,-0.9329611248966089,-0.7342018196856906,-0.6891232423490489,1.0,-0.3057071960297767,0.0
2020-03-27,-0.46054665256650124,-0.926787602700724,-0.7118685430732938,-0.6805499064508257,1.0,-0.2875620271699341,0.0
2020-03-30,-0.45419475351254773,-0.9316169901729879,-0.7157881913424836,-0.6809469666206448,1.0,-0.2781612929424186,0.0
2020-03-31,-0.4407811929026757,-0.9526168338137967,-0.7120467741280604,-0.6723374883267692,1.0,-0.2824312801981404,0.0
2020-04-01,-0.4492135105474942,-0.9765475754989229,-0.6862577734422631,-0.6786164288907857,1.0,-0.27390968581067354,0.0
2020-04-02,-0.44470083394057164,-0.9764391547243139,-0.6849242976277226,-0.6790138450327908,1.0,-0.26313658813051577,0.0
2020-04-03,-0.44216198695352704,-0.9890198938454682,-0.6891535999351728,-0.6635468579068919,1.0,-0.2678173493780641,0.0
2020-04-06,-0.44452992145112963,-0.9874078872783221,-0.6860879423435096,-0.6638594218155316,1.0,-0.2670256700947445,0.0
2020-04-07,-0.42973221790817756,-0.9804667173678101,-0.6775007004763239,-0.657487091222031,1.0,-0.25753512388424127,0.0
2020-04-08,-0.4288516191009887,-0.9809870712084217,-0.6748989312732658,-0.6572469279109795,1.0,-0.2607773285834367,0.0
2020-04-09,-0.42804398426840035,-0.9916927522273055,-0.6759772052331647,-0.6594028413195281,1.0,-0.25800626053455333,0.0
2020-04-13,-0.4385599166098705,-0.962273984685082,-0.6849216212965561,-0.6619091528685402,1.0,-0.26147616565769954,0.0
2020-04-14,-0.4362483445037525,-0.9704619336196171,-0.6790945940522535,-0.6634827627724044,1.0,-0.2640767347594012,0.0
2020-04-15,-0.4189551105248431,-0.9809329655834033,-0.665027781108846,-0.6609905264420195,1.0,-0.2713354918655314,0.0
2020-04-16,-0.4143102827660681,-0.9893612766468025,-0.6644802623685159,-0.6624005119385674,1.0,-0.2689677238731353,0.0
2020-04-17,-0.40752300920368145,-1.008203281312525,-0.6492597038815526,-0.6619447779111645,1.0,-0.2747098839535814,0.0
2020-04-20,-0.43198272069117233,-0.9742010319587217,-0.673053077876885,-0.6612535498580057,1.0,-0.2593896244150234,0.0
2020-04-21,-0.436036036036036,-0.9758958958958959,-0.6721121121121122,-0.661981981981982,1.0,-0.257977977977978,0.0
2020-04-22,-0.42276065783171,-0.9983234871467347,-0.656155197189845,-0.6650965990739262,1.0,-0.24936132843685133,0.0
