Date,IWF,IWM,MTUM,SA,SPY,VLUE,VXX
2018-09-24,-1.1799116997792496,-2.653591441670912,-0.0,1.0,-1.9910850738665309,-1.6658176260825268,0.0
2018-09-25,-1.5263854930725347,-3.1783822330888345,-0.0,1.0,-2.427159739201304,-2.0554197229013855,0.0
2018-09-26,-1.5362763131003474,-3.193030860412835,-0.0,1.0,-2.4352135704067033,-2.0542611894543223,0.0
2018-09-27,-1.5483969777414746,-3.169287318766592,-0.0,1.0,-2.4376148662446395,-2.055135797426996,0.0
2018-09-28,-1.5475873373629752,-3.1866612027456203,-0.0,1.0,-2.4463681999795104,-2.064337670320664,0.0
2018-10-01,-1.5500102480016396,-3.185078909612626,-0.0,1.0,-2.4479401516704242,-2.064972330395573,0.0
2018-10-02,-1.5538949738970211,-3.1613266455113114,-0.0,1.0,-2.451530351110656,-2.0697103081175148,0.0
2018-10-03,-1.5532111031445253,-3.1363310457851075,-0.0,1.0,-2.463689439721397,-2.089521663423128,0.0
2018-10-04,-1.5668887749871863,-3.1213736545361352,-0.0,1.0,-2.4809841107124555,-2.081906714505382,0.0
2018-10-05,-1.526266416510319,-3.155409631019387,-0.0,1.0,-2.569105691056911,-2.172399416301855,0.0
2018-10-08,-1.514832934318726,-3.1434370771312583,-0.0,1.0,-2.5812428437597585,-2.1696679504527947,0.0
2018-10-09,-1.5084374999999999,-3.1456250000000003,-0.0,1.0,-2.586145833333333,-2.1765624999999997,0.0
2018-10-10,-1.5101721439749607,-3.1510693792383933,-0.0,1.0,-2.589775691184142,-2.182055294731351,0.0
2018-10-11,-1.1921889010660556,-3.095247583939424,-0.0,1.0,-2.478728703795955,-2.196871575171864,0.0
2018-10-12,-1.4400625628421404,-3.530666964584962,-0.0,1.0,-2.76382527091945,-2.437381298178974,0.0
2018-10-15,-1.3520570488206254,-3.5274821722435545,-0.0,1.0,-2.701700493691717,-2.389687328579265,0.0
2018-10-16,-1.3496273564226215,-3.5261946514686544,-0.0,1.0,-2.697829899167032,-2.3863437088996053,0.0
2018-10-17,-1.204407373082072,-3.219956750077232,-0.0,1.0,-2.5626609000102976,-2.3105756358768406,0.0
2018-10-18,-1.2022240527182868,-3.216021416803954,-0.0,1.0,-2.5672364085667216,-2.311161449752883,0.0
2018-10-19,-1.1184448462929475,-3.1224633313240906,-0.0,1.0,-2.536668675909182,-2.2685352622061483,0.0
2018-10-22,-1.11963406052076,-3.0985221674876846,-0.0,1.0,-2.5520257364029355,-2.28320096511511,0.0
2018-10-23,-1.1230800120469833,-3.0941672522839068,-0.0,1.0,-2.5444232506776427,-2.2774821805039656,0.0
2018-10-24,-1.1127112711271128,-3.073807380738074,-0.0,1.0,-2.5393539353935397,-2.275127512751275,0.0
2018-10-25,-0.9022403258655803,-2.6575754892411227,-0.0,1.0,-2.340742052598955,-1.9544850792526343,0.0
2018-10-26,-0.8586837294332724,-2.7411334552102375,-0.0,1.0,-2.504387568555759,-2.036563071297989,0.0
2018-10-29,-0.7792536369386464,-2.7576579018704255,-0.0,1.0,-2.4592030360531307,-2.0397578386193187,0.0
2018-10-30,-0.7829898770788142,-2.757230657989877,-0.0,1.0,-2.4587852494577005,-2.0393167028199564,0.0
2018-10-31,-0.78125,-2.6303546348314613,-0.0,1.0,-2.3952773876404496,-1.971120084269663,0.0
2018-11-01,-0.7203804106301662,-2.7282019376055464,-0.0,1.0,-2.4309839125411075,-2.0085325748822327,0.0
2018-11-02,-0.7242156352920783,-2.5896169180100537,-0.0,1.0,-2.404749523314266,-1.9484312705841569,0.0
2018-11-05,-0.7158176943699732,-2.6039955028971717,-0.0,1.0,-2.4005015999308137,-1.9279598720055349,0.0
2018-11-06,-0.7277287666493687,-2.61338868707836,-0.0,1.0,-2.39231966787753,-1.9155855388341119,0.0
2018-11-07,-0.7300287481487934,-2.63829601881697,-0.0,1.0,-2.409007753288614,-1.9342277201846851,0.0
2018-11-08,-0.628498727735369,-2.70579977186979,-0.0,1.0,-2.430639642011055,-2.00921295077652,0.0
2018-11-09,-0.6274011051662135,-2.704499605297781,-0.0,1.0,-2.4312779580738533,-2.007981755986317,0.0
2018-11-12,-0.6364686028954615,-2.6862065902833288,-0.0,1.0,-2.514965805133671,-2.0441424638067325,0.0
2018-11-13,-0.5514511873350924,-2.5821772065707718,-0.0,1.0,-2.4284619967656824,-1.9492722784917866,0.0
2018-11-14,-0.552109075415424,-2.585683851725607,-0.0,1.0,-2.4311887515977846,-1.9525351512569238,0.0
2018-11-15,-0.5483679020741244,-2.5873002380142807,-0.0,1.0,-2.439051343080585,-1.925790547432846,0.0
2018-11-16,-0.5361395270836826,-2.5350494717424112,-0.0,1.0,-2.4038235787355355,-1.9100285091396947,0.0
2018-11-19,-0.5375848487387915,-2.532975781446409,-0.0,1.0,-2.4014078605547637,-1.9082376602698399,0.0
2018-11-20,-0.42482431769897044,-2.4644549763033172,-0.0,1.0,-2.3659911750285993,-1.9159993462984146,0.0
2018-11-21,-0.4370548219287715,-2.4222488995598237,-0.0,1.0,-2.336534613845538,-1.8074429771908764,0.0
2018-11-23,-0.4388981768967439,-2.3857176976355383,-0.0,1.0,-2.3358012897062337,-1.80073242576228,0.0
2018-11-26,-0.4372765551759752,-2.386271550011917,-0.0,1.0,-2.3277190752363546,-1.7934376737904185,0.0
2018-11-27,-0.4041524684998811,-2.4102543783184087,-0.0,1.0,-2.3245899041128455,-1.7855614549488865,0.0
2018-11-28,-0.4039377580184186,-2.424499841219435,-0.0,1.0,-2.3236741822800893,-1.7869164814226741,0.0
2018-11-29,-0.31079523626584715,-2.3426046868997314,-0.0,1.0,-2.2674606223588167,-1.7625816365731848,0.0
2018-11-30,-0.31137448052947514,-2.348622441126674,-0.0,1.0,-2.2761274434354317,-1.7598122210250886,0.0
2018-12-03,-0.30541682673837883,-2.3479830964271993,-0.0,1.0,-2.273453707260853,-1.7566653860929697,0.0
2018-12-04,-0.282322502092687,-2.341754813180123,-0.0,1.0,-2.248611216802374,-1.737158511528803,0.0
2018-12-06,-0.24687209551726602,-2.1014513476799888,-0.0,1.0,-2.2009008364910274,-1.6002716808465003,0.0
2018-12-07,-0.2453167453167453,-2.102173602173602,-0.0,1.0,-2.202130702130702,-1.6003146003146,0.0
2018-12-10,-0.15097869890616003,-2.1748704663212433,-0.0,1.0,-2.27475532527346,-1.5957109959700633,0.0
2018-12-11,-0.15676258992805756,-2.1721582733812945,-0.0,1.0,-2.274460431654676,-1.590935251798561,0.0
2018-12-12,-0.15429108524329407,-2.1841515436338663,-0.0,1.0,-2.285084231075121,-1.6066806449280604,0.0
2018-12-13,-0.15390709398631616,-2.1681670867842993,-0.0,1.0,-2.283903492978034,-1.596038890889449,0.0
2018-12-14,-0.16525118756297683,-2.137829278825392,-0.0,1.0,-2.2985461350223115,-1.5957247732834314,0.0
2018-12-17,-0.12213686157348129,-2.122207995447432,-0.0,1.0,-2.252809788021055,-1.6162327500355669,0.0
2018-12-18,-0.06856212053901968,-2.1956167629201837,-0.0,1.0,-2.3890122908337035,-1.7509995557529985,0.0
2018-12-19,-0.08490355254338273,-2.2045132941088847,-0.0,1.0,-2.397259253742459,-1.7610784240709019,0.0
2018-12-20,-0.08988927738927738,-2.138767482517482,-0.0,1.0,-2.3460081585081585,-1.709717365967366,0.0
2018-12-21,-0.07092670660454108,-2.198432068633977,-0.0,1.0,-2.4289623548554102,-1.697581539826936,0.0
2018-12-24,-0.012645348837209303,-2.122456395348837,-0.0,1.0,-2.3994912790697676,-1.7328488372093025,0.0
2018-12-26,-0.008864593336780675,-2.2308487848119967,-0.0,1.0,-2.3983895988771518,-1.7490581369579672,0.0
2018-12-27,-0.0,-2.002545551982851,-0.0,1.0,-2.046623794212219,-1.64965166130761,0.0
2018-12-28,-0.0,-2.0186639812017457,-0.0,1.0,-2.048136958710977,-1.6468613628734474,0.0
2018-12-31,-0.0,-2.0181108193630917,-0.0,1.0,-2.0578334343230322,-1.6567023496936648,0.0
