Date,IWF,IWM,MTUM,NEM,SPY,VLUE,VXX
2018-09-24,-0.3240705970709726,-0.7203967955939417,-0.0,1.0,-0.583145575165853,-0.5016898235073225,0.0
2018-09-25,-0.3226584777363457,-0.7223388587722871,-0.0,1.0,-0.5846206874941247,-0.5039012314730674,0.0
2018-09-26,-0.3248675257893582,-0.7246731257642743,-0.0,1.0,-0.585050010974195,-0.5008936130185307,0.0
2018-09-27,-0.32486011191047165,-0.7604796163069545,-0.0,1.0,-0.5983373301358913,-0.513796962430056,0.0
2018-09-28,-0.32553007771275067,-0.7601458313345486,-0.0,1.0,-0.5984201605423902,-0.5139595126163292,0.0
2018-10-01,-0.3252456707531769,-0.7622675330495182,-0.0,1.0,-0.5986043980666432,-0.5148362728465798,0.0
2018-10-02,-0.3293401665598975,-0.7484304932735427,-0.0,1.0,-0.6044522741832159,-0.5208520179372198,0.0
2018-10-03,-0.33278242271048025,-0.7350443969149004,-0.0,1.0,-0.6248946788515134,-0.547929224188217,0.0
2018-10-04,-0.34477923433118113,-0.7290158481706125,-0.0,1.0,-0.6420465662297007,-0.5450988064957935,0.0
2018-10-05,-0.32773791356862236,-0.7197636286892432,-0.0,1.0,-0.6474560862365661,-0.5519010357479139,0.0
2018-10-08,-0.32433836661795745,-0.7167722032797532,-0.0,1.0,-0.6538399090761488,-0.5522974508848839,0.0
2018-10-09,-0.3230404571725437,-0.7166699136307553,-0.0,1.0,-0.6542307942074161,-0.5529904539255796,0.0
2018-10-10,-0.3220889798836567,-0.7182736992622925,-0.0,1.0,-0.6545123655389815,-0.5549705891911215,0.0
2018-10-11,-0.23430453833114787,-0.7276041833242716,-0.0,1.0,-0.6456327757699811,-0.5907186490549141,0.0
2018-10-12,-0.31347042992202057,-0.8270650748740597,-0.0,1.0,-0.689979987578497,-0.6198675039679801,0.0
2018-10-15,-0.2714404662781016,-0.8802386899805718,-0.0,1.0,-0.6891479322786567,-0.628504024424091,0.0
2018-10-16,-0.2622046969326866,-0.9058868688278606,-0.0,1.0,-0.6912098265694246,-0.630247409010015,0.0
2018-10-17,-0.23387819849644803,-0.8607835023105042,-0.0,1.0,-0.697254983102283,-0.6566314918270225,0.0
2018-10-18,-0.23362068965517244,-0.8606206896551725,-0.0,1.0,-0.697448275862069,-0.6566206896551725,0.0
2018-10-19,-0.21114580831131396,-0.8490443018427645,-0.0,1.0,-0.7085206410212415,-0.662880477677499,0.0
2018-10-22,-0.21139995884491392,-0.8442622950819672,-0.0,1.0,-0.709788051306674,-0.6641402016599217,0.0
2018-10-23,-0.21188533022426445,-0.8441464920101502,-0.0,1.0,-0.7092791989575475,-0.6638090665935121,0.0
2018-10-24,-0.2107652622527945,-0.8405503009458297,-0.0,1.0,-0.7154600171969046,-0.6726053310404128,0.0
2018-10-25,-0.17141724741552997,-0.7834329689203026,-0.0,1.0,-0.7150312118109456,-0.6329557089539916,0.0
2018-10-26,-0.1426914560854743,-0.8481355217376023,-0.0,1.0,-0.8311601588584684,-0.6926158928759709,0.0
2018-10-29,-0.10890044994375703,-0.8722933070866141,-0.0,1.0,-0.8239946569178852,-0.7099971878515186,0.0
2018-10-30,-0.07967929615439194,-0.88495104299702,-0.0,1.0,-0.836739037888463,-0.7462750106428266,0.0
2018-10-31,-0.08415250667041146,-0.8582713102092403,-0.0,1.0,-0.830887515798343,-0.7374666479427047,0.0
2018-11-01,-0.06603112294967053,-0.8717580260759848,-0.0,1.0,-0.8296298892471611,-0.7373825879714004,0.0
2018-11-02,-0.06736186443643488,-0.8675508275886201,-0.0,1.0,-0.8286734086853063,-0.7356965391748609,0.0
2018-11-05,-0.06134754259272243,-0.8885227511743673,-0.0,1.0,-0.8326789595456776,-0.7230596648671387,0.0
2018-11-06,-0.0653910849453322,-0.8911199887860948,-0.0,1.0,-0.8294084664984581,-0.7184608915054668,0.0
2018-11-07,-0.06443253843190812,-0.8915502328675982,-0.0,1.0,-0.8277480127464371,-0.7180726266764716,0.0
2018-11-08,-0.03335293914126561,-0.8897692281078089,-0.0,1.0,-0.8150365014012386,-0.7216897899871986,0.0
2018-11-09,-0.03324339283243393,-0.8894423688944237,-0.0,1.0,-0.8151722706517227,-0.7213574097135741,0.0
2018-11-12,-0.03177004538577912,-0.8724728372988584,-0.0,1.0,-0.817837986521799,-0.7162357309861093,0.0
2018-11-13,-0.0043135656545071665,-0.8650906867739963,-0.0,1.0,-0.8176414645744174,-0.7094626723728008,0.0
2018-11-14,-0.004686385709919516,-0.8646381634801508,-0.0,1.0,-0.8175026318470472,-0.709138452134343,0.0
2018-11-15,-0.006333253020342133,-0.886758682408013,-0.0,1.0,-0.8461776752831033,-0.7027157264310054,0.0
2018-11-16,-0.004802579671366334,-0.8791465129841173,-0.0,1.0,-0.8427841240437721,-0.7036465301361875,0.0
2018-11-19,-0.002405002405002405,-0.8816395244966674,-0.0,1.0,-0.8460111317254174,-0.7056620628049199,0.0
2018-11-20,-0.0,-0.8641474717186861,-0.0,1.0,-0.8339580209895052,-0.7092476489028213,0.0
2018-11-21,-0.0,-0.8612677721117152,-0.0,1.0,-0.8389449866603628,-0.6769106075444936,0.0
2018-11-23,-0.0,-0.8637915300638794,-0.0,1.0,-0.8386791496265251,-0.677392097880826,0.0
2018-11-26,-0.0,-0.8651781148798364,-0.0,1.0,-0.8533151525481506,-0.6904039543207772,0.0
2018-11-27,-0.0,-0.865541662430958,-0.0,1.0,-0.8424655213310291,-0.6805597912642743,0.0
2018-11-28,-0.0,-0.8761542639869636,-0.0,1.0,-0.8393536121673004,-0.6793862031504617,0.0
2018-11-29,-0.0,-0.8543799772468714,-0.0,1.0,-0.820350665863615,-0.6713176738272101,0.0
2018-11-30,-0.0,-0.8546038758911538,-0.0,1.0,-0.8203969608729124,-0.6720554272517322,0.0
2018-12-03,-0.0,-0.8543575680556483,-0.0,1.0,-0.8190756471139053,-0.6708246940004012,0.0
2018-12-04,-0.0,-0.8545959325662296,-0.0,1.0,-0.8195745250200696,-0.6707920792079207,0.0
2018-12-06,-0.0,-0.7810786856186194,-0.0,1.0,-0.850966746544989,-0.650592522075961,0.0
2018-12-07,-0.0,-0.7851675903932436,-0.0,1.0,-0.8541831617841118,-0.659705727104777,0.0
2018-12-10,-0.0,-0.7999406449910968,-0.0,1.0,-0.8605157290773595,-0.6370441205566182,0.0
2018-12-11,-0.0,-0.7997163307715144,-0.0,1.0,-0.8654220404393574,-0.633341029785269,0.0
2018-12-12,-0.0,-0.7999076242948105,-0.0,1.0,-0.8650654877767148,-0.6341592161261589,0.0
2018-12-13,-0.0,-0.8025441929621676,-0.0,1.0,-0.8652568974062449,-0.6363456137452503,0.0
2018-12-14,-0.0,-0.7919762258543833,-0.0,1.0,-0.872775301304276,-0.6371801221726927,0.0
2018-12-17,-0.0,-0.7870829909613803,-0.0,1.0,-0.8608052588331964,-0.6389153656532457,0.0
2018-12-18,-0.0,-0.7708381020895326,-0.0,1.0,-0.8554004120205355,-0.6437657368954579,0.0
2018-12-19,-0.0,-0.7735038530906706,-0.0,1.0,-0.8584686014100673,-0.6472536481390392,0.0
2018-12-20,-0.0,-0.7935071846726982,-0.0,1.0,-0.8695117083555081,-0.6632184672698244,0.0
2018-12-21,-0.0,-0.8524567426054995,-0.0,1.0,-0.9495474877769686,-0.665487707618156,0.0
2018-12-24,-0.0,-0.8248515836793521,-0.0,1.0,-0.9333241824233898,-0.6734154627500772,0.0
2018-12-26,-0.0,-0.8681212455982877,-0.0,1.0,-0.9152109369605745,-0.6690257543326659,0.0
2018-12-27,-0.0,-0.8118325642715887,-0.0,1.0,-0.8075477916941332,-0.6765655899802241,0.0
2018-12-28,-0.0,-0.8119584911876132,-0.0,1.0,-0.8067863613902159,-0.675605336847307,0.0
2018-12-31,-0.0,-0.8094137839978874,-0.0,1.0,-0.8112292051756007,-0.6801557961447056,0.0
2019-01-02,-0.0,-0.8076783654638326,-0.0,1.0,-0.807843137254902,-0.6799143186686439,0.0
2019-01-03,-0.0,-0.8072348696998648,-0.0,1.0,-0.819062366158205,-0.668270022732514,0.0
2019-01-04,-0.0,-0.8089869281045752,-0.0,1.0,-0.7902287581699347,-0.6687581699346405,0.0
2019-01-07,-0.0,-0.7695449613887294,-0.0,1.0,-0.7799157572276469,-0.6415533856659646,0.0
