Date,IWF,IWM,MTUM,RE,SPY,VLUE,VXX
2018-10-18,-0.12733133778494127,-0.5887059636196177,-0.0,1.0,-0.5479219433571264,-0.6142067695141606,0.0
2018-10-19,-0.11825524115018901,-0.583829762859434,-0.0,1.0,-0.5477717951655402,-0.6141883377248253,0.0
2018-10-22,-0.11961667243967208,-0.571527537235885,-0.0,1.0,-0.5652926913751298,-0.6300946772889966,0.0
2018-10-23,-0.11652873430175358,-0.5736443081196828,-0.0,1.0,-0.5700850743677296,-0.6334278604085885,0.0
2018-10-24,-0.1148214595752069,-0.5743098558944384,-0.0,1.0,-0.5706059378436252,-0.6339487238844841,0.0
2018-10-25,-0.08814444569246321,-0.5373188812759744,-0.0,1.0,-0.5719701224306414,-0.6105807031337751,0.0
2018-10-26,-0.07674981229665472,-0.5270709935763744,-0.0,1.0,-0.5739551180445482,-0.6030143766858541,0.0
2018-10-29,-0.06447058823529411,-0.529356401384083,-0.0,1.0,-0.5688304498269896,-0.6054809688581315,0.0
2018-10-30,-0.05253392412074218,-0.5304347826086957,-0.0,1.0,-0.5702021600664636,-0.6161451121572972,0.0
2018-10-31,-0.052401746724890834,-0.5723092730541999,-0.0,1.0,-0.5914319148328909,-0.6379541627422439,0.0
2018-11-01,-0.03318779784835773,-0.5888765231287275,-0.0,1.0,-0.5920725965242701,-0.6395285791741574,0.0
2018-11-02,-0.037140019860973185,-0.5679387147113065,-0.0,1.0,-0.5970208540218471,-0.6351539225422046,0.0
2018-11-05,-0.035053885422575155,-0.5734543391945547,-0.0,1.0,-0.5972773681225184,-0.6302892796369823,0.0
2018-11-06,-0.03483687943262411,-0.5730212765957448,-0.0,1.0,-0.597872340425532,-0.6311489361702128,0.0
2018-11-07,-0.034746844419231315,-0.5729400085094314,-0.0,1.0,-0.5977024535526876,-0.6310594241951497,0.0
2018-11-08,-0.0104096331307675,-0.5746680171055594,-0.0,1.0,-0.5906482106684673,-0.6376884987620978,0.0
2018-11-09,-0.011003236245954694,-0.5748135640917406,-0.0,1.0,-0.5904882510201209,-0.6378218657661461,0.0
2018-11-12,-0.010117145899893503,-0.5623563701586234,-0.0,1.0,-0.594613530631691,-0.6354464435850008,0.0
2018-11-13,-0.001874912550720582,-0.5625297327550021,-0.0,1.0,-0.5967258989785924,-0.6372743808591017,0.0
2018-11-14,-0.002658383702708753,-0.5619263487799417,-0.0,1.0,-0.5967931497649429,-0.6368927691963286,0.0
2018-11-15,-0.0015651639229715753,-0.5617820509237262,-0.0,1.0,-0.5976131250174683,-0.6340031862265575,0.0
2018-11-16,-0.0005578956177299228,-0.5574771960166254,-0.0,1.0,-0.5961951518870819,-0.6352199503472901,0.0
2018-11-19,-0.0,-0.5582226191805293,-0.0,1.0,-0.5971865579993302,-0.6357039187227866,0.0
2018-11-20,-0.0,-0.5428357339105819,-0.0,1.0,-0.5876835123359143,-0.6447145672022868,0.0
2018-11-21,-0.0,-0.5397153162082542,-0.0,1.0,-0.5902645852261778,-0.6232482585831888,0.0
2018-11-23,-0.0,-0.5279275808936826,-0.0,1.0,-0.5976502311248074,-0.62590799031477,0.0
2018-11-26,-0.0,-0.5302951126268599,-0.0,1.0,-0.5958634725927555,-0.6241920844907726,0.0
2018-11-27,-0.0,-0.5290927021696253,-0.0,1.0,-0.590538023230331,-0.6198224852071006,0.0
2018-11-28,-0.0,-0.5328583173472184,-0.0,1.0,-0.58879144971225,-0.6187996711427789,0.0
2018-11-29,-0.0,-0.5184883752475516,-0.0,1.0,-0.5776023439407504,-0.6168307967770814,0.0
2018-11-30,-0.0,-0.5226264660262865,-0.0,1.0,-0.5842063729625296,-0.6143568532477074,0.0
2018-12-03,-0.0,-0.5225411508638281,-0.0,1.0,-0.5840021765746157,-0.6141749421847368,0.0
2018-12-04,-0.0,-0.5223398479913137,-0.0,1.0,-0.5801302931596091,-0.6119706840390879,0.0
2018-12-06,-0.0,-0.4708249496981891,-0.0,1.0,-0.5833951074870274,-0.5932701471989834,0.0
2018-12-07,-0.0,-0.4733701129913532,-0.0,1.0,-0.5882711792477852,-0.5907378918890244,0.0
2018-12-10,-0.0,-0.4798014469028885,-0.0,1.0,-0.5882927602048899,-0.5722395310767281,0.0
2018-12-11,-0.0,-0.4796745820016377,-0.0,1.0,-0.5934916400327531,-0.5682400486013893,0.0
2018-12-12,-0.0,-0.488471391972673,-0.0,1.0,-0.5989805721605466,-0.5812073014517507,0.0
2018-12-13,-0.0,-0.4842105263157895,-0.0,1.0,-0.6077477958856532,-0.5797221480096179,0.0
2018-12-14,-0.0,-0.48539590069746935,-0.0,1.0,-0.6071457203174688,-0.5797546831992731,0.0
2018-12-17,-0.0,-0.4818532818532819,-0.0,1.0,-0.5967514312341898,-0.5841565703634669,0.0
2018-12-18,-0.0,-0.4691885295912141,-0.0,1.0,-0.5933098124519192,-0.590259171817386,0.0
2018-12-19,-0.0,-0.46976213231390035,-0.0,1.0,-0.5938462355314856,-0.5911649145163003,0.0
2018-12-20,-0.0,-0.4576934260262748,-0.0,1.0,-0.5993497396315192,-0.5862916655652772,0.0
2018-12-21,-0.0,-0.45571120122175995,-0.0,1.0,-0.5983727421138554,-0.5790194323029122,0.0
2018-12-24,-0.0,-0.4409494151205087,-0.0,1.0,-0.5904273414806479,-0.5855075497867217,0.0
2018-12-26,-0.0,-0.44032814296164696,-0.0,1.0,-0.5881753579266381,-0.5840996969380291,0.0
2018-12-27,-0.0,-0.4108135421930268,-0.0,1.0,-0.5320869125821123,-0.5836028297119757,0.0
2018-12-28,-0.0,-0.4104324474957565,-0.0,1.0,-0.5354292807742,-0.5874901831631748,0.0
2018-12-31,-0.0,-0.41225513798433894,-0.0,1.0,-0.5349839081624895,-0.5869085932946453,0.0
2019-01-02,-0.0,-0.4116082959811593,-0.0,1.0,-0.5337942211755172,-0.5869482640735395,0.0
2019-01-03,-0.0,-0.4140603165730837,-0.0,1.0,-0.5559846540816585,-0.5706699865342107,0.0
2019-01-04,-0.0,-0.413145896656535,-0.0,1.0,-0.5494934143870314,-0.5702887537993921,0.0
2019-01-07,-0.0,-0.3972013993003498,-0.0,1.0,-0.5427786106946527,-0.5587706146926537,0.0
2019-01-08,-0.0,-0.38025914252839055,-0.0,1.0,-0.5620591325228875,-0.5590574816148882,0.0
2019-01-09,-0.0,-0.37686483244621033,-0.0,1.0,-0.561511357672989,-0.5605617612514681,0.0
2019-01-10,-0.0,-0.3740816632515368,-0.0,1.0,-0.5653206057274227,-0.5594732370433305,0.0
2019-01-11,-0.0,-0.36125497260376793,-0.0,1.0,-0.5689909680002002,-0.5716930621231455,0.0
2019-01-14,-0.0,-0.36506386175807665,-0.0,1.0,-0.5736789381417481,-0.5656398697721012,0.0
2019-01-15,-0.0,-0.3607823470411234,-0.0,1.0,-0.573370110330993,-0.573370110330993,0.0
2019-01-16,-0.0,-0.3626712071512632,-0.0,1.0,-0.565039937902196,-0.5762325662919098,0.0
2019-01-17,-0.0,-0.35694945848375453,-0.0,1.0,-0.5698706377858003,-0.5801995587645407,0.0
2019-01-18,-0.0,-0.3549462202696561,-0.0,1.0,-0.5711760844316518,-0.5987476644952784,0.0
2019-01-22,-0.0,-0.28233742518007504,-0.0,1.0,-0.6246322410469717,-0.6292989753474688,0.0
2019-01-23,-0.0,-0.296038713128906,-0.0,1.0,-0.589037764754517,-0.546677042044598,0.0
2019-01-24,-0.0,-0.2813850711475887,-0.0,1.0,-0.6108736826768977,-0.5359865960856685,0.0
2019-01-25,-0.0,-0.22198731501057084,-0.0,1.0,-0.6897585918678402,-0.5465853778455185,0.0
2019-01-28,-0.0,-0.20058626465661641,-0.0,1.0,-0.7209084638880677,-0.5418267809636417,0.0
2019-01-29,-0.0,-0.18870067657662107,-0.0,1.0,-0.7217640377302583,-0.5587930268161391,0.0
2019-01-30,-0.0,-0.18725158614560447,-0.0,1.0,-0.719431209420594,-0.562026316439134,0.0
2019-01-31,-0.0,-0.1877816849091179,-0.0,1.0,-0.73109306126492,-0.5575008667227973,0.0
2019-02-01,-0.0,-0.18611971743710498,-0.0,1.0,-0.7377122319990086,-0.5547651505762796,0.0
2019-02-04,-0.0,-0.18417523468931604,-0.0,1.0,-0.7342919584761336,-0.5650176327422639,0.0
2019-02-05,-0.0,-0.17049017168449862,-0.0,1.0,-0.7260512565314755,-0.5916397113709878,0.0
2019-02-06,-0.0,-0.17517957895260108,-0.0,1.0,-0.7231874332016006,-0.5871548231551214,0.0
2019-02-07,-0.0,-0.1722585619419504,-0.0,1.0,-0.7191285099609521,-0.5957420349690352,0.0
2019-02-08,-0.0,-0.17653208542838653,-0.0,1.0,-0.729924827002539,-0.5827151889281625,0.0
2019-02-11,-0.0,-0.1616770944985916,-0.0,1.0,-0.7319590198668894,-0.5990727123164743,0.0
2019-02-12,-0.0,-0.16438150895332285,-0.0,1.0,-0.7401163807097725,-0.5929422342099349,0.0
2019-02-13,-0.0,-0.1788897893030794,-0.0,1.0,-0.7576225688816856,-0.5959025526742301,0.0
2019-02-14,-0.0,-0.1650621078568344,-0.0,1.0,-0.7682830797368354,-0.6068534559402545,0.0
2019-02-15,-0.0,-0.17431752325758731,-0.0,1.0,-0.7642214427329571,-0.6032484367851152,0.0
2019-02-19,-0.0,-0.16955702859379204,-0.0,1.0,-0.7089254702443557,-0.5674974928454369,0.0
2019-02-20,-0.0,-0.16854015134817427,-0.0,1.0,-0.7079323096515073,-0.5725271226703891,0.0
2019-02-21,-0.0,-0.1652943194628241,-0.0,1.0,-0.7085722687840024,-0.5767534186149096,0.0
2019-02-22,-0.0,-0.16839809869162542,-0.0,1.0,-0.7100749742735336,-0.5716665849953447,0.0
2019-02-25,-0.0,-0.16688738473611928,-0.0,1.0,-0.7120364920541494,-0.5734991171277222,0.0
2019-02-26,-0.0,-0.1694703285924473,-0.0,1.0,-0.7108876900441393,-0.571824423737126,0.0
2019-02-27,-0.0,-0.1689518997277343,-0.0,1.0,-0.7172606637396061,-0.566631509234958,0.0
2019-02-28,-0.0,-0.17381162836377925,-0.0,1.0,-0.7213956000785701,-0.5601060695344726,0.0
2019-03-01,-0.0,-0.17466830466830469,-0.0,1.0,-0.7311547911547912,-0.5511793611793612,0.0
2019-03-04,-0.0,-0.1672108609726757,-0.0,1.0,-0.7320845506100705,-0.5557164952250018,0.0
2019-03-05,-0.0,-0.156000295036019,-0.0,1.0,-0.7465394733607063,-0.5560937231086962,0.0
2019-03-06,-0.0,-0.15252738615709585,-0.0,1.0,-0.7481210394458909,-0.5555091614677998,0.0
2019-03-07,-0.0,-0.13822274532882153,-0.0,1.0,-0.7634986023245549,-0.5503408366436172,0.0
2019-03-08,-0.0,-0.1277525427076133,-0.0,1.0,-0.7868075441888023,-0.5541127678483262,0.0
2019-03-11,-0.0,-0.12817707038050236,-0.0,1.0,-0.7885849291221089,-0.5701815468788858,0.0
2019-03-12,-0.0,-0.10320347189122747,-0.0,1.0,-0.8033263928956678,-0.6020620625642826,0.0
2019-03-13,-0.0,-0.11400257205537484,-0.0,1.0,-0.8063897924704341,-0.6012305519832565,0.0
2019-03-14,-0.0,-0.10564485981308411,-0.0,1.0,-0.80398753894081,-0.5825794392523365,0.0
2019-03-15,-0.0,-0.09444236293243413,-0.0,1.0,-0.807393530660672,-0.5959785187960535,0.0
2019-03-18,-0.0,-0.10758377425044093,-0.0,1.0,-0.8104812295288487,-0.6014361300075586,0.0
2019-03-19,-0.0,-0.10949974734714502,-0.0,1.0,-0.8092218292066701,-0.6078322385042951,0.0
2019-03-20,-0.0,-0.11592146928435719,-0.0,1.0,-0.8075237492083598,-0.6098036732108929,0.0
2019-03-21,-0.0,-0.1223613595706619,-0.0,1.0,-0.7928954766164068,-0.6403526705852288,0.0
2019-03-22,-0.0,-0.1208771387342816,-0.0,1.0,-0.8128220985363843,-0.6430890538033395,0.0
2019-03-25,-0.0,-0.06310877658218166,-0.0,1.0,-0.8393084807996329,-0.6474323014942119,0.0
2019-03-26,-0.0,-0.07284361402610699,-0.0,1.0,-0.8290760174046583,-0.6575889429229588,0.0
2019-03-27,-0.0,-0.0491560858701749,-0.0,1.0,-0.8398857783896793,-0.6605476518280556,0.0
2019-03-28,-0.0,-0.03316595531006779,-0.0,1.0,-0.8027868440873713,-0.6746924428822496,0.0
2019-03-29,-0.0,-0.03225968418145758,-0.0,1.0,-0.8030778500238496,-0.6751186202394999,0.0
2019-04-01,-0.0,-0.036959851357119544,-0.0,1.0,-0.8029226404198156,-0.6709769754186858,0.0
2019-04-02,-0.0,-0.04926391561898572,-0.0,1.0,-0.8161163738158914,-0.6340823314754181,0.0
2019-04-03,-0.0,-0.052226882364689434,-0.0,1.0,-0.8026762532454562,-0.6416267225883763,0.0
2019-04-04,-0.0,-0.05220020490267123,-0.0,1.0,-0.7998200854594067,-0.6468177615632575,0.0
2019-04-05,-0.0,-0.0362405416168857,-0.0,1.0,-0.800453006770211,-0.6523795300677021,0.0
2019-04-08,-0.0,-0.03360278572316876,-0.0,1.0,-0.7995274219624425,-0.6541474940927745,0.0
2019-04-09,-0.0,-0.023723993414159556,-0.0,1.0,-0.8218580052886295,-0.6490545327545777,0.0
2019-04-10,-0.0,-0.011667537378411324,-0.0,1.0,-0.8091151080926436,-0.6669651964076921,0.0
2019-04-11,-0.0,-0.0012758544544495423,-0.0,1.0,-0.8326667811664255,-0.6196236229359374,0.0
2019-04-12,-0.0,-0.0016953316953316954,-0.0,1.0,-0.8270515970515971,-0.6282555282555282,0.0
2019-04-15,-0.0,-0.0,-0.0,1.0,-0.837642828999212,-0.6249014972419228,0.0
2019-04-16,-0.0,-0.0,-0.0,1.0,-0.8378930778891379,-0.6246152330764115,0.0
2019-04-17,-0.0,-0.009661004449470243,-0.0,1.0,-0.8186533592271197,-0.6299564886059146,0.0
2019-04-18,-0.0,-0.011746492025655518,-0.0,1.0,-0.8181751161133365,-0.6275035018307817,0.0
2019-04-22,-0.0,-0.013157570530984354,-0.0,1.0,-0.820500184797339,-0.6303067635826044,0.0
2019-04-23,-0.0,-0.01887071344107213,-0.0,1.0,-0.8200384312179739,-0.6246551044540797,0.0
2019-04-24,-0.0,-0.012551683402244537,-0.0,1.0,-0.8204617050600511,-0.6281010041346722,0.0
2019-04-25,-0.0,-0.018069764575372856,-0.0,1.0,-0.8270183655860963,-0.6200912116356464,0.0
2019-04-26,-0.0,-0.014556148675365758,-0.0,1.0,-0.8238681296955318,-0.6329082641360221,0.0
2019-04-29,-0.0,-0.018279862468152473,-0.0,1.0,-0.8262547307492517,-0.6290350508323646,0.0
2019-04-30,-0.0,-0.012979307275828822,-0.0,1.0,-0.8251872728621227,-0.634082424781824,0.0
2019-05-01,-0.0,-0.0,-0.0,1.0,-0.839161186251396,-0.6425362948256608,0.0
2019-05-02,-0.0,-0.0,-0.0,1.0,-0.8309181141439205,-0.650471464019851,0.0
2019-05-03,-0.0,-0.0,-0.0,1.0,-0.8288605585594523,-0.6514212014484846,0.0
2019-05-06,-0.0,-0.0,-0.0,1.0,-0.8275904778419084,-0.6495578290272239,0.0
2019-05-07,-0.0,-0.0,-0.0,1.0,-0.8277356714717392,-0.6491058602070641,0.0
2019-05-08,-0.0,-0.0,-0.0,1.0,-0.8348852426011677,-0.6817243809140326,0.0
2019-05-09,-0.0,-0.0,-0.0,1.0,-0.8373290263968102,-0.6862665926411952,0.0
2019-05-10,-0.0,-0.0,-0.0,1.0,-0.8482172229673305,-0.6823392464002833,0.0
2019-05-13,-0.0,-0.0,-0.0,1.0,-0.8505167696828453,-0.6826679501469247,0.0
2019-05-14,-0.0,-0.0,-0.0,1.0,-0.8438981562774364,-0.6645428320581964,0.0
2019-05-15,-0.0,-0.0,-0.0,1.0,-0.8539537453230546,-0.657157923812872,0.0
2019-05-16,-0.0,-0.0,-0.0,1.0,-0.8526212665477656,-0.6593986284508528,0.0
2019-05-17,-0.0,-0.0,-0.0,1.0,-0.8456856876996203,-0.6692150994643261,0.0
2019-05-20,-0.0,-0.0,-0.0,1.0,-0.8455253896430367,-0.6683257918552036,0.0
2019-05-21,-0.0,-0.0,-0.0,1.0,-0.8432968965950496,-0.6695816057293629,0.0
2019-05-22,-0.0,-0.0,-0.0,1.0,-0.8481476830340323,-0.6634685420067814,0.0
2019-05-23,-0.0,-0.0,-0.0,1.0,-0.8639602569249296,-0.6450722601364913,0.0
2019-05-24,-0.0,-0.0,-0.0,1.0,-0.861424815324903,-0.6426442969825967,0.0
2019-05-28,-0.0,-0.0,-0.0,1.0,-0.8594853051619687,-0.6438942572472839,0.0
2019-05-29,-0.0,-0.0,-0.0,1.0,-0.86068754851148,-0.6431307744310072,0.0
2019-05-30,-0.0,-0.0,-0.0,1.0,-0.8576327184441719,-0.6453082371786849,0.0
2019-05-31,-0.0,-0.0,-0.0,1.0,-0.8609637710168135,-0.6410378302642114,0.0
2019-06-03,-0.0,-0.0,-0.018906043448981117,1.0,-0.8699274187514029,-0.6053675205148031,0.0
2019-06-04,-0.0,-0.0,-0.008304982989793876,1.0,-0.8608915349209526,-0.6323043826295778,0.0
2019-06-05,-0.0,-0.0,-0.03466182974705561,1.0,-0.8809074193708692,-0.5691248819758485,0.0
2019-06-06,-0.0,-0.0,-0.04613199082843186,1.0,-0.891112551091616,-0.555029408832619,0.0
2019-06-07,-0.0,-0.0,-0.04857562993794084,1.0,-0.8853276175759539,-0.558432819081325,0.0
2019-06-10,-0.0,-0.0,-0.047761268324248984,1.0,-0.8763533188979318,-0.5647726424251475,0.0
2019-06-11,-0.0,-0.0,-0.07862652401094801,1.0,-0.8547897486937049,-0.5547648668823091,0.0
2019-06-12,-0.0,-0.0,-0.08826090201248786,1.0,-0.8507425557849698,-0.5486206124530462,0.0
2019-06-13,-0.0,-0.0,-0.10064490426035207,1.0,-0.846069569980827,-0.5432633649560519,0.0
2019-06-14,-0.0,-0.0,-0.10053712637389964,1.0,-0.8470433182473766,-0.539115730840006,0.0
2019-06-17,-0.0,-0.0,-0.10089006016607825,1.0,-0.8524190741385311,-0.5328924469195963,0.0
2019-06-18,-0.0,-0.0,-0.10603843769373837,1.0,-0.8417358958462493,-0.5320768753874767,0.0
2019-06-19,-0.0,-0.0,-0.11470784765015964,1.0,-0.8404979335263691,-0.5195881901650704,0.0
2019-06-20,-0.0,-0.0,-0.118254595769915,1.0,-0.8355159122356196,-0.5170488238782368,0.0
2019-06-21,-0.0,-0.0,-0.1189258627930532,1.0,-0.8311470145013464,-0.5203438820128956,0.0
2019-06-24,-0.0,-0.0,-0.12171873070749475,1.0,-0.8306457587356464,-0.5170514878380047,0.0
2019-06-25,-0.0,-0.0,-0.12198374867247895,1.0,-0.8342265800587814,-0.5135962854108523,0.0
2019-06-26,-0.0,-0.0,-0.11592268525384349,1.0,-0.821839932769786,-0.5339364279005389,0.0
2019-06-27,-0.0,-0.0,-0.1447490299161347,1.0,-0.8559519339091249,-0.5027412692452121,0.0
2019-06-28,-0.0,-0.0,-0.14351840268221283,1.0,-0.8578327119873895,-0.5007381089398754,0.0
2019-07-01,-0.0,-0.0,-0.1408816334681244,1.0,-0.8565223902950427,-0.49875193450152266,0.0
2019-07-02,-0.0,-0.0,-0.1411091966938847,1.0,-0.8586910380303144,-0.4972657127874748,0.0
2019-07-03,-0.0,-0.0,-0.14124491273626127,1.0,-0.8589298644228609,-0.4966417817282965,0.0
2019-07-05,-0.0,-0.0,-0.14164022882266245,1.0,-0.8590342484574456,-0.49738952311958234,0.0
2019-07-08,-0.0,-0.0,-0.15330489359615573,1.0,-0.8303667745415317,-0.4680298126900068,0.0
2019-07-09,-0.0,-0.0,-0.15290744688671615,1.0,-0.8295964125560539,-0.4679359945110147,0.0
2019-07-10,-0.0,-0.0,-0.14716555511965476,1.0,-0.8441545704197725,-0.4605972930561004,0.0
2019-07-11,-0.0,-0.0,-0.15296310832025117,1.0,-0.844534929356358,-0.4554062009419152,0.0
2019-07-12,-0.0,-0.0,-0.15650535792924597,1.0,-0.8524734550080737,-0.4375642217546607,0.0
2019-07-15,-0.0,-0.0,-0.1643996477150406,1.0,-0.8507192484587532,-0.43130443291907233,0.0
2019-07-16,-0.0,-0.0,-0.15836960242554646,1.0,-0.849919311457773,-0.4368184263289158,0.0
2019-07-17,-0.0,-0.0,-0.15543940683116567,1.0,-0.8469429925853895,-0.4286374133949192,0.0
2019-07-18,-0.0,-0.0,-0.14917960952334583,1.0,-0.855080578411802,-0.43013291786357666,0.0
2019-07-19,-0.0,-0.0,-0.15295091546552397,1.0,-0.8517481495909622,-0.4300253213868329,0.0
2019-07-22,-0.0,-0.0,-0.14822480884429942,1.0,-0.8507037451906686,-0.4361759119466225,0.0
2019-07-23,-0.0,-0.0,-0.15136253041362532,1.0,-0.8486618004866181,-0.433065693430657,0.0
2019-07-24,-0.0,-0.0,-0.15965487908615872,1.0,-0.8443796330052254,-0.4263701543322397,0.0
2019-07-25,-0.0,-0.0,-0.16180255426601273,1.0,-0.8432234254358276,-0.42298353809546935,0.0
2019-07-26,-0.0,-0.0,-0.16381003175834566,1.0,-0.8417416179786177,-0.4187495454435259,0.0
2019-07-29,-0.0,-0.0,-0.16374595921541937,1.0,-0.8465109496147581,-0.42029020732566896,0.0
2019-07-30,-0.0,-0.0,-0.16569689592209372,1.0,-0.8468898356664638,-0.4219841752891053,0.0
2019-07-31,-0.0,-0.0,-0.16529653552554313,1.0,-0.8529555686044235,-0.42841064787629674,0.0
2019-08-01,-0.0,-0.0,-0.17893009356782444,1.0,-0.8410081810610884,-0.42950570714740605,0.0
2019-08-02,-0.0,-0.0,-0.1788400754661505,1.0,-0.8408105260578738,-0.4305490897508147,0.0
2019-08-05,-0.0,-0.0,-0.17563531312735642,1.0,-0.8431180531753416,-0.4294667776526465,0.0
2019-08-06,-0.0,-0.0,-0.17663404615198744,1.0,-0.8119850187265918,-0.42771535580524345,0.0
2019-08-07,-0.0,-0.0,-0.1781763609517585,1.0,-0.8147798513785007,-0.4275893786459468,0.0
2019-08-08,-0.0,-0.0,-0.18182699767261443,1.0,-0.8166456555469356,-0.425911559348332,0.0
2019-08-09,-0.0,-0.0,-0.1783041189820851,1.0,-0.8069679849340867,-0.42913709015403934,0.0
2019-08-12,-0.0,-0.0,-0.18627143580714406,1.0,-0.8106895636863558,-0.4149200453438171,0.0
2019-08-13,-0.0,-0.0,-0.18324582108964785,1.0,-0.8130449443614819,-0.4123030974517077,0.0
2019-08-14,-0.0,-0.0,-0.18349262763556026,1.0,-0.8068056289323279,-0.4110993708275299,0.0
2019-08-15,-0.0,-0.0,-0.19418029669075695,1.0,-0.7917696842906048,-0.39137980220616203,0.0
2019-08-16,-0.0,-0.0,-0.19486386874331232,1.0,-0.789894186184758,-0.39310426822018785,0.0
2019-08-19,-0.0,-0.0,-0.19572844071492912,1.0,-0.790119945005452,-0.3846062674821031,0.0
2019-08-20,-0.0,-0.0,-0.19952224403396324,1.0,-0.787635107968118,-0.3779711927343251,0.0
2019-08-21,-0.0,-0.0,-0.20322740931784303,1.0,-0.7860539952204055,-0.37687812034167,0.0
2019-08-22,-0.0,-0.0,-0.20459753821437854,1.0,-0.7868263755994992,-0.37115788976303543,0.0
2019-08-23,-0.0,-0.0,-0.2028176313991566,1.0,-0.7854029731194195,-0.36768205055716535,0.0
2019-08-26,-0.0,-0.0,-0.2096669449856202,1.0,-0.7663512385193432,-0.3433064291678264,0.0
2019-08-27,-0.0,-0.0,-0.20871277951569922,1.0,-0.7645000579307148,-0.3440157571544433,0.0
2019-08-28,-0.0,-0.0,-0.20602039164913413,1.0,-0.764525004045962,-0.3414329641874552,0.0
2019-08-29,-0.0,-0.0,-0.21978604694056347,1.0,-0.7730668142205007,-0.3126757965601512,0.0
2019-08-30,-0.0,-0.0,-0.2205429739537875,1.0,-0.7768386237309937,-0.2994625384721393,0.0
2019-09-03,-0.0,-0.0,-0.23074087725764836,1.0,-0.7875506819019535,-0.2854082196830077,0.0
2019-09-04,-0.0,-0.0,-0.2297520277022473,1.0,-0.7983685421459945,-0.29589346719654186,0.0
2019-09-05,-0.0,-0.0,-0.23945556148120667,1.0,-0.7896909128851995,-0.28958656989820764,0.0
2019-09-06,-0.0,-0.0,-0.24308625118604058,1.0,-0.791650274235727,-0.2794890189997917,0.0
2019-09-09,-0.0,-0.0,-0.24351084995141817,1.0,-0.7912598898810901,-0.27865173738028043,0.0
2019-09-10,-0.0,-0.0,-0.2338067197783166,1.0,-0.7786860639649001,-0.2967324789285302,0.0
2019-09-11,-0.0,-0.0,-0.23951694836981618,1.0,-0.7786321233952157,-0.290893137526554,0.0
2019-09-12,-0.0,-0.0,-0.23843753611464233,1.0,-0.7794522131052813,-0.29342424592626837,0.0
2019-09-13,-0.0,-0.0,-0.22736959140183452,1.0,-0.7820809784119337,-0.30684239785045864,0.0
2019-09-16,-0.0,-0.0,-0.21661203710161098,1.0,-0.7947323151312272,-0.31331799056187093,0.0
2019-09-17,-0.0,-0.0,-0.2209558227349596,1.0,-0.7845344823592096,-0.31109412282530635,0.0
2019-09-18,-0.0,-0.0,-0.23942713894433873,1.0,-0.7833666032217632,-0.29836126456524764,0.0
2019-09-19,-0.0,-0.0,-0.2425508214981899,1.0,-0.7766870880905968,-0.30137844611528825,0.0
2019-09-20,-0.0,-0.0,-0.2584681819237109,1.0,-0.7633320177373297,-0.2998398068395514,0.0
2019-09-23,-0.0,-0.0,-0.26343673753921226,1.0,-0.7547345184152433,-0.3055187637969095,0.0
2019-09-24,-0.0,-0.0,-0.26637544438506405,1.0,-0.7521435044264237,-0.3050630852522248,0.0
2019-09-25,-0.0,-0.0,-0.26498364155277626,1.0,-0.753996797920969,-0.30136668445599457,0.0
