Date,FCFS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3910206986536979,-0.6989205859676175,-0.12416226795563726,-0.42325484846687617,-0.32806476484194297,0.0
2018-09-25,1.0,-0.39073947735294995,-0.6994037908225313,-0.1236318334173761,-0.42372378607658767,-0.32874558775546525,0.0
2018-09-26,1.0,-0.3918513902489688,-0.7009110062613133,-0.12579008279177423,-0.42339535297783315,-0.3255289474465118,0.0
2018-09-27,1.0,-0.39521224526119064,-0.693304855981727,-0.12805909050458306,-0.4240158998546469,-0.32579870072083295,0.0
2018-09-28,1.0,-0.3912460520827126,-0.7027888683630297,-0.12871700137059772,-0.4274179131160241,-0.329420177581789,0.0
2018-10-01,1.0,-0.3918471944932805,-0.7020173425906612,-0.1286689114693525,-0.4278137012425877,-0.3294794242975059,0.0
2018-10-02,1.0,-0.39160943565243356,-0.7144222155867423,-0.12532099134069874,-0.4266049567034936,-0.32803822036428787,0.0
2018-10-03,1.0,-0.3921451415249425,-0.7180859013061542,-0.12595271542577038,-0.4260692829602177,-0.326658098454733,0.0
2018-10-04,1.0,-0.39210235255433,-0.7179625145726841,-0.12623680985262906,-0.4260305503243357,-0.3269064060024512,0.0
2018-10-05,1.0,-0.39108630108361436,-0.7197229768052777,-0.12245141646019284,-0.4262515298964148,-0.3256813636227947,0.0
2018-10-08,1.0,-0.3911693584500105,-0.7201838970654089,-0.12219004686986895,-0.4262172731886438,-0.32558139534883723,0.0
2018-10-09,1.0,-0.3901659899689515,-0.7206532123238596,-0.11944709816097444,-0.4276630045378553,-0.3275017912586578,0.0
2018-10-10,1.0,-0.3908917273486929,-0.7198281007520593,-0.12026978631968487,-0.42786797182762326,-0.32553420078787154,0.0
2018-10-11,1.0,-0.37684439480336246,-0.7195638116512845,-0.09955323026277113,-0.420169302216213,-0.32314384809828933,0.0
2018-10-12,1.0,-0.3882623103307947,-0.7166443811406314,-0.09830823789314576,-0.402563804429975,-0.3010290099412825,0.0
2018-10-15,1.0,-0.37839484679665736,-0.7341863974001857,-0.08362349117920148,-0.40250696378830086,-0.30286675951717734,0.0
2018-10-16,1.0,-0.37687931735067043,-0.7408138387415104,-0.07874267138793754,-0.40297207871364715,-0.30298368839612233,0.0
2018-10-17,1.0,-0.37249589254316434,-0.7300896434439225,-0.07572132706886116,-0.4006283688352117,-0.30349061770385954,0.0
2018-10-18,1.0,-0.372135919531948,-0.7295731619448367,-0.07594316511513963,-0.4010433178660979,-0.3033979882987002,0.0
2018-10-19,1.0,-0.36316966846392107,-0.7232706206263624,-0.0646151198806929,-0.40988872318458186,-0.3070437076976024,0.0
2018-10-22,1.0,-0.3684664481628428,-0.7145075038813179,-0.05091714104996837,-0.4228336495888678,-0.3182968201943534,0.0
2018-10-23,1.0,-0.3691078408829616,-0.7140722005058634,-0.05268452517820188,-0.42110255231087607,-0.31722809841342836,0.0
2018-10-24,1.0,-0.37222477855746,-0.7116645576900956,-0.04385712642355919,-0.4255435407799379,-0.32258713907741865,0.0
2018-10-25,1.0,-0.3580546084702302,-0.6893121812392572,-0.04218208458959114,-0.4244131984558596,-0.3038124489278368,0.0
2018-10-26,1.0,-0.3467273186757645,-0.6875579142447982,-0.01718473591104372,-0.4498357341420268,-0.30668576081767895,0.0
2018-10-29,1.0,-0.3219119895792037,-0.724330293934417,-0.0,-0.4512941043212324,-0.33420173302372996,0.0
2018-10-30,1.0,-0.3011729955409128,-0.7283081030418358,-0.0,-0.45582095486949353,-0.35488085432701866,0.0
2018-10-31,1.0,-0.3023940234308676,-0.721150036787594,-0.0,-0.45395891108721487,-0.35231195879789456,0.0
2018-11-01,1.0,-0.29325645808603246,-0.727686394211746,-0.0,-0.45319654061387143,-0.35212820078005763,0.0
2018-11-02,1.0,-0.29913376082798965,-0.7017662279221509,-0.0,-0.4629317133535831,-0.3486612667341658,0.0
2018-11-05,1.0,-0.29212405113299655,-0.7265005502723142,-0.0,-0.4685216017157209,-0.33476310071394305,0.0
2018-11-06,1.0,-0.29080076801445676,-0.7254630675400949,-0.0,-0.4701829681499887,-0.3371639936751751,0.0
2018-11-07,1.0,-0.29404537402137265,-0.7342133836219212,-0.0,-0.4828275901480084,-0.3462197839876564,0.0
2018-11-08,1.0,-0.26917839310031777,-0.7383681343622333,-0.0,-0.4760270086246028,-0.3534668633681344,0.0
2018-11-09,1.0,-0.274212067282852,-0.748923589184224,-0.0,-0.48317928698547563,-0.364142602904874,0.0
2018-11-12,1.0,-0.2740141267980211,-0.7355371900826446,-0.0,-0.48866138579885043,-0.361491606851783,0.0
2018-11-13,1.0,-0.2511502414086907,-0.7360976995171826,-0.0,-0.4941493893780176,-0.35867651235444475,0.0
2018-11-14,1.0,-0.2500142247510669,-0.7386344238975819,-0.0,-0.4956187766714083,-0.3606543385490754,0.0
2018-11-15,1.0,-0.25068689181453924,-0.749685174585003,-0.0,-0.5116199198626217,-0.3500858614768174,0.0
2018-11-16,1.0,-0.25007861410479976,-0.74686258254481,-0.0,-0.5107343986735656,-0.3510191246676767,0.0
2018-11-19,1.0,-0.24461423565232376,-0.7530303900729591,-0.0,-0.51864192566209,-0.3561211007066123,0.0
2018-11-20,1.0,-0.22509931692817742,-0.7493783760610477,-0.0,-0.5199062562519648,-0.3636571493898082,0.0
2018-11-21,1.0,-0.22872461136956768,-0.7456598207193917,-0.0,-0.5171054124588677,-0.345228639509815,0.0
2018-11-23,1.0,-0.2287895125134782,-0.7465524090573747,-0.0,-0.5167981385846433,-0.34535497417853694,0.0
2018-11-26,1.0,-0.22835829362378035,-0.7487236215112321,-0.0,-0.5154016337644657,-0.34391309280689814,0.0
2018-11-27,1.0,-0.2221908446527915,-0.7508683742339952,-0.0,-0.5115077235887154,-0.33941430628900626,0.0
2018-11-28,1.0,-0.2218613190227369,-0.75311396695382,-0.0,-0.5104646236407288,-0.3390481570399661,0.0
2018-11-29,1.0,-0.2056163731556402,-0.7447433995016379,-0.0,-0.5077694095248761,-0.3416020382450934,0.0
2018-11-30,1.0,-0.20557608330534097,-0.744961370507222,-0.0,-0.5081177919605867,-0.3405833613257194,0.0
2018-12-03,1.0,-0.20504784822877611,-0.7448933907885165,-0.0,-0.5078627791146679,-0.34031003413733285,0.0
2018-12-04,1.0,-0.1902765664125144,-0.7634133303322737,-0.0,-0.5125341136088681,-0.34724136960864305,0.0
2018-12-06,1.0,-0.18662372636663982,-0.7470224048418889,-0.0,-0.5093145284433216,-0.3333518420833449,0.0
2018-12-07,1.0,-0.19673592157299616,-0.748565699326018,-0.0,-0.5120871163593829,-0.3276611151339609,0.0
2018-12-10,1.0,-0.19212069013419275,-0.7505070430361458,-0.0,-0.512099574917345,-0.323590698191315,0.0
2018-12-11,1.0,-0.18288609286271015,-0.7551775971495378,-0.0,-0.5112459637011468,-0.33434472775860147,0.0
2018-12-12,1.0,-0.18504485429319667,-0.7552515740792334,-0.0,-0.5128990917702123,-0.3327854237477016,0.0
2018-12-13,1.0,-0.1859596923595127,-0.7659013080334587,-0.0,-0.5139504856004042,-0.3411272666030427,0.0
2018-12-14,1.0,-0.17567144199823417,-0.807638631767822,-0.0,-0.5114066816667142,-0.35336504229443766,0.0
2018-12-17,1.0,-0.17179902755267423,-0.8081833432852796,-0.0,-0.5086013250305667,-0.3548579715089994,0.0
2018-12-18,1.0,-0.16944049985799486,-0.8086623118432262,-0.0,-0.5083214995739846,-0.3536779324055666,0.0
2018-12-19,1.0,-0.16289785817902552,-0.8117017948061553,-0.0,-0.5132974940979037,-0.35645817333674656,0.0
2018-12-20,1.0,-0.16265555461065284,-0.8048019956345495,-0.0,-0.5138475493947898,-0.35343141423590446,0.0
2018-12-21,1.0,-0.16040241903577684,-0.8057423839936697,-0.0,-0.5138755440004521,-0.34595602780760754,0.0
2018-12-24,1.0,-0.15278989279383215,-0.7987562959002786,-0.0,-0.5112130335687555,-0.3510509581023664,0.0
2018-12-26,1.0,-0.15341845715403313,-0.803386326171384,-0.0,-0.4962979519991059,-0.3409236959012042,0.0
2018-12-27,1.0,-0.11901341645209378,-0.7808917197452229,-0.0,-0.45390974386773275,-0.3565794823146768,0.0
2018-12-28,1.0,-0.11657953899076356,-0.7835531839973996,-0.0,-0.4535604973049107,-0.3549391912023619,0.0
2018-12-31,1.0,-0.11291154357679885,-0.7907336536112695,-0.0,-0.45512037564802,-0.35548136688109006,0.0
2019-01-02,1.0,-0.11253731343283582,-0.7907734056987789,-0.0,-0.45489823609226593,-0.35546811397557665,0.0
2019-01-03,1.0,-0.12090297373561971,-0.788121337095724,-0.0,-0.46193292815281095,-0.3423594530062947,0.0
2019-01-04,1.0,-0.10694016539646506,-0.7933084698124426,-0.0,-0.45692124750013513,-0.3453867358521161,0.0
2019-01-07,1.0,-0.1006144803633449,-0.7814587229495057,-0.0,-0.4539139727491317,-0.3356932941490783,0.0
2019-01-08,1.0,-0.10342988211447166,-0.7680962287299302,-0.0,-0.4623406411692538,-0.3331999786632528,0.0
2019-01-09,1.0,-0.10283536747854821,-0.7646964771092043,-0.0,-0.462186217555828,-0.335100996642328,0.0
2019-01-10,1.0,-0.10221392371299012,-0.7665244065084023,-0.0,-0.4620698853027474,-0.33654307815417445,0.0
2019-01-11,1.0,-0.10439986108513877,-0.7572462800203029,-0.0,-0.4643763524163172,-0.34541714529960194,0.0
