Date,IWF,IWM,MTUM,NCBS,SPY,VLUE,VXX
2018-09-24,-0.14986095661846496,-0.7699944382647387,-0.03170189098998888,1.0,-0.4045606229143493,-0.424777530589544,0.0
2018-09-25,-0.1492300409345326,-0.7720197154075353,-0.029795884269443903,1.0,-0.40642143075937737,-0.42719500988555037,0.0
2018-09-26,-0.14941664578286415,-0.7723387074318492,-0.03037897140311308,1.0,-0.4062038816027623,-0.42616879681452396,0.0
2018-09-27,-0.15006122676166092,-0.7700656796170545,-0.031030836023600135,1.0,-0.4059612601580764,-0.4258877880440833,0.0
2018-09-28,-0.15205704576474194,-0.7692821926965823,-0.03102977632935016,1.0,-0.40664605442745333,-0.4263948079440684,0.0
2018-10-01,-0.15176008249951226,-0.7705342958276429,-0.031383260403021265,1.0,-0.4066445553109061,-0.4268513615206667,0.0
2018-10-02,-0.15192345245069322,-0.7757971378358022,-0.030100147850587216,1.0,-0.4058917064189472,-0.4259212765363908,0.0
2018-10-03,-0.1518948484679355,-0.7668973600491154,-0.028576212535580736,1.0,-0.4103086454205503,-0.43296868895462415,0.0
2018-10-04,-0.15154054582530238,-0.7689320930752257,-0.028743819659767036,1.0,-0.4095924467163888,-0.43453727757758603,0.0
2018-10-05,-0.14108910891089108,-0.7657970853265101,-0.019996662587607076,1.0,-0.41381132495272,-0.44045500055623543,0.0
2018-10-08,-0.13970792381586983,-0.7639513576545062,-0.0181575878727303,1.0,-0.4148203675939808,-0.4397523460491976,0.0
2018-10-09,-0.1386806596701649,-0.764395579987784,-0.01582542062302182,1.0,-0.4160419790104948,-0.44144594369481926,0.0
2018-10-10,-0.13808345611742792,-0.7667843540629953,-0.014205888076506076,1.0,-0.4166411831753357,-0.4443301548469601,0.0
2018-10-11,-0.06717986514890946,-0.7796249283432971,-0.0,1.0,-0.4077744110501461,-0.4752272541151421,0.0
2018-10-12,-0.060547565319050596,-0.7819798265408769,-0.0,1.0,-0.4040401294146434,-0.47225469671841436,0.0
2018-10-15,-0.029642332190102892,-0.8159671185148892,-0.0,1.0,-0.40048451194948015,-0.47588328161576576,0.0
2018-10-16,-0.048011277260289115,-0.8091157854003703,-0.0,1.0,-0.4162082976312225,-0.4906990242958622,0.0
2018-10-17,-0.06525944469731451,-0.8472633136094674,-0.0,1.0,-0.4331474738279472,-0.49911811561219843,0.0
2018-10-18,-0.06527235118363595,-0.8501781199724202,-0.0,1.0,-0.4493507239715008,-0.5081303148701448,0.0
2018-10-19,-0.05024939432806042,-0.8432378509334474,-0.0,1.0,-0.4494798346871883,-0.5072538121704432,0.0
2018-10-22,-0.06138474611034604,-0.8949866682293651,-0.0,1.0,-0.45796829675642414,-0.515719769111313,0.0
2018-10-23,-0.06595725969571717,-0.8958168440184093,-0.0,1.0,-0.4551344062380911,-0.5144959399642365,0.0
2018-10-24,-0.06448485560680396,-0.8924468991450982,-0.0,1.0,-0.45935544522459526,-0.521519433590881,0.0
2018-10-25,-0.037399440862669026,-0.8593027899811718,-0.0,1.0,-0.45931990643007925,-0.4967193472927483,0.0
2018-10-26,-0.039744175422567384,-0.8586968935587027,-0.0,1.0,-0.45951347647327545,-0.4972019186843307,0.0
2018-10-29,-0.0178292148889584,-0.8710438763613615,-0.0,1.0,-0.4503653993801007,-0.5043080160377628,0.0
2018-10-30,-0.020939429286750688,-0.8713476912572191,-0.0,1.0,-0.45059603402657256,-0.5021764488321147,0.0
2018-10-31,-0.02612235666628972,-0.8523125636096348,-0.0,1.0,-0.45010177541558294,-0.498558181612575,0.0
2018-11-01,-0.022060277377623366,-0.854871056125187,-0.0,1.0,-0.4494816823433042,-0.49820636669208823,0.0
2018-11-02,-0.02878587692913165,-0.8264132909791134,-0.0,1.0,-0.4611081438169399,-0.49484159334326594,0.0
2018-11-05,-0.02504849456017542,-0.8373675184841585,-0.0,1.0,-0.4623710325827219,-0.48646369233364256,0.0
2018-11-06,-0.028050254363529047,-0.8392029005874252,-0.0,1.0,-0.46018718907220546,-0.4832063857893701,0.0
2018-11-07,-0.02726327327918154,-0.8404957980831389,-0.0,1.0,-0.45931588858596367,-0.48354366339694765,0.0
2018-11-08,-0.008111724368623514,-0.8412220549701733,-0.0,1.0,-0.4516641578859341,-0.48653621006857334,0.0
2018-11-09,-0.009178663095636648,-0.8416750362682737,-0.0,1.0,-0.4516795000557973,-0.4873061042294387,0.0
2018-11-12,-0.008336807002917883,-0.8312908156176185,-0.0,1.0,-0.45457829651243575,-0.48472974850632206,0.0
2018-11-13,-0.0,-0.8277581836217348,-0.0,1.0,-0.4497134354678717,-0.4779565744516698,0.0
2018-11-14,-0.0,-0.8280180975502096,-0.0,1.0,-0.4520249393069962,-0.47872986095784587,0.0
2018-11-15,-0.0,-0.8297107460870526,-0.0,1.0,-0.4521873790166473,-0.48343565068303745,0.0
2018-11-16,-0.0,-0.8363555580239371,-0.0,1.0,-0.45649940296020663,-0.4840743106273083,0.0
2018-11-19,-0.0,-0.8372299908259432,-0.0,1.0,-0.457257234994857,-0.4855300102860638,0.0
2018-11-20,-0.0,-0.8235977109999171,-0.0,1.0,-0.4464379509578968,-0.4944571918281591,0.0
2018-11-21,-0.0,-0.8231872925296974,-0.0,1.0,-0.4490137444788895,-0.4711804888754767,0.0
2018-11-23,-0.0,-0.8107707916312484,-0.0,1.0,-0.4570457100551153,-0.4742109737036936,0.0
2018-11-26,-0.0,-0.8190703676248524,-0.0,1.0,-0.45482250226505233,-0.47162507206984594,0.0
2018-11-27,-0.0,-0.8261775511323134,-0.0,1.0,-0.4490047705214673,-0.4664966825684049,0.0
2018-11-28,-0.0,-0.8448907623219549,-0.0,1.0,-0.4450230046560322,-0.46513485963027246,0.0
2018-11-29,-0.0,-0.8317096466093601,-0.0,1.0,-0.43482057579478783,-0.4623823168235776,0.0
2018-11-30,-0.0,-0.8331692375013675,-0.0,1.0,-0.4351000984574992,-0.46666119680560114,0.0
2018-12-03,-0.0,-0.8335705293119493,-0.0,1.0,-0.4359297170069517,-0.46737643001806345,0.0
2018-12-04,-0.0,-0.8365508014089506,-0.0,1.0,-0.4296207301422604,-0.4643530022117248,0.0
2018-12-06,-0.0,-0.7995948719315547,-0.0,1.0,-0.42261254297822437,-0.44310882486206987,0.0
2018-12-07,-0.0,-0.7997974521613986,-0.0,1.0,-0.42239219657800753,-0.442940141783487,0.0
2018-12-10,-0.0,-0.8158891972672929,-0.0,1.0,-0.4280262596071734,-0.4247438087105038,0.0
2018-12-11,-0.0,-0.8154839742734382,-0.0,1.0,-0.43027941608176995,-0.4229670945531211,0.0
2018-12-12,-0.0,-0.8184350807639764,-0.0,1.0,-0.43127695480967565,-0.429026814175886,0.0
2018-12-13,-0.0,-0.8219531187068712,-0.0,1.0,-0.43130252664930324,-0.43181268963295116,0.0
2018-12-14,-0.0,-0.8182891805566738,-0.0,1.0,-0.4337171538234426,-0.4320530370131787,0.0
2018-12-17,-0.0,-0.8169334546817282,-0.0,1.0,-0.42606670592644147,-0.43377589806734834,0.0
2018-12-18,-0.0,-0.840147480540762,-0.0,1.0,-0.4466475488187901,-0.44432609586235156,0.0
2018-12-19,-0.0,-0.8444572621401889,-0.0,1.0,-0.4521808393759613,-0.45001098659635247,0.0
2018-12-20,-0.0,-0.8486811278630688,-0.0,1.0,-0.45401174168297453,-0.4535983021416168,0.0
2018-12-21,-0.0,-0.866346127122648,-0.0,1.0,-0.47830799588671796,-0.4345904783079959,0.0
2018-12-24,-0.0,-0.8397570984915705,-0.0,1.0,-0.47013642413487133,-0.4629547471162378,0.0
2018-12-26,-0.0,-0.841424394549567,-0.0,1.0,-0.46036299442820106,-0.456556517901473,0.0
2018-12-27,-0.0,-0.8086088650495022,-0.0,1.0,-0.4059456141755397,-0.4540335708376698,0.0
2018-12-28,-0.0,-0.818809734157899,-0.0,1.0,-0.4064733756324793,-0.45190480014992107,0.0
2018-12-31,-0.0,-0.8187245662882845,-0.0,1.0,-0.4065378025273078,-0.45194367102163197,0.0
2019-01-02,-0.0,-0.8211716065292096,-0.0,1.0,-0.4104381443298969,-0.4530981529209622,0.0
2019-01-03,-0.0,-0.8223178273729497,-0.0,1.0,-0.4068297929550954,-0.45974724388276417,0.0
2019-01-04,-0.0,-0.8343227054178194,-0.0,1.0,-0.38096645088506276,-0.4707620403448924,0.0
2019-01-07,-0.0,-0.8097638210845758,-0.0,1.0,-0.37516822799841665,-0.4539121256102388,0.0
2019-01-08,-0.0,-0.8042894029614797,-0.0,1.0,-0.37801022290140696,-0.45246877799441426,0.0
2019-01-09,-0.0,-0.8066830181712688,-0.0,1.0,-0.3788010654851386,-0.4518553683044545,0.0
2019-01-10,-0.0,-0.8034949505631047,-0.0,1.0,-0.3879606619785333,-0.45225506265531645,0.0
2019-01-11,-0.0,-0.7758261465833267,-0.0,1.0,-0.3908537067805997,-0.4706595985969354,0.0
2019-01-14,-0.0,-0.7736960253532286,-0.0,1.0,-0.39152251419516704,-0.4757427703684141,0.0
2019-01-15,-0.0,-0.7873954535706627,-0.0,1.0,-0.3976249195796697,-0.49568410894274073,0.0
2019-01-16,-0.0,-0.7960028126352229,-0.0,1.0,-0.4187581133708352,-0.48969601903937693,0.0
2019-01-17,-0.0,-0.7898486197684774,-0.0,1.0,-0.417820232602067,-0.4907309965190642,0.0
2019-01-18,-0.0,-0.8005161218713581,-0.0,1.0,-0.44267162439647045,-0.5316332759864588,0.0
2019-01-22,-0.0,-0.9101976990952754,-0.0,1.0,-0.39090249078521166,-0.4912319892773372,0.0
2019-01-23,-0.0,-0.8693831984370639,-0.0,1.0,-0.39092938878035166,-0.5306447111359196,0.0
2019-01-24,-0.0,-0.862255421149451,-0.0,1.0,-0.3999108088522214,-0.5250571380790456,0.0
2019-01-25,-0.0,-0.8744381943070357,-0.0,1.0,-0.3988184413602058,-0.5534669417983435,0.0
2019-01-28,-0.0,-0.8707421355154742,-0.0,1.0,-0.40702777699125064,-0.5537559815386358,0.0
2019-01-29,-0.0,-0.8503809874514913,-0.0,1.0,-0.4104467042460981,-0.5717927654873524,0.0
2019-01-30,-0.0,-0.8519954712708746,-0.0,1.0,-0.41174639116897815,-0.5667421454854231,0.0
2019-01-31,-0.0,-0.8563098001472003,-0.0,1.0,-0.3989129819396478,-0.575553416746872,0.0
2019-02-01,-0.0,-0.8522525067080922,-0.0,1.0,-0.4089535376359272,-0.5632820223132327,0.0
2019-02-04,-0.0,-0.8531892014262267,-0.0,1.0,-0.4046635350048106,-0.5719621936725338,0.0
2019-02-05,-0.0,-0.8368260081558677,-0.0,1.0,-0.40034549161758043,-0.594755323969189,0.0
2019-02-06,-0.0,-0.8166313708880418,-0.0,1.0,-0.39957645065650144,-0.6074544684455738,0.0
2019-02-07,-0.0,-0.8163103944878999,-0.0,1.0,-0.40366532064496086,-0.6038460452376246,0.0
2019-02-08,-0.0,-0.8203434984695612,-0.0,1.0,-0.42597211200544155,-0.5878585194422401,0.0
2019-02-11,-0.0,-0.8194265786239032,-0.0,1.0,-0.4581368093073779,-0.5809964840065175,0.0
