Date,CNS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.23255622147687907,-0.5994941441689119,-0.0316984659372079,-0.4569197778633089,-0.4285203716940672,0.0
2018-09-25,1.0,-0.2318489568998734,-0.6013100677051797,-0.02988935982826003,-0.4585236968129025,-0.4306709968624429,0.0
2018-09-26,1.0,-0.23220035778175313,-0.6017613870923353,-0.03076923076923077,-0.458235860740333,-0.42922801706343744,0.0
2018-09-27,1.0,-0.23142888656041474,-0.6067666685049358,-0.02972481111785143,-0.45921800033088844,-0.4302652622290851,0.0
2018-09-28,1.0,-0.23054651739921692,-0.6074284453758342,-0.03013842166216291,-0.4590525561131638,-0.4302376881927977,0.0
2018-10-01,1.0,-0.23180689655172412,-0.6064827586206897,-0.029986206896551723,-0.45994482758620686,-0.4304,0.0
2018-10-02,1.0,-0.2337289539056031,-0.5926304167816726,-0.0350262213635109,-0.4639525255313276,-0.43480540988131383,0.0
2018-10-03,1.0,-0.2334455358128242,-0.5868005738880918,-0.034267740867453926,-0.4660357576426443,-0.43852775631828717,0.0
2018-10-04,1.0,-0.2348804500703235,-0.5838228399658035,-0.03474807644576818,-0.46766498441852133,-0.4366674940018202,0.0
2018-10-05,1.0,-0.22952126928259137,-0.581901174141392,-0.02873484202711249,-0.47028899826766024,-0.4393268622652405,0.0
2018-10-08,1.0,-0.22831727205337288,-0.5799632100595777,-0.02676879993410757,-0.47170743760810474,-0.43878867748400735,0.0
2018-10-09,1.0,-0.22756973424115967,-0.5802218317592795,-0.024901164067647703,-0.4726828464748517,-0.44009444322424773,0.0
2018-10-10,1.0,-0.22807114909676166,-0.5938063656797181,-0.018592002663928738,-0.47920193134833644,-0.4552543219468879,0.0
2018-10-11,1.0,-0.20451447576468024,-0.5902077313123603,-0.0,-0.4726841502644349,-0.4587263507987569,0.0
2018-10-12,1.0,-0.2013399153737659,-0.5888575458392101,-0.0,-0.4685906477161766,-0.4535911901920364,0.0
2018-10-15,1.0,-0.16944270847485257,-0.6245686492948944,-0.0,-0.46545118604461594,-0.4577072521261853,0.0
2018-10-16,1.0,-0.15918914482683155,-0.6507632543634077,-0.0,-0.46695300103955795,-0.4587733216611041,0.0
2018-10-17,1.0,-0.14178479816389902,-0.6209261509383016,-0.0,-0.46688267854732013,-0.47058188200351014,0.0
2018-10-18,1.0,-0.14208152129872237,-0.6221063720591016,-0.0,-0.4662488857675374,-0.4707328273142271,0.0
2018-10-19,1.0,-0.1234150693449404,-0.6161561545324286,-0.0,-0.48187298926707944,-0.4820622347184298,0.0
2018-10-22,1.0,-0.12335695353491642,-0.6074809325471953,-0.0,-0.48699085844106665,-0.48674744414994314,0.0
2018-10-23,1.0,-0.12056026658719622,-0.6087887079732329,-0.0,-0.4906667389125193,-0.48917666820189104,0.0
2018-10-24,1.0,-0.11878213802435723,-0.6067929634641407,-0.0,-0.49085250338294995,-0.4899323410013532,0.0
2018-10-25,1.0,-0.08646775644077659,-0.5735597524202507,-0.0,-0.514389250383537,-0.4706660318467968,0.0
2018-10-26,1.0,-0.07140046690973953,-0.5645410906801668,-0.0,-0.5222306743960339,-0.46491619232484327,0.0
2018-10-29,1.0,-0.053545775107744546,-0.5726263549693091,-0.0,-0.5154237952200601,-0.4703931043489617,0.0
2018-10-30,1.0,-0.04562429813794364,-0.572928364367606,-0.0,-0.5159436943407067,-0.4771095035386906,0.0
2018-10-31,1.0,-0.04478513112645368,-0.5809466306145487,-0.0,-0.5188617331268212,-0.4805607329430604,0.0
2018-11-01,1.0,-0.03212440668187659,-0.5909055149083471,-0.0,-0.5184748118427609,-0.48089581202632886,0.0
2018-11-02,1.0,-0.03848363009764503,-0.564853010286669,-0.0,-0.5295023758550467,-0.47799070544619077,0.0
2018-11-05,1.0,-0.03827176608797807,-0.565409215507114,-0.0,-0.5294870121394074,-0.4774311447591698,0.0
2018-11-06,1.0,-0.0412392660454676,-0.567457520945893,-0.0,-0.5272100853496202,-0.4741732571189935,0.0
2018-11-07,1.0,-0.04138165108871599,-0.567568273197222,-0.0,-0.5275442535637825,-0.47433554383583104,0.0
2018-11-08,1.0,-0.017682136375421313,-0.5711174487943999,-0.0,-0.5219341457091003,-0.48195488721804514,0.0
2018-11-09,1.0,-0.015398024404416037,-0.5877132745232687,-0.0,-0.5433151972954413,-0.4947440705720775,0.0
2018-11-12,1.0,-0.015016449113870319,-0.5963334394566486,-0.0,-0.5437493367292794,-0.497983657009445,0.0
2018-11-13,1.0,-0.0006062842682412485,-0.5943694643610292,-0.0,-0.5451022775200338,-0.49594053142134126,0.0
2018-11-14,1.0,-0.0,-0.5954051487655623,-0.0,-0.5455792361257649,-0.49670289090525427,0.0
2018-11-15,1.0,-0.0,-0.5960277111924769,-0.0,-0.5477438558596528,-0.4903985459526381,0.0
2018-11-16,1.0,-0.0018778101031473157,-0.6021951864586088,-0.0,-0.5505950806664903,-0.49010843692144934,0.0
2018-11-19,1.0,-0.004417405105144823,-0.601587091654543,-0.0,-0.549345324692501,-0.4897764845919852,0.0
2018-11-20,1.0,-0.0,-0.5926150121065376,-0.0,-0.544241499105169,-0.494999473628803,0.0
2018-11-21,1.0,-0.0,-0.5892824467389883,-0.0,-0.543170827342831,-0.48158410665272516,0.0
2018-11-23,1.0,-0.0,-0.5984423349242146,-0.0,-0.5416164053075995,-0.48229926050243876,0.0
2018-11-26,1.0,-0.0,-0.6098664142211002,-0.0,-0.5398390659514042,-0.4799358367518671,0.0
2018-11-27,1.0,-0.0,-0.6092704808373337,-0.0,-0.536790745258519,-0.4771648172923061,0.0
2018-11-28,1.0,-0.0,-0.6159056896053772,-0.0,-0.5339354635439915,-0.4757003702050569,0.0
2018-11-29,1.0,-0.0,-0.6054544033757913,-0.0,-0.5255919356099086,-0.4737308223281499,0.0
2018-11-30,1.0,-0.0,-0.6056147295502488,-0.0,-0.5261074507148624,-0.4724862626630902,0.0
2018-12-03,1.0,-0.0,-0.6054933611038792,-0.0,-0.5258005727675085,-0.4721947409528769,0.0
2018-12-04,1.0,-0.0,-0.6065603573654685,-0.0,-0.5210108040723043,-0.4695616039891959,0.0
2018-12-06,1.0,-0.0,-0.596598376497874,-0.0,-0.5180260275737663,-0.4623630975389769,0.0
2018-12-07,1.0,-0.0,-0.5969645433931148,-0.0,-0.5189651618223047,-0.4608585858585859,0.0
2018-12-10,1.0,-0.0,-0.6048809279408746,-0.0,-0.5192722233627591,-0.44208068158489017,0.0
2018-12-11,1.0,-0.0,-0.6047771927571595,-0.0,-0.5267753948889174,-0.4368306151277771,0.0
2018-12-12,1.0,-0.0,-0.6047981095242988,-0.0,-0.5265848145484434,-0.43719819171889446,0.0
2018-12-13,1.0,-0.0,-0.6025460051844058,-0.0,-0.5280137566409158,-0.43597772245463645,0.0
2018-12-14,1.0,-0.0,-0.5959619282177583,-0.0,-0.532927986864722,-0.43656840863028806,0.0
2018-12-17,1.0,-0.0,-0.5955450747186836,-0.0,-0.5311306487581063,-0.43657242457642326,0.0
2018-12-18,1.0,-0.0,-0.5914629473522875,-0.0,-0.5279331749559353,-0.43507803918563365,0.0
2018-12-19,1.0,-0.0,-0.5918070072321178,-0.0,-0.5284557000843322,-0.43523038000562214,0.0
2018-12-20,1.0,-0.0,-0.5891658799214106,-0.0,-0.528412135439259,-0.43402822076497155,0.0
2018-12-21,1.0,-0.0,-0.5929770992366412,-0.0,-0.5349872773536896,-0.41653944020356237,0.0
2018-12-24,1.0,-0.0,-0.5765670056154196,-0.0,-0.5267617746749632,-0.4261142307886882,0.0
2018-12-26,1.0,-0.0,-0.5786123968605353,-0.0,-0.5172569933588247,-0.41975246528476556,0.0
2018-12-27,1.0,-0.0,-0.5593954610348053,-0.0,-0.4836557869344754,-0.41842662334465613,0.0
2018-12-28,1.0,-0.0,-0.5590907971532002,-0.0,-0.4843007363262492,-0.41923806240303396,0.0
2018-12-31,1.0,-0.0,-0.5554293054046043,-0.0,-0.4898725422389092,-0.42480980140302343,0.0
2019-01-02,1.0,-0.0,-0.5547027320516301,-0.0,-0.48777116908117185,-0.42550408450356625,0.0
2019-01-03,1.0,-0.0,-0.5543110891821883,-0.0,-0.49115579129147646,-0.4215369433822622,0.0
2019-01-04,1.0,-0.0,-0.5581309696270288,-0.0,-0.4724875389790556,-0.4247305227490362,0.0
2019-01-07,1.0,-0.0,-0.5463313896987366,-0.0,-0.4676141885325559,-0.41559766763848394,0.0
2019-01-08,1.0,-0.0,-0.538442881397041,-0.0,-0.47293233082706765,-0.41404317244724714,0.0
2019-01-09,1.0,-0.0,-0.5350409538118547,-0.0,-0.47251974991518436,-0.41574177288809183,0.0
