Date,IWF,IWM,MTUM,RMR,SPY,VLUE,VXX
2018-09-24,-0.4553547950865858,-1.066150783216258,-0.06840464295105368,1.0,-0.6662033732767364,-0.500356861124676,0.0
2018-09-25,-0.46962226941747565,-1.072094963592233,-0.08074180825242717,1.0,-0.6704717839805825,-0.49950697815533973,0.0
2018-09-26,-0.46969754612897097,-1.0741867985543085,-0.07612706867034431,1.0,-0.6750998668442078,-0.5093399277154271,0.0
2018-09-27,-0.470501026381814,-1.0704402037557972,-0.07709267847639321,1.0,-0.6745609366684406,-0.5087812666311867,0.0
2018-09-28,-0.4682865617157198,-1.0725910715643776,-0.0778386189063807,1.0,-0.6746140390904252,-0.509240246406571,0.0
2018-10-01,-0.4686413147334225,-1.081941524937894,-0.07896044334034015,1.0,-0.6779667494744888,-0.514389451557424,0.0
2018-10-02,-0.4692037291762189,-1.0751566559682102,-0.08157572978755923,1.0,-0.6790081002598196,-0.5159330582301697,0.0
2018-10-03,-0.47247389434889436,-1.089987714987715,-0.08361486486486487,1.0,-0.6794763513513514,-0.5135135135135135,0.0
2018-10-04,-0.47984770402276755,-1.0821859856934082,-0.08460887624028922,1.0,-0.689716175678794,-0.5094608107068688,0.0
2018-10-05,-0.46854780045177846,-1.0781040621769593,-0.07151881771890195,1.0,-0.6957387342547571,-0.5146827979631686,0.0
2018-10-08,-0.4693908843485261,-1.0804615325641125,-0.07168321386131024,1.0,-0.6962088396519339,-0.51558247402921,0.0
2018-10-09,-0.46990492255788985,-1.0809308388284005,-0.07245821193068547,1.0,-0.6958288606042018,-0.5146449930992179,0.0
2018-10-10,-0.46968593012999965,-1.08202630670706,-0.0715189630709054,1.0,-0.6961306898799708,-0.5154734056831691,0.0
2018-10-11,-0.4278960690887433,-1.0798466349017273,-0.01611822513400834,1.0,-0.6815068493150684,-0.5170860631328172,0.0
2018-10-12,-0.42902256211239204,-1.1124681352965795,-0.0036525510786439906,1.0,-0.7136171669900696,-0.5459802914431381,0.0
2018-10-15,-0.40198982304245456,-1.1405407458039036,-0.0,1.0,-0.7087795245689983,-0.5460621250094935,0.0
2018-10-16,-0.39337269091601595,-1.1604646733955437,-0.0,1.0,-0.708817368120358,-0.5461435916968196,0.0
2018-10-17,-0.379340147301969,-1.1333608898241394,-0.0,1.0,-0.7004358935818428,-0.5445663610401322,0.0
2018-10-18,-0.3800391095066185,-1.1358303249097472,-0.0,1.0,-0.6996841155234658,-0.5449759326113117,0.0
2018-10-19,-0.3616417910447761,-1.1258208955223878,-0.0,1.0,-0.7020149253731343,-0.5418283582089553,0.0
2018-10-22,-0.36309634998318824,-1.130421788022565,-0.0,1.0,-0.7010124406918967,-0.5414502932715657,0.0
2018-10-23,-0.3634801449437783,-1.1304120437819867,-0.0,1.0,-0.7005864993089022,-0.5411856998767232,0.0
2018-10-24,-0.36541432716584393,-1.1304970418660738,-0.0,1.0,-0.714059614877341,-0.5583901722123827,0.0
2018-10-25,-0.3328340761306349,-1.086688098195368,-0.0,1.0,-0.7108570176079493,-0.5227222912252503,0.0
2018-10-26,-0.31705465587044535,-1.0719346443030655,-0.0,1.0,-0.7126951995373049,-0.5131217466743783,0.0
2018-10-29,-0.2916246579288492,-1.0869580872821547,-0.0,1.0,-0.7022900763358778,-0.519876134235921,0.0
2018-10-30,-0.2889848812095033,-1.0867530597552195,-0.0,1.0,-0.7021958243340533,-0.5217782577393808,0.0
2018-10-31,-0.29287730960294484,-1.0662592473464136,-0.0,1.0,-0.6990100425288589,-0.5157070869518602,0.0
2018-11-01,-0.258876323819781,-1.1020642613534373,-0.0,1.0,-0.7052952791240351,-0.5237838808113444,0.0
2018-11-02,-0.2713342424459915,-1.0615086485322616,-0.0,1.0,-0.7311777793727122,-0.5245460417713342,0.0
2018-11-05,-0.2632281334535618,-1.095293056807935,-0.0,1.0,-0.739765554553652,-0.5085662759242561,0.0
2018-11-06,-0.27122070982416874,-1.1026464960103983,-0.0,1.0,-0.7354226089468174,-0.5012095172762393,0.0
2018-11-07,-0.2707198268085874,-1.1023994226952913,-0.0,1.0,-0.7344037524806062,-0.5006314270250767,0.0
2018-11-08,-0.23254979364794542,-1.113009151265028,-0.0,1.0,-0.728225372330881,-0.5149470662120941,0.0
2018-11-09,-0.23374757560520076,-1.1136053444436462,-0.0,1.0,-0.7282881976869477,-0.5160548811148624,0.0
2018-11-12,-0.23331901489117984,-1.0940363688430699,-0.0,1.0,-0.7387600229095075,-0.5135309278350516,0.0
2018-11-13,-0.22279312067366017,-1.0975165917362448,-0.0,1.0,-0.7394919003782202,-0.5082780275458503,0.0
2018-11-14,-0.2260095139311134,-1.0981794770914552,-0.0,1.0,-0.7427304266962338,-0.5097464143925033,0.0
2018-11-15,-0.2252123123230731,-1.1004407496327087,-0.0,1.0,-0.743756046869961,-0.5138854050954959,0.0
2018-11-16,-0.21725855112500453,-1.0979244665770054,-0.0,1.0,-0.766747846316019,-0.5530151575733343,0.0
2018-11-19,-0.23992415229030342,-1.1182331945270674,-0.0,1.0,-0.7850237953599049,-0.5748066627007733,0.0
2018-11-20,-0.19400724155767382,-1.1115421562107441,-0.0,1.0,-0.7914357496490061,-0.5976501884282863,0.0
2018-11-21,-0.1985434050651442,-1.105694627433758,-0.0,1.0,-0.7874762113892549,-0.5680720245937637,0.0
2018-11-23,-0.19907830730404888,-1.1024102995501264,-0.0,1.0,-0.7879741048242567,-0.5680479865403607,0.0
2018-11-26,-0.19855226117793295,-1.1043030014989215,-0.0,1.0,-0.7864950828062734,-0.5665192117866413,0.0
2018-11-27,-0.1836950961046554,-1.1187605057370458,-0.0,1.0,-0.786925381860703,-0.5647518818972447,0.0
