Date,CVGW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4442765394786551,-1.0606724593879864,-0.0073290517567057055,-0.690102002266717,-0.5754816773706082,0.0
2018-09-25,1.0,-0.4437972768532526,-1.0627080181543116,-0.005748865355521936,-0.6919440242057489,-0.577912254160363,0.0
2018-09-26,1.0,-0.44587254226914547,-1.0726034733379237,-0.0,-0.7054548236554204,-0.6012929385662918,0.0
2018-09-27,1.0,-0.44787925105082155,-1.0671379442109286,-0.0,-0.7052350019105846,-0.6009170806266718,0.0
2018-09-28,1.0,-0.4482020711528909,-1.0668348045397227,-0.0,-0.7052237380106233,-0.6010546830218962,0.0
2018-10-01,1.0,-0.4481941524937894,-1.067188992929486,-0.0,-0.7052168927957194,-0.6012994458245748,0.0
2018-10-02,1.0,-0.44937337612715883,-1.058574048601559,-0.002368943909521626,-0.7070151306740028,-0.6035075653370013,0.0
2018-10-03,1.0,-0.45019721977559074,-1.0453414008348334,-0.0,-0.716501359476123,-0.6174702255581511,0.0
2018-10-04,1.0,-0.449675760715245,-1.050266682015272,-0.0,-0.7157822032922758,-0.6212347952879781,0.0
2018-10-05,1.0,-0.4356741894833314,-1.044029480276473,-0.0,-0.7164623668232329,-0.6225226257303242,0.0
2018-10-08,1.0,-0.4323644813530913,-1.0397318197402003,-0.0,-0.7170393508818711,-0.6202430383604434,0.0
2018-10-09,1.0,-0.4259315821624924,-1.041730299328039,-0.0,-0.7222434331093465,-0.6280543677458766,0.0
2018-10-10,1.0,-0.42729562628806966,-1.0407220822837953,-0.0,-0.7229982444088238,-0.6254484390504542,0.0
2018-10-11,1.0,-0.35274401473296496,-1.0214364640883977,-0.0,-0.6885819521178637,-0.6204788213627992,0.0
2018-10-12,1.0,-0.3533788197720839,-1.012339406256805,-0.0,-0.6675618784931407,-0.5959570298323292,0.0
2018-10-15,1.0,-0.3225116852059857,-1.0424653067140115,-0.0,-0.6617993405558172,-0.5965071198231819,0.0
2018-10-16,1.0,-0.3153901996370235,-1.057350272232305,-0.0,-0.6611978221415608,-0.5958257713248638,0.0
2018-10-17,1.0,-0.3007790165809034,-1.0272655803316182,-0.0,-0.6515508862206976,-0.5938750714694112,0.0
2018-10-18,1.0,-0.2997567606238375,-1.025540134497067,-0.0,-0.6562812991844327,-0.5955072256402919,0.0
2018-10-19,1.0,-0.28615035138780437,-1.0177823525236034,-0.0,-0.6544331653297366,-0.5910058919571236,0.0
2018-10-22,1.0,-0.28624640817340097,-1.0120969172372203,-0.0,-0.6562843662421513,-0.5928553691156125,0.0
2018-10-23,1.0,-0.28977333191444077,-1.0123088929090847,-0.0,-0.6536837997942606,-0.5914653612855166,0.0
2018-10-24,1.0,-0.2885421849456251,-1.0083161560878529,-0.0,-0.6583623569550074,-0.5986566209396544,0.0
2018-10-25,1.0,-0.24533177151519325,-0.9584165920209466,-0.0,-0.6768759043616068,-0.5645628057603527,0.0
2018-10-26,1.0,-0.22728355973172643,-0.9427024818711061,-0.0,-0.6804548394784325,-0.5540802778061485,0.0
2018-10-29,1.0,-0.21097717884472134,-0.9480598632085055,-0.0,-0.6720390058915149,-0.5548858942236067,0.0
2018-10-30,1.0,-0.18118538233186612,-0.9584740846896646,-0.0,-0.6829767632306275,-0.589551984167605,0.0
2018-10-31,1.0,-0.18994565217391304,-0.9330502717391305,-0.0,-0.6862771739130434,-0.5874320652173913,0.0
2018-11-01,1.0,-0.15215455230526823,-0.976947317942043,-0.0,-0.696958279098445,-0.5993012262793725,0.0
2018-11-02,1.0,-0.15819555011226782,-0.9454650608967817,-0.0,-0.7051779274681909,-0.5932163026467987,0.0
2018-11-05,1.0,-0.154005783296479,-0.9577138969212451,-0.0,-0.7064466746045246,-0.5837727504677667,0.0
2018-11-06,1.0,-0.15470966425145422,-0.9576147225907404,-0.0,-0.7059563901078341,-0.5833588461407626,0.0
2018-11-07,1.0,-0.15402916086055127,-0.9574142677497196,-0.0,-0.7044828875369609,-0.582741392787955,0.0
2018-11-08,1.0,-0.1212560223712139,-0.9615578989926215,-0.0,-0.6952259020922475,-0.5911525891984771,0.0
2018-11-09,1.0,-0.1220844007010921,-0.9617769987865713,-0.0,-0.6951260617500337,-0.5916812727517864,0.0
2018-11-12,1.0,-0.12154083825900053,-0.9420338527673294,-0.0,-0.7055682428801718,-0.5892665233745298,0.0
2018-11-13,1.0,-0.09654576282456198,-0.9387280162239436,-0.0,-0.7063067256225274,-0.5830313507762891,0.0
2018-11-14,1.0,-0.09713127015257787,-0.9381378187015924,-0.0,-0.7062460525878403,-0.582654655453246,0.0
2018-11-15,1.0,-0.09600132736021239,-0.9389746142359382,-0.0,-0.7087108013937282,-0.5747137879542061,0.0
2018-11-16,1.0,-0.09145089729157009,-0.9282166743924243,-0.0,-0.7084630156943248,-0.5829084166611483,0.0
2018-11-19,1.0,-0.09249817916970138,-0.9277958021585115,-0.0,-0.7077401840693902,-0.5825663775408859,0.0
2018-11-20,1.0,-0.05273713628144008,-0.920697024494493,-0.0,-0.7125102745355911,-0.601906953805688,0.0
2018-11-21,1.0,-0.06068412299866306,-0.9170443799523917,-0.0,-0.7133400723905176,-0.5697981543678873,0.0
2018-11-23,1.0,-0.062314733378937434,-0.9034821981172025,-0.0,-0.7198280074269521,-0.5718101566826281,0.0
2018-11-26,1.0,-0.06108936725375082,-0.9131115459882583,-0.0,-0.7179712981082844,-0.569406392694064,0.0
2018-11-27,1.0,-0.051381860646165824,-0.9162449721032827,-0.0,-0.7126962501621902,-0.5634812508109511,0.0
2018-11-28,1.0,-0.05104159906548121,-0.9198195859562593,-0.0,-0.7111752871698358,-0.5628204296190538,0.0
2018-11-29,1.0,-0.02365232997884751,-0.9066405999615408,-0.0,-0.7073264534324722,-0.5673354272162041,0.0
2018-11-30,1.0,-0.023617253092354032,-0.9071973338460553,-0.0,-0.7085496378901494,-0.5651477280010254,0.0
2018-12-03,1.0,-0.020260955983714295,-0.9096271599397301,-0.0,-0.7100631551950758,-0.5658961946590582,0.0
2018-12-04,1.0,-0.007153626535784173,-0.9220479260898855,-0.0,-0.7103583229076444,-0.5683764796458474,0.0
2018-12-06,1.0,-0.0,-0.8597961918414408,-0.0,-0.7168811742341612,-0.5396553336034154,0.0
2018-12-07,1.0,-0.0,-0.8606820805641361,-0.0,-0.7169334456613311,-0.5426066335923118,0.0
2018-12-10,1.0,-0.0,-0.8567808134503647,-0.0,-0.7075967363085671,-0.5262393373717393,0.0
2018-12-11,1.0,-0.0,-0.8667705735660848,-0.0,-0.7017768079800499,-0.5486596009975063,0.0
2018-12-12,1.0,-0.0,-0.8697936210131333,-0.0,-0.7086303939962477,-0.5485303314571608,0.0
2018-12-13,1.0,-0.0,-0.8649545881616035,-0.0,-0.7195114312558722,-0.5473849044785468,0.0
2018-12-14,1.0,-0.0,-0.8467187647114206,-0.0,-0.7394783918651727,-0.5522078900291874,0.0
2018-12-17,1.0,-0.0,-0.8632841151895908,-0.0,-0.7726185540708613,-0.5531779188060082,0.0
2018-12-18,1.0,-0.0,-0.849604555520405,-0.0,-0.763460930085416,-0.5504903511546979,0.0
2018-12-19,1.0,-0.0,-0.8495681609668133,-0.0,-0.7634218102439179,-0.5506343130121168,0.0
2018-12-20,1.0,-0.0,-0.849534839567116,-0.0,-0.763369406999557,-0.551484083285868,0.0
2018-12-21,1.0,-0.0,-0.9133922780186393,-0.0,-0.8417710715870685,-0.6586556515208412,0.0
2018-12-24,1.0,-0.0,-0.8822710921061563,-0.0,-0.8294984049412883,-0.6819724428154483,0.0
2018-12-26,1.0,-0.0,-0.8859926100100772,-0.0,-0.8063486731609002,-0.6667450453476654,0.0
2018-12-27,1.0,-0.0,-0.8376932989690721,-0.0,-0.7216494845360825,-0.6622744845360825,0.0
2018-12-28,1.0,-0.0,-0.8409632348206812,-0.0,-0.7194964908891893,-0.6589079904706715,0.0
2018-12-31,1.0,-0.0,-0.8428815251344476,-0.0,-0.7190287572859306,-0.658390493672109,0.0
2019-01-02,1.0,-0.0,-0.8418648048647084,-0.0,-0.7157427367201827,-0.6597921559795374,0.0
2019-01-03,1.0,-0.0,-0.8441240040001291,-0.0,-0.7394432078454144,-0.6423755605019517,0.0
2019-01-04,1.0,-0.0,-0.8615464150699538,-0.0,-0.7103622087951146,-0.6591812336424441,0.0
2019-01-07,1.0,-0.0,-0.8285596733867139,-0.0,-0.7004778934708992,-0.635819856315473,0.0
2019-01-08,1.0,-0.0,-0.8256758893280634,-0.0,-0.701501976284585,-0.634909090909091,0.0
2019-01-09,1.0,-0.0,-0.840068732896328,-0.0,-0.7076942658944823,-0.6343155349074016,0.0
2019-01-10,1.0,-0.0,-0.8366470494671544,-0.0,-0.7115953554954668,-0.6329250835056466,0.0
2019-01-11,1.0,-0.0,-0.8240991493293403,-0.0,-0.7164431133908943,-0.6454901710899418,0.0
2019-01-14,1.0,-0.0,-0.826265782425711,-0.0,-0.7225162606810357,-0.6395867873995664,0.0
2019-01-15,1.0,-0.0,-0.8205848550632102,-0.0,-0.7198314391520878,-0.6520240071510662,0.0
2019-01-16,1.0,-0.0,-0.821462760865403,-0.0,-0.7155530027442721,-0.653966430531623,0.0
2019-01-17,1.0,-0.0,-0.8333440225756797,-0.0,-0.7171947152385838,-0.6562339661364802,0.0
2019-01-18,1.0,-0.0,-0.8256794751640113,-0.0,-0.7233623113466697,-0.6827069127104677,0.0
2019-01-22,1.0,-0.0,-0.8803761673023806,-0.0,-0.7752203077732474,-0.6325792450348546,0.0
2019-01-23,1.0,-0.0,-0.8438139227977566,-0.0,-0.7908940943582976,-0.664533157373804,0.0
2019-01-24,1.0,-0.0,-0.8353336850435242,-0.0,-0.8028554471115801,-0.6590609337905566,0.0
2019-01-25,1.0,-0.0,-0.798080484930123,-0.0,-0.8928102374137061,-0.6766795756861425,0.0
2019-01-28,1.0,-0.0,-0.7779388463742709,-0.0,-0.9209452853723493,-0.6723190506691838,0.0
2019-01-29,1.0,-0.0,-0.7678209116732044,-0.0,-0.9282091167320439,-0.6855471391857162,0.0
2019-01-30,1.0,-0.0,-0.7682186234817814,-0.0,-0.9271929824561403,-0.6783738191632929,0.0
2019-01-31,1.0,-0.0,-0.7854688934997789,-0.0,-0.8660838804040955,-0.7499234667845845,0.0
2019-02-01,1.0,-0.0,-0.7858457762323584,-0.0,-0.8762187223017658,-0.7469489329787959,0.0
2019-02-04,1.0,-0.0,-0.8040065157869198,-0.0,-0.9229196270751743,-0.738917963470003,0.0
2019-02-05,1.0,-0.0,-0.8130535968599119,-0.0,-0.9280975372538123,-0.7323977908228838,0.0
2019-02-06,1.0,-0.0,-0.8189709485474274,-0.0,-0.920546027301365,-0.7606580329016451,0.0
2019-02-07,1.0,-0.0,-0.8156063096778707,-0.0,-0.9237872057640517,-0.7582106257213809,0.0
2019-02-08,1.0,-0.0,-0.8206307951671818,-0.0,-0.9491781399269458,-0.7423784771003091,0.0
