Date,IWF,IWM,MTUM,PVG,SPY,VLUE,VXX
2018-09-24,-1.952056588944197,-4.034713125491224,-0.3450353680901231,1.0,-2.960702122085407,-2.806785433586586,0.0
2018-09-25,-1.9577114427860696,-4.0274941084053415,-0.355197695731867,1.0,-2.9548311076197957,-2.7973291437549093,0.0
2018-09-26,-1.958496988740508,-4.028541503011259,-0.35689971196648335,1.0,-2.954176485991097,-2.794317884262896,0.0
2018-09-27,-1.9561013848967859,-4.014371570420695,-0.36020381499869353,1.0,-2.9468251894434285,-2.787692709694278,0.0
2018-09-28,-1.956065573770492,-4.035803278688524,-0.36550819672131146,1.0,-2.958032786885246,-2.799344262295082,0.0
2018-10-01,-1.956327868852459,-4.03527868852459,-0.3662950819672131,1.0,-2.957770491803279,-2.799213114754098,0.0
2018-10-02,-1.962588605933316,-4.00616959831977,-0.3797584667891835,1.0,-2.9682331320556576,-2.8101864006300867,0.0
2018-10-03,-2.0073716659965153,-4.040611178126257,-0.3809140865835679,1.0,-3.061251842916499,-2.9127462806594293,0.0
2018-10-04,-2.0295937584073176,-4.032284100080711,-0.38727468388485337,1.0,-3.0907990314769975,-2.9116222760290555,0.0
2018-10-05,-2.0474269819193323,-4.157579972183588,-0.3265646731571627,1.0,-3.276216968011126,-3.1002781641168284,0.0
2018-10-08,-2.0221702010465434,-4.112778848801983,-0.3109336270999724,1.0,-3.254199944918755,-3.07036629027816,0.0
2018-10-09,-2.0200991189427313,-4.112610132158591,-0.306442731277533,1.0,-3.25523127753304,-3.072136563876652,0.0
2018-10-10,-2.062122276879831,-4.201264933239634,-0.31426563598032325,1.0,-3.324525650035137,-3.1527758257203087,0.0
2018-10-11,-1.9312599912803374,-4.532916727219882,-0.0,1.0,-3.5465775323354167,-3.5220171486702516,0.0
2018-10-12,-2.1698289269051325,-4.901088646967341,-0.0,1.0,-3.7710730948678073,-3.710108864696734,0.0
2018-10-15,-2.0465152217586153,-4.984546437953949,-0.0,1.0,-3.729253592953176,-3.693092257765415,0.0
2018-10-16,-2.037439801149604,-5.045828802237067,-0.0,1.0,-3.744290818704366,-3.707783128786702,0.0
2018-10-17,-1.9066118220597197,-4.840188909201706,-0.0,1.0,-3.7259293113954906,-3.7618829981718465,0.0
2018-10-18,-1.9037758830694276,-4.8340438489646775,-0.0,1.0,-3.72731425091352,-3.760200974421437,0.0
2018-10-19,-1.767941176470588,-4.658676470588235,-0.0,1.0,-3.626029411764706,-3.6532352941176467,0.0
2018-10-22,-1.7652582159624413,-4.624266431924883,-0.0,1.0,-3.627640845070423,-3.6541960093896715,0.0
2018-10-23,-1.7792303172737955,-4.6310223266745005,-0.0,1.0,-3.6241186839012927,-3.6542303172737953,0.0
2018-10-24,-1.7710047003525264,-4.619124559341951,-0.0,1.0,-3.631169212690952,-3.6673031727379555,0.0
2018-10-25,-1.5063533269572345,-4.242519469872933,-0.0,1.0,-3.526438037983331,-3.3877578904221886,0.0
2018-10-26,-1.4410913600661432,-4.2684304809149785,-0.0,1.0,-3.645859170456111,-3.424417803500069,0.0
2018-10-29,-1.3379585107844485,-4.328204423684572,-0.0,1.0,-3.612721527682374,-3.4594037642533313,0.0
2018-10-30,-1.3020447372032387,-4.325511184300809,-0.0,1.0,-3.6109510086455328,-3.484561547962124,0.0
2018-10-31,-1.2862870890136329,-4.157043571237637,-0.0,1.0,-3.52900294039027,-3.393210371558407,0.0
2018-11-01,-1.215316760224539,-4.2207965784549595,-0.0,1.0,-3.5296712109061747,-3.399759422614274,0.0
2018-11-02,-1.2340172071475841,-4.075181998676372,-0.0,1.0,-3.5585704831237583,-3.3684976836532092,0.0
2018-11-05,-1.2215298952671352,-4.124883998409121,-0.0,1.0,-3.567678642449954,-3.343364709001724,0.0
2018-11-06,-1.2337352590433286,-4.1326354842983966,-0.0,1.0,-3.5565125215317344,-3.3274148668345043,0.0
2018-11-07,-1.2481565893551414,-4.1875586539750635,-0.0,1.0,-3.599410108593645,-3.3716315860034856,0.0
2018-11-08,-1.1779949022939677,-4.492919852732937,-0.0,1.0,-3.824270744831492,-3.6651090342679127,0.0
2018-11-09,-1.176578872840555,-4.492353440951572,-0.0,1.0,-3.826819597847635,-3.664542622486548,0.0
2018-11-12,-1.2026209677419355,-4.495967741935483,-0.0,1.0,-3.9628456221198154,-3.7396313364055302,0.0
2018-11-13,-1.0491109229466553,-4.440022579734688,-0.0,1.0,-3.934942139429862,-3.688258537962179,0.0
2018-11-14,-1.051643854945675,-4.437420629321292,-0.0,1.0,-3.9346691124594324,-3.6866092846056158,0.0
2018-11-15,-1.0460822998872605,-4.444475760992108,-0.0,1.0,-3.948985343855694,-3.652903043968433,0.0
2018-11-16,-1.0222502099076407,-4.3834312902322985,-0.0,1.0,-3.9269521410579347,-3.6612090680100753,0.0
2018-11-19,-1.02085082563672,-4.3841309823677586,-0.0,1.0,-3.9275118947663032,-3.66148894486426,0.0
2018-11-20,-0.8106344578647786,-4.347771761765931,-0.0,1.0,-3.954741080105512,-3.7699569623767877,0.0
2018-11-21,-0.8008337816030124,-4.229289940828402,-0.0,1.0,-3.850053792361485,-3.5680473372781067,0.0
2018-11-23,-0.8015256959314776,-4.168495717344754,-0.0,1.0,-3.8535867237687365,-3.559689507494647,0.0
2018-11-26,-0.7968499733048585,-4.169247197010145,-0.0,1.0,-3.837159636946076,-3.544180459156433,0.0
2018-11-27,-0.7528843573920044,-4.237322243090959,-0.0,1.0,-3.863026562919238,-3.5623826133619536,0.0
2018-11-28,-0.7547702230583176,-4.253560870733674,-0.0,1.0,-3.8638806772373013,-3.565036280569739,0.0
2018-11-29,-0.5899094437257439,-4.099223803363519,-0.0,1.0,-3.7492884864165594,-3.4981888745148773,0.0
2018-11-30,-0.5901618122977346,-4.101877022653722,-0.0,1.0,-3.751715210355987,-3.501359223300971,0.0
2018-12-03,-0.5803698435277383,-4.103064787275314,-0.0,1.0,-3.7497736971421185,-3.49838355101513,0.0
2018-12-04,-0.5367987647967062,-4.115928975810602,-0.0,1.0,-3.7283839423571803,-3.485717961914565,0.0
2018-12-06,-0.44978593272171247,-3.774678899082569,-0.0,1.0,-3.690642201834862,-3.3173088685015286,0.0
2018-12-07,-0.4605392156862745,-3.7808823529411764,-0.0,1.0,-3.6991421568627447,-3.3143382352941178,0.0
2018-12-10,-0.3246705259268383,-3.8850843699963047,-0.0,1.0,-3.793324301022293,-3.313708584801084,0.0
2018-12-11,-0.3296392069942125,-3.882280507326684,-0.0,1.0,-3.7917744120182237,-3.3099371998522344,0.0
2018-12-12,-0.3302921957835039,-3.8868203674022928,-0.0,1.0,-3.7950930834668966,-3.3166070768092717,0.0
2018-12-13,-0.3311225743060673,-3.8687054777695895,-0.0,1.0,-3.7803979366249076,-3.3016457872758536,0.0
2018-12-14,-0.34140969162995594,-3.829417523250122,-0.0,1.0,-3.7770435633871755,-3.2890357317670094,0.0
2018-12-17,-0.2625197041348369,-3.814841760640233,-0.0,1.0,-3.713471565417728,-3.334788407905905,0.0
2018-12-18,-0.23353135313531356,-4.114191419141914,-0.0,1.0,-4.126072607260726,-3.7273927392739274,0.0
2018-12-19,-0.24480888771326542,-4.118635101177094,-0.0,1.0,-4.130009258034652,-3.732442798571618,0.0
2018-12-20,-0.2298747763864043,-3.9519550217224637,-0.0,1.0,-4.001405571173013,-3.5945566061845136,0.0
2018-12-21,-0.21020274689339438,-4.081883584041857,-0.0,1.0,-4.164813603662525,-3.6235448005232174,0.0
2018-12-24,-0.10327974276527332,-3.9560128617363346,-0.0,1.0,-4.118327974276527,-3.684115755627009,0.0
2018-12-26,-0.08934049079754601,-4.026968302658487,-0.0,1.0,-4.030930470347648,-3.633946830265849,0.0
2018-12-27,-0.0,-3.8597890088321885,-0.0,1.0,-3.7157752698724242,-3.6912414131501476,0.0
2018-12-28,-0.0,-3.8537061912321406,-0.0,1.0,-3.692148003419221,-3.6657711564293565,0.0
2018-12-31,-0.0,-3.8526894865525674,-0.0,1.0,-3.6993887530562346,-3.6728606356968214,0.0
2019-01-02,-0.0,-3.8249787595581983,-0.0,1.0,-3.663794149775458,-3.6485010316786015,0.0
