Date,HMI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-08,1.0,-1.3477296257950007,-3.8412956663215496,-0.0,-4.528915840851945,-4.072770300251442,0.0
2018-10-09,1.0,-1.350947306098283,-3.8454706927175843,-0.0,-4.532267613972766,-4.072824156305507,0.0
2018-10-10,1.0,-1.3443473107126984,-3.851829900726034,-0.0,-4.540376352052156,-4.080456363905765,0.0
2018-10-11,1.0,-0.9689932708800635,-3.4598231956722527,-0.0,-3.920701939569865,-3.8448344108721466,0.0
2018-10-12,1.0,-1.0689077794951056,-3.403013910355487,-0.0,-3.752833590932509,-3.6553323029366305,0.0
2018-10-15,1.0,-0.9487310292054585,-3.4616758066573143,-0.0,-3.7113888534625685,-3.6316796326999112,0.0
2018-10-16,1.0,-0.9252836924646181,-3.4981512176463085,-0.0,-3.703684814484254,-3.6231034043095756,0.0
2018-10-17,1.0,-0.7765891280009951,-3.2373429531036195,-0.0,-3.6971016295559145,-3.7283244184600073,0.0
2018-10-18,1.0,-0.7707736389684815,-3.2315933723682577,-0.0,-3.7189485486483123,-3.736638843901831,0.0
2018-10-19,1.0,-0.6599322526010163,-3.0903701911444474,-0.0,-3.6734817323977738,-3.673965642390516,0.0
2018-10-22,1.0,-0.6581818181818182,-3.0448484848484845,-0.0,-3.710424242424242,-3.7077575757575754,0.0
2018-10-23,1.0,-0.6959912270013402,-3.067503350798099,-0.0,-3.705007920068234,-3.716339710003655,0.0
2018-10-24,1.0,-0.6901252763448783,-3.0607958732498153,-0.0,-3.753009088676001,-3.778064357651682,0.0
2018-10-25,1.0,-0.4640694618987776,-2.708671312692791,-0.0,-3.7739060893407976,-3.4780075402719066,0.0
2018-10-26,1.0,-0.34217356957454015,-2.658164992664485,-0.0,-3.8546439453786254,-3.430425459880375,0.0
2018-10-29,1.0,-0.1935556557007661,-2.7490986931050023,-0.0,-3.816584046867958,-3.5068724650743577,0.0
2018-10-30,1.0,-0.1539846915803692,-2.7481990094552002,-0.0,-3.8157361548851867,-3.538158487167942,0.0
2018-10-31,1.0,-0.19906323185011712,-2.621389539422326,-0.0,-3.816549570647931,-3.515110962417754,0.0
2018-11-01,1.0,-0.0876230975828111,-2.728178155774396,-0.0,-3.8389659803043874,-3.536034019695613,0.0
2018-11-02,1.0,-0.10223292469352013,-2.578261821366025,-0.0,-3.8063704028021017,-3.458844133099825,0.0
2018-11-05,1.0,-0.08144746911555702,-2.6334317262490434,-0.0,-3.810976276374768,-3.406581392806385,0.0
2018-11-06,1.0,-0.11777607193771247,-2.671455203421428,-0.0,-3.798113828270644,-3.378769601930036,0.0
2018-11-07,1.0,-0.11335012594458438,-2.672653597634432,-0.0,-3.7896177855656554,-3.376081480670244,0.0
2018-11-08,1.0,-0.0,-2.689483374851078,-0.0,-3.7212173724683204,-3.420123470161378,0.0
2018-11-09,1.0,-0.0,-2.6880277116258933,-0.0,-3.7193115392942193,-3.4176228620913616,0.0
2018-11-12,1.0,-0.0,-2.585602066071236,-0.0,-3.774238674270957,-3.40094694931669,0.0
2018-11-13,1.0,-0.0,-2.5131565042798267,-0.0,-3.7221811264926554,-3.3321356863573914,0.0
2018-11-14,1.0,-0.0,-2.5101933030527093,-0.0,-3.7229322911165097,-3.3299883806908204,0.0
2018-11-15,1.0,-0.0,-2.5195106517612316,-0.0,-3.750474583421219,-3.2762075511495463,0.0
2018-11-16,1.0,-0.0,-2.466533571503625,-0.0,-3.734264999474624,-3.306714300725018,0.0
2018-11-19,1.0,-0.0,-2.4651260504201677,-0.0,-3.732878151260504,-3.3060924369747897,0.0
2018-11-20,1.0,-0.0,-2.350668186056148,-0.0,-3.6470527297213295,-3.3618564176939807,0.0
2018-11-21,1.0,-0.0,-2.341303903535663,-0.0,-3.68107500510934,-3.1963008379317395,0.0
2018-11-23,1.0,-0.0,-2.3065173116089617,-0.0,-3.6855397148676174,-3.1912423625254585,0.0
2018-11-26,1.0,-0.0,-2.360294870482236,-0.0,-3.6889525954745572,-3.189310945018941,0.0
2018-11-27,1.0,-0.0,-2.4349534643226476,-0.0,-3.7065149948293694,-3.1998965873836607,0.0
2018-11-28,1.0,-0.0,-2.4760768033212246,-0.0,-3.7017125064867664,-3.2009340944473275,0.0
2018-11-29,1.0,-0.0,-2.3538244482515367,-0.0,-3.568678826967651,-3.1550942255366325,0.0
2018-11-30,1.0,-0.0,-2.359592495460964,-0.0,-3.583114787169659,-3.1440387331047,0.0
2018-12-03,1.0,-0.0,-2.4103065212919152,-0.0,-3.6639580333264763,-3.2116848385105947,0.0
2018-12-04,1.0,-0.0,-2.402303536846397,-0.0,-3.6125777188869637,-3.177759657527265,0.0
2018-12-06,1.0,-0.0,-2.040053404539386,-0.0,-3.5375739080679,-2.958897577722678,0.0
2018-12-07,1.0,-0.0,-2.039748355733486,-0.0,-3.5408445334095893,-2.951482222857688,0.0
2018-12-10,1.0,-0.0,-2.090000951384264,-0.0,-3.5658833602892206,-2.858053467795643,0.0
2018-12-11,1.0,-0.0,-2.0891362252663623,-0.0,-3.5769596651445967,-2.8467465753424657,0.0
2018-12-12,1.0,-0.0,-2.08941310758109,-0.0,-3.5772852658613146,-2.845334347950157,0.0
2018-12-13,1.0,-0.0,-2.0705268153773138,-0.0,-3.5900332225913623,-2.8316089226388232,0.0
2018-12-14,1.0,-0.0,-2.0293922442400683,-0.0,-3.6196074713188584,-2.832369394140514,0.0
2018-12-17,1.0,-0.0,-1.9900009344921037,-0.0,-3.5077095598542196,-2.847210541070928,0.0
2018-12-18,1.0,-0.0,-1.9110641037432172,-0.0,-3.4477145222109815,-2.838315092430792,0.0
2018-12-19,1.0,-0.0,-1.9171663130707497,-0.0,-3.4580758232635365,-2.8489991698182826,0.0
2018-12-20,1.0,-0.0,-1.846937846937847,-0.0,-3.453999453999454,-2.7990717990717986,0.0
2018-12-21,1.0,-0.0,-1.8617599130907114,-0.0,-3.4913090711569796,-2.6999818938982436,0.0
2018-12-24,1.0,-0.0,-1.7385899484993785,-0.0,-3.398863434558693,-2.741875332978157,0.0
2018-12-26,1.0,-0.0,-1.8237931944078078,-0.0,-3.283038776048536,-2.685922799613119,0.0
2018-12-27,1.0,-0.0,-1.6864244741873806,-0.0,-2.857760412336853,-2.769058109568543,0.0
2018-12-28,1.0,-0.0,-1.6970702962901485,-0.0,-2.847788198190721,-2.7545024483359617,0.0
2018-12-31,1.0,-0.0,-1.6997261183500707,-0.0,-2.846543281600133,-2.7531745373060006,0.0
2019-01-02,1.0,-0.0,-1.6949461474730738,-0.0,-2.8325600662800334,-2.7574979287489643,0.0
2019-01-03,1.0,-0.0,-1.691900388847522,-0.0,-2.8541408124431205,-2.7272275999007194,0.0
2019-01-04,1.0,-0.0,-1.706718979892104,-0.0,-2.727317312408043,-2.7399869216936406,0.0
2019-01-07,1.0,-0.0,-1.573651941518629,-0.0,-2.668919981135042,-2.6177487816381073,0.0
2019-01-08,1.0,-0.0,-1.5314308053166534,-0.0,-2.686864738076622,-2.600390930414386,0.0
2019-01-09,1.0,-0.0,-1.4824021464646464,-0.0,-2.723248106060606,-2.685763888888889,0.0
2019-01-10,1.0,-0.0,-1.4751398628949648,-0.0,-2.7246867859112758,-2.6797730675281697,0.0
2019-01-11,1.0,-0.0,-1.4714038128249567,-0.0,-2.725066960768867,-2.681266740192217,0.0
2019-01-14,1.0,-0.0,-1.4807661989594827,-0.0,-2.7412107835409114,-2.6607283619738293,0.0
2019-01-15,1.0,-0.0,-1.468885217528125,-0.0,-2.7382582015577057,-2.6601368893084727,0.0
2019-01-16,1.0,-0.0,-1.461913371590284,-0.0,-2.696014464271677,-2.703089379765742,0.0
2019-01-17,1.0,-0.0,-1.4575671852899574,-0.0,-2.696919691969197,-2.7034417727487035,0.0
2019-01-18,1.0,-0.0,-1.450518378887842,-0.0,-2.7008325479107764,-2.7027961043041158,0.0
2019-01-22,1.0,-0.0,-1.462457071495473,-0.0,-2.6842803621604743,-2.6583671557914452,0.0
2019-01-23,1.0,-0.0,-1.4500352140230066,-0.0,-2.725800140856092,-2.6495030910086865,0.0
2019-01-24,1.0,-0.0,-1.445438142307994,-0.0,-2.7469992939515184,-2.6525456970267514,0.0
2019-01-25,1.0,-0.0,-1.4462352848226279,-0.0,-2.8242079481709728,-2.630323141344711,0.0
2019-01-28,1.0,-0.0,-1.4119879803890558,-0.0,-2.869207654594338,-2.6265222204649694,0.0
2019-01-29,1.0,-0.0,-1.3688173747622068,-0.0,-2.876981610653139,-2.6806436271401397,0.0
2019-01-30,1.0,-0.0,-1.367833506099992,-0.0,-2.891157005023523,-2.714775536241129,0.0
2019-01-31,1.0,-0.0,-1.3987583572110793,-0.0,-2.821076090417064,-2.739414199299586,0.0
2019-02-01,1.0,-0.0,-1.38909206551121,-0.0,-2.8359039592940056,-2.7253935442836696,0.0
2019-02-04,1.0,-0.0,-1.3920991972021302,-0.0,-2.8357046339718623,-2.7206899292584055,0.0
2019-02-05,1.0,-0.0,-1.4306411590490675,-0.0,-2.849915952933643,-2.724005443048107,0.0
2019-02-06,1.0,-0.0,-1.4121648659463784,-0.0,-2.847218887555022,-2.743817527010804,0.0
2019-02-07,1.0,-0.0,-1.4047218887555022,-0.0,-2.844257703081232,-2.7542216886754702,0.0
2019-02-08,1.0,-0.0,-1.3949452131488442,-0.0,-2.8701911541230105,-2.7330240742221865,0.0
2019-02-11,1.0,-0.0,-1.3682689992777466,-0.0,-2.889495225102319,-2.7672738945509994,0.0
2019-02-12,1.0,-0.0,-1.3926672038678485,-0.0,-2.9050765511684125,-2.76027397260274,0.0
2019-02-13,1.0,-0.0,-1.4293286219081272,-0.0,-2.8772084805653706,-2.7242210086733056,0.0
2019-02-14,1.0,-0.0,-1.3655533199195171,-0.0,-2.934004024144869,-2.748732394366197,0.0
2019-02-15,1.0,-0.0,-1.4094977021688302,-0.0,-2.9183262114004678,-2.734822220430541,0.0
2019-02-19,1.0,-0.0,-1.4038864699242055,-0.0,-2.9242864054184805,-2.735042735042735,0.0
2019-02-20,1.0,-0.0,-1.4649288709810049,-0.0,-2.9533755447742784,-2.804785790642217,0.0
2019-02-21,1.0,-0.0,-1.476609389130971,-0.0,-2.9498478993669326,-2.795198552988572,0.0
2019-02-22,1.0,-0.0,-1.4677949392047323,-0.0,-2.9607295432139336,-2.787052251068025,0.0
2019-02-25,1.0,-0.0,-1.44279626290772,-0.0,-2.9684477954433697,-2.784133748565809,0.0
2019-02-26,1.0,-0.0,-1.4572759796988102,-0.0,-3.0155586987270153,-2.847325068641318,0.0
2019-02-27,1.0,-0.0,-1.4416277518345564,-0.0,-3.0354402935290192,-2.861741160773849,0.0
2019-02-28,1.0,-0.0,-1.439305393220905,-0.0,-3.03431290699616,-2.875104357989648,0.0
2019-03-01,1.0,-0.0,-1.440594472739417,-0.0,-3.045754362528179,-2.862987392502296,0.0
2019-03-04,1.0,-0.0,-1.4334445371142617,-0.0,-3.031109257714762,-2.8757297748123434,0.0
2019-03-05,1.0,-0.0,-1.422676954042268,-0.0,-3.063149949681315,-2.9005367326400537,0.0
2019-03-06,1.0,-0.0,-1.4171284634760706,-0.0,-3.08144416456759,-2.8977329974811084,0.0
2019-03-07,1.0,-0.0,-1.3570354278074868,-0.0,-3.1173963903743314,-2.881183155080214,0.0
2019-03-08,1.0,-0.0,-1.3669232765331718,-0.0,-3.3002335438110886,-2.98252746302223,0.0
2019-03-11,1.0,-0.0,-1.381891844283953,-0.0,-3.33670952968117,-3.0887792848335387,0.0
2019-03-12,1.0,-0.0,-1.1774584487534627,-0.0,-3.3021987534626036,-3.1768524930747923,0.0
2019-03-13,1.0,-0.0,-1.1995544512038387,-0.0,-3.261502870362437,-3.1072744409219433,0.0
2019-03-14,1.0,-0.0,-1.1980945841558663,-0.0,-3.2693331044545535,-3.1155265642434125,0.0
2019-03-15,1.0,-0.0,-1.2656849620705042,-0.0,-3.381169120928157,-3.2777331548415884,0.0
2019-03-18,1.0,-0.0,-1.320552425949482,-0.0,-3.427130656005815,-3.3383608940577867,0.0
2019-03-19,1.0,-0.0,-1.3255621083671212,-0.0,-3.4800958348691484,-3.4091411721341687,0.0
2019-03-20,1.0,-0.0,-1.3250980034643087,-0.0,-3.4085149056431763,-3.3828972559029995,0.0
2019-03-21,1.0,-0.0,-1.3304721030042919,-0.0,-3.4206008583690988,-3.380513195141996,0.0
2019-03-22,1.0,-0.0,-1.326419616519174,-0.0,-3.515486725663717,-3.3763827433628317,0.0
2019-03-25,1.0,-0.0,-1.087007802576665,-0.0,-3.60215931772818,-3.383505715841045,0.0
2019-03-26,1.0,-0.0,-1.102860286028603,-0.0,-3.6106527319398607,-3.454070407040704,0.0
2019-03-27,1.0,-0.0,-1.0836001097594439,-0.0,-3.616665142229946,-3.4463550718009697,0.0
2019-03-28,1.0,-0.0,-1.0595053390526603,-0.0,-3.593775668522406,-3.4733047366980014,0.0
2019-03-29,1.0,-0.0,-1.0524826579043445,-0.0,-3.5953815261044175,-3.47964585615188,0.0
2019-04-01,1.0,-0.0,-1.0819851933095697,-0.0,-3.593455808427018,-3.4643999634402705,0.0
2019-04-02,1.0,-0.0,-1.1061681222707425,-0.0,-3.6062590975254727,-3.385098253275109,0.0
2019-04-03,1.0,-0.0,-1.1094319009468319,-0.0,-3.599417334304443,-3.3953932993445015,0.0
2019-04-04,1.0,-0.0,-1.1078467153284672,-0.0,-3.586313868613139,-3.42992700729927,0.0
2019-04-05,1.0,-0.0,-1.0920980428022682,-0.0,-3.609200658496433,-3.444485092372416,0.0
2019-04-08,1.0,-0.0,-1.0749132103051342,-0.0,-3.6142883245021014,-3.4465558194774344,0.0
2019-04-09,1.0,-0.0,-1.0781607093884267,-0.0,-3.6177895602888746,-3.4457445835999634,0.0
2019-04-10,1.0,-0.0,-1.0553125569527975,-0.0,-3.6407873154729358,-3.416347731000547,0.0
2019-04-11,1.0,-0.0,-1.0409634157467385,-0.0,-3.679682510719825,-3.4027004835325245,0.0
2019-04-12,1.0,-0.0,-1.0402335553325426,-0.0,-3.68305811513548,-3.39996350697929,0.0
2019-04-15,1.0,-0.0,-1.06046126987044,-0.0,-3.6840944592483695,-3.444087108334099,0.0
2019-04-16,1.0,-0.0,-1.0934570765661253,-0.0,-3.7130394431554525,-3.474338747099768,0.0
2019-04-17,1.0,-0.0,-1.0319001386962552,-0.0,-3.747665279704115,-3.4667591308368007,0.0
2019-04-18,1.0,-0.0,-1.0317269447784665,-0.0,-3.7383220793636114,-3.479789103690685,0.0
2019-04-22,1.0,-0.0,-1.0500977744668962,-0.0,-3.7616165378526865,-3.5000465592699506,0.0
2019-04-23,1.0,-0.0,-1.0584016393442623,-0.0,-3.768722056631893,-3.4873323397913563,0.0
2019-04-24,1.0,-0.0,-1.0081217326362957,-0.0,-3.790235250186706,-3.5368745332337563,0.0
2019-04-25,1.0,-0.0,-0.9612558450233801,-0.0,-3.9177402423895415,-3.6638992270254795,0.0
2019-04-26,1.0,-0.0,-0.9738606549412108,-0.0,-3.9566611602371,-3.7867068312117382,0.0
2019-04-29,1.0,-0.0,-0.9559223300970875,-0.0,-3.9528155339805826,-3.8000000000000003,0.0
2019-04-30,1.0,-0.0,-0.9529034764031851,-0.0,-3.953680326276947,-3.8040396193435617,0.0
2019-05-01,1.0,-0.0,-0.8871785065493832,-0.0,-3.9506644994741373,-3.723396118175734,0.0
2019-05-02,1.0,-0.0,-0.8984205050600587,-0.0,-3.836943157098269,-3.7225952898893406,0.0
2019-05-03,1.0,-0.0,-0.9099235199697856,-0.0,-3.818808422245302,-3.7132470965914455,0.0
2019-05-06,1.0,-0.0,-0.8543096155653727,-0.0,-3.8301532098881474,-3.714916815490178,0.0
2019-05-07,1.0,-0.0,-0.8540274684484039,-0.0,-3.7671677802524126,-3.6587787676317745,0.0
2019-05-08,1.0,-0.0,-0.9191292264937471,-0.0,-3.716998610467809,-3.627512737378416,0.0
2019-05-09,1.0,-0.0,-0.913565201087466,-0.0,-3.8078185056716976,-3.6534170807162276,0.0
2019-05-10,1.0,-0.0,-0.9021372328458943,-0.0,-3.8147731533558304,-3.6569178852643422,0.0
2019-05-13,1.0,-0.0,-0.8982765080554516,-0.0,-3.812944923192207,-3.65558261521169,0.0
2019-05-14,1.0,-0.0,-0.7496351696461145,-0.0,-3.7804633345494345,-3.590660342940532,0.0
2019-05-15,1.0,-0.0,-0.7674080798910576,-0.0,-3.7940081706763507,-3.517022242396732,0.0
2019-05-16,1.0,-0.0,-0.7762863534675615,-0.0,-3.713288590604027,-3.459060402684564,0.0
2019-05-17,1.0,-0.0,-0.7515444533977975,-0.0,-3.6909302533798907,-3.510788790402006,0.0
2019-05-20,1.0,-0.0,-0.7233491198284335,-0.0,-3.69645250647842,-3.5158609596997588,0.0
2019-05-21,1.0,-0.0,-0.7212953876349363,-0.0,-3.68792934249264,-3.5120885003122493,0.0
2019-05-22,1.0,-0.0,-0.6960293328563762,-0.0,-3.730906814523341,-3.516007869790735,0.0
2019-05-23,1.0,-0.0,-0.6940997946978488,-0.0,-3.744264929036865,-3.48781576363474,0.0
2019-05-24,1.0,-0.0,-0.6884336702746221,-0.0,-3.7598175149834514,-3.4970927632167457,0.0
2019-05-28,1.0,-0.0,-0.6138462842132023,-0.0,-3.5533429370392335,-3.306753664943649,0.0
2019-05-29,1.0,-0.0,-0.6511724596707135,-0.0,-3.474222517877931,-3.1898386828538166,0.0
2019-05-30,1.0,-0.0,-0.6453300124533,-0.0,-3.4684931506849312,-3.188376919883769,0.0
2019-05-31,1.0,-0.0,-0.666914805624483,-0.0,-3.4439205955334993,-3.1603804797353185,0.0
2019-06-03,1.0,-0.0,-0.681869826326895,-0.0,-3.382243142347022,-3.0513715305956826,0.0
2019-06-04,1.0,-0.0,-0.7091711623344777,-0.0,-3.3359489946051983,-3.1287395782246197,0.0
2019-06-05,1.0,-0.0,-0.7132590439276486,-0.0,-3.4037467700258395,-2.9579295865633077,0.0
2019-06-06,1.0,-0.0,-0.7066773934030571,-0.0,-3.363636363636364,-2.9747385358004825,0.0
2019-06-07,1.0,-0.0,-0.7156626506024096,-0.0,-3.3497188755020084,-2.9668273092369475,0.0
2019-06-10,1.0,-0.0,-0.6967324438763282,-0.0,-3.338499640488935,-2.9539026923384197,0.0
2019-06-11,1.0,-0.0,-0.7004593440244983,-0.0,-3.3752115400112817,-2.9829962124264644,0.0
2019-06-12,1.0,-0.0,-0.6943331425300515,-0.0,-3.4325782974895738,-3.050372066399542,0.0
2019-06-13,1.0,-0.0,-0.6884234453645073,-0.0,-3.398035395356389,-3.031742165936029,0.0
2019-06-14,1.0,-0.0,-0.6686991869918699,-0.0,-3.4469105691056914,-3.0144715447154473,0.0
2019-06-17,1.0,-0.0,-0.6757320497392699,-0.0,-3.3412755716004816,-3.005375050140393,0.0
2019-06-18,1.0,-0.0,-0.7102714716621685,-0.0,-3.2694872201936813,-2.9580092078107634,0.0
2019-06-19,1.0,-0.0,-0.7039651070578906,-0.0,-3.27065820777161,-2.9556701030927837,0.0
2019-06-20,1.0,-0.0,-0.7157970092268533,-0.0,-3.2740216353802096,-2.964365256124722,0.0
2019-06-21,1.0,-0.0,-0.7250198570293883,-0.0,-3.260285941223193,-2.9575059571088165,0.0
2019-06-24,1.0,-0.0,-0.7047573511833614,-0.0,-3.2648019762530884,-2.999203123754881,0.0
