Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WMGI
2018-09-24,-0.5644820295983087,-1.0999046553082121,-0.04937196866061435,-0.7591095634871284,-0.6725117108154044,0.0,1.0
2018-09-25,-0.566107313030868,-1.0978247358607829,-0.05237207375181272,-0.7572819556660451,-0.6697741868655479,0.0,1.0
2018-09-26,-0.5675910956348712,-1.0998217468805704,-0.05509265016788956,-0.7569953985822658,-0.6659204908178916,0.0,1.0
2018-09-27,-0.5788509575353872,-1.0884263114071608,-0.06049125728559534,-0.7639883430474604,-0.6714404662781016,0.0,1.0
2018-09-28,-0.5767933719139016,-1.0899704400682793,-0.06128481618718515,-0.7637703484741247,-0.6715516882468047,0.0,1.0
2018-10-01,-0.5766332181371528,-1.0901028438189615,-0.061706291376941336,-0.7636257650830662,-0.6716492484490153,0.0,1.0
2018-10-02,-0.5771728271728271,-1.0828754578754578,-0.06460206460206461,-0.7647352647352647,-0.6731601731601732,0.0,1.0
2018-10-03,-0.5785478960757329,-1.0902873347512407,-0.06601609741857459,-0.7642937570374077,-0.6711706076149965,0.0,1.0
2018-10-04,-0.583865181662704,-1.0823843490593583,-0.0670337462979185,-0.7714095023568182,-0.6666666666666666,0.0,1.0
2018-10-05,-0.5698969414893618,-1.0758809840425534,-0.0496592420212766,-0.7818317819148937,-0.6782746010638299,0.0,1.0
2018-10-08,-0.5676718238002406,-1.0720063046994899,-0.044755070720477824,-0.7858890870629226,-0.677506325438633,0.0,1.0
2018-10-09,-0.5686193162960503,-1.072477597079323,-0.04617490872884168,-0.7852223697311649,-0.6761948224361102,0.0,1.0
2018-10-10,-0.5685091151252809,-1.0791226171647381,-0.04274535919420627,-0.7880629318238576,-0.6836760176475485,0.0,1.0
2018-10-11,-0.4944806113784319,-1.0778375318426268,-0.0,-0.7688730742792447,-0.702357365250091,0.0,1.0
2018-10-12,-0.5077931420350092,-1.07313564063624,-0.0,-0.7438653984493645,-0.6716889137558948,0.0,1.0
2018-10-15,-0.4791866028708133,-1.0996012759170655,-0.0,-0.7373604465709729,-0.6710925039872407,0.0,1.0
2018-10-16,-0.47310669539541933,-1.1108850051871357,-0.0,-0.7361742877663394,-0.6698986513446652,0.0,1.0
2018-10-17,-0.459200944695926,-1.0827002558551468,-0.0,-0.7267860657350915,-0.6675851210391656,0.0,1.0
2018-10-18,-0.4581872611966755,-1.0807499901524402,-0.0,-0.7311222279119235,-0.6689644306140939,0.0,1.0
2018-10-19,-0.44073755762168926,-1.0685991093054146,-0.0,-0.7314633955777795,-0.6657942026720838,0.0,1.0
2018-10-22,-0.4433773666261613,-1.080788679393203,-0.0,-0.7304300105836699,-0.6653208419897298,0.0,1.0
2018-10-23,-0.44619062548988875,-1.0807728484088415,-0.0,-0.7281313685530648,-0.6640147358520144,0.0,1.0
2018-10-24,-0.44432263116679716,-1.0765074393108849,-0.0,-0.7286609240407204,-0.665935787000783,0.0,1.0
2018-10-25,-0.40639909125331314,-1.023892464975388,-0.0,-0.7291934873154108,-0.6269216205982582,0.0,1.0
2018-10-26,-0.39332033885598616,-1.0095584376639928,-0.0,-0.7284279181347927,-0.6171002324012295,0.0,1.0
2018-10-29,-0.37488812649164677,-1.0167064439140812,-0.0,-0.7184889618138425,-0.6190334128878282,0.0,1.0
2018-10-30,-0.36235829355608595,-1.0174149761336515,-0.0,-0.7194958233890214,-0.6298478520286396,0.0,1.0
2018-10-31,-0.37182439459218547,-0.9907146040707175,-0.0,-0.7235923339771209,-0.6280270390729461,0.0,1.0
2018-11-01,-0.34936896807720863,-1.0093912397921307,-0.0,-0.7237193763919822,-0.629472902746845,0.0,1.0
2018-11-02,-0.352018020014032,-0.9908053616926997,-0.0,-0.7255271223366936,-0.6243122484398655,0.0,1.0
2018-11-05,-0.3492286115007012,-0.9980807558869121,-0.0,-0.7257326345316306,-0.6178489702517161,0.0,1.0
2018-11-06,-0.36542962219993314,-1.018091310969947,-0.0,-0.7230952115606077,-0.6082321037185631,0.0,1.0
2018-11-07,-0.3656297617720296,-1.0184710298435353,-0.0,-0.7237893484966739,-0.6086148585869848,0.0,1.0
2018-11-08,-0.33391060834960756,-1.0217030841224806,-0.0,-0.7134750727734993,-0.6156822285272117,0.0,1.0
2018-11-09,-0.33515747579503274,-1.067926983276568,-0.0,-0.7683976885691325,-0.6553518809077342,0.0,1.0
2018-11-12,-0.33615311004784687,-1.0448612440191387,-0.0,-0.7894354066985647,-0.6573397129186603,0.0,1.0
2018-11-13,-0.3130688713592233,-1.0410345873786409,-0.0,-0.7886453276699028,-0.6497269417475727,0.0,1.0
2018-11-14,-0.31126787416587226,-1.0497998093422307,-0.0,-0.7950810295519543,-0.6569685414680648,0.0,1.0
2018-11-15,-0.31023454157782515,-1.0499162351507767,-0.0,-0.795956442278404,-0.6513859275053305,0.0,1.0
2018-11-16,-0.3065214090494989,-1.0397054357728515,-0.0,-0.7938050409960522,-0.6559368357121166,0.0,1.0
2018-11-19,-0.3004503129293237,-1.0483513967333231,-0.0,-0.8043428484200886,-0.6630667073729202,0.0,1.0
2018-11-20,-0.28015342548989824,-1.0440148868297128,-0.0,-0.8044584535925869,-0.6690338751329181,0.0,1.0
2018-11-21,-0.28606899665174373,-1.0372070275760883,-0.0,-0.8003837327414318,-0.6383883224859863,0.0,1.0
2018-11-23,-0.2872492298444661,-1.0259223082124878,-0.0,-0.8044932000901645,-0.6392290930948981,0.0,1.0
2018-11-26,-0.28608470181503887,-1.0334823944985156,-0.0,-0.801924016384202,-0.636353387696817,0.0,1.0
2018-11-27,-0.2755823082962575,-1.0372004336934983,-0.0,-0.7961266684114107,-0.629827644221782,0.0,1.0
2018-11-28,-0.2726761197389152,-1.0564183359591868,-0.0,-0.7929327031285168,-0.6292670117788282,0.0,1.0
2018-11-29,-0.23148939332020654,-1.044990154920682,-0.0,-0.7958539213136678,-0.6427908013523053,0.0,1.0
2018-11-30,-0.23082354690055004,-1.0455626579455923,-0.0,-0.7960457856399584,-0.643934889252267,0.0,1.0
2018-12-03,-0.22766795481569557,-1.0472651605231864,-0.0,-0.7967821046373365,-0.6440621284185494,0.0,1.0
2018-12-04,-0.217597568659427,-1.0531485119157926,-0.0,-0.7931136725844113,-0.6424150328008599,0.0,1.0
2018-12-06,-0.20997261853292984,-0.9885069894797522,-0.0,-0.7946389969736274,-0.609742037757602,0.0,1.0
2018-12-07,-0.20533073649282263,-0.9906585876073001,-0.0,-0.7967250955781577,-0.6140085118661185,0.0,1.0
