Date,IWF,IWM,MTUM,MYOK,SPY,VLUE,VXX
2018-09-24,-0.8926695174098962,-1.7847281612706167,-0.12241905925473426,1.0,-1.243616371411118,-1.0653634697617593,0.0
2018-09-25,-0.9066011667178385,-1.7885170402210624,-0.13638317470064476,1.0,-1.2463002763279092,-1.0628799508750384,0.0
2018-09-26,-0.9109087553067124,-1.7946840583276933,-0.1424352427244201,1.0,-1.2475850612194672,-1.0570971512951455,0.0
2018-09-27,-0.9115441357265799,-1.7895254487337104,-0.14365625768379642,1.0,-1.2464347184656996,-1.0558765674944677,0.0
2018-09-28,-0.9080452700209128,-1.793824578668963,-0.14497478164595892,1.0,-1.246955345060893,-1.0569565752245047,0.0
2018-10-01,-0.9077935658485575,-1.7939349203420067,-0.14572184289844375,1.0,-1.2466629759488221,-1.0571446146275452,0.0
2018-10-02,-0.9089226212513882,-1.817043070467728,-0.1415525114155251,1.0,-1.2463902258422805,-1.056645686782673,0.0
2018-10-03,-0.9149913129808886,-1.8392901464383222,-0.14532141970712337,1.0,-1.2495035989079175,-1.0559692231322908,0.0
2018-10-04,-0.9197519379844961,-1.8293333333333335,-0.14672868217054263,1.0,-1.2553798449612403,-1.0502945736434108,0.0
2018-10-05,-0.9183357102994978,-1.838469647175544,-0.13430892292428845,1.0,-1.2593786817138959,-1.0502883363303777,0.0
2018-10-08,-0.9157230369407834,-1.8346636965534309,-0.1308706144421756,1.0,-1.258956747726007,-1.0475218117690737,0.0
2018-10-09,-0.9245247856876629,-1.842030065846689,-0.14212945707541308,1.0,-1.2594111069698097,-1.0438563796744935,0.0
2018-10-10,-0.9259906396255849,-1.8544773790951639,-0.13741029641185648,1.0,-1.265959438377535,-1.0564118564742588,0.0
2018-10-11,-0.8283586607737482,-1.8736453351092814,-0.0,1.0,-1.2537991160622388,-1.0985651147302777,0.0
2018-10-12,-0.8495686556434219,-1.8724538701174214,-0.0,1.0,-1.2173496285645817,-1.0514617780972921,0.0
2018-10-15,-0.8467437541189863,-1.8767599305014677,-0.0,1.0,-1.2176622131687735,-1.050086873165179,0.0
2018-10-16,-0.839347800023978,-1.8904807577029132,-0.0,1.0,-1.2160412420573075,-1.048615273947968,0.0
2018-10-17,-0.8051050875241497,-1.8221415607985483,-0.0,1.0,-1.1897429892863416,-1.037468532287337,0.0
2018-10-18,-0.8040065604498593,-1.819821930646673,-0.0,1.0,-1.1946462043111525,-1.0390698219306465,0.0
2018-10-19,-0.7766444508838017,-1.8001738626485075,-0.0,1.0,-1.1901477832512315,-1.0284555201390901,0.0
2018-10-22,-0.7763683753258036,-1.7881262670141906,-0.0,1.0,-1.1946713003185636,-1.0328989284679988,0.0
2018-10-23,-0.779965257672264,-1.7878980891719745,-0.0,1.0,-1.1914881297046904,-1.0310364794441227,0.0
2018-10-24,-0.7793383633197911,-1.797620429483459,-0.0,1.0,-1.1948345908299476,-1.0320371445153802,0.0
2018-10-25,-0.717682350980501,-1.704849730570524,-0.0,1.0,-1.1742125437475697,-0.9585023054274763,0.0
2018-10-26,-0.6994733377221857,-1.6793943383805134,-0.0,1.0,-1.1662826420890937,-0.9409150757077024,0.0
2018-10-29,-0.6554165294698716,-1.7152892108440347,-0.0,1.0,-1.1542091976731423,-0.9629568653276259,0.0
2018-10-30,-0.68555303491396,-1.72804736347037,-0.0,1.0,-1.1659381397665025,-0.9535771592984009,0.0
2018-10-31,-0.6963863373851823,-1.6890710081953686,-0.0,1.0,-1.1672625268137067,-0.9475276387437435,0.0
2018-11-01,-0.7054477282752537,-1.686479929422144,-0.0,1.0,-1.1713167181296869,-0.9506506396118218,0.0
2018-11-02,-0.7080116094408849,-1.6567000711899678,-0.0,1.0,-1.170910683971305,-0.9405837577350638,0.0
2018-11-05,-0.6976179973533304,-1.7090317600352891,-0.0,1.0,-1.1863145125716807,-0.9209858844287606,0.0
2018-11-06,-0.7050454921422663,-1.7149710504549214,-0.0,1.0,-1.1811965811965812,-0.9130410807830163,0.0
2018-11-07,-0.7039633473172887,-1.7193088982115259,-0.0,1.0,-1.1812210200927358,-0.9154890704349746,0.0
2018-11-08,-0.6458596626188252,-1.7371833617231713,-0.0,1.0,-1.172756744876092,-0.9390076377822956,0.0
2018-11-09,-0.6488764044943821,-1.7757865168539326,-0.0,1.0,-1.2197191011235955,-0.9735955056179776,0.0
2018-11-12,-0.6462535620495056,-1.7559367491758395,-0.0,1.0,-1.2200368776889983,-0.9653573224562777,0.0
2018-11-13,-0.6085947856827221,-1.7498895271763146,-0.0,1.0,-1.215753424657534,-0.949403446752099,0.0
2018-11-14,-0.6110312810876535,-1.749143362440588,-0.0,1.0,-1.2170885376367857,-0.949430750525036,0.0
2018-11-15,-0.6100221483942414,-1.7531007751937984,-0.0,1.0,-1.219269102990033,-0.9546511627906976,0.0
2018-11-16,-0.6116988866116435,-1.75289425580236,-0.0,1.0,-1.2194095164238632,-0.955242895917576,0.0
2018-11-19,-0.6058617429508926,-1.762360269173016,-0.0,1.0,-1.2304098770924865,-0.9627940603970858,0.0
2018-11-20,-0.5649006622516557,-1.7524282560706401,-0.0,1.0,-1.2282560706401766,-0.9731788079470198,0.0
2018-11-21,-0.5744401966138721,-1.742654287274713,-0.0,1.0,-1.2214636810486073,-0.9229382850901147,0.0
2018-11-23,-0.5758137506133799,-1.7268960252985117,-0.0,1.0,-1.226105446813151,-0.9235047162095852,0.0
2018-11-26,-0.5743320767087363,-1.7438124897557779,-0.0,1.0,-1.2244440802054308,-0.9210511937933673,0.0
2018-11-27,-0.5596330275229358,-1.7462678464795613,-0.0,1.0,-1.2136148960425601,-0.9091254546441561,0.0
2018-11-28,-0.556457765667575,-1.7723705722070846,-0.0,1.0,-1.2108446866485014,-0.9099727520435967,0.0
2018-11-29,-0.5266609331326596,-1.7477961728660503,-0.0,1.0,-1.1956030961083637,-0.9051279294775317,0.0
2018-11-30,-0.5270909481831864,-1.7489787142549988,-0.0,1.0,-1.1977531713609975,-0.9013652977854225,0.0
2018-12-03,-0.5267655594969365,-1.7490056970869612,-0.0,1.0,-1.1976244222293884,-0.9011609158336021,0.0
2018-12-04,-0.505938242280285,-1.7767760742820125,-0.0,1.0,-1.2040595983588858,-0.9116281580652127,0.0
2018-12-06,-0.49289000418235046,-1.6779590129652866,-0.0,1.0,-1.2014324550397322,-0.8556566290255123,0.0
2018-12-07,-0.5001307599769862,-1.6780689366598671,-0.0,1.0,-1.2019980124483498,-0.8502536743553534,0.0
2018-12-10,-0.461033930692558,-1.6847079481485308,-0.0,1.0,-1.1986778908227032,-0.820069204152249,0.0
2018-12-11,-0.4655822359927705,-1.6825716498838112,-0.0,1.0,-1.1994836044410018,-0.8163180996643429,0.0
2018-12-12,-0.4585569158635061,-1.698463141443084,-0.0,1.0,-1.2133368064600156,-0.8392810627767647,0.0
2018-12-13,-0.4587518867433508,-1.6948940821318899,-0.0,1.0,-1.2136053713631396,-0.8375579035028367,0.0
2018-12-14,-0.4632827127106304,-1.6818701893072603,-0.0,1.0,-1.2185354691075514,-0.8370605367172873,0.0
2018-12-17,-0.4462501940893329,-1.6804513223953212,-0.0,1.0,-1.2036126494487864,-0.845453133895761,0.0
2018-12-18,-0.4307194909165555,-1.6659653084265624,-0.0,1.0,-1.1943959765985837,-0.8407574668993123,0.0
2018-12-19,-0.4391308814464763,-1.6647832340250668,-0.0,1.0,-1.1921101294431888,-0.8406102321758784,0.0
2018-12-20,-0.4351180136916317,-1.6409522836415653,-0.0,1.0,-1.2009298048431594,-0.8318177173801982,0.0
2018-12-21,-0.42957424080573786,-1.6411821557556336,-0.0,1.0,-1.199145429574241,-0.8168777659087442,0.0
2018-12-24,-0.40440879741727204,-1.6152138821630346,-0.0,1.0,-1.1905266343825667,-0.8342413236481033,0.0
2018-12-26,-0.4057934760856514,-1.6384830898539124,-0.0,1.0,-1.149639783870322,-0.8090854512707625,0.0
2018-12-27,-0.35919911864731524,-1.5744120323801312,-0.0,1.0,-1.0544618479666619,-0.801887244335872,0.0
2018-12-28,-0.3528989323502657,-1.5817015368410974,-0.0,1.0,-1.0543400201082012,-0.7987264805860105,0.0
2018-12-31,-0.35826053566285876,-1.5758855716617068,-0.0,1.0,-1.0600940769895364,-0.8056062206009408,0.0
2019-01-02,-0.3493628276027892,-1.5804760759798029,-0.0,1.0,-1.0624188506852608,-0.8165905265688868,0.0
2019-01-03,-0.4182768694582543,-1.6486597304084876,-0.0,1.0,-1.2362769719645328,-0.8221003536466608,0.0
