Date,IPG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3367890802729932,-0.6257068573285669,-0.08943776405589861,-0.6073773155671108,-0.5906077348066299,0.0
2018-09-25,1.0,-0.3367459698387935,-0.625845033801352,-0.08937857514300572,-0.6074492979719189,-0.5907436297451898,0.0
2018-09-26,1.0,-0.3375158469590092,-0.6268244319474693,-0.09101843123232455,-0.6070929363196047,-0.5882066118388973,0.0
2018-09-27,1.0,-0.3407193216153871,-0.6192208973650866,-0.09327788427174372,-0.6074921212515026,-0.5882257383280808,0.0
2018-09-28,1.0,-0.33689019415891663,-0.6294664708761625,-0.09414260075053027,-0.6108990047316039,-0.591776798825257,0.0
2018-10-01,1.0,-0.33684691446659926,-0.6296054563848187,-0.0943771823907581,-0.6107757073393597,-0.5917501550109323,0.0
2018-10-02,1.0,-0.33743352148520345,-0.6241639205194297,-0.09654474860517473,-0.6116675911122712,-0.5929067832555711,0.0
2018-10-03,1.0,-0.3373147966842895,-0.614352849030742,-0.09493505645845571,-0.6163762156517198,-0.6005156321388943,0.0
2018-10-04,1.0,-0.33719639592582923,-0.6151736745886655,-0.09522721337163752,-0.6159245233742492,-0.6010381300600679,0.0
2018-10-05,1.0,-0.3268511593118923,-0.6085980943709148,-0.08484276934083444,-0.6225488601996683,-0.6090533641182401,0.0
2018-10-08,1.0,-0.32539166612494314,-0.6061561463953715,-0.07966586491581616,-0.62903854904765,-0.6100890593512319,0.0
2018-10-09,1.0,-0.32424262124561176,-0.6065206085034456,-0.07674554674294629,-0.630672214276427,-0.6123065921206605,0.0
2018-10-10,1.0,-0.3237227465017898,-0.6087211194272697,-0.07510575984380084,-0.6313699967458509,-0.6152294175073219,0.0
2018-10-11,1.0,-0.3039272214747902,-0.6022807354731244,-0.05032353129604714,-0.627170222307643,-0.6195464155295022,0.0
2018-10-12,1.0,-0.3089394851008581,-0.5942240096266507,-0.047119921466797554,-0.6132873111878147,-0.6031539947433421,0.0
2018-10-15,1.0,-0.28915739067009166,-0.6345415913487458,-0.015824691592934384,-0.6183997716677766,-0.6133257222592204,0.0
2018-10-16,1.0,-0.2866086182788865,-0.6507881021990594,-0.004893860429642812,-0.6207575950171603,-0.6147832718952586,0.0
2018-10-17,1.0,-0.27154267815191857,-0.6202975724353955,-0.0,-0.6181675802662491,-0.6223335943617855,0.0
2018-10-18,1.0,-0.27060482607333125,-0.6185208398621121,-0.0,-0.6214352867439674,-0.6232528987778126,0.0
2018-10-19,1.0,-0.2515784209539289,-0.6080202537975871,-0.0,-0.634025129711821,-0.6319622429205476,0.0
2018-10-22,1.0,-0.2784182259774912,-0.6444087161769234,-0.0,-0.7538056306229262,-0.7441247904765164,0.0
2018-10-23,1.0,-0.2776732249786142,-0.6446535500427716,-0.0,-0.7546963216424294,-0.7446706586826347,0.0
2018-10-24,1.0,-0.275873862781312,-0.6438196867090773,-0.0,-0.7552500171010329,-0.745228811820234,0.0
2018-10-25,1.0,-0.24127068342341745,-0.5961799913784528,-0.0,-0.7626753324269656,-0.7158205391783002,0.0
2018-10-26,1.0,-0.21561694534399578,-0.5901130130196285,-0.0,-0.7855726653889367,-0.7132046791355495,0.0
2018-10-29,1.0,-0.2033502270782597,-0.5914236819587968,-0.0,-0.7811821233462778,-0.7150332389916408,0.0
2018-10-30,1.0,-0.19238490143811499,-0.5920294862934808,-0.0,-0.7820449534340344,-0.7244545364794156,0.0
2018-10-31,1.0,-0.19482132932291496,-0.5764867427338412,-0.0,-0.7786641383594338,-0.7193578971458463,0.0
2018-11-01,1.0,-0.16850548371255525,-0.6012768047143559,-0.0,-0.7810443607791783,-0.7229988541496154,0.0
2018-11-02,1.0,-0.17504964677540125,-0.5708239736953479,-0.0,-0.791320767001986,-0.71829931308396,0.0
2018-11-05,1.0,-0.17709555468648155,-0.5670056055273106,-0.0,-0.7918459131795073,-0.723047842523791,0.0
2018-11-06,1.0,-0.17587972474969832,-0.5661872615203991,-0.0,-0.7935948863451064,-0.725565013208101,0.0
2018-11-07,1.0,-0.1757646905367508,-0.5661318724320094,-0.0,-0.7935172503750082,-0.7255266418835192,0.0
2018-11-08,1.0,-0.1517473248634145,-0.5653832476643067,-0.0,-0.7854071703358873,-0.7302233860278667,0.0
2018-11-09,1.0,-0.15083600142298115,-0.5659260696613952,-0.0,-0.787102616344879,-0.7302157110054656,0.0
2018-11-12,1.0,-0.15008534896453993,-0.5498083674192406,-0.0,-0.7933588843441013,-0.7274952494444266,0.0
2018-11-13,1.0,-0.11924726364974716,-0.5468860014081802,-0.0,-0.8044549702361901,-0.7297894130448698,0.0
2018-11-14,1.0,-0.11961599999999999,-0.546496,-0.0,-0.804384,-0.729536,0.0
2018-11-15,1.0,-0.1190041918658603,-0.549774407218969,-0.0,-0.8113980352628716,-0.7197209689289943,0.0
2018-11-16,1.0,-0.11371997057035922,-0.5399059531045073,-0.0,-0.8136336009724577,-0.7315824829659959,0.0
2018-11-19,1.0,-0.11393660237341265,-0.5397754534113809,-0.0,-0.8134855899945622,-0.7315036944631034,0.0
2018-11-20,1.0,-0.09601299280300617,-0.5340105725749952,-0.0,-0.8157123750079612,-0.7388064454493344,0.0
2018-11-21,1.0,-0.0987338574721354,-0.5263806005493985,-0.0,-0.8137412775093935,-0.7186069274730826,0.0
2018-11-23,1.0,-0.10010407796385655,-0.5151543823130539,-0.0,-0.818683571451099,-0.7199041221181441,0.0
2018-11-26,1.0,-0.10055566079434236,-0.5138599482225168,-0.0,-0.8207993938245879,-0.7219170297404811,0.0
2018-11-27,1.0,-0.09623312458696541,-0.5131069641564654,-0.0,-0.8183906599112566,-0.7191994209648488,0.0
2018-11-28,1.0,-0.10015772870662461,-0.5019242902208202,-0.0,-0.8272870662460567,-0.725205047318612,0.0
2018-11-29,1.0,-0.08521146572473508,-0.49276358975961987,-0.0,-0.8224188052889875,-0.7255165515301177,0.0
2018-11-30,1.0,-0.08503656478529908,-0.49274954684667793,-0.0,-0.82320770048128,-0.7242327645477843,0.0
2018-12-03,1.0,-0.07893494476442263,-0.5042331539357315,-0.0,-0.832814024486199,-0.7313442230824914,0.0
2018-12-04,1.0,-0.07278947864025864,-0.505853918829844,-0.0,-0.8302834363916004,-0.7299350262092344,0.0
2018-12-06,1.0,-0.06473719635317873,-0.45111056721532156,-0.0,-0.8342715535703359,-0.7092639050357952,0.0
2018-12-07,1.0,-0.06140941651870447,-0.4519990203881712,-0.0,-0.8357007285862977,-0.7121777995469295,0.0
2018-12-10,1.0,-0.03862361679551311,-0.4534182204032136,-0.0,-0.839199636198272,-0.7004395937547371,0.0
2018-12-11,1.0,-0.04891221895196771,-0.4508602117911218,-0.0,-0.8429165275965652,-0.6915678004672756,0.0
2018-12-12,1.0,-0.04958125986163369,-0.45081320548610265,-0.0,-0.8428814176477728,-0.6910426022575554,0.0
2018-12-13,1.0,-0.05116492949110975,-0.4665236051502146,-0.0,-0.8456468424279583,-0.7022378908645003,0.0
2018-12-14,1.0,-0.046219782930439074,-0.4891156882091761,-0.0,-0.8412062160828812,-0.7068019240256537,0.0
2018-12-17,1.0,-0.050159655268623864,-0.4929162662367858,-0.0,-0.8530861518430107,-0.7039402300275909,0.0
2018-12-18,1.0,-0.04169748520710059,-0.48419008875739644,-0.0,-0.8512389053254439,-0.7047275641025642,0.0
2018-12-19,1.0,-0.0444766366662557,-0.48360251510294666,-0.0,-0.849926026383923,-0.7042288250523979,0.0
2018-12-20,1.0,-0.04498801548767747,-0.47818204166922745,-0.0,-0.8489029561797062,-0.7008481347182103,0.0
2018-12-21,1.0,-0.04124816266536011,-0.47651273885350315,-0.0,-0.850563449289564,-0.6939306712395884,0.0
2018-12-24,1.0,-0.03449644350825778,-0.4700674664957109,-0.0,-0.8503220685654975,-0.6978966327807797,0.0
2018-12-26,1.0,-0.034274987131740695,-0.4734913858358312,-0.0,-0.8330759681472734,-0.6869833772368062,0.0
2018-12-27,1.0,-0.00041008816895632557,-0.448900084946835,-0.0,-0.7826532704531474,-0.6972377632619584,0.0
2018-12-28,1.0,-0.0,-0.4509132420091324,-0.0,-0.7812317058892402,-0.694912773679897,0.0
2018-12-31,1.0,-0.0,-0.4512191552264146,-0.0,-0.7811082164915258,-0.6948160290372626,0.0
2019-01-02,1.0,-0.0,-0.4503363556595496,-0.0,-0.7796431705176954,-0.6948522959929805,0.0
2019-01-03,1.0,-0.011110785377151065,-0.4494737767875465,-0.0,-0.7967517809504265,-0.674269297294128,0.0
2019-01-04,1.0,-0.0,-0.4597200712970809,-0.0,-0.7772258422698186,-0.6850655991584607,0.0
2019-01-07,1.0,-0.0,-0.4331217508688284,-0.0,-0.771232443921073,-0.6678059568601545,0.0
2019-01-08,1.0,-0.0,-0.43472513577976374,-0.0,-0.7705968562315009,-0.668295065950171,0.0
2019-01-09,1.0,-0.0,-0.442475070609257,-0.0,-0.7728687532422618,-0.6666378465617614,0.0
2019-01-10,1.0,-0.0,-0.4427854960511904,-0.0,-0.7727560961549547,-0.6668011759958493,0.0
2019-01-11,1.0,-0.0,-0.44379515817956766,-0.0,-0.7711505800397249,-0.663634531794237,0.0
2019-01-14,1.0,-0.0,-0.44625219569787195,-0.0,-0.772165749992801,-0.6611570247933883,0.0
2019-01-15,1.0,-0.0,-0.44068040939887565,-0.0,-0.7703329969727548,-0.6720772668300419,0.0
2019-01-16,1.0,-0.0,-0.44136620205045507,-0.0,-0.7558748992051607,-0.6826114502937449,0.0
2019-01-17,1.0,-0.0,-0.43936776645361897,-0.0,-0.7569816318304832,-0.682674036966661,0.0
2019-01-18,1.0,-0.0,-0.44023846732650346,-0.0,-0.7580309081437749,-0.6957805174509463,0.0
2019-01-22,1.0,-0.0,-0.36069797400163955,-0.0,-0.8706523012062303,-0.6963930202599836,0.0
2019-01-23,1.0,-0.0,-0.33523579771115886,-0.0,-0.8786443470330382,-0.7280456591450678,0.0
2019-01-24,1.0,-0.0,-0.3230660710086998,-0.0,-0.8967787444157066,-0.719256995062309,0.0
2019-01-25,1.0,-0.0,-0.21322235150213315,-0.0,-1.0023270383961336,-0.7678033354217011,0.0
2019-01-28,1.0,-0.0,-0.20555671610612072,-0.0,-1.0127428452057656,-0.7659733206004358,0.0
2019-01-29,1.0,-0.0,-0.1948475509410251,-0.0,-1.0134047455192843,-0.7838783998085036,0.0
2019-01-30,1.0,-0.0,-0.19313625755490393,-0.0,-1.0128059362096822,-0.7860989767219198,0.0
2019-01-31,1.0,-0.0,-0.12259440049374405,-0.0,-0.9440329910789429,-0.7387645177579533,0.0
2019-02-01,1.0,-0.0,-0.12071476585256553,-0.0,-0.9378220927627157,-0.7422977817611471,0.0
2019-02-04,1.0,-0.0,-0.11719602630474325,-0.0,-0.9409262627675947,-0.740254652301665,0.0
2019-02-05,1.0,-0.0,-0.10857015366595085,-0.0,-0.9369997490029841,-0.7432858298240231,0.0
2019-02-06,1.0,-0.0,-0.11052235267869592,-0.0,-0.9383662883119056,-0.7399392029450317,0.0
2019-02-07,1.0,-0.0,-0.12764199851877173,-0.0,-1.0037885261778614,-0.7170853985073777,0.0
2019-02-08,1.0,-0.0,-0.13705133705133704,-0.0,-1.0271700271700273,-0.6957814957814957,0.0
2019-02-11,1.0,-0.0,-0.13414389355661974,-0.0,-1.0385971955380955,-0.6948068706449115,0.0
2019-02-12,1.0,-0.0,-0.12169403134760308,-0.0,-1.0431244448264991,-0.7005931402045903,0.0
2019-02-13,1.0,-0.0,-0.1344378833916184,-0.0,-1.0398153987272831,-0.6922261078942843,0.0
2019-02-14,1.0,-0.0,-0.1257219532115979,-0.0,-1.0508721778192638,-0.74038854209206,0.0
2019-02-15,1.0,-0.0,-0.11778069025775448,-0.0,-1.052686762778506,-0.7420416484636668,0.0
2019-02-19,1.0,-0.0,-0.10922754281719678,-0.0,-1.0622160083886754,-0.7412909239193755,0.0
2019-02-20,1.0,-0.0,-0.11220208612551716,-0.0,-1.063894877920867,-0.7374861604801585,0.0
2019-02-21,1.0,-0.0,-0.12498906163404602,-0.0,-1.0612840183181167,-0.7306536767494093,0.0
2019-02-22,1.0,-0.0,-0.12541205986172294,-0.0,-1.0601534467166487,-0.7316724525219522,0.0
2019-02-25,1.0,-0.0,-0.12570724986074872,-0.0,-1.0702705872006097,-0.7356278033478936,0.0
2019-02-26,1.0,-0.0,-0.1301544503385012,-0.0,-1.0672606312827877,-0.7333313795023593,0.0
2019-02-27,1.0,-0.0,-0.1294603621023027,-0.0,-1.065067088533427,-0.7351028300228512,0.0
2019-02-28,1.0,-0.0,-0.12051599222477469,-0.0,-1.0605819638334215,-0.7640631442539907,0.0
2019-03-01,1.0,-0.0,-0.12512527265224313,-0.0,-1.0694452632199491,-0.7530212816129221,0.0
2019-03-04,1.0,-0.0,-0.12281580575772756,-0.0,-1.0652679965819019,-0.7585526121931815,0.0
2019-03-05,1.0,-0.0,-0.117382956727219,-0.0,-1.0752326096588392,-0.7611578791906659,0.0
2019-03-06,1.0,-0.0,-0.10857546171038701,-0.0,-1.0743441948006116,-0.7579108340195271,0.0
2019-03-07,1.0,-0.0,-0.08604896952615819,-0.0,-1.0964711408607832,-0.7533028007750573,0.0
2019-03-08,1.0,-0.0,-0.06926150658576292,-0.0,-1.1318336539884566,-0.7587982832618025,0.0
2019-03-11,1.0,-0.0,-0.06877706435717486,-0.0,-1.1278781543974914,-0.7897267433179036,0.0
2019-03-12,1.0,-0.0,-0.044988113508471005,-0.0,-1.1438115013090187,-0.8204387469531461,0.0
2019-03-13,1.0,-0.0,-0.06461854797254392,-0.0,-1.1436001330470804,-0.8155483656375677,0.0
2019-03-14,1.0,-0.0,-0.06883926410070201,-0.0,-1.1432159283466472,-0.813876785282014,0.0
2019-03-15,1.0,-0.0,-0.0593397916729934,-0.0,-1.1521151568526222,-0.8253818822314676,0.0
2019-03-18,1.0,-0.0,-0.07821263293389316,-0.0,-1.1560881424499678,-0.8304575684207299,0.0
2019-03-19,1.0,-0.0,-0.07789292413665858,-0.0,-1.1551093207048189,-0.8421230665149605,0.0
2019-03-20,1.0,-0.0,-0.07690176399963057,-0.0,-1.1559892867038142,-0.8456731213250007,0.0
2019-03-21,1.0,-0.0,-0.07826462069390522,-0.0,-1.1583163862697972,-0.8447032723239046,0.0
2019-03-22,1.0,-0.0,-0.07448523939469115,-0.0,-1.1938104688662863,-0.8326717935996031,0.0
2019-03-25,1.0,-0.0,-0.05780578984768437,-0.0,-1.2000803287298791,-0.8316495195724039,0.0
2019-03-26,1.0,-0.0,-0.05847844305801284,-0.0,-1.2008877300803924,-0.8445851569047397,0.0
2019-03-27,1.0,-0.0,-0.05757669662224977,-0.0,-1.2045243259993803,-0.8367524016114037,0.0
2019-03-28,1.0,-0.0,-0.0569191573976263,-0.0,-1.2004598272540856,-0.8495619213322564,0.0
2019-03-29,1.0,-0.0,-0.05096491500668138,-0.0,-1.2012492619410173,-0.855371515584698,0.0
2019-04-01,1.0,-0.0,-0.05648211296422593,-0.0,-1.2003224006448014,-0.8432326864653729,0.0
2019-04-02,1.0,-0.0,-0.06571755041536705,-0.0,-1.2058923442759644,-0.8166208579105031,0.0
2019-04-03,1.0,-0.0,-0.0679341954998611,-0.0,-1.1975060958671564,-0.8210747245285348,0.0
2019-04-04,1.0,-0.0,-0.06261515784301683,-0.0,-1.1705257339393196,-0.8377349219997543,0.0
2019-04-05,1.0,-0.0,-0.06739197057922158,-0.0,-1.1647257125344777,-0.8325467361323936,0.0
2019-04-08,1.0,-0.0,-0.07011251111315492,-0.0,-1.1647506054753365,-0.8308347895398387,0.0
2019-04-09,1.0,-0.0,-0.05636614959299647,-0.0,-1.1978805099063123,-0.817478113960989,0.0
2019-04-10,1.0,-0.0,-0.04885233828403093,-0.0,-1.213698293850497,-0.8060635816865105,0.0
2019-04-11,1.0,-0.0,-0.0406239444836798,-0.0,-1.2295268216292565,-0.8004421653821353,0.0
2019-04-12,1.0,-0.0,-0.0335005812886251,-0.0,-1.2272532582757145,-0.7986905708866182,0.0
2019-04-15,1.0,-0.0,-0.03545295900560267,-0.0,-1.221290144812173,-0.8048556470624255,0.0
2019-04-16,1.0,-0.0,-0.03863580700465344,-0.0,-1.2228753367621847,-0.7999632623071271,0.0
2019-04-17,1.0,-0.0,-0.04460158569810512,-0.0,-1.2080080815501884,-0.808614197814308,0.0
2019-04-18,1.0,-0.0,-0.03774104683195593,-0.0,-1.1943067033976127,-0.8288644015916743,0.0
2019-04-22,1.0,-0.0,-0.03788621873467386,-0.0,-1.195714811181952,-0.8316270230505151,0.0
2019-04-23,1.0,-0.0,-0.04547127000674557,-0.0,-1.1926473293677562,-0.8280493039798861,0.0
2019-04-24,1.0,-0.0,-0.03454400685980278,-0.0,-1.1908801371960556,-0.8369878116004165,0.0
2019-04-25,1.0,-0.0,-0.03905818873014899,-0.0,-1.196363970813661,-0.8303697345024218,0.0
