Date,IWF,IWM,MTUM,PGRE,SPY,VLUE,VXX
2018-09-24,-0.29144625212097014,-0.5016468709452041,-0.0,1.0,-0.41872941411318493,-0.2834614232957381,0.0
2018-09-25,-0.2879657603222558,-0.5110523665659618,-0.0,1.0,-0.4259063444108761,-0.2927240684793555,0.0
2018-09-26,-0.28770330832368196,-0.5109018580996022,-0.0,1.0,-0.42595296842741326,-0.2931920036255602,0.0
2018-09-27,-0.28643203393253885,-0.5168905271662291,-0.0,1.0,-0.4270096950111089,-0.294410220157544,0.0
2018-09-28,-0.2892261001517451,-0.5162873039959535,-0.0,1.0,-0.4281487101669196,-0.2954223571067274,0.0
2018-10-01,-0.2888888888888889,-0.5178435839028094,-0.0,1.0,-0.42819539357124775,-0.2960769425461908,0.0
2018-10-02,-0.2886407373645295,-0.5203079104628786,-0.0,1.0,-0.42758026942165506,-0.29562949458118104,0.0
2018-10-03,-0.289204257475925,-0.5230359858084136,-0.0,1.0,-0.42724277749619866,-0.29472883933096805,0.0
2018-10-04,-0.29359403530127814,-0.5176506390748631,-0.0,1.0,-0.43315074051531754,-0.29164130655305337,0.0
2018-10-05,-0.28581169815132845,-0.5129305990504092,-0.0,1.0,-0.4345135872310335,-0.29225174260026265,0.0
2018-10-08,-0.28347032423982654,-0.5100600070596542,-0.0,1.0,-0.43651353940799764,-0.2912359437244718,0.0
2018-10-09,-0.27571327038278,-0.5144938572443903,-0.0,1.0,-0.44504518225200534,-0.303076454462382,0.0
2018-10-10,-0.275671285721537,-0.5144408913253135,-0.0,1.0,-0.4451043094259175,-0.3027511293842952,0.0
2018-10-11,-0.24050695578989056,-0.5043071439180157,-0.0,1.0,-0.4308629140056438,-0.2996930541115897,0.0
2018-10-12,-0.2378954641922906,-0.5042199299146143,-0.0,1.0,-0.43003800404718423,-0.2956665515028873,0.0
2018-10-15,-0.21898475407009682,-0.5219575872515455,-0.0,1.0,-0.42651658826137284,-0.29555922267924434,0.0
2018-10-16,-0.2128436744163088,-0.5343551014363986,-0.0,1.0,-0.42590947233328397,-0.2949059677180512,0.0
2018-10-17,-0.203620130266143,-0.5165028175542166,-0.0,1.0,-0.4225843436684312,-0.2967579830702803,0.0
2018-10-18,-0.2033513829942924,-0.5160495633933363,-0.0,1.0,-0.42304502658666276,-0.296721791306893,0.0
2018-10-19,-0.19485962064872459,-0.5095322303238778,-0.0,1.0,-0.42389961483491195,-0.29413047164555123,0.0
2018-10-22,-0.1947444901913296,-0.5044320658755147,-0.0,1.0,-0.426229111164931,-0.29648825381448296,0.0
2018-10-23,-0.1905294646983,-0.5074786584624366,-0.0,1.0,-0.43288664056229786,-0.3011892891018314,0.0
2018-10-24,-0.18943223799338907,-0.5037915613455182,-0.0,1.0,-0.43410946918141163,-0.3031547734785145,0.0
2018-10-25,-0.16593700451996118,-0.47379132451428163,-0.0,1.0,-0.4443287502662281,-0.28243841257069835,0.0
2018-10-26,-0.15490743565076606,-0.4658485651939276,-0.0,1.0,-0.44827424388183673,-0.27736455571458735,0.0
2018-10-29,-0.14478263916466164,-0.46920040178467143,-0.0,1.0,-0.4437618257842977,-0.27821252540353664,0.0
2018-10-30,-0.12731362166721336,-0.472541118035706,-0.0,1.0,-0.4474720022491917,-0.2955812754791247,0.0
2018-10-31,-0.12891490403675288,-0.46437816282269534,-0.0,1.0,-0.44581516289265644,-0.292950257689886,0.0
2018-11-01,-0.11047583486966465,-0.4809222655247252,-0.0,1.0,-0.4471307554082752,-0.2951389699190217,0.0
2018-11-02,-0.11223754272560281,-0.4712488664635989,-0.0,1.0,-0.4488339107587137,-0.2928825540028367,0.0
2018-11-05,-0.11650168098617857,-0.46355528576765037,-0.0,1.0,-0.4507144191258872,-0.3039082928651476,0.0
2018-11-06,-0.12019331792393359,-0.4665312507296117,-0.0,1.0,-0.44806331862436083,-0.2999696481520394,0.0
2018-11-07,-0.12063685034951956,-0.4671638650550581,-0.0,1.0,-0.4493956467865242,-0.30075047342949995,0.0
2018-11-08,-0.11024884407165594,-0.466507121447989,-0.0,1.0,-0.4451776295917656,-0.3015172285601431,0.0
2018-11-09,-0.10987453531598512,-0.466449814126394,-0.0,1.0,-0.44567843866171003,-0.30144052044609665,0.0
2018-11-12,-0.10950341474707721,-0.4570667901377474,-0.0,1.0,-0.44914920708415323,-0.2993633522398426,0.0
2018-11-13,-0.09255856683509417,-0.4548690858980248,-0.0,1.0,-0.45296279283417545,-0.2963481855764814,0.0
2018-11-14,-0.09377728755917092,-0.4543866905648237,-0.0,1.0,-0.45353646766855094,-0.29619927386368855,0.0
