Date,IWF,IWM,MTUM,SPY,TCS,VLUE,VXX
2018-09-24,-2.2548762927084693,-3.030370467338657,-1.5567482654797749,-2.6207618798272025,1.0,-2.6278308679146485,0.0
2018-09-25,-2.2570680628272255,-3.0280104712041886,-1.5604712041884818,-2.618979057591623,1.0,-2.624607329842932,0.0
2018-09-26,-2.263558765594222,-3.0375574523965856,-1.5627051871306632,-2.6295469468154957,1.0,-2.6386080105055814,0.0
2018-09-27,-2.263012980201914,-3.0253048380752587,-1.5628687557362002,-2.6256719548970757,1.0,-2.6343254228399107,0.0
2018-09-28,-2.2604193971166446,-3.0255570117955437,-1.5623853211009173,-2.62437745740498,1.0,-2.6332896461336825,0.0
2018-10-01,-2.2604193971166446,-3.025688073394495,-1.5622542595019657,-2.624508519003932,1.0,-2.6332896461336825,0.0
2018-10-02,-2.276581693303395,-3.0705322942808086,-1.5691454233258486,-2.641923127724211,1.0,-2.6501122705058777,0.0
2018-10-03,-2.272116018457482,-3.058141067897165,-1.5659854976928147,-2.638892551087673,1.0,-2.648780487804878,0.0
2018-10-04,-2.273445732349842,-3.049262381454162,-1.565331928345627,-2.6405426765015805,1.0,-2.6431770284510008,0.0
2018-10-05,-2.241266518382834,-3.0260368965066076,-1.5297657987701165,-2.639408609184875,1.0,-2.6473897684155436,0.0
2018-10-08,-2.2332985386221296,-3.0151356993736953,-1.5187891440501045,-2.6390918580375784,1.0,-2.6418319415448854,0.0
2018-10-09,-2.23056859676578,-3.0139540949400105,-1.5144757433489828,-2.639280125195618,1.0,-2.6429316640584246,0.0
2018-10-10,-2.2362544077314874,-3.0169779286926994,-1.518871620739193,-2.6447694919681335,1.0,-2.643071699098864,0.0
2018-10-11,-2.0732288401253918,-2.9759247648902822,-1.2925391849529781,-2.5699059561128523,1.0,-2.6277115987460813,0.0
2018-10-12,-2.0726776634007194,-2.9585762123279182,-1.2637975939476622,-2.5280912811608585,1.0,-2.579436934143619,0.0
2018-10-15,-2.0455904334828103,-3.04745889387145,-1.2078973592426507,-2.5455904334828103,1.0,-2.609990034877927,0.0
2018-10-16,-2.048923923923924,-3.0849599599599595,-1.1961961961961962,-2.558933933933934,1.0,-2.623498498498498,0.0
2018-10-17,-1.9656803298569003,-2.9625272859568272,-1.1112054329371817,-2.5009701673538682,1.0,-2.5867087072520007,0.0
2018-10-18,-1.9654419789014188,-2.96192554868437,-1.111070692372984,-2.5006669091790954,1.0,-2.586395052746453,0.0
2018-10-19,-1.9250478927203067,-2.924808429118774,-1.066331417624521,-2.4865900383141764,1.0,-2.570402298850575,0.0
2018-10-22,-1.925065836724922,-2.9224323677280344,-1.0683504907828585,-2.485276514244673,1.0,-2.5689490064639693,0.0
2018-10-23,-1.9262716935966486,-2.9216038300418914,-1.071573907839617,-2.4825852782764812,1.0,-2.5668461998803114,0.0
2018-10-24,-1.9353908970817821,-2.928545694727993,-1.0608862735679117,-2.4986189504023057,1.0,-2.5856851206917257,0.0
2018-10-25,-1.7752556467018767,-2.7207551410270816,-0.9497696370378694,-2.3782447466007417,1.0,-2.4130801213619506,0.0
2018-10-26,-1.7353365118084045,-2.6876593857412128,-0.8971061093247588,-2.378312451491296,1.0,-2.3892892781904864,0.0
2018-10-29,-1.697076280501209,-2.6945482523631568,-0.8574411958672234,-2.354363596394812,1.0,-2.387997362057595,0.0
2018-10-30,-1.6830528978334984,-2.7003189266468715,-0.8451556142087321,-2.360497085670296,1.0,-2.4083360827009788,0.0
2018-10-31,-1.6655823031880286,-2.643786597267404,-0.8268271524615051,-2.3321405335068315,1.0,-2.3752981999566254,0.0
2018-11-01,-2.494842138168178,-3.770553297905596,-1.583307283526102,-3.3687089715536107,1.0,-3.4126289465457957,0.0
2018-11-02,-2.556719022687609,-3.780580675868634,-1.5936855465651276,-3.4594637474218626,1.0,-3.4750118990956684,0.0
2018-11-05,-2.5462171573282686,-3.784267173156062,-1.5881608103830325,-3.450775561886673,1.0,-3.4582146248812915,0.0
2018-11-06,-2.544908285895003,-3.7833649588867804,-1.5839658444022768,-3.4470271979759644,1.0,-3.453668564199873,0.0
2018-11-07,-2.5398230088495573,-3.786504424778761,-1.5739570164348924,-3.4478508217446273,1.0,-3.4544879898862195,0.0
2018-11-08,-2.5008687411151476,-3.8264097299004893,-1.5108197757068391,-3.4605907439583,1.0,-3.4966040120044224,0.0
2018-11-09,-2.523049928218217,-3.8685595788802045,-1.5235284734407402,-3.5016749082788325,1.0,-3.534694528632956,0.0
2018-11-12,-2.4852201257861637,-3.797327044025157,-1.491509433962264,-3.463522012578616,1.0,-3.485691823899371,0.0
2018-11-13,-2.442446043165468,-3.8010634970284647,-1.4299343134188303,-3.47575852361589,1.0,-3.490459806068189,0.0
2018-11-14,-2.4429666718823344,-3.8040995149428887,-1.4287278986074168,-3.478172429979659,1.0,-3.4930370833985296,0.0
2018-11-15,-2.4380952380952383,-3.8007806401249025,-1.4209211553473848,-3.4766588602654176,1.0,-3.4763466042154567,0.0
2018-11-16,-2.4215594905250075,-3.7713575644610122,-1.403386144765455,-3.4634979807393598,1.0,-3.472972972972973,0.0
2018-11-19,-2.4336973478939155,-3.786427457098284,-1.4165366614664587,-3.4769110764430575,1.0,-3.487051482059282,0.0
2018-11-20,-2.342962507682852,-3.7438537185003073,-1.3162261831591888,-3.459741856177013,1.0,-3.502919483712354,0.0
2018-11-21,-2.3202426080363914,-3.6987111448066723,-1.2991660348749055,-3.4194086429112964,1.0,-3.425473843821077,0.0
2018-11-23,-2.3102250415345114,-3.672557015556562,-1.2943664099078689,-3.4118713185319436,1.0,-3.414589941096511,0.0
2018-11-26,-2.3049902005125884,-3.6713402683551934,-1.2896125433438868,-3.403738881350822,1.0,-3.4064525855570635,0.0
2018-11-27,-2.275336322869955,-3.6650224215246636,-1.2423019431988043,-3.381315396113602,1.0,-3.383707025411061,0.0
2018-11-28,-2.276099311995214,-3.6717020640143585,-1.2419982052049057,-3.3819922225545915,1.0,-3.384983547711636,0.0
2018-11-29,-2.1900923347501102,-3.611607797156676,-1.1535981239923787,-3.3414920123113,1.0,-3.3593727099516344,0.0
2018-11-30,-2.189715792557867,-3.6110460005859943,-1.1514796366832698,-3.341341927922649,1.0,-3.356284793436859,0.0
2018-12-03,-2.20774231678487,-3.651004728132387,-1.1465721040189125,-3.378398345153664,1.0,-3.3918439716312054,0.0
2018-12-04,-2.1808025870939294,-3.647214464206968,-1.1340585036013524,-3.3601352344553876,1.0,-3.377186535352051,0.0
2018-12-06,-2.061469053996898,-3.4362047088678978,-1.1041872268433666,-3.2611024954180174,1.0,-3.2354433948963766,0.0
2018-12-07,-2.0610719322990128,-3.4389280677009872,-1.1021156558533145,-3.2637517630465442,1.0,-3.2386459802538785,0.0
2018-12-10,-1.9807931463313528,-3.406107503109023,-1.0409009257979824,-3.2185988669338124,1.0,-3.171618073787481,0.0
2018-12-11,-1.9795070617557462,-3.4177513154250896,-1.037385765715868,-3.2255607864857376,1.0,-3.18637496538355,0.0
2018-12-12,-1.9796427087660988,-3.4182246226284447,-1.037529428057056,-3.2258689932142364,1.0,-3.1872316853621383,0.0
2018-12-13,-1.9726519337016573,-3.4038674033149166,-1.0367403314917127,-3.2219613259668507,1.0,-3.1767955801104972,0.0
2018-12-14,-1.971586206896552,-3.3889655172413797,-1.0408275862068965,-3.2204137931034484,1.0,-3.1713103448275866,0.0
2018-12-17,-1.9230350829480556,-3.3539570301876536,-0.9961925482730488,-3.169703562686973,1.0,-3.1550176774544467,0.0
2018-12-18,-1.8777777777777778,-3.3014725568942436,-0.9500669344042838,-3.1314591700133865,1.0,-3.1261044176706827,0.0
2018-12-19,-1.87764390896921,-3.301338688085676,-0.950334672021419,-3.1314591700133865,1.0,-3.1261044176706827,0.0
2018-12-20,-1.8561543579507653,-3.2604125083167,-0.9687292082501665,-3.120558882235529,1.0,-3.1008649367930805,0.0
2018-12-21,-1.8274185068349105,-3.233175604626709,-0.940851735015773,-3.0929284963196637,1.0,-3.049553101997897,0.0
2018-12-24,-1.767128610283642,-3.1647454992876574,-0.9235850278461339,-3.053231446703795,1.0,-3.042999611449294,0.0
2018-12-26,-1.7418984434804798,-3.1525899464149014,-0.8827507017096198,-2.9901760653227862,1.0,-2.9908139831589686,0.0
2018-12-27,-1.5332306598744225,-2.953796943490108,-0.7471863523279233,-2.757730126762232,1.0,-2.8551119535600047,0.0
2018-12-28,-1.5271501242162548,-2.9565834614929614,-0.7428132024133444,-2.753815213533657,1.0,-2.849639181355732,0.0
2018-12-31,-1.5295724465558194,-2.9748218527315915,-0.7439429928741093,-2.7662707838479808,1.0,-2.86187648456057,0.0
2019-01-02,-1.5220893047494968,-2.9709818784792135,-0.7299538078881913,-2.7608669904062535,1.0,-2.860120810138576,0.0
2019-01-03,-1.5207149621212122,-2.9694602272727275,-0.7295217803030303,-2.760653409090909,1.0,-2.8567708333333335,0.0
2019-01-04,-1.4591202346041054,-2.9785337243401755,-0.69841642228739,-2.733724340175953,1.0,-2.8606451612903223,0.0
2019-01-07,-1.3591254106718023,-2.867565424266455,-0.6769004191684603,-2.658547637929081,1.0,-2.7667384162229522,0.0
2019-01-08,-1.3491670418730302,-2.8383610986042322,-0.6706438541197659,-2.6492570914002704,1.0,-2.74876181900045,0.0
2019-01-09,-1.3384494734483532,-2.8162670849204567,-0.6621106878781089,-2.640488460676675,1.0,-2.7459108223168274,0.0
2019-01-10,-1.3393817204301077,-2.8119399641577063,-0.661850358422939,-2.6432571684587813,1.0,-2.744399641577061,0.0
2019-01-11,-1.3386681589255736,-2.78623391158366,-0.6693900391717963,-2.6432008953553443,1.0,-2.7545607162842756,0.0
2019-01-14,-1.3436414565826331,-2.7854341736694677,-0.6776470588235294,-2.643921568627451,1.0,-2.753837535014006,0.0
2019-01-15,-1.3365492483733452,-2.7760825667489346,-0.6908234238276868,-2.644155261386583,1.0,-2.770809961857752,0.0
2019-01-16,-1.3203796761585704,-2.766722501395868,-0.67749860413177,-2.6319374651032943,1.0,-2.770295924064768,0.0
2019-01-17,-1.3253187206441512,-2.762916573473496,-0.68519346902259,-2.635763811227913,1.0,-2.773987922165064,0.0
2019-01-18,-1.3440714366451907,-2.7615010738103316,-0.728382502543235,-2.653893975358879,1.0,-2.8153046230360577,0.0
2019-01-22,-1.360649947015189,-2.898269162839986,-0.7432002825856586,-2.826209819851642,1.0,-2.9460732367832327,0.0
2019-01-23,-1.3779537003718363,-2.9149574187357565,-0.7897325176922154,-2.8912078685378435,1.0,-3.0209907640638116,0.0
2019-01-24,-1.3838383838383839,-2.9167869167869167,-0.7941317941317941,-2.903078403078403,1.0,-3.0271765271765276,0.0
2019-01-25,-1.4297650762896585,-2.843666747396464,-0.8630418987648341,-2.92722208767256,1.0,-3.0458948898038263,0.0
2019-01-28,-1.41244019138756,-2.7776315789473687,-0.8830143540669857,-2.8931818181818185,1.0,-2.9953349282296657,0.0
2019-01-29,-1.417487388902234,-2.7750420369925535,-0.8941868844583234,-2.907158299303387,1.0,-3.016814797021379,0.0
2019-01-30,-1.4168668909178281,-2.77462758289284,-0.8958433445458914,-2.907616530514176,1.0,-3.0183805862566073,0.0
2019-01-31,-1.3965081276339555,-2.802287778446719,-0.9016255267910898,-2.8951234196267306,1.0,-3.045394340758579,0.0
2019-02-01,-1.3936298076923077,-2.7955528846153848,-0.8975961538461539,-2.894591346153846,1.0,-3.0378605769230766,0.0
2019-02-04,-1.3931531531531531,-2.795795795795796,-0.8965765765765765,-2.892492492492492,1.0,-3.033993993993994,0.0
2019-02-05,-1.3856868395773294,-2.7898655139289144,-0.8999759846301633,-2.891330451488953,1.0,-3.040826128722382,0.0
2019-02-06,-1.3906814351071515,-2.7959306525403322,-0.898747893089333,-2.9030821093185653,1.0,-3.0511678304839873,0.0
2019-02-07,-1.5055931321540061,-3.0463059313215397,-0.9375650364203955,-3.1971904266389175,1.0,-3.3204994797086367,0.0
2019-02-08,-1.5076842927845793,-3.0411565511852046,-0.9546756967960407,-3.202005730659026,1.0,-3.3185725449335766,0.0
2019-02-11,-1.5080813347236706,-3.0268508863399375,-0.9572471324296143,-3.207507820646507,1.0,-3.334723670490094,0.0
