Date,IWF,IWM,MTUM,SIM,SPY,VLUE,VXX
2018-09-24,-0.7098884598884598,-1.3929107679107677,-0.0,1.0,-1.185220935220935,-1.0743779493779493,0.0
2018-09-25,-0.7096030042918454,-1.3937768240343344,-0.0,1.0,-1.1859442060085836,-1.0754828326180257,0.0
2018-09-26,-0.7196700097055969,-1.4077429095222687,-0.0,1.0,-1.1927639383155395,-1.0718214170171465,0.0
2018-09-27,-0.7628900199159105,-1.4221619827395442,-0.0,1.0,-1.2371099800840895,-1.1100907280371763,0.0
2018-09-28,-0.7598425196850395,-1.4314073416879227,-0.0,1.0,-1.2402683819452147,-1.11356326938006,0.0
2018-10-01,-0.76953125,-1.4376116071428573,-0.0,1.0,-1.2517299107142859,-1.121484375,0.0
2018-10-02,-0.7894114333990425,-1.4098563784849336,-0.0,1.0,-1.2820050689946492,-1.150943396226415,0.0
2018-10-03,-0.7878481012658228,-1.3983122362869198,-0.0,1.0,-1.2839381153305205,-1.1558368495077356,0.0
2018-10-04,-0.7892991625920306,-1.393413139998876,-0.0,1.0,-1.2847187096049006,-1.1527567020738492,0.0
2018-10-05,-0.7674353676922219,-1.3783014126975264,-0.0,1.0,-1.2844379920710258,-1.1536657546485007,0.0
2018-10-08,-0.7642344765747591,-1.3790069491145485,-0.0,1.0,-1.3015019054023762,-1.159325263393858,0.0
2018-10-09,-0.75911180890434,-1.37955590445217,-0.0,1.0,-1.3044745990804083,-1.1641807782886622,0.0
2018-10-10,-0.7587176602924633,-1.3863892013498311,-0.0,1.0,-1.3076490438695163,-1.171541057367829,0.0
2018-10-11,-0.6073640167364016,-1.4190794979079497,-0.0,1.0,-1.3048814504881452,-1.2474755927475594,0.0
2018-10-12,-0.6092317765168048,-1.389240506329114,-0.0,1.0,-1.2603666521169796,-1.1973483195111305,0.0
2018-10-15,-0.6222014925373134,-1.388937664618086,-0.0,1.0,-1.2715100965759438,-1.204675153643547,0.0
2018-10-16,-0.6166803840877916,-1.397695473251029,-0.0,1.0,-1.269684499314129,-1.2029080932784637,0.0
2018-10-17,-0.5731660758112899,-1.3342787019361875,-0.0,1.0,-1.2899372784292336,-1.2566675756749386,0.0
2018-10-18,-0.5721072462185334,-1.3326598591164747,-0.0,1.0,-1.2965652814940207,-1.2593239775023208,0.0
2018-10-19,-0.5419695256555215,-1.301566790502342,-0.0,1.0,-1.290852312496635,-1.2498250148064394,0.0
2018-10-22,-0.5428417653390744,-1.2989773950484393,-0.0,1.0,-1.2905812701829926,-1.2497308934337998,0.0
2018-10-23,-0.5411435037991054,-1.3009107075497117,-0.0,1.0,-1.2942285929837796,-1.2524653769467047,0.0
2018-10-24,-0.5415718157181572,-1.2997831978319783,-0.0,1.0,-1.3081842818428184,-1.270460704607046,0.0
2018-10-25,-0.4664671894345852,-1.1890734626496078,-0.0,1.0,-1.3068510111432108,-1.1965022699133305,0.0
2018-10-26,-0.43155864589148857,-1.158656042227072,-0.0,1.0,-1.3106125970664366,-1.1745419479267116,0.0
2018-10-29,-0.41104449035118656,-1.1566987454023276,-0.0,1.0,-1.2983322416486118,-1.172419005391243,0.0
2018-10-30,-0.446640114379085,-1.177389705882353,-0.0,1.0,-1.316125408496732,-1.1660539215686276,0.0
2018-10-31,-0.4516340528545491,-1.136120637482348,-0.0,1.0,-1.3048718983256002,-1.1507464192051644,0.0
2018-11-01,-0.4061991869918699,-1.191209349593496,-0.0,1.0,-1.3181402439024388,-1.1657520325203252,0.0
2018-11-02,-0.41850131286608766,-1.1342658048879015,-0.0,1.0,-1.3387194506160374,-1.1579983841648152,0.0
2018-11-05,-0.4131926920359342,-1.1484304027455334,-0.0,1.0,-1.3393055415362873,-1.1460078732209549,0.0
2018-11-06,-0.40667313882785755,-1.1571202289101221,-0.0,1.0,-1.367635787644985,-1.1781717847836084,0.0
2018-11-07,-0.4095062108613079,-1.163484241864285,-0.0,1.0,-1.375628785545632,-1.1843239913766554,0.0
2018-11-08,-0.35414336553126585,-1.1689374682257243,-0.0,1.0,-1.361413319776309,-1.1993899339095067,0.0
2018-11-09,-0.35316552250190697,-1.1693872362064581,-0.0,1.0,-1.3632341723874903,-1.1993897787948131,0.0
2018-11-12,-0.3509214844736178,-1.1385508709921737,-0.0,1.0,-1.368896743246655,-1.1908608937137086,0.0
2018-11-13,-0.3101766608609107,-1.1207265488927594,-0.0,1.0,-1.3667578999751182,-1.1787509330679273,0.0
2018-11-14,-0.31886754500653725,-1.1339635924771196,-0.0,1.0,-1.3844916021321532,-1.19139092829126,0.0
2018-11-15,-0.3168321797572475,-1.1324104724646404,-0.0,1.0,-1.3860467449092184,-1.18025880228709,0.0
2018-11-16,-0.3118730348854619,-1.1162349653141688,-0.0,1.0,-1.3796476518440886,-1.1830613365274243,0.0
2018-11-19,-0.310008990110878,-1.118020177804415,-0.0,1.0,-1.3819798221955848,-1.1844970532414345,0.0
2018-11-20,-0.22993244585734154,-1.1051062984303597,-0.0,1.0,-1.399562884959269,-1.2326644148619113,0.0
2018-11-21,-0.24171012496310146,-1.094657089442094,-0.0,1.0,-1.4007674899143951,-1.1827216373118175,0.0
2018-11-23,-0.24676543209876542,-1.0700246913580247,-0.0,1.0,-1.4258765432098763,-1.1955555555555555,0.0
2018-11-26,-0.2452596048843443,-1.0939144246996921,-0.0,1.0,-1.4283728779906681,-1.1962176114365135,0.0
2018-11-27,-0.22157626004752035,-1.1510034881957434,-0.0,1.0,-1.4614529093574642,-1.2212729386785297,0.0
2018-11-28,-0.22987277353689567,-1.1373027989821882,-0.0,1.0,-1.4839694656488551,-1.2379643765903308,0.0
2018-11-29,-0.16884290879871433,-1.1166130976295703,-0.0,1.0,-1.4830755323423064,-1.2535656890317397,0.0
2018-11-30,-0.16866683404468993,-1.1170474516695958,-0.0,1.0,-1.4850112980165704,-1.2506151142355009,0.0
2018-12-03,-0.16664159269846046,-1.116042324858332,-0.0,1.0,-1.483275663206459,-1.2488340604784114,0.0
2018-12-04,-0.16016386071838937,-1.1138032672228606,-0.0,1.0,-1.4775940450616976,-1.2441924364290353,0.0
2018-12-06,-0.14286397551176586,-0.9877080543332696,-0.0,1.0,-1.4676678783240866,-1.184618327912761,0.0
2018-12-07,-0.1507446248144424,-0.9884116266819902,-0.0,1.0,-1.4698558636211274,-1.1796197864291529,0.0
2018-12-10,-0.08283081673018478,-1.0393168990303439,-0.0,1.0,-1.524241400935887,-1.1777702735298374,0.0
2018-12-11,-0.08528290965221168,-1.0385413149389802,-0.0,1.0,-1.5239014036949496,-1.176016593507308,0.0
2018-12-12,-0.08029551861572859,-1.052007387965393,-0.0,1.0,-1.534655390298435,-1.1935452512880333,0.0
2018-12-13,-0.07945378559626787,-1.0449509184566041,-0.0,1.0,-1.5445135581689184,-1.1906404898435223,0.0
2018-12-14,-0.0873451542385232,-1.0244352683993199,-0.0,1.0,-1.5555501578819528,-1.1905756618897254,0.0
2018-12-17,-0.054394115369725125,-1.0254065040650406,-0.0,1.0,-1.5365853658536588,-1.2229481223383663,0.0
2018-12-18,-0.01728455683771176,-1.034274490547508,-0.0,1.0,-1.582273508470415,-1.2765038055487357,0.0
2018-12-19,-0.03363793529266486,-1.0390219807359842,-0.0,1.0,-1.5849345517411706,-1.2819461595455668,0.0
2018-12-20,-0.03271553621203971,-1.0121277324074527,-0.0,1.0,-1.5798327546579296,-1.2655386571470488,0.0
2018-12-21,-0.022720652490533063,-1.0111661326342363,-0.0,1.0,-1.5869016409360133,-1.2340518496941453,0.0
2018-12-24,-0.0,-0.9672732538494957,-0.0,1.0,-1.5814548438480474,-1.278273881353478,0.0
2018-12-26,-0.0,-1.0109582428192132,-0.0,1.0,-1.5508085928071444,-1.265652908520396,0.0
2018-12-27,-0.0,-0.9839426523297491,-0.0,1.0,-1.442389486260454,-1.3526403823178017,0.0
2018-12-28,-0.0,-0.9837693335879321,-0.0,1.0,-1.4399942715295015,-1.3499618101966775,0.0
2018-12-31,-0.0,-0.9836738590796257,-0.0,1.0,-1.4399942715295015,-1.3500572847049839,0.0
2019-01-02,-0.0,-0.9809818875119162,-0.0,1.0,-1.434270734032412,-1.3511916110581508,0.0
2019-01-03,-0.0,-0.9793372690916016,-0.0,1.0,-1.4409160159969527,-1.3406970100933155,0.0
2019-01-04,-0.0,-0.971779314237336,-0.0,1.0,-1.3985701519213585,-1.3330981609519779,0.0
