Date,FTNT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5881642512077295,-0.789672083150344,-0.407297613819353,-0.5132118284292198,-0.3614038940125897,0.0
2018-09-25,1.0,-0.5943607230594361,-0.788508781578851,-0.41465918674146596,-0.5118615480511862,-0.35727642723572767,0.0
2018-09-26,1.0,-0.5986682363328674,-0.7954160841733501,-0.4203884923846663,-0.5134280038260614,-0.350967552056508,0.0
2018-09-27,1.0,-0.6002426113806792,-0.7901779150124982,-0.4217762093809734,-0.5131598294368476,-0.35057344508160565,0.0
2018-09-28,1.0,-0.6056104393984074,-0.790032438808611,-0.4211515777056915,-0.5162194043055145,-0.3532512533176054,0.0
2018-10-01,1.0,-0.6056841639634326,-0.7897006782659982,-0.42118843998820404,-0.5163299911530521,-0.353361840165143,0.0
2018-10-02,1.0,-0.6056473016809201,-0.7885579475081096,-0.4215939250958419,-0.5165511648481274,-0.3538779121203185,0.0
2018-10-03,1.0,-0.6059231393376115,-0.7908460573873276,-0.42199601681788007,-0.516227779007155,-0.3531385999852475,0.0
2018-10-04,1.0,-0.6085081284329266,-0.7854904707487005,-0.4224204666937,-0.5198142072473919,-0.3501308659269362,0.0
2018-10-05,1.0,-0.6060906984442237,-0.7843245430137187,-0.4189561955202471,-0.5199897017176064,-0.3485600794438927,0.0
2018-10-08,1.0,-0.610625694187338,-0.7940392447241762,-0.42147352832284335,-0.5223620881155128,-0.35379489078119214,0.0
2018-10-09,1.0,-0.618753488372093,-0.7993302325581396,-0.43367441860465117,-0.5207813953488373,-0.34839069767441866,0.0
2018-10-10,1.0,-0.618390633156835,-0.8036393467074353,-0.4312402117980461,-0.5221120143187412,-0.3534193452158998,0.0
2018-10-11,1.0,-0.5820499782071771,-0.8002324567775678,-0.38428011041696936,-0.5066468109835828,-0.35889147174197294,0.0
2018-10-12,1.0,-0.5863099524701137,-0.7956214892697681,-0.38437995102981415,-0.49312256949445477,-0.341278986029094,0.0
2018-10-15,1.0,-0.5869815668202765,-0.7967669930875576,-0.38374855990783413,-0.4928715437788018,-0.33986175115207373,0.0
2018-10-16,1.0,-0.5850469982353154,-0.8053084596823569,-0.37746245543270796,-0.4935354917708071,-0.3400799510209962,0.0
2018-10-17,1.0,-0.5720472860236431,-0.7730483865241933,-0.3660406830203415,-0.4911427455713728,-0.347758173879087,0.0
2018-10-18,1.0,-0.5742933333333333,-0.7775644444444444,-0.3640888888888889,-0.49056000000000005,-0.3490844444444445,0.0
2018-10-19,1.0,-0.5643056685172744,-0.7679550196258709,-0.3536192934686517,-0.4988860992255738,-0.351426853849146,0.0
2018-10-22,1.0,-0.5651051794237228,-0.7646809262860174,-0.3508219904543044,-0.5011843733427612,-0.35365034470567436,0.0
2018-10-23,1.0,-0.5699160794589427,-0.7657660847703693,-0.35933571757374033,-0.49506037321624585,-0.35090825395701286,0.0
2018-10-24,1.0,-0.5728244707215181,-0.7624442398923742,-0.35158960560787367,-0.4984068540678326,-0.3550591234157049,0.0
2018-10-25,1.0,-0.5542101985746904,-0.7301252335155332,-0.3522452086072096,-0.4942918425240435,-0.3286514910399225,0.0
2018-10-26,1.0,-0.5437086319832641,-0.720806612023732,-0.3382489111423574,-0.502863609863164,-0.32387941973318696,0.0
2018-10-29,1.0,-0.5442048609920811,-0.7224983716704946,-0.3368413835658702,-0.5026910287614411,-0.32186075211682835,0.0
2018-10-30,1.0,-0.5394317441820613,-0.7231038146485246,-0.3336189464304075,-0.5037872296672037,-0.3274154299619564,0.0
2018-10-31,1.0,-0.5425039166269328,-0.7049247326476398,-0.3357741298276684,-0.5006130372590424,-0.3218786186227096,0.0
2018-11-01,1.0,-0.5493376126741328,-0.6990917782026769,-0.34181234635345537,-0.5015364654465994,-0.3225894564326687,0.0
2018-11-02,1.0,-0.5554762875390677,-0.676688408751189,-0.33768175023780406,-0.5085609457806767,-0.31879331430900937,0.0
2018-11-05,1.0,-0.6338935253991845,-0.7168553027704737,-0.28767958538165467,-0.6465073739567853,-0.525894592431691,0.0
2018-11-06,1.0,-0.6257941063911213,-0.714657481821661,-0.29104477611940305,-0.6565250669728283,-0.5389973210868734,0.0
2018-11-07,1.0,-0.6221933213479708,-0.7146081168955362,-0.2970584860192021,-0.6534445166966302,-0.5378495199479785,0.0
2018-11-08,1.0,-0.6109802431610942,-0.714209726443769,-0.28643617021276596,-0.6476443768996961,-0.5400835866261399,0.0
2018-11-09,1.0,-0.610165628323963,-0.7139112596869778,-0.28711442030086615,-0.6478878589879958,-0.5397356024920226,0.0
2018-11-12,1.0,-0.610732635585157,-0.7190104662226452,-0.28605137963843963,-0.6484490960989534,-0.5416555661274977,0.0
2018-11-13,1.0,-0.5968863361547763,-0.7178053204353083,-0.2676088270858525,-0.6560610640870617,-0.5403944981862152,0.0
2018-11-14,1.0,-0.5968333144390281,-0.7178702339114992,-0.2675811510410762,-0.6560858557230851,-0.5404527075539434,0.0
2018-11-15,1.0,-0.597554532417541,-0.7188844441089893,-0.2659068608951619,-0.6592195637406597,-0.532304324854706,0.0
2018-11-16,1.0,-0.5947497639282342,-0.7097639282341832,-0.2556751652502361,-0.666628895184136,-0.5503305004721436,0.0
2018-11-19,1.0,-0.5947171522503117,-0.7111060726297094,-0.2529947473831387,-0.6685560971923062,-0.5514869818236784,0.0
2018-11-20,1.0,-0.6133241758241759,-0.7237103174603176,-0.2629349816849817,-0.6723137973137974,-0.5433836996336997,0.0
2018-11-21,1.0,-0.6190944509588834,-0.7144154026553694,-0.27151340923705414,-0.665960585542989,-0.5116314256534402,0.0
2018-11-23,1.0,-0.6190332097738104,-0.7141236099553673,-0.27173008548301686,-0.665935396020879,-0.5116498978742718,0.0
2018-11-26,1.0,-0.6189305702616851,-0.7149447889880503,-0.2714793525941613,-0.665292693994857,-0.5109287551051278,0.0
2018-11-27,1.0,-0.6183932346723044,-0.7151540320144971,-0.2688387194201147,-0.663961038961039,-0.5089474479009363,0.0
2018-11-28,1.0,-0.6179058263791867,-0.7185741796624249,-0.268172034890307,-0.6628403126534003,-0.508514896348601,0.0
2018-11-29,1.0,-0.6008980355472405,-0.7097848456501403,-0.25380729653882134,-0.6630121608980355,-0.5142750233863425,0.0
2018-11-30,1.0,-0.602132834424696,-0.7106080449017774,-0.252310570626754,-0.6648456501403182,-0.511955098222638,0.0
2018-12-03,1.0,-0.6021936063487311,-0.7143819719997005,-0.24429138279553791,-0.6684135659204912,-0.5140750168451,0.0
2018-12-04,1.0,-0.5950274386829433,-0.7162056221301377,-0.24717213573748462,-0.6637174748945384,-0.5110688020308358,0.0
2018-12-06,1.0,-0.5753479414222901,-0.6411570187870199,-0.29619535593589885,-0.6507503906391947,-0.470402267524256,0.0
2018-12-07,1.0,-0.5839312379356812,-0.6414393415158248,-0.3022180136212988,-0.651637105291911,-0.46286921367957173,0.0
