Date,ABB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.24380088577717662,-0.4207971994589864,-0.12785424456997374,-0.45768690163630094,-0.40186172328745323,0.0
2018-09-25,1.0,-0.2428074276757963,-0.4235315995005711,-0.12520256090109716,-0.46003240974417553,-0.4049624100098292,0.0
2018-09-26,1.0,-0.24241216180300856,-0.42332429702865043,-0.1237707967894541,-0.46082496146281826,-0.40743103173337586,0.0
2018-09-27,1.0,-0.24345932162872855,-0.42014396132699405,-0.12465138516295253,-0.46067624638104604,-0.4071821296714388,0.0
2018-09-28,1.0,-0.2423501912452189,-0.42116447088822784,-0.125,-0.4605025499362516,-0.4071929451763706,0.0
2018-10-01,1.0,-0.24301995058842285,-0.4205297133597216,-0.12493690726031402,-0.4608559360306033,-0.4071939005924076,0.0
2018-10-02,1.0,-0.24284498350888392,-0.42911479944674963,-0.12259282902436429,-0.4595701670390467,-0.40573465262261943,0.0
2018-10-03,1.0,-0.24323317275703296,-0.4316929710164214,-0.12301386634019108,-0.4589998136960051,-0.40457243233172757,0.0
2018-10-04,1.0,-0.2445260329369197,-0.4291377337909384,-0.12336712161119537,-0.46050496182190653,-0.4029584696836673,0.0
2018-10-05,1.0,-0.2395733842725247,-0.42603204924121835,-0.11864586649686938,-0.4633078637376632,-0.40549718773214477,0.0
2018-10-08,1.0,-0.23907625410966168,-0.42536324106480006,-0.11796054724785238,-0.4637289214126631,-0.4052921836886202,0.0
2018-10-09,1.0,-0.2398568019093079,-0.4254309201803235,-0.1196499602227526,-0.46295412357464866,-0.4039512065765049,0.0
2018-10-10,1.0,-0.2395905160982337,-0.42576778231581175,-0.11918527555296239,-0.4630827984936084,-0.40447143690659315,0.0
2018-10-11,1.0,-0.22150279358780217,-0.4214923502689154,-0.09795833115764188,-0.46060257949976496,-0.4092736671714271,0.0
2018-10-12,1.0,-0.2234648441544993,-0.41640778709744225,-0.09645852749301025,-0.4531169100134617,-0.3993735114424769,0.0
2018-10-15,1.0,-0.21521800935618102,-0.42898865369207306,-0.08526530717737975,-0.45364555064485285,-0.4014628725026492,0.0
2018-10-16,1.0,-0.21541563275434242,-0.4283757237386269,-0.08581472291149711,-0.4536290322580645,-0.4015198511166253,0.0
2018-10-17,1.0,-0.20845171363485115,-0.41175868335508975,-0.07980752002866723,-0.4531981878215465,-0.40638357777265866,0.0
2018-10-18,1.0,-0.20848264564349336,-0.4119228012695812,-0.07963038804136377,-0.4531841916658135,-0.4064195761236818,0.0
2018-10-19,1.0,-0.20095681604193705,-0.40448380283482205,-0.07341527343054177,-0.4577957604906227,-0.4080973102272439,0.0
2018-10-22,1.0,-0.2006059680211834,-0.4065587126998676,-0.07572054180670129,-0.4562328139321723,-0.40696608615948676,0.0
2018-10-23,1.0,-0.20160366552119133,-0.40616011200203644,-0.07812142038946163,-0.45399007254677365,-0.40565101183657887,0.0
2018-10-24,1.0,-0.2012060148080299,-0.4057451085158894,-0.07681347479836145,-0.4546217845965957,-0.4059740986693128,0.0
2018-10-25,1.0,-0.19307341874103345,-0.3944023558430445,-0.0753819435705117,-0.45561400417809766,-0.3984797764969419,0.0
2018-10-26,1.0,-0.1844436658491416,-0.3908854297011862,-0.05843635817608489,-0.47091946543871066,-0.3979428399819811,0.0
2018-10-29,1.0,-0.17870333399880212,-0.39359153523657414,-0.05372828907965662,-0.4692802954681573,-0.40020463166300657,0.0
2018-10-30,1.0,-0.1803160022963832,-0.39353018995082745,-0.05471382572448394,-0.469036267878092,-0.39847240596061206,0.0
2018-10-31,1.0,-0.1800635047628572,-0.3964047303547766,-0.05415406155461659,-0.4699602470185264,-0.39957996849763733,0.0
2018-11-01,1.0,-0.17998399919996,-0.3964948247412371,-0.05410270513525676,-0.4699484974248712,-0.39959497974898744,0.0
2018-11-02,1.0,-0.18165943222072542,-0.38996158259741553,-0.053185650850671055,-0.4715361971760714,-0.3982687222471686,0.0
2018-11-05,1.0,-0.17832996532195694,-0.40014469974802286,-0.05289025272559439,-0.4728189007808796,-0.39063942319686645,0.0
2018-11-06,1.0,-0.1832222970781246,-0.40382264141527563,-0.05052773411183472,-0.4707188661825985,-0.3868802555081468,0.0
2018-11-07,1.0,-0.18260500848049485,-0.4035717848947421,-0.05155642023346304,-0.4699940137683328,-0.3865110246433203,0.0
2018-11-08,1.0,-0.17310411550197213,-0.4057453300587929,-0.04204807620748679,-0.46830889831559624,-0.3914812334102354,0.0
2018-11-09,1.0,-0.1744053235337935,-0.40656502954759893,-0.04126731886576948,-0.46834185827084474,-0.39241197795103544,0.0
2018-11-12,1.0,-0.17412195967701988,-0.40003467578144347,-0.041041264179917776,-0.47062465943428944,-0.3910189726061327,0.0
2018-11-13,1.0,-0.17102172999431414,-0.39984178388667774,-0.03700773775679217,-0.4732639489753035,-0.3909668487800055,0.0
2018-11-14,1.0,-0.17257841100227567,-0.3993519343029584,-0.036756703274957954,-0.4740279014544376,-0.39084298011279317,0.0
2018-11-15,1.0,-0.17296001581574655,-0.4006326298621064,-0.035214748183660355,-0.47743784905846887,-0.3849404438293876,0.0
2018-11-16,1.0,-0.1727587058532971,-0.3993825635959496,-0.0351691775747098,-0.47695727340083977,-0.385477895776735,0.0
2018-11-19,1.0,-0.17271827850605986,-0.40210239920850854,-0.029730398219144197,-0.48093000247341083,-0.3879050210239921,0.0
2018-11-20,1.0,-0.15996647851913928,-0.40038451110399054,-0.01579946267038032,-0.48805797244337085,-0.4006309925809075,0.0
2018-11-21,1.0,-0.16202649428242613,-0.39584710693209924,-0.020029873405323344,-0.4864712652121747,-0.38426504076985235,0.0
2018-11-23,1.0,-0.16243381055108844,-0.3999558737007256,-0.018729162580898216,-0.48578152578937045,-0.384560698176113,0.0
2018-11-26,1.0,-0.1623609000441198,-0.40043629589685764,-0.01857934212461395,-0.4854894847786656,-0.38423452130006375,0.0
2018-11-27,1.0,-0.16136530462441886,-0.4010765842916565,-0.016001957425984828,-0.485099094690482,-0.3832395400048935,0.0
2018-11-28,1.0,-0.16114347251456262,-0.4043761319692594,-0.01534583190562436,-0.48391991776396304,-0.3827157472220863,0.0
2018-11-29,1.0,-0.15500401880312736,-0.4012226904060209,-0.010205324305234187,-0.48403439121221714,-0.38514747789658277,0.0
2018-11-30,1.0,-0.15503762694527654,-0.40130537492998225,-0.009887728014417575,-0.48437690265702255,-0.38481771023599043,0.0
2018-12-03,1.0,-0.15509935710111045,-0.4029076563413209,-0.005795830898110268,-0.48582700175336063,-0.3855688681083187,0.0
