Date,HAIL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19180392935106172,-0.5002728716015082,-0.0,-0.38755209366937887,-0.4010220281801945,0.0
2018-09-25,1.0,-0.18891524154287853,-0.5071027337411059,-0.0,-0.39275995506179,-0.4077892897266259,0.0
2018-09-26,1.0,-0.18935989614539644,-0.5075144797283803,-0.0,-0.3927251847413621,-0.40688036748552026,0.0
2018-09-27,1.0,-0.19157852724007182,-0.5029934144881262,-0.0,-0.39301037717022547,-0.40692975454001196,0.0
2018-09-28,1.0,-0.19110933719160825,-0.5035298226357672,-0.0,-0.39299523536308534,-0.4069399057050914,0.0
2018-10-01,1.0,-0.19138851469340917,-0.5032430274908946,-0.0,-0.3931048246270518,-0.4069001646460111,0.0
2018-10-02,1.0,-0.19277108433734938,-0.49831624635186705,-0.0,-0.3947716331163162,-0.4086158297787423,0.0
2018-10-03,1.0,-0.19391273926732971,-0.5035234144634915,-0.0,-0.39442250987055827,-0.40701684242091063,0.0
2018-10-04,1.0,-0.19536928341284313,-0.5009366336139071,-0.0,-0.39600869195993704,-0.4054000049953793,0.0
2018-10-05,1.0,-0.1995282782154865,-0.5087569629146385,-0.0,-0.39649721483414463,-0.40437597229889094,0.0
2018-10-08,1.0,-0.1970846795401608,-0.5057980814987352,-0.0,-0.3982518095524332,-0.40341122548651287,0.0
2018-10-09,1.0,-0.20934579439252338,-0.5142460217226572,-0.0,-0.40080828492043447,-0.40149027532205106,0.0
2018-10-10,1.0,-0.20877232876020113,-0.5148184643371485,-0.0,-0.4007428181611461,-0.4022587735920564,0.0
2018-10-11,1.0,-0.1533226876305122,-0.5074069524628424,-0.0,-0.38309789952094336,-0.4128976784178848,0.0
2018-10-12,1.0,-0.14673641005105614,-0.5239012914205625,-0.0,-0.4009660626689358,-0.43117429172089294,0.0
2018-10-15,1.0,-0.15658864053503635,-0.5181907324064065,-0.0,-0.4059537877454555,-0.4335604555854475,0.0
2018-10-16,1.0,-0.15742883009757572,-0.5172014887838245,-0.0,-0.4062971532039031,-0.43391006940951615,0.0
2018-10-17,1.0,-0.14869232299124902,-0.5000745823389021,-0.0,-0.4022474144789181,-0.43506364359586314,0.0
2018-10-18,1.0,-0.14942757590841216,-0.5024141363862619,-0.0,-0.40141861622697855,-0.4355400696864111,0.0
2018-10-19,1.0,-0.14550514336828504,-0.5025095661680664,-0.0,-0.4012075734234458,-0.4354966953237589,0.0
2018-10-22,1.0,-0.14677025748294237,-0.5088649833159022,-0.0,-0.40004482294935007,-0.4345086906718462,0.0
2018-10-23,1.0,-0.15188074880973151,-0.510157788468729,-0.0,-0.39723807862003635,-0.4334322107834584,0.0
2018-10-24,1.0,-0.15047927299887962,-0.5069090003734594,-0.0,-0.3974604755384041,-0.43488111539897917,0.0
2018-10-25,1.0,-0.12705711519845111,-0.4754356243949661,-0.0,-0.40317037754114227,-0.41447241045498545,0.0
2018-10-26,1.0,-0.10566960395080856,-0.473443400794035,-0.0,-0.4266001743003776,-0.4151253994383654,0.0
2018-10-29,1.0,-0.0930551875316166,-0.4775371570351456,-0.0,-0.42044660708693665,-0.41784501240575245,0.0
2018-10-30,1.0,-0.09052596089008766,-0.4774347365379058,-0.0,-0.4204556401117426,-0.4198294961949716,0.0
2018-10-31,1.0,-0.09460688137053165,-0.4620758960616357,-0.0,-0.41950997750873337,-0.4165191175766857,0.0
2018-11-01,1.0,-0.08514349893660239,-0.46911367601022774,-0.0,-0.4189069706311086,-0.4164934164934165,0.0
2018-11-02,1.0,-0.0896515662879688,-0.4483053667348006,-0.0,-0.42570233398298235,-0.4131054808195085,0.0
2018-11-05,1.0,-0.08743377129416237,-0.45439425978284115,-0.0,-0.4261445983511131,-0.4079688279597995,0.0
2018-11-06,1.0,-0.0893391610052734,-0.4556273457171362,-0.0,-0.4246282483728443,-0.4057912489904509,0.0
2018-11-07,1.0,-0.08892159422698033,-0.45566976048614904,-0.0,-0.4236950174472429,-0.4054881667339236,0.0
2018-11-08,1.0,-0.13239537318387254,-0.5012384138089524,-0.0,-0.4838495518729413,-0.4359471950565585,0.0
2018-11-09,1.0,-0.1319834541926259,-0.5012000817076907,-0.0,-0.4843989378000204,-0.43578286181186804,0.0
2018-11-12,1.0,-0.13171215628418081,-0.4876758324218452,-0.0,-0.49055019967949537,-0.4337496502429222,0.0
2018-11-13,1.0,-0.12996813256851497,-0.4905544933078394,-0.0,-0.49348629700446145,-0.4354110898661568,0.0
2018-11-14,1.0,-0.13169648554146143,-0.49031418289477047,-0.0,-0.4947040657461525,-0.4355427375513642,0.0
2018-11-15,1.0,-0.13107725289028405,-0.4904422836434168,-0.0,-0.49495954878391135,-0.43564811270193704,0.0
2018-11-16,1.0,-0.1297593276454858,-0.4860308162485675,-0.0,-0.49369667642939,-0.43733604991722913,0.0
2018-11-19,1.0,-0.13061193307698185,-0.48570118923323746,-0.0,-0.49313708013955027,-0.4371132445440424,0.0
2018-11-20,1.0,-0.10730472211672364,-0.4801114065071528,-0.0,-0.49575895682997845,-0.44876566654006833,0.0
2018-11-21,1.0,-0.11358384406711546,-0.4759117853913393,-0.0,-0.49565457650959516,-0.42668039786998896,0.0
2018-11-23,1.0,-0.11532373558453307,-0.46250094218738225,-0.0,-0.5045099369362579,-0.43016507122936615,0.0
2018-11-26,1.0,-0.11505713926911967,-0.46369458746703507,-0.0,-0.5036041692829335,-0.4292603290217255,0.0
2018-11-27,1.0,-0.1131976131976132,-0.46352103494960634,-0.0,-0.5025071453642882,-0.42791957077671366,0.0
2018-11-28,1.0,-0.11370189294220887,-0.46240441268647364,-0.0,-0.5028958254983077,-0.4282311645982199,0.0
2018-11-29,1.0,-0.08929902131253416,-0.45501515226787226,-0.0,-0.503899845993343,-0.4357394803517313,0.0
2018-11-30,1.0,-0.089720648175763,-0.4561338105179441,-0.0,-0.5062630480167014,-0.43324386121880903,0.0
