Date,IWF,IWM,MTUM,PMO,SPY,VLUE,VXX
2018-09-24,-0.08122188409632179,-0.22863191320455148,-0.0,1.0,-0.17306165652288966,-0.1709612331304578,0.0
2018-09-25,-0.08023382903321963,-0.2297055608915974,-0.0,1.0,-0.1738648031000563,-0.17222535024674593,0.0
2018-09-26,-0.08042722305017387,-0.22987249544626595,-0.0,1.0,-0.1738367279350886,-0.17176684881602916,0.0
2018-09-27,-0.08308359686739408,-0.22564034637481997,-0.0,1.0,-0.17469410732321142,-0.17229332582744175,0.0
2018-09-28,-0.0837944402107286,-0.22547297968920843,-0.0,1.0,-0.17492793479341306,-0.17247606109804178,0.0
2018-10-01,-0.08365378240403104,-0.22614864416893193,-0.0,1.0,-0.17496519260094145,-0.17272757409003514,0.0
2018-10-02,-0.0826976450449552,-0.2345648235861129,-0.0,1.0,-0.17353874790181317,-0.17112894916155624,0.0
2018-10-03,-0.08245555740156173,-0.2320651270975245,-0.0,1.0,-0.17429805615550756,-0.1725868084399402,0.0
2018-10-04,-0.0864896362274203,-0.22811953716806793,-0.0,1.0,-0.18002164321984518,-0.17023224839756929,0.0
2018-10-05,-0.09140792291220558,-0.23404041755888652,-0.0,1.0,-0.17940310492505354,-0.16806076017130622,0.0
2018-10-08,-0.09265567058744567,-0.23650519321442354,-0.0,1.0,-0.1795560179203651,-0.1692367065456315,0.0
2018-10-09,-0.0937589152360335,-0.23677188742888786,-0.0,1.0,-0.1792109281914447,-0.16842034603702025,0.0
2018-10-10,-0.09584256833904224,-0.23624823695345556,-0.0,1.0,-0.1807206662636846,-0.16628047551883943,0.0
2018-10-11,-0.07740962868285647,-0.2276242912856815,-0.0,1.0,-0.17005866352046667,-0.16353685314456132,0.0
2018-10-12,-0.08199130982571193,-0.22243938684197773,-0.0,1.0,-0.15928217222051722,-0.15156116235119288,0.0
2018-10-15,-0.07352420211909438,-0.22897813274934783,-0.0,1.0,-0.15680654407265465,-0.15092911661460176,0.0
2018-10-16,-0.07057686110215919,-0.23424105704157266,-0.0,1.0,-0.15623590074121818,-0.15029004189494038,0.0
2018-10-17,-0.06577939486786671,-0.22456274735095114,-0.0,1.0,-0.15420337035618537,-0.15126707519468913,0.0
2018-10-18,-0.06507040902770009,-0.22347074149257545,-0.0,1.0,-0.15745728305867684,-0.1523903904863897,0.0
2018-10-19,-0.0577501821522476,-0.21639687014920644,-0.0,1.0,-0.15804479361358378,-0.15174074191402412,0.0
2018-10-22,-0.05798732171156894,-0.216973058637084,-0.0,1.0,-0.15805071315372424,-0.15177496038034866,0.0
2018-10-23,-0.061022217288571025,-0.21758987614773467,-0.0,1.0,-0.15620292107391492,-0.15100144309297642,0.0
2018-10-24,-0.06033936938077751,-0.21565151323287324,-0.0,1.0,-0.15581866531594277,-0.15107002659237684,0.0
2018-10-25,-0.051238363718034106,-0.20129799724291753,-0.0,1.0,-0.15548086305974193,-0.14092098945183626,0.0
2018-10-26,-0.0436821550478182,-0.19666963928780098,-0.0,1.0,-0.15924536424859315,-0.1379501214674498,0.0
2018-10-29,-0.03984996938150643,-0.19690753214941828,-0.0,1.0,-0.15650642988364974,-0.1376607470912431,0.0
2018-10-30,-0.03386768330960146,-0.19728078636718568,-0.0,1.0,-0.15707439560271308,-0.14286589193575552,0.0
2018-10-31,-0.03526363913441024,-0.19129838463882962,-0.0,1.0,-0.15615665955501373,-0.14120694910088388,0.0
2018-11-01,-0.025833574507623643,-0.19912872614278534,-0.0,1.0,-0.15638756454585612,-0.14185617888531782,0.0
2018-11-02,-0.026091059930281765,-0.19798152010107622,-0.0,1.0,-0.15657680422571657,-0.14158281704291173,0.0
2018-11-05,-0.027389534972336115,-0.1951409105458093,-0.0,1.0,-0.1568077550336082,-0.1448276913228368,0.0
2018-11-06,-0.02658592760940193,-0.19464315675477797,-0.0,1.0,-0.15785299187016671,-0.1462302283369686,0.0
2018-11-07,-0.026223909497019318,-0.19495647135952676,-0.0,1.0,-0.15726722468706644,-0.1461982954458827,0.0
2018-11-08,-0.023290439221525048,-0.1943148843074399,-0.0,1.0,-0.15558864192279062,-0.14607799942267666,0.0
2018-11-09,-0.023169953508158862,-0.1943237412258045,-0.0,1.0,-0.15580844145978304,-0.14603907745601508,0.0
2018-11-12,-0.0234001547870161,-0.184151023567082,-0.0,1.0,-0.16383143390442662,-0.14613715343642353,0.0
2018-11-13,-0.017473624008548683,-0.18131330614210678,-0.0,1.0,-0.16259049109763257,-0.14365696913143597,0.0
2018-11-14,-0.019129148171633904,-0.18176465259534377,-0.0,1.0,-0.16453785065072318,-0.14436694145001056,0.0
2018-11-15,-0.0189176967138981,-0.18176062707265603,-0.0,1.0,-0.16523967440458245,-0.14145312028941817,0.0
2018-11-16,-0.017847468849696024,-0.17894119063384098,-0.0,1.0,-0.16487088424727625,-0.14318605911033527,0.0
2018-11-19,-0.017311195074588673,-0.17925366169408863,-0.0,1.0,-0.165329439568876,-0.14342701449624423,0.0
2018-11-20,-0.008175121279271724,-0.17634904473857577,-0.0,1.0,-0.1654788285320716,-0.14728693777325266,0.0
2018-11-21,-0.008962200949814652,-0.1741674234416638,-0.0,1.0,-0.16396957020142622,-0.14165339208884786,0.0
2018-11-23,-0.009225229514782687,-0.17208028925558352,-0.0,1.0,-0.16478938205841656,-0.14184534349100542,0.0
2018-11-26,-0.009287096294091381,-0.17173686560500073,-0.0,1.0,-0.16511385622860544,-0.14216401250186037,0.0
2018-11-27,-0.008318355342315177,-0.17158093314121894,-0.0,1.0,-0.1642429553928195,-0.14127835296564223,0.0
2018-11-28,-0.010076953991337094,-0.165577601476564,-0.0,1.0,-0.1686587380736198,-0.1441584924757751,0.0
2018-11-29,-0.004812675847771361,-0.16302384125573818,-0.0,1.0,-0.16789575003702056,-0.1450910706352732,0.0
2018-11-30,-0.005457392082308209,-0.16752404383806757,-0.0,1.0,-0.17462163572653397,-0.1435025721315142,0.0
2018-12-03,-0.005743525480367585,-0.16759159804272586,-0.0,1.0,-0.174797111827187,-0.14369256474519632,0.0
2018-12-04,-0.00400476403156171,-0.16806610093791874,-0.0,1.0,-0.17366383802292693,-0.14302516004168528,0.0
2018-12-06,-0.003693417283447965,-0.14215294237396575,-0.0,1.0,-0.17582992831280625,-0.1324250047258292,0.0
