Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WBS
2018-09-24,-0.19892960812772134,-0.7483974358974359,-0.1787010159651669,-0.44118892114175134,-0.4565191098209966,0.0,1.0
2018-09-25,-0.19798291840814103,-0.7511963171603369,-0.17596462535586652,-0.4436973771882004,-0.4597795142043734,0.0,1.0
2018-09-26,-0.19850380107217494,-0.7518551049459369,-0.17721173940697216,-0.4433473665081625,-0.45782475694339275,0.0,1.0
2018-09-27,-0.19744854463524542,-0.7647667762757278,-0.17455242966751916,-0.44674826452320054,-0.46118012422360244,0.0,1.0
2018-09-28,-0.19538864522417154,-0.766965155945419,-0.17501218323586742,-0.44691154970760233,-0.46150097465886936,0.0,1.0
2018-10-01,-0.19623492140855367,-0.766114292676983,-0.1749421225782868,-0.4473924698428171,-0.46152674546119166,0.0,1.0
2018-10-02,-0.19637305699481866,-0.7704358427308747,-0.17375800060957025,-0.4466321243523316,-0.46062176165803104,0.0,1.0
2018-10-03,-0.1963251873971601,-0.7683892985556706,-0.1736242306051557,-0.4471326710951307,-0.46163690657565964,0.0,1.0
2018-10-04,-0.19606204142286615,-0.7972508591065293,-0.17197609981115136,-0.4486857992012631,-0.48187362620352314,0.0,1.0
2018-10-05,-0.17851697420418833,-0.7959672651460934,-0.15275227930422877,-0.47375299499019824,-0.5106574975884495,0.0,1.0
2018-10-08,-0.17855474952520317,-0.7971916933902052,-0.15283788411843457,-0.4737382857498677,-0.5110993492948099,0.0,1.0
2018-10-09,-0.17555409260478386,-0.8055738424402018,-0.13611711965892348,-0.488604658453243,-0.5290447976425593,0.0,1.0
2018-10-10,-0.17691680772365367,-0.8043696319979938,-0.137859695316908,-0.48949909096608357,-0.5259858316093035,0.0,1.0
2018-10-11,-0.13078526328694906,-0.8145344204009072,-0.08177527125605345,-0.4861460185128425,-0.551768528167719,0.0,1.0
2018-10-12,-0.12681336096550042,-0.8158600512007801,-0.07811166646348897,-0.4805558941850542,-0.5463549920760697,0.0,1.0
2018-10-15,-0.10268363747891428,-0.8739457138475694,-0.03735623370648673,-0.49026222971936817,-0.5627971170065941,0.0,1.0
2018-10-16,-0.10218664703897935,-0.8758855460483945,-0.03582052933419204,-0.490232158738921,-0.5626705922041279,0.0,1.0
2018-10-17,-0.0899100899100899,-0.8496654860291223,-0.0245209336118427,-0.4905094905094905,-0.5726697544879363,0.0,1.0
2018-10-18,-0.08839209984248152,-0.847540288379983,-0.02586938083121289,-0.4938810129649824,-0.5735187204652853,0.0,1.0
2018-10-19,-0.07450396523958555,-0.8471027923794475,-0.007565859439093312,-0.5174257846920483,-0.5918993649539668,0.0,1.0
2018-10-22,-0.07852539629211082,-0.834580495403317,-0.0,-0.5343147735255491,-0.6068537918817386,0.0,1.0
2018-10-23,-0.07060684052218673,-0.8488945393655617,-0.0,-0.5571335545288226,-0.6242364104313312,0.0,1.0
2018-10-24,-0.06874612042209807,-0.8445996275605214,-0.0,-0.5603041589075108,-0.6300124146492861,0.0,1.0
2018-10-25,-0.04949891863900819,-0.8234183191690273,-0.0,-0.5587133327241158,-0.6144567303298912,0.0,1.0
2018-10-26,-0.04792710706150342,-0.8192862566438877,-0.0,-0.5582687927107062,-0.6117236142748672,0.0,1.0
2018-10-29,-0.038227364977433134,-0.8226759155484203,-0.0,-0.5550843607063884,-0.6131221034138068,0.0,1.0
2018-10-30,-0.028592197722316453,-0.823085776593167,-0.0,-0.5557911315725709,-0.6213653985946208,0.0,1.0
2018-10-31,-0.03363849906643377,-0.8044329338071433,-0.0,-0.5555020177076432,-0.6179606095283984,0.0,1.0
2018-11-01,-0.020966189387558655,-0.8141318734207676,-0.0,-0.5548670436770545,-0.6180964986162917,0.0,1.0
2018-11-02,-0.02553051390260692,-0.791775163868187,-0.0,-0.5615515848073988,-0.6141689862620094,0.0,1.0
2018-11-05,-0.02167015863513918,-0.8031427716252619,-0.0,-0.5627955701885663,-0.6055073331337922,0.0,1.0
2018-11-06,-0.02745508982035928,-0.8078443113772454,-0.0,-0.5591616766467066,-0.5995508982035929,0.0,1.0
2018-11-07,-0.02748832195472512,-0.8079111270810876,-0.0,-0.5593184812552402,-0.5996526530123368,0.0,1.0
2018-11-08,-0.0,-0.8130838341167371,-0.0,-0.5528946272386506,-0.6089724519545427,0.0,1.0
2018-11-09,-0.0,-0.81536946988455,-0.0,-0.5575310999075207,-0.6102741564989111,0.0,1.0
2018-11-12,-0.0,-0.8029487827353528,-0.0,-0.5617847269700663,-0.6078000059451265,0.0,1.0
2018-11-13,-0.0,-0.7965886623188834,-0.0,-0.554342373181456,-0.60008262755629,0.0,1.0
2018-11-14,-0.0,-0.7974747176060086,-0.0,-0.5579573008457035,-0.6015731267372406,0.0,1.0
2018-11-15,-0.0,-0.7988621547943582,-0.0,-0.5579589901623799,-0.6062877800165936,0.0,1.0
2018-11-16,-0.0,-0.7982461337915506,-0.0,-0.5579486875629555,-0.6064170172424009,0.0,1.0
2018-11-19,-0.0,-0.7981692143618911,-0.0,-0.5578563810878066,-0.6064107121696883,0.0,1.0
2018-11-20,-0.0,-0.7884881903694749,-0.0,-0.5496417303099107,-0.6105918084510366,0.0,1.0
2018-11-21,-0.0,-0.7857875457875458,-0.0,-0.5474285714285715,-0.5971868131868132,0.0,1.0
2018-11-23,-0.0,-0.7754193869485025,-0.0,-0.5531808999619405,-0.5990865708346752,0.0,1.0
2018-11-26,-0.0,-0.7801979038585398,-0.0,-0.5507933719772821,-0.596609871772352,0.0,1.0
2018-11-27,-0.0,-0.7806805259935271,-0.0,-0.5440417529229962,-0.5910137912936991,0.0,1.0
2018-11-28,-0.0,-0.785310075258153,-0.0,-0.5419170410127764,-0.5897847266787235,0.0,1.0
2018-11-29,-0.0,-0.7714905305768397,-0.0,-0.5316466676304756,-0.5882897209773024,0.0,1.0
2018-11-30,-0.0,-0.7723534862172805,-0.0,-0.5315033588139912,-0.5916724577252722,0.0,1.0
2018-12-03,-0.0,-0.7739117817759721,-0.0,-0.5340975043528728,-0.5939349970980847,0.0,1.0
2018-12-04,-0.0,-0.7766484232473285,-0.0,-0.5280166796976804,-0.5911447021689398,0.0,1.0
2018-12-06,-0.0,-0.7690802348336594,-0.0,-0.5234258086796362,-0.5853862092782318,0.0,1.0
2018-12-07,-0.0,-0.769226341238775,-0.0,-0.5230543403177527,-0.5859141146672806,0.0,1.0
