Date,IWF,IWM,MTUM,OMC,SPY,VLUE,VXX
2018-09-24,-0.2484588666019964,-0.6613261570235003,-0.0,1.0,-0.5959570673091967,-0.6234940701567732,0.0
2018-09-25,-0.24802779864763333,-0.66190833959429,-0.0,1.0,-0.5963874279989982,-0.6241547708489857,0.0
2018-09-26,-0.24901383758061488,-0.6628263728007013,-0.0,1.0,-0.596393463151963,-0.6224406737211196,0.0
2018-09-27,-0.2523931677407245,-0.6563223424888944,-0.0,1.0,-0.5970093224050554,-0.6226302946881062,0.0
2018-09-28,-0.2502852434077079,-0.6784672920892495,-0.0,1.0,-0.6078220081135902,-0.6327966531440162,0.0
2018-10-01,-0.25106976449332785,-0.6777076927953343,-0.0,1.0,-0.6081967732733209,-0.6327300389869727,0.0
2018-10-02,-0.25309796215890723,-0.670585998161823,-0.0,1.0,-0.6104966247266504,-0.6350901657528604,0.0
2018-10-03,-0.2532498490290182,-0.6581699138670819,-0.0,1.0,-0.6190445920605154,-0.647840320376315,0.0
2018-10-04,-0.2527388535031847,-0.6629299363057325,-0.0,1.0,-0.6180891719745223,-0.6509554140127388,0.0
2018-10-05,-0.23624492900608515,-0.6536194219066936,-0.0,1.0,-0.6218940162271805,-0.6576128296146044,0.0
2018-10-08,-0.23272969036915092,-0.6499715063635789,-0.0,1.0,-0.6261001709618186,-0.6571898942569493,0.0
2018-10-09,-0.2238537992946457,-0.6613658223789676,-0.0,1.0,-0.6427380570695735,-0.6781660788714332,0.0
2018-10-10,-0.22328042328042327,-0.6617604617604618,-0.0,1.0,-0.6428090428090427,-0.6787878787878788,0.0
2018-10-11,-0.16927577728673246,-0.6424636643739691,-0.0,1.0,-0.6209268307864679,-0.6796240390899755,0.0
2018-10-12,-0.1674142804473393,-0.6329421162590636,-0.0,1.0,-0.6068882880668551,-0.6652021629593217,0.0
2018-10-15,-0.15280671650937616,-0.6428483882828778,-0.0,1.0,-0.6035053315357274,-0.6649405564407403,0.0
2018-10-16,-0.1453416912487709,-0.6595685840707964,-0.0,1.0,-0.6033370206489675,-0.664515732546706,0.0
2018-10-17,-0.16065645926997202,-0.6934008237180495,-0.0,1.0,-0.6179457352155185,-0.6719590027352469,0.0
2018-10-18,-0.15991794224396402,-0.6929146283730471,-0.0,1.0,-0.6270474988164746,-0.6762190310872652,0.0
2018-10-19,-0.1398217312158684,-0.6812190069675474,-0.0,1.0,-0.6355219383591739,-0.6819722553512021,0.0
2018-10-22,-0.1400641227132709,-0.670145219085937,-0.0,1.0,-0.643710316212988,-0.6893820330672031,0.0
2018-10-23,-0.14487876977263436,-0.6710588383282493,-0.0,1.0,-0.6407748671341866,-0.6880719519481745,0.0
2018-10-24,-0.1436718233088629,-0.6754781184032262,-0.0,1.0,-0.6425218185828161,-0.6890261192854217,0.0
2018-10-25,-0.11864354858473226,-0.6395662296287219,-0.0,1.0,-0.6398725646366867,-0.6652371032961647,0.0
2018-10-26,-0.0939229898767471,-0.6353793926048261,-0.0,1.0,-0.6648010520842892,-0.6642811267088724,0.0
2018-10-29,-0.07872793670115642,-0.6388618381010347,-0.0,1.0,-0.6584601339013999,-0.6671941570298234,0.0
2018-10-30,-0.05592396785135837,-0.6445008098279498,-0.0,1.0,-0.6643950738013018,-0.6911346759160223,0.0
2018-10-31,-0.05635908702550958,-0.6417368485292323,-0.0,1.0,-0.6633711705114121,-0.6899487367264738,0.0
2018-11-01,-0.03666422645192777,-0.6584919472913615,-0.0,1.0,-0.6637689116642264,-0.691373840897999,0.0
2018-11-02,-0.04202419574906765,-0.6318789606136866,-0.0,1.0,-0.6715078378460326,-0.6866074406476457,0.0
2018-11-05,-0.03921925198520943,-0.6395708310601927,-0.0,1.0,-0.6720009698733103,-0.6800933503061163,0.0
2018-11-06,-0.03895828280378365,-0.6390674266310938,-0.0,1.0,-0.6726594712587921,-0.6810878001455251,0.0
2018-11-07,-0.03835317640643461,-0.6390075433972553,-0.0,1.0,-0.6714532400254476,-0.6806628495258868,0.0
2018-11-08,-0.011475951572686034,-0.6410009913780155,-0.0,1.0,-0.663802685733169,-0.687896175684201,0.0
2018-11-09,-0.011114782660939048,-0.6409324401453933,-0.0,1.0,-0.664393643545916,-0.6875844873681997,0.0
2018-11-12,-0.01011007418042594,-0.6270638908829863,-0.0,1.0,-0.6690595836324479,-0.6849126585307489,0.0
2018-11-13,-0.0,-0.6196384576568018,-0.0,1.0,-0.6681409362106325,-0.6805188637240641,0.0
2018-11-14,-0.0,-0.6194322366076731,-0.0,1.0,-0.6693490913410144,-0.680692481292315,0.0
2018-11-15,-0.0,-0.6212615713268455,-0.0,1.0,-0.6738072632328507,-0.6719380488962734,0.0
2018-11-16,-0.0,-0.6124049359334773,-0.0,1.0,-0.6712336874500636,-0.6755541088391086,0.0
2018-11-19,-0.0,-0.6124049359334773,-0.0,1.0,-0.6712336874500636,-0.6755541088391086,0.0
2018-11-20,-0.0,-0.5957171431933169,-0.0,1.0,-0.6610483586304272,-0.6847570302388517,0.0
2018-11-21,-0.0,-0.5899918348302811,-0.0,1.0,-0.6593082934795288,-0.6668319141490727,0.0
2018-11-23,-0.0,-0.5883518917973533,-0.0,1.0,-0.6597679706173848,-0.6668221302396082,0.0
2018-11-26,-0.0,-0.5867790360811167,-0.0,1.0,-0.6665788780616276,-0.6729289204927867,0.0
2018-11-27,-0.0,-0.5852400244833716,-0.0,1.0,-0.6610801830423504,-0.6683669008131977,0.0
2018-11-28,-0.0,-0.576438980229536,-0.0,1.0,-0.6698011272376836,-0.6740647723622346,0.0
2018-11-29,-0.0,-0.5595444560064747,-0.0,1.0,-0.6573881373569199,-0.6736038848421783,0.0
2018-11-30,-0.0,-0.5594346984191209,-0.0,1.0,-0.6575243490072541,-0.6731308343689489,0.0
2018-12-03,-0.0,-0.5598601721846651,-0.0,1.0,-0.656786271450858,-0.6723291153868377,0.0
2018-12-04,-0.0,-0.5631289104172073,-0.0,1.0,-0.6504915953060577,-0.6696364213015021,0.0
2018-12-06,-0.0,-0.508381300014039,-0.0,1.0,-0.6510459076231924,-0.6483784922083391,0.0
2018-12-07,-0.0,-0.5083099382369455,-0.0,1.0,-0.6513756316676025,-0.6477259966311061,0.0
2018-12-10,-0.0,-0.5076486621794515,-0.0,1.0,-0.6451855148244979,-0.6284975246147855,0.0
2018-12-11,-0.0,-0.5075116848430893,-0.0,1.0,-0.6497329178722457,-0.624860894725128,0.0
2018-12-12,-0.0,-0.5094087145605085,-0.0,1.0,-0.654372612974269,-0.6240138273256949,0.0
2018-12-13,-0.0,-0.507632737199844,-0.0,1.0,-0.6551618474566828,-0.6228759262354449,0.0
2018-12-14,-0.0,-0.5057231180549754,-0.0,1.0,-0.6563901189183168,-0.622859052552427,0.0
