Date,ANDE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4981953900418341,-1.0725945369534902,-0.0068903289311787385,-0.792469854810926,-0.7311951439586579,0.0
2018-09-25,1.0,-0.4992621136345003,-1.070960072148889,-0.008977617446913177,-0.7910141838156924,-0.7291547101746332,0.0
2018-09-26,1.0,-0.4990143737166325,-1.0719096509240247,-0.005420944558521561,-0.7941273100616016,-0.7363449691991786,0.0
2018-09-27,1.0,-0.500451300566177,-1.0661770739312382,-0.006974645113645687,-0.7935094773118897,-0.7356199228686304,0.0
2018-09-28,1.0,-0.4971240755957272,-1.0715283483976992,-0.008093672966310599,-0.7946179129005752,-0.737099424815119,0.0
2018-10-01,1.0,-0.49670808986914655,-1.0753024442432721,-0.008929306229939923,-0.7952431898609167,-0.7387046333635092,0.0
2018-10-02,1.0,-0.4966641957005189,-1.0820360761057572,-0.0077835433654558925,-0.7941685198912775,-0.7376245778766164,0.0
2018-10-03,1.0,-0.4961106309420916,-1.0739597481170515,-0.0069555912252541475,-0.7965592459974482,-0.7421492365312591,0.0
2018-10-04,1.0,-0.4970382558617853,-1.0710407239819004,-0.007692307692307692,-0.7973262032085561,-0.7404360345536816,0.0
2018-10-05,1.0,-0.48159220279290715,-1.063720873090626,-0.0,-0.8026127196035874,-0.7472869486874975,0.0
2018-10-08,1.0,-0.47836214294471,-1.059703322299865,-0.0,-0.8031547546074945,-0.7452494789751134,0.0
2018-10-09,1.0,-0.4700373762681234,-1.0649361317616135,-0.0,-0.8131597322051998,-0.759148971125806,0.0
2018-10-10,1.0,-0.4705206109377566,-1.0642552143209065,-0.0,-0.8133930037773034,-0.757595664312695,0.0
2018-10-11,1.0,-0.40543447946133315,-1.0448225028885612,-0.0,-0.7827801904458346,-0.7512251484122874,0.0
2018-10-12,1.0,-0.4126946672958943,-1.0375176970268996,-0.0,-0.7591631272612868,-0.7233364794714489,0.0
2018-10-15,1.0,-0.36980358128894847,-1.0886250690226393,-0.0,-0.7557781809576399,-0.7299439930582946,0.0
2018-10-16,1.0,-0.37537537537537535,-1.0836494389125966,-0.0,-0.7591275486012328,-0.7331673779042199,0.0
2018-10-17,1.0,-0.3562128337673442,-1.0476116444478991,-0.0,-0.7493878502856699,-0.7334913910373508,0.0
2018-10-18,1.0,-0.3561100746268656,-1.0479244402985075,-0.0,-0.7492615049751243,-0.7335199004975124,0.0
2018-10-19,1.0,-0.3322528995977662,-1.0450658023196782,-0.0,-0.7747881438669113,-0.7530753309641894,0.0
2018-10-22,1.0,-0.332266375204934,-1.036888125536732,-0.0,-0.7781637910843937,-0.7561870559762667,0.0
2018-10-23,1.0,-0.3342179206993443,-1.0367624102403996,-0.0,-0.7764205432407117,-0.7551514205432407,0.0
2018-10-24,1.0,-0.3317481972325083,-1.0336386669265252,-0.0,-0.7764178522705126,-0.7560709413369714,0.0
2018-10-25,1.0,-0.28926834784575367,-0.9791925817030419,-0.0,-0.7826529458328622,-0.7183459610237852,0.0
2018-10-26,1.0,-0.26969809914275067,-0.9631755497577339,-0.0,-0.7868803578084235,-0.7073797987327618,0.0
2018-10-29,1.0,-0.24234324535026175,-0.9775773100196756,-0.0,-0.7762557077625571,-0.7161896276497012,0.0
2018-10-30,1.0,-0.23113470175568837,-0.9780260569392376,-0.0,-0.7769941724509113,-0.7256597750640289,0.0
2018-10-31,1.0,-0.2327443095879293,-0.9636256317556351,-0.0,-0.7726786438927215,-0.7200354152064042,0.0
2018-11-01,1.0,-0.20283158361673814,-0.9927546946621323,-0.0,-0.7760609197101878,-0.7249371580659472,0.0
2018-11-02,1.0,-0.2107140230899331,-0.9566144569453637,-0.0,-0.7893227443194353,-0.7200897124788588,0.0
2018-11-05,1.0,-0.20413274890419536,-0.9795940918634204,-0.0,-0.7935098898670301,-0.7061401893255737,0.0
2018-11-06,1.0,-0.2046852554421894,-0.9794467567866219,-0.0,-0.7932520534826328,-0.7059928542487752,0.0
2018-11-07,1.0,-0.23982755081092177,-1.1213303223157463,-0.0,-0.9186204064873743,-0.8261137343461301,0.0
2018-11-08,1.0,-0.20348009919908933,-1.1230231329023863,-0.0,-0.9062893848843355,-0.8327438305484409,0.0
2018-11-09,1.0,-0.20312371218989533,-1.1411027775488338,-0.0,-0.929283771532185,-0.8474820736833429,0.0
2018-11-12,1.0,-0.2021066491112574,-1.1373847926267282,-0.0,-0.9291886109282422,-0.8458689927583937,0.0
2018-11-13,1.0,-0.1666802510392045,-1.1340777569484066,-0.0,-0.9332056402314778,-0.8413073600130411,0.0
2018-11-14,1.0,-0.16884864798727517,-1.1336514539744686,-0.0,-0.9345405603817448,-0.8414290958032546,0.0
2018-11-15,1.0,-0.16751517126216756,-1.13550278988311,-0.0,-0.938866940903352,-0.8309371563556388,0.0
2018-11-16,1.0,-0.16272081218274112,-1.1231269035532994,-0.0,-0.9371776649746194,-0.8379289340101522,0.0
2018-11-19,1.0,-0.1660032493907392,-1.122420796100731,-0.0,-0.9357432981316003,-0.8375304630381804,0.0
2018-11-20,1.0,-0.11691401839006291,-1.1131230843684463,-0.0,-0.9413211808356187,-0.8615099209549927,0.0
2018-11-21,1.0,-0.12129799632793167,-1.104733775045901,-0.0,-0.9367366488385089,-0.8286102019637583,0.0
2018-11-23,1.0,-0.12213010204081633,-1.0966996173469388,-0.0,-0.9386160714285714,-0.8285235969387755,0.0
2018-11-26,1.0,-0.12086991221069435,-1.1072625698324023,-0.0,-0.9364724660814047,-0.8258180367118915,0.0
2018-11-27,1.0,-0.10705064548162861,-1.1139225422045682,-0.0,-0.9314399205561074,-0.8198212512413109,0.0
2018-11-28,1.0,-0.10889948351211762,-1.1087008343265792,-0.0,-0.9339292808899484,-0.8214938418752484,0.0
2018-11-29,1.0,-0.07939308398023995,-1.091743119266055,-0.0,-0.9264094722810319,-0.8231004469536579,0.0
2018-11-30,1.0,-0.07846829880728186,-1.0926710608914,-0.0,-0.9269460138104206,-0.8253295668549906,0.0
2018-12-03,1.0,-0.07451904201020809,-1.0960345504515117,-0.0,-0.929093050647821,-0.8265410286611701,0.0
2018-12-04,1.0,-0.06691973545180606,-1.0978358705435762,-0.0,-0.9249403201189685,-0.8237388956286934,0.0
2018-12-06,1.0,-0.054022201946472025,-1.040640206812652,-0.0,-0.9154881386861314,-0.7915526155717761,0.0
2018-12-07,1.0,-0.05134055904164289,-1.041680927933067,-0.0,-0.916524054002662,-0.7934588324776572,0.0
2018-12-10,1.0,-0.020567002556775456,-1.0464731538577232,-0.0,-0.9173183937434202,-0.7756053541885999,0.0
2018-12-11,1.0,-0.02541735599338247,-1.0447059708226802,-0.0,-0.9183335839975938,-0.7715445931719056,0.0
2018-12-12,1.0,-0.026358338033464934,-1.0444444444444445,-0.0,-0.9184433164128595,-0.7708591840571536,0.0
2018-12-13,1.0,-0.026556982946435277,-1.0412816467583201,-0.0,-0.9193524152956201,-0.7690631808278867,0.0
2018-12-14,1.0,-0.027571181729396738,-1.041018706333108,-0.0,-0.9187138456915332,-0.7689880549921118,0.0
2018-12-17,1.0,-0.009611428998840644,-1.0406896293803058,-0.0,-0.9060174277272897,-0.7834997569093832,0.0
2018-12-18,1.0,-0.0,-1.0275716194151698,-0.0,-0.8996586017515215,-0.7836203057740834,0.0
2018-12-19,1.0,-0.0,-1.027799428422967,-0.0,-0.9000111346175259,-0.7837286122555023,0.0
2018-12-20,1.0,-0.0,-1.0122878228782288,-0.0,-0.9015867158671586,-0.7761623616236162,0.0
2018-12-21,1.0,-0.0,-1.0103471050121082,-0.0,-0.8996110662655024,-0.7592280032288838,0.0
2018-12-24,1.0,-0.0,-0.9883818334122447,-0.0,-0.8866591397457844,-0.767017518301344,0.0
2018-12-26,1.0,-0.0,-0.9965381702787494,-0.0,-0.8595074104792471,-0.7499909848184342,0.0
2018-12-27,1.0,-0.0,-0.9499965275366344,-0.0,-0.7833182859920828,-0.7391485519827765,0.0
2018-12-28,1.0,-0.0,-0.9510756419153366,-0.0,-0.7817140874392782,-0.7370229007633587,0.0
2018-12-31,1.0,-0.0,-0.9517315566659728,-0.0,-0.7814907349573184,-0.7367964466652787,0.0
2019-01-02,1.0,-0.0,-0.9511704525749958,-0.0,-0.7802670365874805,-0.7365354603780129,0.0
2019-01-03,1.0,-0.0,-0.9564035546262416,-0.0,-0.7732357553580763,-0.7552883777661614,0.0
2019-01-04,1.0,-0.0,-0.96094535121461,-0.0,-0.7460581488027169,-0.7583948435388294,0.0
2019-01-07,1.0,-0.0,-0.9336668708733238,-0.0,-0.732829623579062,-0.7369818256075148,0.0
2019-01-08,1.0,-0.0,-0.9222331646687267,-0.0,-0.739294325398173,-0.7343702244710836,0.0
2019-01-09,1.0,-0.0,-0.9228313293933835,-0.0,-0.7394878065348821,-0.734189253447456,0.0
2019-01-10,1.0,-0.0,-0.9231579304956347,-0.0,-0.7394435574277269,-0.7344498420355334,0.0
2019-01-11,1.0,-0.0,-0.9183076556813929,-0.0,-0.7421351562765703,-0.7405366799306192,0.0
2019-01-14,1.0,-0.0,-0.9225476839237056,-0.0,-0.7513623978201633,-0.7321185286103542,0.0
2019-01-15,1.0,-0.0,-0.9177353342428376,-0.0,-0.7484993178717598,-0.744406548431105,0.0
2019-01-16,1.0,-0.0,-0.9144064331470627,-0.0,-0.7386874744445959,-0.7542933078915088,0.0
2019-01-17,1.0,-0.0,-0.9190055587763871,-0.0,-0.7378849367390786,-0.7534358694540122,0.0
2019-01-18,1.0,-0.0,-0.9128300202561198,-0.0,-0.7455625364781818,-0.7748480791018644,0.0
2019-01-22,1.0,-0.0,-0.9791143654114366,-0.0,-0.7549511854951185,-0.7526847977684799,0.0
2019-01-23,1.0,-0.0,-0.9248476406059549,-0.0,-0.7603343200417899,-0.7973184746648092,0.0
2019-01-24,1.0,-0.0,-0.9167131307499303,-0.0,-0.7748815165876778,-0.7932115974351825,0.0
2019-01-25,1.0,-0.0,-0.8666902780237294,-0.0,-0.8315211616787674,-0.8434921197095804,0.0
2019-01-28,1.0,-0.0,-0.8447810969985099,-0.0,-0.8626268360178811,-0.8404527070176683,0.0
2019-01-29,1.0,-0.0,-0.8178110370265286,-0.0,-0.8682791885373813,-0.8604766633565045,0.0
2019-01-30,1.0,-0.0,-0.8165502074983151,-0.0,-0.8668109105097009,-0.8636540985350973,0.0
2019-01-31,1.0,-0.0,-0.8295507014739832,-0.0,-0.8284851713727579,-0.8937311312377908,0.0
2019-02-01,1.0,-0.0,-0.7836599395534757,-0.0,-0.6443404504241007,-0.8218127457671184,0.0
2019-02-04,1.0,-0.0,-0.7861066866040373,-0.0,-0.6483437896173975,-0.8161752754932874,0.0
2019-02-05,1.0,-0.0,-0.7819079802443463,-0.0,-0.6468676891083962,-0.8205094879126593,0.0
2019-02-06,1.0,-0.0,-0.7779367298501154,-0.0,-0.6436583541957929,-0.8296973046786096,0.0
2019-02-07,1.0,-0.0,-0.7715436067277096,-0.0,-0.6422494967205663,-0.8331709851289045,0.0
2019-02-08,1.0,-0.0,-0.7653433127237227,-0.0,-0.6518711356980149,-0.8369345916042954,0.0
2019-02-11,1.0,-0.0,-0.7503181388064084,-0.0,-0.6526250530231343,-0.8600189251802787,0.0
2019-02-12,1.0,-0.0,-0.7621913327882256,-0.0,-0.6574979558462796,-0.8509566639411283,0.0
2019-02-13,1.0,-0.0,-0.7804168844746471,-0.0,-0.6500914793518033,-0.8366113434396236,0.0
2019-02-14,1.0,-0.0,-0.7409968214437854,-0.0,-0.6776223088770194,-0.8582429465543795,0.0
2019-02-15,1.0,-0.0,-0.805145578961492,-0.0,-0.6860660136857641,-0.863175902321213,0.0
2019-02-19,1.0,-0.0,-0.7782750203417412,-0.0,-0.7367100623813398,-0.8753051261187959,0.0
2019-02-20,1.0,-0.0,-0.7779661591672036,-0.0,-0.7361907022481434,-0.8767081482486182,0.0
2019-02-21,1.0,-0.0,-0.7742810634834509,-0.0,-0.7367742810634835,-0.8801546391752578,0.0
