Date,IWF,IWM,MTUM,NSIT,SPY,VLUE,VXX
2018-09-24,-0.44544906570223025,-0.8770720313441832,-0.1644816154309825,1.0,-0.6558544303797468,-0.6245102471368293,0.0
2018-09-25,-0.4445159580509598,-0.8858516639533563,-0.15867186612652862,1.0,-0.6633854541324348,-0.6336273804565934,0.0
2018-09-26,-0.4444570649704679,-0.8858852036952899,-0.1584885658034227,1.0,-0.6634484325306678,-0.633840678479479,0.0
2018-09-27,-0.44630225080385855,-0.8800075657272556,-0.16009078872706642,1.0,-0.663173822583696,-0.6333270285606205,0.0
2018-09-28,-0.4456632749555547,-0.8802435979876688,-0.16049476113023414,1.0,-0.6629345235843704,-0.6332412906154253,0.0
2018-10-01,-0.44708063722707836,-0.8791387596019223,-0.16040413213758656,1.0,-0.6639421803458584,-0.6334430695879214,0.0
2018-10-02,-0.447006702260593,-0.8852285205801053,-0.15903669203680565,1.0,-0.6629558105191413,-0.6323601802415844,0.0
2018-10-03,-0.46481776809677544,-0.9481504531487028,-0.16484499591582716,1.0,-0.6768057878563927,-0.6350305340542223,0.0
2018-10-04,-0.4637312790834083,-0.9614437101630626,-0.16490048097602938,1.0,-0.6759863918977046,-0.6443514644351465,0.0
2018-10-05,-0.4559133078662197,-0.9592266313245498,-0.15553130116161223,1.0,-0.6792313089576674,-0.6480860684493646,0.0
2018-10-08,-0.4549631995015382,-0.9580591144514973,-0.15413372794890765,1.0,-0.6795825382608357,-0.6474551189688071,0.0
2018-10-09,-0.45871201778679255,-0.9599017045676171,-0.1605492062253774,1.0,-0.6778094160783243,-0.6436790576120451,0.0
2018-10-10,-0.459717672749961,-0.9587817813133677,-0.16171424114802682,1.0,-0.6782483231945095,-0.6410856340664483,0.0
2018-10-11,-0.41384025219339887,-0.9601580006836569,-0.099661969691215,1.0,-0.6676668312507121,-0.6567663033157354,0.0
2018-10-12,-0.4241024485503981,-0.9560988433228179,-0.09542586750788642,1.0,-0.6472885684242151,-0.632529668018627,0.0
2018-10-15,-0.42569903788334335,-0.9559530968129886,-0.09508418520745641,1.0,-0.6486395069152134,-0.6328923631990379,0.0
2018-10-16,-0.42310442144873,-0.9704233301975542,-0.08511759172154282,1.0,-0.6503857008466604,-0.6339040451552211,0.0
2018-10-17,-0.41438521995008754,-0.9506462547025739,-0.0792267292434909,1.0,-0.6458449733676016,-0.6347077885797296,0.0
2018-10-18,-0.4183951863063871,-0.9590013828157119,-0.07594274395485295,1.0,-0.6460739245804836,-0.6379265239002878,0.0
2018-10-19,-0.40712827176536104,-0.9508446259513645,-0.06367180248746983,1.0,-0.6512344533135327,-0.6397623909411547,0.0
2018-10-22,-0.40755399751215643,-0.9885785366956914,-0.08447359493384597,1.0,-0.6491009838290172,-0.6397150288363677,0.0
2018-10-23,-0.4161490683229814,-0.9932964702317831,-0.09653840327223148,1.0,-0.6430843811543706,-0.6381987577639752,0.0
2018-10-24,-0.4171586436572813,-0.9910308810172571,-0.08980472297910991,1.0,-0.6452089009990918,-0.6412352406902817,0.0
2018-10-25,-0.3881140754369825,-0.9500643974241031,-0.0844526218951242,1.0,-0.6461821527138915,-0.6110395584176633,0.0
2018-10-26,-0.3809854267869535,-0.9406479418532452,-0.07779685160159247,1.0,-0.6477957558712882,-0.6052083713795244,0.0
2018-10-29,-0.3676245907602765,-0.9516551473263006,-0.06526009457984723,1.0,-0.641760640232812,-0.6113859585303747,0.0
2018-10-30,-0.3604917615393009,-0.9528607281853562,-0.060197141090459386,1.0,-0.6436911213763503,-0.620048739679191,0.0
2018-10-31,-0.36154736918289065,-0.9401100094086996,-0.06180791778244193,1.0,-0.6400448722588117,-0.6152203806904538,0.0
2018-11-01,-0.37086405404423783,-0.932989503504885,-0.06977082046998148,1.0,-0.6418842843133694,-0.6165328878073585,0.0
2018-11-02,-0.3837718504578191,-0.8990626470268901,-0.059932684303861596,1.0,-0.660888132894213,-0.6154681336180376,0.0
2018-11-05,-0.3799753944130844,-0.9101534230713562,-0.059668548270371984,1.0,-0.6618541033434651,-0.6068171949630916,0.0
2018-11-06,-0.3919883994924778,-0.9208627877469641,-0.05343483777415262,1.0,-0.6591625883632409,-0.5997099873119449,0.0
2018-11-07,-0.3875771885216128,-0.9241917907737014,-0.06189611333091173,1.0,-0.6578278241917909,-0.6009081002542681,0.0
2018-11-08,-0.34571851377834667,-1.0911090669119707,-0.0,1.0,-0.7888653361596609,-0.773827140743111,0.0
2018-11-09,-0.34442442442442445,-1.0924524524524526,-0.0,1.0,-0.7923523523523524,-0.7747347347347348,0.0
2018-11-12,-0.3465430016863406,-1.0695414759495705,-0.0,1.0,-0.818999437886453,-0.7800529992772826,0.0
2018-11-13,-0.32343694034305726,-1.065467425478569,-0.0,1.0,-0.817168782584471,-0.773709555458272,0.0
2018-11-14,-0.323716673298846,-1.0650616792678074,-0.0,1.0,-0.8170712296060485,-0.7734580183048149,0.0
2018-11-15,-0.3229063158313129,-1.0671330339043683,-0.0,1.0,-0.8214157955403634,-0.7633053777972097,0.0
2018-11-16,-0.319291432194658,-1.0571847507331378,-0.0,1.0,-0.8191329159071095,-0.7672584608068479,0.0
2018-11-19,-0.32213062777425494,-1.0564759036144578,-0.0,1.0,-0.8177710843373495,-0.7668436905516804,0.0
2018-11-20,-0.2891627943608726,-1.0491060880522958,-0.0,1.0,-0.8190517445065764,-0.7806174686933921,0.0
2018-11-21,-0.2929218042765725,-1.0417902294365537,-0.0,1.0,-0.8137193694396754,-0.7535117839862651,0.0
2018-11-23,-0.2939755280180812,-1.0314083080040528,-0.0,1.0,-0.8172784662146364,-0.754150105213935,0.0
2018-11-26,-0.2928635460108352,-1.0387028881007132,-0.0,1.0,-0.8147484117394862,-0.7512959426277428,0.0
2018-11-27,-0.27719954781117223,-1.0546914590886058,-0.0,1.0,-0.8158110162554087,-0.7504385451993919,0.0
2018-11-28,-0.27646049450120896,-1.060135714842836,-0.0,1.0,-0.8138210747991577,-0.7494735200062398,0.0
2018-11-29,-0.25,-1.045482577860006,-0.0,1.0,-0.8077012025901942,-0.7512719703977798,0.0
2018-11-30,-0.2501830795914434,-1.0461746001156291,-0.0,1.0,-0.8091347080362304,-0.7487762574677201,0.0
2018-12-03,-0.24682031912433514,-1.048138441378247,-0.0,1.0,-0.8101056039466583,-0.7490942727202651,0.0
2018-12-04,-0.2424324012462018,-1.0491172737412977,-0.0,1.0,-0.8075310588868803,-0.7472210469633448,0.0
2018-12-06,-0.23292285810532617,-0.9907175206797169,-0.0,1.0,-0.8025975970355953,-0.7166972339708799,0.0
2018-12-07,-0.23334580838323354,-0.9907934131736527,-0.0,1.0,-0.8026197604790419,-0.7157934131736527,0.0
2018-12-10,-0.21063356798814378,-0.9932567617636162,-0.0,1.0,-0.8006669136717303,-0.7004816598740276,0.0
2018-12-11,-0.2187465253326415,-0.9906971572588117,-0.0,1.0,-0.8032689670508877,-0.6935621363181498,0.0
2018-12-12,-0.21629547141796587,-0.9930586488492948,-0.0,1.0,-0.8043429844097996,-0.6982553823311062,0.0
2018-12-13,-0.21653002930593168,-0.9911340282672404,-0.0,1.0,-0.804763141299106,-0.6971844047928183,0.0
2018-12-14,-0.22074744179148748,-0.9794231054426813,-0.0,1.0,-0.8104701171585347,-0.6969079044935488,0.0
2018-12-17,-0.2070824563346996,-0.9786935489826816,-0.0,1.0,-0.7996381226690299,-0.7072486244968798,0.0
2018-12-18,-0.19622226297450943,-0.9689712085090775,-0.0,1.0,-0.7951586282780121,-0.7073537502292316,0.0
2018-12-19,-0.19699248120300752,-0.9687144690995783,-0.0,1.0,-0.7947551806345131,-0.707207041995232,0.0
2018-12-20,-0.19503028533897684,-0.9537692476100124,-0.0,1.0,-0.7991315770269284,-0.7009049113332847,0.0
2018-12-21,-0.18947597935896504,-0.9580274729268116,-0.0,1.0,-0.8060905589068973,-0.6803910167890109,0.0
2018-12-24,-0.17803317792475334,-0.9465828183165275,-0.0,1.0,-0.801980555856735,-0.6875564711409881,0.0
2018-12-26,-0.17712441735389028,-0.9498027967013268,-0.0,1.0,-0.7835424883470778,-0.6750089637863034,0.0
2018-12-27,-0.13420033204205867,-0.9160902047592695,-0.0,1.0,-0.7238171001660211,-0.684663807415606,0.0
2018-12-28,-0.13078491687692256,-0.9195728061383197,-0.0,1.0,-0.7233263056025991,-0.68257698821415,0.0
2018-12-31,-0.12984857913295997,-0.9216621724400194,-0.0,1.0,-0.7232939224227338,-0.6823273179838207,0.0
2019-01-02,-0.1280784774273773,-0.9212462436530691,-0.0,1.0,-0.7220475976650202,-0.6827398017339643,0.0
2019-01-03,-0.13310780489488763,-0.919085919431116,-0.0,1.0,-0.7250854361558907,-0.6746867340950672,0.0
2019-01-04,-0.11721032550785411,-0.9234523768604131,-0.0,1.0,-0.7190389440758944,-0.677585673529715,0.0
2019-01-07,-0.10195945945945946,-0.9000675675675676,-0.0,1.0,-0.7154054054054054,-0.660945945945946,0.0
2019-01-08,-0.1043457739118708,-0.8891473652270659,-0.0,1.0,-0.7200026971443984,-0.65790094737197,0.0
2019-01-09,-0.10180447077834634,-0.8793091839482896,-0.0,1.0,-0.7207783463506598,-0.6646579585241045,0.0
2019-01-10,-0.10249335441973148,-0.8775867290285675,-0.0,1.0,-0.7212221137992529,-0.6635485716208486,0.0
2019-01-11,-0.1025865553010912,-0.8721541155866901,-0.0,1.0,-0.7237639768287754,-0.6694059005792805,0.0
2019-01-14,-0.10332389428263214,-0.8702467637540452,-0.0,1.0,-0.7222559331175835,-0.6752629449838187,0.0
2019-01-15,-0.10104623692203847,-0.8660816739790753,-0.0,1.0,-0.722848464394195,-0.6849814377320284,0.0
2019-01-16,-0.0986247809087232,-0.8634555750303358,-0.0,1.0,-0.7215181340164487,-0.6870365376836997,0.0
2019-01-17,-0.10506623521084033,-0.8541477062055484,-0.0,1.0,-0.7225199716857115,-0.6890147301715711,0.0
2019-01-18,-0.10983384198033233,-0.8488979315022042,-0.0,1.0,-0.7254662597490674,-0.7067480501865039,0.0
2019-01-22,-0.0,-0.9309433055183544,-0.0,1.0,-0.8053981662717625,-0.697606538237011,0.0
2019-01-23,-0.0,-0.8996661274222971,-0.0,1.0,-0.817540357278078,-0.72481327229546,0.0
2019-01-24,-0.0,-0.8994630687685,-0.0,1.0,-0.817305706615268,-0.7250980932057547,0.0
2019-01-25,-0.0,-0.882954864031399,-0.0,1.0,-0.8904892066162041,-0.7309363610877487,0.0
2019-01-28,-0.0,-0.8660864682762492,-0.0,1.0,-0.9155670971364404,-0.7276108927568782,0.0
2019-01-29,-0.0,-0.8548756026322273,-0.0,1.0,-0.923355737762607,-0.7407889643523243,0.0
2019-01-30,-0.0,-0.8564556339759121,-0.0,1.0,-0.9233470276343975,-0.7315214719617964,0.0
2019-01-31,-0.0,-0.8634303979767466,-0.0,1.0,-0.8996803540693387,-0.7494818925849169,0.0
2019-02-01,-0.0,-0.8624411165014413,-0.0,1.0,-0.9035716796737678,-0.7494199535962878,0.0
2019-02-04,-0.0,-0.867668750438997,-0.0,1.0,-0.9016997963054013,-0.742642410620215,0.0
2019-02-05,-0.0,-0.8745074584857867,-0.0,1.0,-0.9012454264002252,-0.7423656065296933,0.0
2019-02-06,-0.0,-0.8653033929325638,-0.0,1.0,-0.8977896663381669,-0.7565817260312545,0.0
2019-02-07,-0.0,-0.860307302837453,-0.0,1.0,-0.898667416757498,-0.7570760521781935,0.0
2019-02-08,-0.0,-0.8621929298981426,-0.0,1.0,-0.9162231699150603,-0.7460966411729462,0.0
2019-02-11,-0.0,-0.8587873865602599,-0.0,1.0,-0.9242911119742928,-0.7481196369928317,0.0
2019-02-12,-0.0,-0.8691079080638877,-0.0,1.0,-0.9261607111237028,-0.7461840847115486,0.0
2019-02-13,-0.0,-0.8761237346924329,-0.0,1.0,-0.9246478374743398,-0.7385502937637148,0.0
2019-02-14,-0.0,-0.8479880774962741,-0.0,1.0,-0.9470229224327585,-0.7533177205308352,0.0
2019-02-15,-0.0,-0.9728019027159734,-0.0,1.0,-1.0310342181985577,-0.8322464324075495,0.0
2019-02-19,-0.0,-0.9553331799708612,-0.0,1.0,-1.0477340694732,-0.8309945556322368,0.0
2019-02-20,-0.0,-0.9674356016916571,-0.0,1.0,-1.0392541330257594,-0.8380238369857747,0.0
2019-02-21,-0.0,-0.9835257890685144,-0.0,1.0,-1.0359507313317937,-0.8296766743648961,0.0
2019-02-22,-0.0,-0.9685302593659944,-0.0,1.0,-1.0482612872238233,-0.8256676272814601,0.0
2019-02-25,-0.0,-0.9625497085054631,-0.0,1.0,-1.061426199760627,-0.8369174935330681,0.0
2019-02-26,-0.0,-0.9643243243243244,-0.0,1.0,-1.0617374517374518,-0.8349034749034748,0.0
2019-02-27,-0.0,-0.9681705809641532,-0.0,1.0,-1.06014369592089,-0.8344792954264524,0.0
2019-02-28,-0.0,-0.9659437937299471,-0.0,1.0,-1.0589508678340873,-0.8407746723878001,0.0
2019-03-01,-0.0,-0.9664515131604374,-0.0,1.0,-1.0598693618830441,-0.8387121709890619,0.0
2019-03-04,-0.0,-0.9598486603351094,-0.0,1.0,-1.060999150644738,-0.8398579260288782,0.0
2019-03-05,-0.0,-0.9493847225446947,-0.0,1.0,-1.0775868740809535,-0.8426979335964709,0.0
2019-03-06,-0.0,-0.9474213641815298,-0.0,1.0,-1.0796997717336636,-0.841799822029636,0.0
2019-03-07,-0.0,-0.9184430027803521,-0.0,1.0,-1.1119477911646585,-0.8312094531974049,0.0
2019-03-08,-0.0,-0.9085484751579441,-0.0,1.0,-1.155448092972467,-0.835855237500975,0.0
2019-03-11,-0.0,-0.9089871275046255,-0.0,1.0,-1.1609652403259458,-0.8666299255993388,0.0
2019-03-12,-0.0,-0.8750348120151182,-0.0,1.0,-1.1875074597175255,-0.9160135269544459,0.0
2019-03-13,-0.0,-0.8956922460428772,-0.0,1.0,-1.1928671608896013,-0.9186535764375877,0.0
2019-03-14,-0.0,-0.8953334668535949,-0.0,1.0,-1.1933106348888443,-0.9170038053274584,0.0
2019-03-15,-0.0,-0.8830823737821081,-0.0,1.0,-1.2094371527498189,-0.933569530558016,0.0
