Date,IWF,IWM,MTUM,SPY,UN,VLUE,VXX
2018-09-24,-0.24387133711549472,-0.49052724717639096,-0.0,-0.4730651121636392,1.0,-0.3949149013688648,0.0
2018-09-25,-0.24172842083289842,-0.49373760567790415,-0.0,-0.4754461955954493,1.0,-0.3983926521239954,0.0
2018-09-26,-0.24145399509420176,-0.4935546161473827,-0.0,-0.47552319816293515,1.0,-0.39893533740410203,0.0
2018-09-27,-0.24543414735963265,-0.4871373408474222,-0.0,-0.47675328741390105,1.0,-0.3997077854310165,0.0
2018-09-28,-0.24504278856188688,-0.4875808808182008,-0.0,-0.4766750156543519,1.0,-0.3997338760175329,0.0
2018-10-01,-0.24627352703161298,-0.4867517686062599,-0.0,-0.47753674263189494,1.0,-0.39992690630955174,0.0
2018-10-02,-0.24892289213254304,-0.47734809515105625,-0.0,-0.48116040420920697,1.0,-0.40373919628169314,0.0
2018-10-03,-0.25009155113784987,-0.4829714883599268,-0.0,-0.4806957886476589,1.0,-0.4019879675647398,0.0
2018-10-04,-0.25141841190158704,-0.48058671268334774,-0.0,-0.48205087980756667,1.0,-0.40052814599837894,0.0
2018-10-05,-0.25467565511633394,-0.4865304409411641,-0.0,-0.4830155024525877,1.0,-0.39889305668494085,0.0
2018-10-08,-0.2523239676346592,-0.48359475241561706,-0.0,-0.4847207311005787,1.0,-0.39791563015528036,0.0
2018-10-09,-0.25040586540979315,-0.4833987954962032,-0.0,-0.48544121497774284,1.0,-0.3992406389107096,0.0
2018-10-10,-0.2511778871322375,-0.4826719715213067,-0.0,-0.48591770495236103,1.0,-0.39775939692178836,0.0
2018-10-11,-0.20015290519877674,-0.4728338430173292,-0.0,-0.47084607543323137,1.0,-0.40458715596330275,0.0
2018-10-12,-0.2000706428499344,-0.46694923806640426,-0.0,-0.46238268240993036,1.0,-0.3935563629024119,0.0
2018-10-15,-0.18749685407962952,-0.47672018925856946,-0.0,-0.4596063824432476,1.0,-0.3929380379523833,0.0
2018-10-16,-0.18046650174180845,-0.4919977785631342,-0.0,-0.45935780279699095,1.0,-0.39253799161912456,0.0
2018-10-17,-0.16855555832316238,-0.46954940593319555,-0.0,-0.4561984706204698,1.0,-0.39654270555707777,0.0
2018-10-18,-0.16904287138584248,-0.4712113659022931,-0.0,-0.4554586241276172,1.0,-0.39678464606181457,0.0
2018-10-19,-0.1630510325655282,-0.4677571485305798,-0.0,-0.45586775218427317,1.0,-0.39545274027005556,0.0
2018-10-22,-0.16592405063291138,-0.45749367088607595,-0.0,-0.4853670886075949,1.0,-0.4228607594936709,0.0
2018-10-23,-0.16549349268243277,-0.4575884944548539,-0.0,-0.4857953106801033,1.0,-0.4231275636805591,0.0
2018-10-24,-0.16483879157146486,-0.45356689515105364,-0.0,-0.49040365575019046,1.0,-0.4299060675298299,0.0
2018-10-25,-0.14128340660969224,-0.42175072864693974,-0.0,-0.49753001037395644,1.0,-0.40942548041298227,0.0
2018-10-26,-0.1303560060721806,-0.41349591107193573,-0.0,-0.500881445570736,1.0,-0.4037265559962784,0.0
2018-10-29,-0.12435296415665593,-0.4140541068463718,-0.0,-0.4992430901455221,1.0,-0.4039701142689716,0.0
2018-10-30,-0.12063073618433899,-0.41400605350517483,-0.0,-0.49931653973833234,1.0,-0.40695176723296234,0.0
2018-10-31,-0.12283044058744993,-0.4033256463163005,-0.0,-0.4974875591698022,1.0,-0.4038111421288991,0.0
2018-11-01,-0.10146865729708701,-0.42345474882069734,-0.0,-0.49970821378203567,1.0,-0.40692019646938676,0.0
2018-11-02,-0.10216319891233097,-0.4197722692952002,-0.0,-0.5000121391633688,1.0,-0.4058850664012236,0.0
2018-11-05,-0.10234308607502732,-0.41940026708753186,-0.0,-0.500036421027073,1.0,-0.40628869734126505,0.0
2018-11-06,-0.10184600437211562,-0.4189215448141851,-0.0,-0.5007286859363614,1.0,-0.4074568860820986,0.0
2018-11-07,-0.10136906495776289,-0.41906981260316534,-0.0,-0.499781532187591,1.0,-0.4071997281289446,0.0
2018-11-08,-0.08966165866833868,-0.418091494441363,-0.0,-0.49523717655002775,1.0,-0.40856584754141845,0.0
2018-11-09,-0.09085200927357033,-0.4191702086553323,-0.0,-0.49526661514683157,1.0,-0.4097275888717156,0.0
2018-11-12,-0.09114156132394095,-0.4036475923960243,-0.0,-0.5076232751133841,1.0,-0.4100405288044003,0.0
2018-11-13,-0.07728034474503233,-0.3996169499640891,-0.0,-0.5096720134067513,1.0,-0.4074694757002633,0.0
2018-11-14,-0.07897512103925987,-0.3993816212070371,-0.0,-0.5108575811322564,1.0,-0.40760270360960643,0.0
2018-11-15,-0.0784107228338918,-0.3998324557204404,-0.0,-0.5130923887027286,1.0,-0.4021780756342748,0.0
2018-11-16,-0.07654279709591136,-0.39460737485670616,-0.0,-0.5120605655330531,1.0,-0.4050200611387084,0.0
2018-11-19,-0.07411925091483103,-0.3964985290952142,-0.0,-0.5146253378297577,1.0,-0.4064719810576164,0.0
2018-11-20,-0.047642833357119066,-0.3907996765139622,-0.0,-0.5193140193140193,1.0,-0.42084106369820656,0.0
2018-11-21,-0.05032931233917991,-0.3862515049219801,-0.0,-0.5183777531219754,1.0,-0.40570335922192585,0.0
2018-11-23,-0.05112604645678576,-0.3798844475887278,-0.0,-0.5209055535903785,1.0,-0.40632000943284996,0.0
2018-11-26,-0.050637685942620046,-0.38244654518022586,-0.0,-0.5195077677455857,1.0,-0.4048421697824088,0.0
2018-11-27,-0.04239319452930395,-0.3876486346759412,-0.0,-0.5177656624524134,1.0,-0.40217135874418386,0.0
2018-11-28,-0.04493139077835573,-0.3797161484689434,-0.0,-0.5232188669475368,1.0,-0.4058182502883234,0.0
2018-11-29,-0.02724325332960138,-0.3729386793553052,-0.0,-0.5222401044946703,1.0,-0.41007160683880295,0.0
2018-11-30,-0.02691545189504373,-0.3729212827988338,-0.0,-0.5224256559766763,1.0,-0.4101224489795918,0.0
2018-12-03,-0.024767946266150472,-0.37417790008862356,-0.0,-0.5229954755352395,1.0,-0.4102570082559821,0.0
2018-12-04,-0.01954260986901798,-0.37654421515482867,-0.0,-0.5210664681385664,1.0,-0.40934788172068026,0.0
