Date,CLX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.35109610991783435,-0.7271828440898708,-0.0,-0.6784289659404725,-0.6526200947802666,0.0
2018-09-25,1.0,-0.34953015547582433,-0.7305313514437041,-0.0,-0.6809157696907568,-0.6560738083034341,0.0
2018-09-26,1.0,-0.3495523816032256,-0.7305747283537211,-0.0,-0.6809266725893529,-0.65591471331921,0.0
2018-09-27,1.0,-0.3544321093082835,-0.7224252775405636,-0.0,-0.6823228010247652,-0.6567036720751495,0.0
2018-09-28,1.0,-0.35209437510685593,-0.726483159514447,-0.0,-0.6831253205676184,-0.657719268250983,0.0
2018-10-01,1.0,-0.3519348547575872,-0.7280254559140521,-0.0,-0.6832381017552264,-0.6582954117767817,0.0
2018-10-02,1.0,-0.35345830197714995,-0.7224464664431827,-0.0,-0.6847848395703633,-0.6599849490319492,0.0
2018-10-03,1.0,-0.3532999794393804,-0.7104379411966281,-0.0,-0.6919676512918922,-0.6710986224384894,0.0
2018-10-04,1.0,-0.37459499007072433,-0.7117026094833292,-0.0,-0.7237222589973173,-0.6739365223147407,0.0
2018-10-05,1.0,-0.3571552351575226,-0.7006550445360967,-0.0,-0.7279312376529303,-0.6801372474266107,0.0
2018-10-08,1.0,-0.355279676384433,-0.7029920491002929,-0.0,-0.7430255265727438,-0.6859045892035152,0.0
2018-10-09,1.0,-0.3531052760051609,-0.7027931792028455,-0.0,-0.7438365240436586,-0.6874150015692018,0.0
2018-10-10,1.0,-0.35511314110386666,-0.7016143091245075,-0.0,-0.7452669014330043,-0.6845995606847739,0.0
2018-10-11,1.0,-0.2819288452485036,-0.6768444414553769,-0.0,-0.7170959714842963,-0.6868316631918757,0.0
2018-10-12,1.0,-0.2775575468869716,-0.6686098804090742,-0.0,-0.7084513141676938,-0.6765715047136813,0.0
2018-10-15,1.0,-0.27011838254855014,-0.6721867517956903,-0.0,-0.7070364458632615,-0.6759776536312849,0.0
2018-10-16,1.0,-0.26275255051010205,-0.68873774754951,-0.0,-0.7068413682736547,-0.6756351270254051,0.0
2018-10-17,1.0,-0.24167702269605598,-0.648407351690758,-0.0,-0.6995225325397345,-0.6807181633854406,0.0
2018-10-18,1.0,-0.2408085830171399,-0.6467682847049587,-0.0,-0.7020476252780322,-0.6813424048148633,0.0
2018-10-19,1.0,-0.22258252804980871,-0.6318827420714703,-0.0,-0.7060444905635904,-0.6822426875932291,0.0
2018-10-22,1.0,-0.22401070915502155,-0.6196617474206608,-0.0,-0.7231944625832571,-0.6980867180357843,0.0
2018-10-23,1.0,-0.22255987975035127,-0.6204293696696402,-0.0,-0.7252230173512401,-0.699441231251838,0.0
2018-10-24,1.0,-0.22033677065657226,-0.616956010964626,-0.0,-0.7255906539616238,-0.7003981203498237,0.0
2018-10-25,1.0,-0.17676622171004192,-0.5759147219821377,-0.0,-0.7676622171004194,-0.6807836358398156,0.0
2018-10-26,1.0,-0.15329371762687086,-0.5660809050176363,-0.0,-0.783501223426229,-0.6748228415265817,0.0
2018-10-29,1.0,-0.14514698428788647,-0.565636087176888,-0.0,-0.7818043588443994,-0.6751773948302078,0.0
2018-10-30,1.0,-0.12701184089393985,-0.5690295546173136,-0.0,-0.7854036379797467,-0.6930891082822768,0.0
2018-10-31,1.0,-0.12815411337438812,-0.5592610137375652,-0.0,-0.7817779883151745,-0.6888678351492183,0.0
2018-11-01,1.0,-0.08977595960241619,-0.6078174438301,-0.0,-0.7952315510243216,-0.7031864233436671,0.0
2018-11-02,1.0,-0.09041192273250608,-0.6092170909556095,-0.0,-0.7949341179480619,-0.7035627478572342,0.0
2018-11-05,1.0,-0.08646989223241983,-0.6206069521281699,-0.0,-0.7960410604074063,-0.6947331393303701,0.0
2018-11-06,1.0,-0.08422502723137056,-0.6196258089318896,-0.0,-0.7998974818991479,-0.6999423335682707,0.0
2018-11-07,1.0,-0.08374147699990396,-0.6192579788085406,-0.0,-0.79874515829572,-0.6993501712602836,0.0
2018-11-08,1.0,-0.05443017910920907,-0.6199397685845618,-0.0,-0.7897606593754952,-0.7059438896814075,0.0
2018-11-09,1.0,-0.054944358137028,-0.6200183887638312,-0.0,-0.7895120636631685,-0.7060017120573221,0.0
2018-11-12,1.0,-0.05447938062885131,-0.6005056091009638,-0.0,-0.8006636119450149,-0.7044082793490283,0.0
2018-11-13,1.0,-0.018725413060582223,-0.6016679779701023,-0.0,-0.8171203776553895,-0.7096144767899293,0.0
2018-11-14,1.0,-0.01841765576299468,-0.602336051380537,-0.0,-0.8174605673267638,-0.7101029499732393,0.0
2018-11-15,1.0,-0.017227287016661427,-0.6033008487896888,-0.0,-0.8214083621502672,-0.7017290160326941,0.0
2018-11-16,1.0,-0.014069942341438957,-0.5941965404863374,-0.0,-0.8193156179493608,-0.7060353472048132,0.0
2018-11-19,1.0,-0.013446589769307925,-0.5946589769307924,-0.0,-0.8199285356068204,-0.7063691073219659,0.0
2018-11-20,1.0,-0.0,-0.577426186620157,-0.0,-0.8148125077862216,-0.722249906565342,0.0
2018-11-21,1.0,-0.0,-0.569192370505038,-0.0,-0.812775398268265,-0.6994114565679598,0.0
2018-11-23,1.0,-0.0,-0.5560036945812808,-0.0,-0.8205972906403941,-0.702216748768473,0.0
2018-11-26,1.0,-0.0,-0.5716848649819047,-0.0,-0.8204707847443471,-0.701042407745368,0.0
2018-11-27,1.0,-0.0,-0.5715823797219146,-0.0,-0.8115233173372708,-0.6930294081456873,0.0
2018-11-28,1.0,-0.0,-0.5622608910280144,-0.0,-0.8224731580895963,-0.700512155991608,0.0
2018-11-29,1.0,-0.0,-0.5434849040459602,-0.0,-0.809558733651143,-0.7027869453612028,0.0
2018-11-30,1.0,-0.0,-0.5439572192513369,-0.0,-0.8111841100076393,-0.7006264323911383,0.0
2018-12-03,1.0,-0.0,-0.5444132201111858,-0.0,-0.8103732665404116,-0.6997373083267151,0.0
2018-12-04,1.0,-0.0,-0.5470444850700793,-0.0,-0.8035344302254723,-0.6963436928702011,0.0
2018-12-06,1.0,-0.0,-0.4803719008264463,-0.0,-0.8030991735537191,-0.6681227863046045,0.0
2018-12-07,1.0,-0.0,-0.4803305297329202,-0.0,-0.80398406374502,-0.6668732477497418,0.0
2018-12-10,1.0,-0.0,-0.47466472303206997,-0.0,-0.7949271137026239,-0.6458600583090378,0.0
2018-12-11,1.0,-0.0,-0.47475218658892127,-0.0,-0.7951603498542273,-0.6455393586005831,0.0
2018-12-12,1.0,-0.0,-0.48036829604433623,-0.0,-0.8053250447174736,-0.6466000058645868,0.0
2018-12-13,1.0,-0.0,-0.4763051972853071,-0.0,-0.8160531186649822,-0.64562094191615,0.0
2018-12-14,1.0,-0.0,-0.464304600740349,-0.0,-0.8263411481285622,-0.6472471943122392,0.0
2018-12-17,1.0,-0.0,-0.4585879257418506,-0.0,-0.8092091799444524,-0.655752083028797,0.0
2018-12-18,1.0,-0.0,-0.4662820475083154,-0.0,-0.8175610043269655,-0.6596414799988226,0.0
2018-12-19,1.0,-0.0,-0.4670260080704545,-0.0,-0.8183853200200288,-0.6600100144325646,0.0
2018-12-20,1.0,-0.0,-0.45413287266125957,-0.0,-0.8203378912540625,-0.6535589845694375,0.0
2018-12-21,1.0,-0.0,-0.45113044490354126,-0.0,-0.8204673087554922,-0.6381703378240754,0.0
2018-12-24,1.0,-0.0,-0.42286342083959755,-0.0,-0.8101942870359661,-0.6581184225743032,0.0
2018-12-26,1.0,-0.0,-0.42566185494711,-0.0,-0.827216410496172,-0.6692478522587809,0.0
2018-12-27,1.0,-0.0,-0.38967136150234744,-0.0,-0.7614348767254223,-0.660172612521436,0.0
2018-12-28,1.0,-0.0,-0.3894887801585962,-0.0,-0.761852539227265,-0.6606208874641472,0.0
2018-12-31,1.0,-0.0,-0.3893481806422586,-0.0,-0.7618806591305326,-0.6607614869804848,0.0
2019-01-02,1.0,-0.0,-0.3882194320384259,-0.0,-0.7598662958905649,-0.660824134153535,0.0
2019-01-03,1.0,-0.0,-0.39125042282106215,-0.0,-0.7833464877663772,-0.6442101702559476,0.0
2019-01-04,1.0,-0.0,-0.3960448807854138,-0.0,-0.7593548387096775,-0.6496213183730716,0.0
2019-01-07,1.0,-0.0,-0.3665557724560777,-0.0,-0.7525226141706305,-0.6303923455500262,0.0
2019-01-08,1.0,-0.0,-0.3606498888492466,-0.0,-0.7552213409446441,-0.6286192606416554,0.0
2019-01-09,1.0,-0.0,-0.3448285367736244,-0.0,-0.7624048957988752,-0.6494100782886757,0.0
2019-01-10,1.0,-0.0,-0.3422596908835441,-0.0,-0.7647188472876546,-0.6480700884370608,0.0
2019-01-11,1.0,-0.0,-0.31284625089133894,-0.0,-0.76501563271351,-0.664719433931216,0.0
2019-01-14,1.0,-0.0,-0.31554702495201536,-0.0,-0.7643816835755416,-0.6620510008225938,0.0
2019-01-15,1.0,-0.0,-0.313662463254485,-0.0,-0.7597736201544,-0.6738921398939531,0.0
2019-01-16,1.0,-0.0,-0.3129804524489348,-0.0,-0.7559576103667911,-0.6765045025258071,0.0
2019-01-17,1.0,-0.0,-0.3113854595336077,-0.0,-0.7564609053497942,-0.6756378600823045,0.0
2019-01-18,1.0,-0.0,-0.3051716271705,-0.0,-0.7367220418131558,-0.6418775663562438,0.0
2019-01-22,1.0,-0.0,-0.17842491633380114,-0.0,-0.8678074058080535,-0.6526503292669761,0.0
2019-01-23,1.0,-0.0,-0.1669365284974093,-0.0,-0.8742174006908463,-0.657464378238342,0.0
2019-01-24,1.0,-0.0,-0.17220056459201505,-0.0,-0.8578841242102433,-0.6584756015593494,0.0
2019-01-25,1.0,-0.0,-0.049924647211946845,-0.0,-1.015728181942732,-0.6744211535826825,0.0
2019-01-28,1.0,-0.0,-0.032626023857951734,-0.0,-1.0435105271837721,-0.6724479138035293,0.0
2019-01-29,1.0,-0.0,-0.011584073961973421,-0.0,-1.0515917783342048,-0.6883856588614039,0.0
2019-01-30,1.0,-0.0,-0.012524774278793218,-0.0,-1.0526591059238055,-0.6875412904646554,0.0
