Date,IWF,IWM,LUV,MTUM,SPY,VLUE,VXX
2018-09-24,-0.29905448874159274,-0.6418754264548202,1.0,-0.08262663677421452,-0.5781265230529292,-0.6474315235403061,0.0
2018-09-25,-0.2983736378808207,-0.6528354985438006,1.0,-0.07568964953041658,-0.5873228836022122,-0.6581367191334795,0.0
2018-09-26,-0.29803254002029655,-0.652731855828723,1.0,-0.07434445281042328,-0.5881101253805611,-0.6604903918551739,0.0
2018-09-27,-0.302579884756417,-0.6438253012048193,1.0,-0.07716736511262441,-0.5893137768465165,-0.6610790990047145,0.0
2018-09-28,-0.30450167092588953,-0.6432409409606186,1.0,-0.07728851320359086,-0.5898696022541118,-0.6614245462289496,0.0
2018-10-01,-0.30567299183954383,-0.6423491626519844,1.0,-0.07721299118408548,-0.5906335004752072,-0.6614557729492347,0.0
2018-10-02,-0.30570968906983614,-0.6542666710444233,1.0,-0.07423580786026202,-0.5893883179564632,-0.6596841448599664,0.0
2018-10-03,-0.30580818859375514,-0.6541681715205043,1.0,-0.07446564008273959,-0.5892898184325442,-0.6595856453360476,0.0
2018-10-04,-0.30641720006564915,-0.652814705399639,1.0,-0.07490562941079928,-0.589693090431643,-0.658624651239127,0.0
2018-10-05,-0.2938521909744931,-0.6457161543492478,1.0,-0.06258992805755395,-0.598005232177894,-0.6699476782210595,0.0
2018-10-08,-0.29236444357392355,-0.64322789148957,1.0,-0.06042503182842033,-0.5991577710312409,-0.6692782293604936,0.0
2018-10-09,-0.2934818104630658,-0.6435569198615374,1.0,-0.06270001959375612,-0.5981973744366795,-0.6676898961530926,0.0
2018-10-10,-0.29297527427542164,-0.6484034714262321,1.0,-0.05980022924512853,-0.6000327493040772,-0.6736859341738988,0.0
2018-10-11,-0.2606485034535687,-0.6402852391916091,1.0,-0.021552826809925815,-0.5910079304169865,-0.6842542849833717,0.0
2018-10-12,-0.2694374209860936,-0.6336599241466497,1.0,-0.018394437420986093,-0.5734513274336283,-0.6656763590391909,0.0
2018-10-15,-0.257909845115296,-0.651115106778966,1.0,-0.0023027664742437145,-0.5738620232800227,-0.6692848806031355,0.0
2018-10-16,-0.2539061267005461,-0.6604589501594016,1.0,-0.0,-0.5734667466304726,-0.6686341971528676,0.0
2018-10-17,-0.23870706819313092,-0.6316886510701842,1.0,-0.0,-0.5680064708810353,-0.6725983076157293,0.0
2018-10-18,-0.23787298920314884,-0.6300756090730888,1.0,-0.0,-0.5703973365692773,-0.6731696692491987,0.0
2018-10-19,-0.22741192118531348,-0.6225679730273129,1.0,-0.0,-0.5699217420891459,-0.6732964211698474,0.0
2018-10-22,-0.2273697232101438,-0.6152775630122158,1.0,-0.0,-0.5735580640173187,-0.6764187413019946,0.0
2018-10-23,-0.2279600482389684,-0.6152014595380191,1.0,-0.0,-0.5729923621633322,-0.6760876959708092,0.0
2018-10-24,-0.2261901084303852,-0.6129560409008064,1.0,-0.0,-0.5729202063575423,-0.6770875166043682,0.0
2018-10-25,-0.21039063447773867,-0.5900764284847749,1.0,-0.0,-0.5699381293218488,-0.6624711876743904,0.0
2018-10-26,-0.17945263987909454,-0.6688241285277787,1.0,-0.0,-0.7059499950717877,-0.7312152971712061,0.0
2018-10-29,-0.15887025595763457,-0.6758523748815011,1.0,-0.0,-0.6971658330881632,-0.7370468438429604,0.0
2018-10-30,-0.18171033119130006,-0.6836052067885978,1.0,-0.0,-0.7037073652990609,-0.726379963750206,0.0
2018-10-31,-0.18315955144599647,-0.6729293724178635,1.0,-0.0,-0.7005049511443374,-0.7223096596498132,0.0
2018-11-01,-0.16620816139385605,-0.6861858911377481,1.0,-0.0,-0.6999410493220671,-0.7227025610794524,0.0
2018-11-02,-0.16646447424505723,-0.6889734089642284,1.0,-0.0,-0.6998262238106168,-0.7235319190793141,0.0
2018-11-05,-0.15906548206646923,-0.716781836130306,1.0,-0.0,-0.7061533399144456,-0.7085225403093123,0.0
2018-11-06,-0.16570092842562717,-0.7226904589451505,1.0,-0.0,-0.7021136498320932,-0.7017844208862842,0.0
2018-11-07,-0.16535044422507406,-0.7224744981901942,1.0,-0.0,-0.7013491280026324,-0.7013820335636722,0.0
2018-11-08,-0.1462833648763297,-0.7205508059779416,1.0,-0.0,-0.6929778763949618,-0.7032891731384193,0.0
2018-11-09,-0.14619902120717782,-0.7203588907014682,1.0,-0.0,-0.693115823817292,-0.7030016313213703,0.0
2018-11-12,-0.14547049649077204,-0.7036327008058227,1.0,-0.0,-0.6998635300233949,-0.700318429945412,0.0
2018-11-13,-0.1211067091828518,-0.6989725255258157,1.0,-0.0,-0.7026121686475343,-0.6982317132090057,0.0
2018-11-14,-0.12423704182141126,-0.6998223801065719,1.0,-0.0,-0.7058614564831261,-0.6995317293718715,0.0
2018-11-15,-0.12320639731725405,-0.7002547318866281,1.0,-0.0,-0.708122400283752,-0.6928707316286717,0.0
2018-11-16,-0.12187510054374055,-0.6949583346739165,1.0,-0.0,-0.706315755606319,-0.6942505067404524,0.0
2018-11-19,-0.12715440868528718,-0.694887406977868,1.0,-0.0,-0.7050030604684128,-0.6945330369511291,0.0
2018-11-20,-0.08546351463899032,-0.6872957908898712,1.0,-0.0,-0.7120571465180344,-0.718431674034211,0.0
2018-11-21,-0.08874988092592005,-0.6806909471946148,1.0,-0.0,-0.709236973295653,-0.6966309973644937,0.0
2018-11-23,-0.08924434288615951,-0.6781871846139198,1.0,-0.0,-0.7097337268716875,-0.6965311498302073,0.0
2018-11-26,-0.08812881097560976,-0.6861661585365854,1.0,-0.0,-0.7075711382113822,-0.6939786585365854,0.0
2018-11-27,-0.07825097220904866,-0.6903158493787347,1.0,-0.0,-0.7035315691295962,-0.6895570520724651,0.0
2018-11-28,-0.07910461917860191,-0.6884820892219166,1.0,-0.0,-0.7041639002181542,-0.6899364507255998,0.0
2018-11-29,-0.04928343450779148,-0.6781400588272107,1.0,-0.0,-0.703923900118906,-0.6977595594217411,0.0
2018-11-30,-0.049408598785906505,-0.6787032980787284,1.0,-0.0,-0.705488453595344,-0.6955066024156706,0.0
2018-12-03,-0.051815098605702804,-0.6810702173093832,1.0,-0.0,-0.7087677427458863,-0.6986245446551941,0.0
2018-12-04,-0.0418168709444845,-0.6877213880442619,1.0,-0.0,-0.7064982288956458,-0.6986301369863014,0.0
2018-12-06,-0.033409680867307986,-0.6360971140632158,1.0,-0.0,-0.7071613986868224,-0.6772331653687585,0.0
