Date,IWF,IWM,MTUM,OPCH,SPY,VLUE,VXX
2018-09-24,-0.7367973260407171,-1.830385900941963,-0.06210878152537223,1.0,-1.2348222424794895,-1.2130051656031602,0.0
2018-09-25,-0.7399015975217154,-1.8268845289436921,-0.06748466257668712,1.0,-1.2317925044038147,-1.2081637611613922,0.0
2018-09-26,-0.7411750410109971,-1.828604410960569,-0.06993134455313203,1.0,-1.2314235372744395,-1.2045689288535149,0.0
2018-09-27,-0.7417162276975361,-1.8226119674717804,-0.07142857142857142,1.0,-1.2298822672654448,-1.2030586236193712,0.0
2018-09-28,-0.7410958072932468,-1.8222195255142282,-0.0723257083914811,1.0,-1.229294338935744,-1.2026576057278078,0.0
2018-10-01,-0.7411564832231053,-1.8218554699350769,-0.07299314361992597,1.0,-1.2290516352163094,-1.202596929797949,0.0
2018-10-02,-0.745625759416768,-1.798359659781288,-0.08268529769137303,1.0,-1.237363304981774,-1.211300121506683,0.0
2018-10-03,-0.7491612273531386,-1.7822241200512414,-0.07954614774598914,1.0,-1.2544988714695298,-1.2347343378271214,0.0
2018-10-04,-0.7587049480757483,-1.7722052535125226,-0.08130726939523518,1.0,-1.2671350030543678,-1.2293830177153329,0.0
2018-10-05,-0.7388797863948056,-1.762060804660477,-0.05946962801140846,1.0,-1.2717397900358032,-1.2361186965228472,0.0
2018-10-08,-0.7347728784854534,-1.7552168390491742,-0.055464827919917734,1.0,-1.270791749833666,-1.2323232323232323,0.0
2018-10-09,-0.7320942059696071,-1.7582490767088452,-0.04643700429860144,1.0,-1.2771084337349397,-1.2404795059635525,0.0
2018-10-10,-0.7376880155264435,-1.758551673944687,-0.05070354196991751,1.0,-1.2823871906841338,-1.2356865599223679,0.0
2018-10-11,-0.6101106028142914,-1.7234929642712373,-0.0,1.0,-1.2243905263767443,-1.2327291678730674,0.0
2018-10-12,-0.6025190060138432,-1.6988539657324406,-0.0,1.0,-1.1832520140701237,-1.1888119822988767,0.0
2018-10-15,-0.5401250501921642,-1.7957895944473126,-0.0,1.0,-1.1894682498709344,-1.2108644524751906,0.0
2018-10-16,-0.5298901992679951,-1.8535990239934932,-0.0,1.0,-1.2028118282693312,-1.2233195840353221,0.0
2018-10-17,-0.4941189776068763,-1.7792920153811354,-0.0,1.0,-1.17241574304456,-1.2090024881248587,0.0
2018-10-18,-0.49383623614566846,-1.7794616602578603,-0.0,1.0,-1.1725288396290432,-1.2090024881248587,0.0
2018-10-19,-0.4582255706735635,-1.7643652310806253,-0.0,1.0,-1.184021140222647,-1.2157314741931857,0.0
2018-10-22,-0.46117461568782026,-1.770538881693789,-0.0,1.0,-1.1836252041218538,-1.215552677515626,0.0
2018-10-23,-0.4663550875612366,-1.7709893575088689,-0.0,1.0,-1.1800213976012164,-1.2136381553015372,0.0
2018-10-24,-0.46299425481581613,-1.7655176298298976,-0.0,1.0,-1.1836205925425256,-1.2204010363861666,0.0
2018-10-25,-0.39561676133319046,-1.6632729610974173,-0.0,1.0,-1.1562533490515485,-1.1433394062801414,0.0
2018-10-26,-0.36672290172922817,-1.631906368620835,-0.0,1.0,-1.152678194854492,-1.1207296499367356,0.0
2018-10-29,-0.375312317261177,-1.6423900909042581,-0.0,1.0,-1.170166392004678,-1.1281165275636595,0.0
2018-10-30,-0.357928871405029,-1.643400138217001,-0.0,1.0,-1.17160172239647,-1.1431077561001541,0.0
2018-10-31,-0.36790110412594423,-1.6053674256431927,-0.0,1.0,-1.172645147657034,-1.1370384066775845,0.0
2018-11-01,-0.34967061923583664,-1.616231884057971,-0.0,1.0,-1.1691699604743082,-1.1350197628458498,0.0
2018-11-02,-0.35432988613809674,-1.574428078972109,-0.0,1.0,-1.1716807688289983,-1.1225843518228351,0.0
2018-11-05,-0.34616593337523566,-1.6075319505552064,-0.0,1.0,-1.1787659752776032,-1.1053320762623087,0.0
2018-11-06,-0.3525714884256835,-1.612234209699382,-0.0,1.0,-1.1741384728186866,-1.0982507594008588,0.0
2018-11-07,-0.4156198488035014,-1.7343829932359462,-0.0,1.0,-1.314784289205934,-1.2193486045586313,0.0
2018-11-08,-0.3633657248778296,-1.7342582710779084,-0.0,1.0,-1.2943324158849632,-1.2250744256585968,0.0
2018-11-09,-0.364060217953039,-1.733962476126278,-0.0,1.0,-1.2941242557016064,-1.225143242332322,0.0
2018-11-12,-0.36123052872536426,-1.7044274468203897,-0.0,1.0,-1.3003182401875943,-1.2172408017419463,0.0
2018-11-13,-0.3042412082706348,-1.717159895223764,-0.0,1.0,-1.3253079195229338,-1.2265507440227386,0.0
2018-11-14,-0.303497597496927,-1.7229299363057324,-0.0,1.0,-1.3294222818191976,-1.2313107609788803,0.0
2018-11-15,-0.3023970497848802,-1.7291166117226353,-0.0,1.0,-1.339386489355758,-1.2166284852209868,0.0
2018-11-16,-0.2956468492540637,-1.7112558450233804,-0.0,1.0,-1.3356713426853708,-1.2240592295702517,0.0
2018-11-19,-0.2956860562204286,-1.7112719176175897,-0.0,1.0,-1.3354856665738937,-1.2239354300027832,0.0
2018-11-20,-0.22308711493872144,-1.6974715689521915,-0.0,1.0,-1.3420558683890913,-1.2579772551617534,0.0
2018-11-21,-0.2294759825327511,-1.6859170305676856,-0.0,1.0,-1.3353165938864628,-1.2078056768558951,0.0
2018-11-23,-0.23228797382056177,-1.663157894736842,-0.0,1.0,-1.346877556585765,-1.2117807472047994,0.0
2018-11-26,-0.23142669296515453,-1.6866644751260138,-0.0,1.0,-1.3487289064212142,-1.2120315581854044,0.0
2018-11-27,-0.2831578341676736,-1.7460153058288739,-0.0,1.0,-1.4332240059842338,-1.2917313999654756,0.0
2018-11-28,-0.28862234011879356,-1.7334063779482152,-0.0,1.0,-1.4447263710281988,-1.2999826999596331,0.0
2018-11-29,-0.2365853658536585,-1.7038570618264322,-0.0,1.0,-1.4307997731140099,-1.3008508224617128,0.0
2018-11-30,-0.2364316905801622,-1.7045879884307833,-0.0,1.0,-1.4324278341745593,-1.2976804854534112,0.0
2018-12-03,-0.23368456832087015,-1.7041694992068885,-0.0,1.0,-1.4311126217992296,-1.2961137548153183,0.0
2018-12-04,-0.2183849669883189,-1.7092714858077986,-0.0,1.0,-1.4237345522261724,-1.2916313977766491,0.0
2018-12-06,-0.19326907368077112,-1.5958721341828677,-0.0,1.0,-1.420192778957687,-1.2363992811632087,0.0
2018-12-07,-0.1858663028649386,-1.600818553888131,-0.0,1.0,-1.4253206002728511,-1.245075034106412,0.0
2018-12-10,-0.11972216145263619,-1.6468497046598118,-0.0,1.0,-1.466254648873332,-1.2363815357689785,0.0
2018-12-11,-0.10475458438563742,-1.6588338640606128,-0.0,1.0,-1.4681014604150655,-1.2585922916437906,0.0
2018-12-12,-0.11019981284747069,-1.661804370562008,-0.0,1.0,-1.474541751527495,-1.2578851764187813,0.0
2018-12-13,-0.1115577336049777,-1.6621882054952923,-0.0,1.0,-1.4740928362975607,-1.2584659435053136,0.0
2018-12-14,-0.11806778169014084,-1.644751320422535,-0.0,1.0,-1.4813490316901408,-1.2575924295774648,0.0
2018-12-17,-0.09817863589126512,-1.6403763058579008,-0.0,1.0,-1.464748673631242,-1.2662582727123557,0.0
2018-12-18,-0.06791301030141168,-1.626423938518559,-0.0,1.0,-1.4719027633945605,-1.2841881506513328,0.0
2018-12-19,-0.07184518942491143,-1.6254020168983374,-0.0,1.0,-1.4702643772144999,-1.2835650040883075,0.0
2018-12-20,-0.07013085324970261,-1.6005190872715476,-0.0,1.0,-1.4670704012112037,-1.2694387368876394,0.0
2018-12-21,-0.059076262083780876,-1.6013963480128894,-0.0,1.0,-1.470676691729323,-1.239419978517723,0.0
2018-12-24,-0.033762228838792,-1.5733198638877075,-0.0,1.0,-1.4586346235644405,-1.2512228838792003,0.0
2018-12-26,-0.02932843651626443,-1.5749737670514168,-0.0,1.0,-1.4190975865687303,-1.2231374606505772,0.0
2018-12-27,-0.0,-1.5026633165829146,-0.0,1.0,-1.287537688442211,-1.2349246231155777,0.0
2018-12-28,-0.0,-1.5192394977053811,-0.0,1.0,-1.2901810479600586,-1.233698118916738,0.0
2018-12-31,-0.0,-1.5171004842615012,-0.0,1.0,-1.2918684422921711,-1.2354217110573043,0.0
2019-01-02,-0.0,-1.5187578894218632,-0.0,1.0,-1.2940671547588993,-1.2364049482453925,0.0
2019-01-03,-0.0,-1.5275830539469673,-0.0,1.0,-1.3372447424565679,-1.2149751092146703,0.0
2019-01-04,-0.0,-1.5229140408369044,-0.0,1.0,-1.3110158810184018,-1.2076632215780188,0.0
2019-01-07,-0.0,-1.4652225169466548,-0.0,1.0,-1.2840652323410942,-1.1627370075645937,0.0
2019-01-08,-0.0,-1.4455707360070515,-0.0,1.0,-1.2935703442534645,-1.1577787571617453,0.0
2019-01-09,-0.0,-1.4690492644881032,-0.0,1.0,-1.3061012933162206,-1.161220258663244,0.0
2019-01-10,-0.0,-1.4873007968127492,-0.0,1.0,-1.314890438247012,-1.1778386454183267,0.0
2019-01-11,-0.0,-1.47294790151933,-0.0,1.0,-1.3336509050794765,-1.207742064884922,0.0
2019-01-14,-0.0,-1.4739348370927317,-0.0,1.0,-1.3362907268170425,-1.2023057644110275,0.0
2019-01-15,-0.0,-1.4657396717032278,-0.0,1.0,-1.3340695748205411,-1.2200190753476232,0.0
2019-01-16,-0.0,-1.4615694164989939,-0.0,1.0,-1.3191146881287725,-1.2494969818913482,0.0
2019-01-17,-0.0,-1.4540377358490566,-0.0,1.0,-1.3239245283018866,-1.2534842767295595,0.0
2019-01-18,-0.0,-1.443531619250469,-0.0,1.0,-1.3324712206501343,-1.295197525229474,0.0
2019-01-22,-0.0,-1.5406587615283267,-0.0,1.0,-1.4555467720685111,-1.2738339920948616,0.0
2019-01-23,-0.0,-1.5309186351706037,-0.0,1.0,-1.4569028871391076,-1.2615223097112862,0.0
2019-01-24,-0.0,-1.4909869899158785,-0.0,1.0,-1.4990856366581327,-1.234860755525367,0.0
2019-01-25,-0.0,-1.4218884120171673,-0.0,1.0,-1.6775214592274679,-1.2653969957081543,0.0
2019-01-28,-0.0,-1.3755571068034151,-0.0,1.0,-1.7345755248885786,-1.2595714976104817,0.0
2019-01-29,-0.0,-1.351166424222833,-0.0,1.0,-1.752761165885459,-1.2837131620063575,0.0
2019-01-30,-0.0,-1.3507032386700435,-0.0,1.0,-1.7519534407501212,-1.2861453898798296,0.0
2019-01-31,-0.0,-1.3782485724958642,-0.0,1.0,-1.6574523720582741,-1.300816479001014,0.0
2019-02-01,-0.0,-1.3767504008551577,-0.0,1.0,-1.6693746659540354,-1.2986103687867452,0.0
2019-02-04,-0.0,-1.3808810949529513,-0.0,1.0,-1.6740269461077844,-1.2915419161676647,0.0
2019-02-05,-0.0,-1.3811127144460478,-0.0,1.0,-1.6629789963123296,-1.300358078135856,0.0
2019-02-06,-0.0,-1.3766254615508104,-0.0,1.0,-1.6715898753143894,-1.3030448975223416,0.0
2019-02-07,-0.0,-1.383615849419817,-0.0,1.0,-1.6741350729907492,-1.2895567081974226,0.0
2019-02-08,-0.0,-1.3808758106876775,-0.0,1.0,-1.6948598381304603,-1.284129281234925,0.0
2019-02-11,-0.0,-1.3681683301861343,-0.0,1.0,-1.6984623684920421,-1.328567574858376,0.0
2019-02-12,-0.0,-1.3728420371169614,-0.0,1.0,-1.707811825636599,-1.3143072939145448,0.0
2019-02-13,-0.0,-1.4038244615136704,-0.0,1.0,-1.6827630660149326,-1.2848471826824945,0.0
