Date,IWF,IWM,MTUM,OPCH,SPY,VLUE,VXX
2019-02-14,-0.0,-1.380285497999351,-0.0,1.0,-1.730128690386071,-1.2967448902346708,0.0
2019-02-15,-0.0,-1.4196795843256114,-0.0,1.0,-1.7117882658584107,-1.28090495778307,0.0
2019-02-19,-0.0,-1.3908338293382392,-0.0,1.0,-1.7397326984470536,-1.2803960824630702,0.0
2019-02-20,-0.0,-1.4181248649816374,-0.0,1.0,-1.7126809246057466,-1.2699287103046015,0.0
2019-02-21,-0.0,-1.4346627756160828,-0.0,1.0,-1.71373757025508,-1.2558365758754864,0.0
2019-02-22,-0.0,-1.2660823057495172,-0.0,1.0,-1.6238795622245332,-1.0622492943099093,0.0
2019-02-25,-0.0,-1.255571693293935,-0.0,1.0,-1.6544798918215056,-1.098262132518656,0.0
2019-02-26,-0.0,-1.2589599437807448,-0.0,1.0,-1.6706655958237124,-1.0899006123883144,0.0
2019-02-27,-0.0,-1.272182797322462,-0.0,1.0,-1.6757260053349439,-1.0850571241632694,0.0
2019-02-28,-0.0,-1.2728280030219088,-0.0,1.0,-1.6760513724502646,-1.0876353563334173,0.0
2019-03-01,-0.0,-1.2719903328130509,-0.0,1.0,-1.6860178238759376,-1.0769850460701877,0.0
2019-03-04,-0.0,-1.2576031315868714,-0.0,1.0,-1.6892000401485496,-1.0717153467830975,0.0
2019-03-05,-0.0,-1.2469664165953376,-0.0,1.0,-1.706812345803333,-1.0812144403605053,0.0
2019-03-06,-0.0,-1.2292790093868584,-0.0,1.0,-1.6965248651887357,-1.067155981625724,0.0
2019-03-07,-0.0,-1.2050798690346263,-0.0,1.0,-1.721152892151999,-1.034576842940768,0.0
2019-03-08,-0.0,-1.1918117505393608,-0.0,1.0,-1.7852591440469623,-1.040238823942602,0.0
2019-03-11,-0.0,-1.1922588510184386,-0.0,1.0,-1.7794991618834763,-1.1077360694874792,0.0
2019-03-12,-0.0,-1.1492074965150498,-0.0,1.0,-1.833341938148588,-1.1802880892147245,0.0
2019-03-13,-0.0,-1.1633447278464368,-0.0,1.0,-1.883302655798054,-1.2123586642124637,0.0
2019-03-14,-0.0,-1.1610039630118891,-0.0,1.0,-1.8999735799207398,-1.2230383091149273,0.0
2019-03-15,-0.0,-1.1356834229107386,-0.0,1.0,-1.8838655285066919,-1.2496574981557593,0.0
2019-03-18,-0.0,-1.391796678409663,-0.0,1.0,-2.254718168092602,-1.6443130347257173,0.0
2019-03-19,-0.0,-1.4847240587375599,-0.0,1.0,-2.5567541234602267,-1.917948361055049,0.0
2019-03-20,-0.0,-1.4798718484468587,-0.0,1.0,-2.5471514138459392,-1.9377350605933974,0.0
2019-03-21,-0.0,-1.5170811892510006,-0.0,1.0,-2.5711835334476847,-2.0586763865065754,0.0
2019-03-22,-0.0,-1.4464619862776353,-0.0,1.0,-2.554300367315822,-1.9296555547855014,0.0
2019-03-25,-0.0,-1.340085360070456,-0.0,1.0,-2.5444075604633833,-1.8901158458099048,0.0
2019-03-26,-0.0,-1.4563141139016624,-0.0,1.0,-2.664803678811461,-1.9535196321188537,0.0
2019-03-27,-0.0,-1.4583998838391172,-0.0,1.0,-2.7798025264992012,-2.021852766081022,0.0
2019-03-28,-0.0,-1.4418858056080197,-0.0,1.0,-2.7745169257591167,-2.0478715676303936,0.0
2019-03-29,-0.0,-1.4257627612320687,-0.0,1.0,-2.785698682006845,-2.0703415131435228,0.0
2019-04-01,-0.0,-1.431096196868009,-0.0,1.0,-2.851230425055929,-2.174794929157345,0.0
2019-04-02,-0.0,-1.4757048590281943,-0.0,1.0,-2.908293341331733,-2.114502099580084,0.0
2019-04-03,-0.0,-1.472993248312078,-0.0,1.0,-2.92655663915979,-2.10225056264066,0.0
2019-04-04,-0.0,-1.4702106773389718,-0.0,1.0,-2.965189156535528,-2.115759269047799,0.0
2019-04-05,-0.0,-1.4574371402605273,-0.0,1.0,-2.987352317479552,-2.128673129354741,0.0
2019-04-08,-0.0,-1.454985992276823,-0.0,1.0,-2.987430907851897,-2.1294010751874004,0.0
2019-04-09,-0.0,-1.4385124344056583,-0.0,1.0,-3.0451745379876796,-2.12145410297361,0.0
2019-04-10,-0.0,-1.434551394059105,-0.0,1.0,-3.048849046569931,-2.113651903061612,0.0
2019-04-11,-0.0,-1.4070271503536391,-0.0,1.0,-3.0898927675108374,-2.108221157502472,0.0
2019-04-12,-0.0,-1.4051075473132175,-0.0,1.0,-3.090066124496466,-2.105343163335107,0.0
2019-04-15,-0.0,-1.4273510851162075,-0.0,1.0,-3.1103586270586425,-2.1582268739418193,0.0
2019-04-16,-0.0,-1.4237459232800125,-0.0,1.0,-3.1586426463736603,-2.182792359061966,0.0
2019-04-17,-0.0,-1.4062816616008105,-0.0,1.0,-3.2126100849505104,-2.1747330683500894,0.0
2019-04-18,-0.0,-1.4151458430822024,-0.0,1.0,-3.2063640617688347,-2.1775074091405395,0.0
2019-04-22,-0.0,-1.4263863832457448,-0.0,1.0,-3.22080163150051,-2.1965644364263865,0.0
2019-04-23,-0.0,-1.4442687747035574,-0.0,1.0,-3.2352569169960477,-2.2256916996047433,0.0
2019-04-24,-0.0,-1.524114972393634,-0.0,1.0,-3.314712569015914,-2.2806917830464433,0.0
2019-04-25,-0.0,-1.5155857825277306,-0.0,1.0,-3.320864707311149,-2.2600599141769897,0.0
2019-04-26,-0.0,-1.4720779220779219,-0.0,1.0,-3.395941558441558,-2.248863636363636,0.0
2019-04-29,-0.0,-1.4750973393900066,-0.0,1.0,-3.397793640493186,-2.238805970149254,0.0
2019-04-30,-0.0,-1.4587976897421295,-0.0,1.0,-3.423411697714146,-2.252582770682502,0.0
2019-05-01,-0.0,-1.4546712239583333,-0.0,1.0,-3.4390462239583335,-2.244303385416667,0.0
2019-05-02,-0.0,-1.4470664822198713,-0.0,1.0,-3.42948978761494,-2.260802343559281,0.0
2019-05-03,-0.0,-1.4609127145529976,-0.0,1.0,-3.4187749125518585,-2.255104531033922,0.0
2019-05-06,-0.0,-1.4084461376347572,-0.0,1.0,-3.4308989219421253,-2.2663532463321716,0.0
2019-05-07,-0.0,-1.4253004222150047,-0.0,1.0,-3.4257875933744724,-2.268431308866515,0.0
2019-05-08,-0.0,-1.4193108974358977,-0.01955128205128205,1.0,-3.3400641025641025,-2.233974358974359,0.0
2019-05-09,-0.0,-1.413574297188755,-0.030923694779116467,1.0,-3.363534136546185,-2.2240963855421687,0.0
2019-05-10,-0.0,-1.411944132284476,-0.03323165837213036,1.0,-3.3632204206132603,-2.2184941403114466,0.0
2019-05-13,-0.0,-1.4171557199131761,-0.01664120910041,1.0,-3.3726183776830934,-2.2328161427767506,0.0
2019-05-14,-0.0,-1.25564617314931,-0.17879548306148058,1.0,-3.2554893350062737,-2.1518977415307403,0.0
2019-05-15,-0.0,-1.2572415417222702,-0.1892613234947798,1.0,-3.2622654839469347,-2.141141376874166,0.0
2019-05-16,-0.0,-1.2588596629390454,-0.1953063474562923,1.0,-3.2762639785793035,-2.1448259568435972,0.0
2019-05-17,-0.0,-1.2283036698692706,-0.2212946920774925,1.0,-3.235391400220507,-2.1903449362104266,0.0
2019-05-20,-0.0,-1.1740651480991993,-0.2736531135815906,1.0,-3.1704889994558036,-2.1560289201585947,0.0
2019-05-21,-0.0,-1.1690524350396765,-0.28847051501478144,1.0,-3.163995643379493,-2.158160883771589,0.0
2019-05-22,-0.0,-1.1509741519832337,-0.3011720872467593,1.0,-3.1599006442598774,-2.1501203135915548,0.0
2019-05-23,-0.0,-1.1504493337465138,-0.3201890300588782,1.0,-3.150759219088937,-2.1257359776882554,0.0
2019-05-24,-0.0,-1.1233986726346659,-0.3191078870196018,1.0,-3.1551165303287543,-2.119617224880383,0.0
2019-05-28,-0.0,-1.115354938271605,-0.3199074074074074,1.0,-3.1578703703703708,-2.1228395061728396,0.0
2019-05-29,-0.0,-1.1253265713846625,-0.3195789150145997,1.0,-3.1520670047641004,-2.087060089134778,0.0
2019-05-30,-0.0,-1.1220448265274792,-0.31148295977893764,1.0,-3.1532852318084124,-2.0890389929382867,0.0
2019-05-31,-0.0,-1.0970263641937459,-0.32878602084610664,1.0,-3.151824034334764,-2.08637339055794,0.0
2019-06-03,-0.0,-1.1072879147827421,-0.3959690397731627,1.0,-3.1620047513219403,-1.9981607786037248,0.0
2019-06-04,-0.0,-1.0938967136150235,-0.4246902178095898,1.0,-3.217039944585546,-1.960748095128146,0.0
2019-06-05,-0.0,-1.0460590577804494,-0.4585618754226463,1.0,-3.161920504921482,-1.8471710872342022,0.0
2019-06-06,-0.0,-1.0469395418700713,-0.4533984228313932,1.0,-3.1595193390912506,-1.8503942921517087,0.0
2019-06-07,-0.0,-1.0885667067307694,-0.45665564903846156,1.0,-3.1271784855769234,-1.8395432692307694,0.0
2019-06-10,-0.0,-1.0959489872468118,-0.445311327831958,1.0,-3.109527381845461,-1.851012753188297,0.0
2019-06-11,-0.0,-1.0909227082085082,-0.515053924505692,1.0,-3.063735769922109,-1.8198022768124626,0.0
2019-06-12,-0.0,-1.0935510448655532,-0.5171897236162085,1.0,-3.0605947120065915,-1.81874016927571,0.0
2019-06-13,-0.0,-1.1298098517742177,-0.5433448120976194,1.0,-3.0214852522832762,-1.791435843689175,0.0
2019-06-14,-0.0,-1.122803081295341,-0.5620372447834866,1.0,-3.0214643631740334,-1.7725674968214793,0.0
2019-06-17,-0.0,-1.1092732579896714,-0.5666492029039742,1.0,-3.0387695531771572,-1.769777711249158,0.0
2019-06-18,-0.0,-1.1437391762668474,-0.5581658007680145,1.0,-3.061441156539417,-1.7662073639033204,0.0
2019-06-19,-0.0,-1.113477312062608,-0.602377906539243,1.0,-3.0674994356234477,-1.7417412897885467,0.0
2019-06-20,-0.0,-1.1266586248492159,-0.5925814234016887,1.0,-3.0713962605548852,-1.7485675512665861,0.0
2019-06-21,-0.0,-1.1403799758745476,-0.5912997587454765,1.0,-3.0511911942098915,-1.7563329312424607,0.0
2019-06-24,-0.0,-1.098751504211793,-0.5998044524669074,1.0,-3.0220367027677497,-1.8004663056558363,0.0
2019-06-25,-0.0,-1.0874304615847241,-0.6049466245677342,1.0,-3.0245827695083447,-1.8007818373176967,0.0
2019-06-26,-0.0,-1.0829825616355986,-0.5713319302465424,1.0,-2.985643415514131,-1.8765784726398076,0.0
2019-06-27,-0.0,-1.0649770624952997,-0.6019402872828458,1.0,-2.9822516357073026,-1.8712491539444989,0.0
2019-06-28,-0.0,-1.0801652892561984,-0.5867017280240422,1.0,-2.9764838467317807,-1.8697971450037567,0.0
2019-07-01,-0.0,-1.086167971101746,-0.5796959662853702,1.0,-2.9832931968693557,-1.8765051173991572,0.0
2019-07-02,-0.0,-1.1159145972138098,-0.5670048455481526,1.0,-2.9876589945487586,-1.9006662628709872,0.0
2019-07-03,-0.0,-1.1166830299826296,-0.5662714296503286,1.0,-2.972358583188581,-1.896986632429575,0.0
2019-07-05,-0.0,-1.1087793462670794,-0.5621650184947534,1.0,-2.9713897486223297,-1.906620366875519,0.0
2019-07-08,-0.0,-1.126441140776699,-0.5483919902912621,1.0,-2.9855885922330097,-1.9245297330097086,0.0
2019-07-09,-0.0,-1.1104615851806863,-0.552232007288187,1.0,-2.9927877315517764,-1.9363802004251442,0.0
2019-07-10,-0.0,-1.0774193548387097,-0.5432258064516129,1.0,-3.0206451612903225,-1.948842504743833,0.0
2019-07-11,-0.0,-1.0761184913727284,-0.5624522827912658,1.0,-3.0396243701328443,-1.9565582531684225,0.0
2019-07-12,-0.0,-1.073489010989011,-0.56486568986569,1.0,-3.0430402930402933,-1.9498626373626375,0.0
2019-07-15,-0.0,-1.1029715071423114,-0.5871209227713696,1.0,-3.023069284241082,-1.9257505156214192,0.0
2019-07-16,-0.0,-1.0807410266306445,-0.6182940949440371,1.0,-3.0646082593593205,-1.9553068313392512,0.0
2019-07-17,-0.0,-1.1336717428087988,-0.590832179664667,1.0,-3.0406860483002616,-1.9260113828641745,0.0
2019-07-18,-0.0,-1.1348712033833142,-0.6006151480199923,1.0,-3.0408304498269896,-1.9130334486735872,0.0
2019-07-19,-0.0,-1.1438409161250387,-0.5980346641906531,1.0,-3.0793871866295266,-1.9162797895388426,0.0
2019-07-22,-0.0,-1.1133436772692011,-0.5734678044996122,1.0,-3.091698991466253,-1.9795190069821569,0.0
2019-07-23,-0.0,-1.115214524012724,-0.5744433237644503,1.0,-3.0893785398401734,-1.979439832415238,0.0
2019-07-24,-0.0,-1.1155455672659642,-0.5941568505889647,1.0,-3.079665220086795,-1.960244885306882,0.0
2019-07-25,-0.0,-1.06553698545342,-0.6260445682451253,1.0,-3.1094088517486846,-1.9365521510368309,0.0
2019-07-26,-0.0,-1.0442662142361379,-0.6174134341019512,1.0,-3.1136731703555176,-1.9365311945708334,0.0
2019-07-29,-0.0,-1.0122618955810903,-0.617876147142747,1.0,-3.1154469036785684,-1.9662990668620342,0.0
2019-07-30,-0.0,-1.0144134422691538,-0.6218591028210267,1.0,-3.1041313396022816,-1.9672421766610144,0.0
2019-07-31,-0.0,-1.078281068524971,-0.6178861788617886,1.0,-3.093457220286489,-1.9533101045296168,0.0
2019-08-01,-0.0,-1.1101066295781177,-0.6106475042497296,1.0,-3.0768814711791066,-1.9291454180188532,0.0
2019-08-02,-0.0,-1.0831591173054587,-0.656600851722803,1.0,-3.080681378242354,-1.9225706542779715,0.0
2019-08-05,-0.0,-1.0768992966998994,-0.644640234948605,1.0,-3.086869155267022,-1.9201638457376922,0.0
2019-08-06,-0.0,-1.0637654880628589,-0.6237533998186763,1.0,-2.96350861287398,-1.9042006648534298,0.0
2019-08-07,-0.0,-1.1070644355266148,-0.5771181948966457,1.0,-2.9504808056333767,-1.9370788218369048,0.0
2019-08-08,-0.0,-1.107245936503114,-0.584763785508127,1.0,-2.9624791128664745,-1.9407564939996964,0.0
2019-08-09,-0.0,-1.0822680102271018,-0.5636185892615432,1.0,-2.932095051887502,-1.9419461573168901,0.0
2019-08-12,-0.0,-1.0687584446779763,-0.5936796276835309,1.0,-2.9391232547665513,-1.9048190962317968,0.0
2019-08-13,-0.0,-1.036453201970443,-0.602273588480485,1.0,-2.986661614247821,-1.953239863584691,0.0
2019-08-14,-0.0,-1.0576429757054475,-0.5940848045872945,1.0,-2.9567677682209146,-1.9363211106081182,0.0
2019-08-15,-0.0,-1.0913627357452116,-0.6112864166727819,1.0,-2.862332134732516,-1.7733176781389888,0.0
2019-08-16,-0.0,-1.0850095433856994,-0.6170165908089854,1.0,-2.863970048451035,-1.775069740126266,0.0
2019-08-19,-0.0,-1.038672017511857,-0.6289675300985041,1.0,-2.877344035023714,-1.7516964611455672,0.0
2019-08-20,-0.0,-1.0430201293510644,-0.6336748782791948,1.0,-2.865562095777923,-1.7246566383257032,0.0
2019-08-21,-0.0,-1.052757793764988,-0.6554029503669792,1.0,-2.8588038659981105,-1.6999491316038078,0.0
2019-08-22,-0.0,-1.0566037735849056,-0.6365021770682148,1.0,-2.85522496371553,-1.7085631349782293,0.0
2019-08-23,-0.0,-1.0518055656470247,-0.6368524304294122,1.0,-2.8575165298263463,-1.7196105500254304,0.0
2019-08-26,-0.0,-1.002588996763754,-0.6421431139877741,1.0,-2.8642215030564544,-1.6827040632865875,0.0
2019-08-27,-0.0,-0.9974912192674361,-0.631567629560605,1.0,-2.852627051824242,-1.6862590495304997,0.0
2019-08-28,-0.0,-0.98868843069874,-0.6360967926689576,1.0,-2.8575315005727377,-1.6769759450171822,0.0
2019-08-29,-0.0,-0.9584851732761702,-0.6485173276170061,1.0,-2.8650946766702394,-1.6733118971061094,0.0
2019-08-30,-0.0,-0.9359220539079722,-0.6558566247066353,1.0,-2.8687860038404094,-1.6513050280918853,0.0
2019-09-03,-0.0,-0.949142897787894,-0.6779287289280889,1.0,-2.846361761149442,-1.6394480404011667,0.0
2019-09-04,-0.0,-0.916358200455581,-0.6917710706150342,1.0,-2.8535734624145785,-1.6568194760820047,0.0
2019-09-05,-0.0,-0.9668912139888205,-0.699082700300989,1.0,-2.895155510964598,-1.6052744732693136,0.0
2019-09-06,-0.0,-0.9569063926940639,-0.7074058219178082,1.0,-2.9001141552511416,-1.5702768264840183,0.0
2019-09-09,-0.0,-0.9653942204780592,-0.7084552265429896,1.0,-2.89860863360685,-1.56275419193721,0.0
2019-09-10,-0.0,-0.9420124259087339,-0.7714061272584447,1.0,-2.9163750624866105,-1.5115332428765265,0.0
