Date,IDNA,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-12,1.0,-0.15634460319705756,-0.8681284481539114,-0.5050785118121376,-0.29967463573348424,-0.0,0.0
2020-02-13,1.0,-0.14542317266349852,-0.868295994568907,-0.5158124009957005,-0.2991627064946821,-0.0,0.0
2020-02-14,1.0,-0.15606249292426128,-0.8636080606815352,-0.500056605909657,-0.31054002037812745,-0.0,0.0
2020-02-18,1.0,-0.15677558185627727,-0.8614304320742965,-0.5025199614927233,-0.3107197463050003,-0.0,0.0
2020-02-19,1.0,-0.15785004670119723,-0.8620474937024143,-0.5031558687837876,-0.307293877897597,-0.0,0.0
2020-02-20,1.0,-0.15561152300639536,-0.8616503480672363,-0.5049804742769822,-0.3075725847529571,-0.0,0.0
2020-02-21,1.0,-0.16088694813848642,-0.856749936200981,-0.5062523038534608,-0.3115944083704313,-0.0,0.0
2020-02-24,1.0,-0.12221845702021913,-0.8640856206935502,-0.5218287586128997,-0.31576866598893033,-0.0,0.0
2020-02-25,1.0,-0.13372528356304944,-0.8209046285254721,-0.5150170553814581,-0.3035857899553509,-0.0,0.0
2020-02-26,1.0,-0.13394644306194212,-0.7768731403840953,-0.5111712199080336,-0.28290505815526107,-0.0,0.0
2020-02-27,1.0,-0.18416735028712056,-0.7424118129614438,-0.4984140005468963,-0.3095159967186218,-0.0,0.0
2020-02-28,1.0,-0.17798429319371725,-0.7545287958115183,-0.4406806282722513,-0.24463350785340315,-0.0,0.0
2020-03-02,1.0,-0.20986622073578595,-0.7255434782608695,-0.42205790133779264,-0.25540865384615385,-0.0,0.0
2020-03-03,1.0,-0.21052495941035487,-0.7266190758446511,-0.396154936473984,-0.2437955828157617,-0.0,0.0
2020-03-04,1.0,-0.18891842159067673,-0.7375536700061337,-0.4106011040686976,-0.21861582498466572,-0.0,0.0
2020-03-05,1.0,-0.18774416508063707,-0.752929980967645,-0.3726585194831213,-0.19094961434438545,-0.0,0.0
2020-03-06,1.0,-0.17527729849642595,-0.7400542272615233,-0.38368252403253633,-0.16583682524032536,-0.0,0.0
2020-03-09,1.0,-0.17554313177382178,-0.7323574125839831,-0.38779363444656956,-0.15634348487077632,-0.0,0.0
2020-03-10,1.0,-0.2533682456557963,-0.5586288978814569,-0.34672696976910267,-0.22163770530825994,-0.0,0.0
2020-03-11,1.0,-0.1808379328815296,-0.6272153520109923,-0.3667062577144321,-0.15412562006567457,-0.0,0.0
2020-03-12,1.0,-0.19130078151700883,-0.5906035680922327,-0.34350292784068903,-0.15306796691653946,-0.0,0.0
2020-03-13,1.0,-0.21920555167519096,-0.5174729062929501,-0.3230741500123921,-0.19104161503278283,-0.002343239528648356,0.0
2020-03-16,1.0,-0.1637486457204767,-0.5574431202600216,-0.2989382448537378,-0.14669555796316358,-0.0,0.0
2020-03-17,1.0,-0.1940002112601669,-0.40904193514312875,-0.24396324073096018,-0.2172810816520545,-0.04833632618569769,0.0
2020-03-18,1.0,-0.19498878401828415,-0.40688618952892874,-0.24639183984424598,-0.21805561433952683,-0.04990053752063317,0.0
2020-03-19,1.0,-0.21282142186815708,-0.33851223123605345,-0.23526099559967467,-0.22037079518675315,-0.07849679881545744,0.0
2020-03-20,1.0,-0.2127828172244813,-0.3377749973933897,-0.23555416536336152,-0.22041497236993016,-0.07876133875508289,0.0
2020-03-23,1.0,-0.21276992967826247,-0.352355467048354,-0.21625490074055634,-0.217209119007613,-0.07579812060489141,0.0
2020-03-24,1.0,-0.22132234143916485,-0.358154853142218,-0.19932474418990015,-0.212788433655081,-0.07976718173909442,0.0
2020-03-25,1.0,-0.2222267305039357,-0.35433741783656575,-0.1681205875192729,-0.20987178446806784,-0.07419053801833968,0.0
2020-03-26,1.0,-0.2249417013079185,-0.3542329919902667,-0.16500050694514853,-0.2093277907330427,-0.07425732535739633,0.0
