Date,FGEN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6062203228869896,-1.3505698005698006,-0.16566951566951565,-0.8282051282051281,-0.7977207977207977,0.0
2018-09-25,1.0,-0.6249760214847496,-1.3580471897180126,-0.18233262996355265,-0.8339248033761748,-0.7964224055246498,0.0
2018-09-26,1.0,-0.6257553956834533,-1.3590407673860911,-0.1840767386091127,-0.8334772182254196,-0.7938129496402878,0.0
2018-09-27,1.0,-0.6289835625628984,-1.349786744620693,-0.1866583600900944,-0.8334211913547708,-0.7933579335793358,0.0
2018-09-28,1.0,-0.6323338930199089,-1.348716718637563,-0.1869033341328856,-0.8348284960422164,-0.7945310626049412,0.0
2018-10-01,1.0,-0.6346486175115207,-1.3472542242703534,-0.18673195084485406,-0.8366455453149001,-0.7950748847926267,0.0
2018-10-02,1.0,-0.6351852744181564,-1.3745000722787069,-0.18035946610128656,-0.8354454777622513,-0.7930901556401484,0.0
2018-10-03,1.0,-0.6349879518072289,-1.3613493975903617,-0.17840963855421688,-0.8415421686746988,-0.8029879518072289,0.0
2018-10-04,1.0,-0.6350185551110896,-1.3609812521085352,-0.17904477324208395,-0.8412935563159669,-0.8031230420743168,0.0
2018-10-05,1.0,-0.6299076212471132,-1.3643668206312547,-0.1688317936874519,-0.8434372594303311,-0.8048017705927637,0.0
2018-10-08,1.0,-0.6410506310608645,-1.3870669070708055,-0.1741630524828225,-0.8521514546074752,-0.8186248233516885,0.0
2018-10-09,1.0,-0.6498164913139222,-1.3931000734034744,-0.18708098850012234,-0.8505994617078542,-0.8129190114998776,0.0
2018-10-10,1.0,-0.6527974937588722,-1.3915022761760243,-0.190072935532821,-0.85256253365314,-0.8080180136081061,0.0
2018-10-11,1.0,-0.6008769839378485,-1.3931652447452458,-0.11863114246222772,-0.8345646060721605,-0.8189790763071351,0.0
2018-10-12,1.0,-0.6163892687066812,-1.3917676458107406,-0.11212221226837663,-0.8077231364043566,-0.7869772266490641,0.0
2018-10-15,1.0,-0.601007011434756,-1.418050915251047,-0.08903110441861559,-0.8073502423415369,-0.7901745800197638,0.0
2018-10-16,1.0,-0.5995388886274879,-1.423375523455512,-0.08497623864866137,-0.8073683715240201,-0.7899590646026444,0.0
2018-10-17,1.0,-0.5925337569499602,-1.4071859085174976,-0.08101667990468626,-0.802457599401953,-0.7890482642620193,0.0
2018-10-18,1.0,-0.5925192207914721,-1.4110183481911232,-0.08471298523654544,-0.8258101032970143,-0.8027451535304939,0.0
2018-10-19,1.0,-0.5785971981445908,-1.4029424167174247,-0.06784425807056177,-0.8317949679051679,-0.8041980977369628,0.0
2018-10-22,1.0,-0.5775170147852617,-1.4106078385355552,-0.07627317531095988,-0.8279746538371274,-0.801408120159587,0.0
2018-10-23,1.0,-0.5766409540485543,-1.4249680564100138,-0.05977000615209881,-0.8515451232785954,-0.8195068856182859,0.0
2018-10-24,1.0,-0.5813865327204663,-1.4224517841065252,-0.04525422925650381,-0.8597829692460788,-0.8298346206700469,0.0
2018-10-25,1.0,-0.5662166581024898,-1.398094081375251,-0.04409772504321016,-0.8526650161162236,-0.8102956976689868,0.0
2018-10-26,1.0,-0.5539251990372153,-1.3842806887613404,-0.030364747269024252,-0.8582206998703943,-0.8019811146084058,0.0
2018-10-29,1.0,-0.5347968454549648,-1.4034497071438456,-0.010284554720287784,-0.8505280634598533,-0.8128487755384403,0.0
2018-10-30,1.0,-0.614498319731157,-1.4529524723955831,-0.03653384541526644,-0.8970715314450312,-0.7997599615938549,0.0
2018-10-31,1.0,-0.644216263565137,-1.4306292276996448,-0.029685142829334762,-0.936736580855516,-0.8251009781497883,0.0
2018-11-01,1.0,-0.6789140540005933,-1.4181584413015527,-0.053951142320245275,-0.9541588369102957,-0.8399268123825536,0.0
2018-11-02,1.0,-0.6855639689251647,-1.3881404267872948,-0.04892319795456781,-0.9608614416363458,-0.8334644507817878,0.0
2018-11-05,1.0,-0.6783657396012798,-1.4139305931577653,-0.04769874476987448,-0.9651489047501846,-0.8173270982032981,0.0
2018-11-06,1.0,-0.7171807926524908,-1.460167714884696,-0.025955875012478785,-0.9751921733053809,-0.813067784765898,0.0
2018-11-07,1.0,-0.7147773178395093,-1.4591292204877562,-0.02957458480873772,-0.9723205825145878,-0.8113809785048127,0.0
2018-11-08,1.0,-0.6859123545432038,-1.470661054716514,-0.0,-0.9679128497152761,-0.8272344639762317,0.0
2018-11-09,1.0,-0.6846119558219008,-1.4708038234857115,-0.0,-0.9699371006884254,-0.8273488187806448,0.0
2018-11-12,1.0,-0.6832914015095456,-1.4552809432193774,-0.0,-0.9725223225297223,-0.8220610724680578,0.0
2018-11-13,1.0,-0.6687282187208561,-1.4565846954302264,-0.0,-0.9695184803416287,-0.8136258773867373,0.0
2018-11-14,1.0,-0.6750024662128835,-1.4603926210910525,-0.0,-0.9781986781098944,-0.8188320015783762,0.0
2018-11-15,1.0,-0.6740448607345328,-1.4612768055213212,-0.0,-0.9783583929011584,-0.816070988415085,0.0
2018-11-16,1.0,-0.6700752175409271,-1.4505186568998574,-0.0,-0.9757140750208938,-0.8199203578978418,0.0
2018-11-19,1.0,-0.6711891068180701,-1.449933638106474,-0.0,-0.9749299513346115,-0.8196431204837045,0.0
2018-11-20,1.0,-0.6217814042116578,-1.4416866174818,-0.0,-0.9792348658816632,-0.8431621634826795,0.0
2018-11-21,1.0,-0.6383702839362115,-1.4411221314663556,-0.0,-0.984344612991054,-0.7980357837417348,0.0
2018-11-23,1.0,-0.6402311689573115,-1.423680248652324,-0.0,-0.9922296148802874,-0.8003982322373853,0.0
2018-11-26,1.0,-0.638575321136629,-1.4394219540677304,-0.0,-0.9901226158038147,-0.7975379525107045,0.0
2018-11-27,1.0,-0.6296672962371058,-1.4407961644631702,-0.0,-0.9828078841590392,-0.7895781878057048,0.0
2018-11-28,1.0,-0.6273882261662302,-1.4542721365531956,-0.0,-0.9791969741053245,-0.7883328484143148,0.0
2018-11-29,1.0,-0.6069197501201345,-1.439740509370495,-0.0,-0.9714079769341663,-0.78731379144642,0.0
2018-11-30,1.0,-0.6061538461538462,-1.4407692307692308,-0.0,-0.9715865384615384,-0.7891826923076923,0.0
2018-12-03,1.0,-0.60670482420278,-1.4412005194555337,-0.0,-0.9721514116685104,-0.7897167043432254,0.0
2018-12-04,1.0,-0.5966999232540291,-1.4463257866462012,-0.0,-0.9669512663085188,-0.7866462010744436,0.0
2018-12-06,1.0,-0.590613752161922,-1.3761510774552423,-0.0,-0.9618566820922732,-0.7458047024727714,0.0
2018-12-07,1.0,-0.588854083874889,-1.377156482303988,-0.0,-0.962457337883959,-0.7468324839870961,0.0
2018-12-10,1.0,-0.5767978416596893,-1.3798027723509163,-0.0,-0.9595776351288492,-0.7354172481161038,0.0
2018-12-11,1.0,-0.5975569956641336,-1.3755419833092455,-0.0,-0.9696489346822696,-0.7194741013567068,0.0
2018-12-12,1.0,-0.6012415982076176,-1.37607356235997,-0.0,-0.9729742345033606,-0.7173730395817773,0.0
2018-12-13,1.0,-0.6013062747842314,-1.3739678096571029,-0.0,-0.9734546302775834,-0.7164917191509214,0.0
2018-12-14,1.0,-0.5998972778633797,-1.3803053648970445,-0.0,-0.9710510342251482,-0.7179343512163235,0.0
2018-12-17,1.0,-0.5688698166892112,-1.387331498670647,-0.0,-0.9538224730631093,-0.7543728718690238,0.0
2018-12-18,1.0,-0.5504080875533296,-1.3741420886662956,-0.0,-0.9520033388981636,-0.7608050454461139,0.0
2018-12-19,1.0,-0.5566689863140802,-1.3727209464161447,-0.0,-0.949710044073301,-0.7601948503827419,0.0
2018-12-20,1.0,-0.5486188876446435,-1.356942889137738,-0.0,-0.992161254199328,-0.7681504292646509,0.0
2018-12-21,1.0,-0.540886421379505,-1.385997929801449,-0.0,-1.0334995765502963,-0.7446127787710549,0.0
2018-12-24,1.0,-0.5257249766136577,-1.3704396632366698,-0.0,-1.0274087932647333,-0.7536482694106642,0.0
2018-12-26,1.0,-0.528918692372171,-1.401508801341157,-0.0,-0.9915712023842788,-0.7347955667318619,0.0
2018-12-27,1.0,-0.48210516862005476,-1.3539898513628812,-0.0,-0.915936952714536,-0.7385154250303112,0.0
2018-12-28,1.0,-0.47521329142343954,-1.3626852267624607,-0.0,-0.9166591827570723,-0.7357880556802874,0.0
2018-12-31,1.0,-0.47089780496581507,-1.3718513853904282,-0.0,-0.9185858222382153,-0.7366858582223822,0.0
2019-01-02,1.0,-0.47075497165481867,-1.3726266534689102,-0.0,-0.9192837217672996,-0.7365697831368667,0.0
2019-01-03,1.0,-0.48326585695006746,-1.368421052631579,-0.0,-0.9292397660818714,-0.7174988753936122,0.0
2019-01-04,1.0,-0.4748136841160097,-1.3717787554996856,-0.0,-0.9260572865224028,-0.7168896471222053,0.0
2019-01-07,1.0,-0.4567068060517842,-1.3415817564289179,-0.0,-0.9194124652639936,-0.6932204137444312,0.0
2019-01-08,1.0,-0.4586489342962833,-1.3324379073454289,-0.0,-0.9224502378016557,-0.6901972872996301,0.0
2019-01-09,1.0,-0.45780535022879265,-1.3280535022879267,-0.0,-0.9219464977120732,-0.6920538542766632,0.0
2019-01-10,1.0,-0.4599243357381665,-1.3227608657399261,-0.0,-0.926447298961816,-0.6899524898821046,0.0
2019-01-11,1.0,-0.4609691629955947,-1.309251101321586,-0.0,-0.9317180616740087,-0.7033480176211453,0.0
2019-01-14,1.0,-0.4718352777294097,-1.2903099425387428,-0.007879157234894654,-0.9145046143130767,-0.6686400835800104,0.0
2019-01-15,1.0,-0.46525205873382425,-1.2828634917868504,-0.014509171713650822,-0.9140778179600018,-0.6804060825236373,0.0
2019-01-16,1.0,-0.46868616628275894,-1.2702420791864053,-0.029466730409839628,-0.9132947976878613,-0.6644791168673129,0.0
2019-01-17,1.0,-0.4705523875854264,-1.2746702650938058,-0.0226787968484743,-0.9164671570974623,-0.668567448744178,0.0
2019-01-18,1.0,-0.47000610340919,-1.2620542331502311,-0.035661347981515386,-0.9132879937222077,-0.6785683145871481,0.0
2019-01-22,1.0,-0.24788164088769335,-1.4853171934543823,-0.0,-1.158215646715983,-0.5918852275274602,0.0
2019-01-23,1.0,-0.24702340836590736,-1.4480388192478773,-0.0,-1.1725299905647661,-0.6254212157972773,0.0
2019-01-24,1.0,-0.2531793466049521,-1.438907113647598,-0.0,-1.1799757336089516,-0.6216689884509953,0.0
2019-01-25,1.0,-0.11312321445028108,-1.5034098239793567,-0.0,-1.38245323011704,-0.6088378951248733,0.0
