Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZBRA
2018-09-24,-0.676466199074765,-1.3257722727951051,-0.23494005869770684,-0.9046410983435308,-0.8325623041337114,0.0,1.0
2018-09-25,-0.6770760815514669,-1.3244654400795624,-0.2363998010939831,-0.9035803083043262,-0.8311287916459473,0.0,1.0
2018-09-26,-0.6785891951049647,-1.3264351805790469,-0.2391801810765098,-0.903243458362352,-0.8272311212814645,0.0,1.0
2018-09-27,-0.6807294772411051,-1.3183760683760684,-0.24125422381236336,-0.9025541641820712,-0.8262770820910357,0.0,1.0
2018-09-28,-0.6828601262990404,-1.31758738998558,-0.2415593456317438,-0.9033364825220028,-0.8270100939784197,0.0,1.0
2018-10-01,-0.685328953916592,-1.3165123917587338,-0.24141534786503432,-0.9054941773663779,-0.8278590624066885,0.0,1.0
2018-10-02,-0.6856515884494538,-1.3326517380679268,-0.23794324472594885,-0.9044935414692534,-0.8265921899157149,0.0,1.0
2018-10-03,-0.687044251323544,-1.3388772350414542,-0.23938667465787633,-0.9042053740885027,-0.8250424533013685,0.0,1.0
2018-10-04,-0.6907602455947687,-1.3311535965656667,-0.2403534168621774,-0.9089003144811061,-0.8205460989367543,0.0,1.0
2018-10-05,-0.6795904165423999,-1.3268217516651755,-0.2268615170494085,-0.9126652748782185,-0.8246843622626504,0.0,1.0
2018-10-08,-0.6773313492063492,-1.3231150793650792,-0.22395833333333334,-0.9130952380952381,-0.822767857142857,0.0,1.0
2018-10-09,-0.6827267303102625,-1.326521479713604,-0.2322494033412888,-0.9118436754176611,-0.8188146380270486,0.0,1.0
2018-10-10,-0.6829389540664148,-1.3262577053092066,-0.23225293298866573,-0.9119109166832372,-0.8177570093457944,0.0,1.0
2018-10-11,-0.6229508196721312,-1.3172924378635642,-0.15561751838853902,-0.8876977068410173,-0.8239026969857218,0.0,1.0
2018-10-12,-0.6478900133664312,-1.3216536184838648,-0.1494653427534848,-0.8632327668512507,-0.7914836738590797,0.0,1.0
2018-10-15,-0.6507026096931461,-1.3228180862250263,-0.14840837396042444,-0.865643819902495,-0.7920848867221107,0.0,1.0
2018-10-16,-0.6475468802455517,-1.3495276005946957,-0.13174428084983933,-0.8708934823269867,-0.7961728454270778,0.0,1.0
2018-10-17,-0.6273826893208453,-1.3034310726220173,-0.11714595001647292,-0.8605920835882713,-0.7979950110603851,0.0,1.0
2018-10-18,-0.6260648562149951,-1.3013601920271098,-0.11818139031392667,-0.8627100296512449,-0.7982303384007154,0.0,1.0
2018-10-19,-0.6105341940312471,-1.2909533164935916,-0.09865282065674993,-0.874076153054542,-0.8034895687155019,0.0,1.0
2018-10-22,-0.6101282411307686,-1.293082467471684,-0.10259290461480858,-0.872226902555462,-0.8023027239539455,0.0,1.0
2018-10-23,-0.6158931082981716,-1.294702297233943,-0.11237693389592125,-0.86586966713549,-0.7993905297702766,0.0,1.0
2018-10-24,-0.6165050817291929,-1.2928200084305184,-0.10570933445740247,-0.8673598426303217,-0.8012271088005245,0.0,1.0
2018-10-25,-0.573119494014005,-1.228235825615541,-0.0971764174384459,-0.865913711316919,-0.7532414727806641,0.0,1.0
2018-10-26,-0.556593234728987,-1.2134143616783593,-0.07480226998525405,-0.8785021672103311,-0.7451628759104517,0.0,1.0
2018-10-29,-0.5397065362383282,-1.2265895953757227,-0.058159181858603824,-0.8703423743886172,-0.751622943530458,0.0,1.0
2018-10-30,-0.5501716221637766,-1.228413497971738,-0.06396826104399768,-0.8713948201310568,-0.7437257611554405,0.0,1.0
2018-10-31,-0.5501087873540251,-1.2185959770880512,-0.0654500244216509,-0.867190622086053,-0.738954753341326,0.0,1.0
2018-11-01,-0.5415244091695118,-1.2283953354320933,-0.056311798873764016,-0.8679111426417772,-0.7399015652019686,0.0,1.0
2018-11-02,-0.5510905485789821,-1.192553425864728,-0.04912976426525666,-0.8794007490636704,-0.7340823970037452,0.0,1.0
2018-11-05,-0.5490377416655657,-1.1970757916061128,-0.04919187915620733,-0.879112168053904,-0.7294666842823799,0.0,1.0
2018-11-06,-0.5542688565012549,-1.2006516665932807,-0.0470697019065651,-0.8763154418563691,-0.7248910219717317,0.0,1.0
2018-11-07,-0.5695432380441104,-1.22301257101955,-0.02822887308191294,-0.9055160381156891,-0.7474164541672258,0.0,1.0
2018-11-08,-0.540040885254644,-1.235845702604213,-0.0,-0.9029864012087815,-0.7651764287618879,0.0,1.0
2018-11-09,-0.5386052303860522,-1.2369685109411135,-0.0,-0.9061554883472691,-0.7659224337306528,0.0,1.0
2018-11-12,-0.5379334780105408,-1.2141370299836132,-0.0,-0.9150981000044289,-0.7617254971433634,0.0,1.0
2018-11-13,-0.5104404281452887,-1.2095104404281454,-0.0,-0.9141954728899807,-0.7525443060185998,0.0,1.0
2018-11-14,-0.5107026932187034,-1.209185016229494,-0.0,-0.9141152732695851,-0.7523466970786912,0.0,1.0
2018-11-15,-0.5097515010737608,-1.2093614410308104,-0.0,-0.914318271464259,-0.749265898233773,0.0,1.0
2018-11-16,-0.5083989501312336,-1.2038932633420822,-0.0,-0.9121172353455819,-0.75,0.0,1.0
