Date,BCOV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6028930264379612,-1.365879880760397,-0.12192738112691198,-0.9530371890729609,-0.8431315056443336,0.0
2018-09-25,1.0,-0.6037118437118437,-1.363956043956044,-0.12395604395604397,-0.9514041514041515,-0.840976800976801,0.0
2018-09-26,1.0,-0.604630715123095,-1.365181711606096,-0.12587924970691677,-0.9510062524423603,-0.8380226651035559,0.0
2018-09-27,1.0,-0.6082564778216952,-1.354511296540282,-0.12887327380081004,-0.9507636754013566,-0.8373590982286635,0.0
2018-09-28,1.0,-0.605292710316879,-1.3580879839851572,-0.12987647087544554,-0.9511742590693815,-0.8381914945559299,0.0
2018-10-01,1.0,-0.6058809115412889,-1.3667238421955403,-0.13109531977456504,-0.9542759127664788,-0.842832639059054,0.0
2018-10-02,1.0,-0.6090348062206862,-1.4040977536410761,-0.12357442606763762,-0.9564058257220439,-0.8439397679585288,0.0
2018-10-03,1.0,-0.6082474226804124,-1.3955014058106843,-0.12282345977408375,-0.9581709663098703,-0.8479258126572289,0.0
2018-10-04,1.0,-0.610782574413562,-1.3885767790262173,-0.12384190814113936,-0.9610191208357973,-0.8438300808200276,0.0
2018-10-05,1.0,-0.5927342256214149,-1.3804971319311663,-0.10437809481786536,-0.9704858557631023,-0.8545374319752905,0.0
2018-10-08,1.0,-0.5903791515626531,-1.3770451650827866,-0.09694327422357206,-0.9788380523170374,-0.8553933574997551,0.0
2018-10-09,1.0,-0.5883563657747721,-1.3785651279035578,-0.09090463589140449,-0.9825051455454279,-0.8602371851416251,0.0
2018-10-10,1.0,-0.5884485376965659,-1.3780434037133198,-0.0909714397687748,-0.9825601332484201,-0.8588154607358055,0.0
2018-10-11,1.0,-0.5104466349101543,-1.3715040324482386,-0.0,-0.9597226807527237,-0.8746875442154413,0.0
2018-10-12,1.0,-0.5159300653897881,-1.3589018225664333,-0.0,-0.9269118397254557,-0.835876269535779,0.0
2018-10-15,1.0,-0.4791078617370783,-1.3934570357688216,-0.0,-0.9191615381055944,-0.8355467123224285,0.0
2018-10-16,1.0,-0.47032895652577367,-1.4143274718136687,-0.0,-0.919407971048114,-0.8356609288730107,0.0
2018-10-17,1.0,-0.4356786200635497,-1.351974580118021,-0.0,-0.9078529278256923,-0.8437131184748071,0.0
2018-10-18,1.0,-0.4347253744893327,-1.350249659555152,-0.0,-0.9101679527916477,-0.8441216522923286,0.0
2018-10-19,1.0,-0.40954649647175156,-1.3336329722684166,-0.0,-0.9110072362802824,-0.8403973212279204,0.0
2018-10-22,1.0,-0.41040852096534985,-1.3322996719248572,-0.0,-0.9108804098692193,-0.8405464922924812,0.0
2018-10-23,1.0,-0.4195974242356014,-1.3359301121268068,-0.0,-0.9075967037420634,-0.839960372855406,0.0
2018-10-24,1.0,-0.41660295903224354,-1.3314295993164544,-0.0,-0.9076763951971938,-0.8413005351441291,0.0
2018-10-25,1.0,-0.3604480193738107,-1.2593409444732746,-0.0,-0.9149801072478809,-0.7896990140114167,0.0
2018-10-26,1.0,-0.33912969356007333,-1.2362442995354386,-0.0,-0.9132250777820398,-0.7734305076077227,0.0
2018-10-29,1.0,-0.3085174036545555,-1.2509433162335184,-0.0,-0.8997329037181498,-0.7804722940602875,0.0
2018-10-30,1.0,-0.29501038619695624,-1.2515579295434314,-0.0,-0.9007164356267752,-0.7919369197507313,0.0
2018-10-31,1.0,-0.3029627135762983,-1.2200151502398788,-0.0,-0.899797996801616,-0.7856661897146705,0.0
2018-11-01,1.0,-0.2828936313224668,-1.2346244328684255,-0.0,-0.8981263653167535,-0.7853301966056124,0.0
2018-11-02,1.0,-0.2877619900829201,-1.2005500229176214,-0.0,-0.9022875953164715,-0.7762823450977123,0.0
2018-11-05,1.0,-0.3204194834460045,-1.2004246836540127,-0.0,-0.9501646732535969,-0.8625411683133992,0.0
2018-11-06,1.0,-0.3194866013355303,-1.199505680339953,-0.0,-0.9519989593270315,-0.8651894892030181,0.0
2018-11-07,1.0,-0.31835530881332413,-1.2018563497571133,-0.0,-0.9510756419153367,-0.8660218598195697,0.0
2018-11-08,1.0,-0.261516964324702,-1.2372385485349984,-0.0,-0.9601327452949653,-0.9077332867560369,0.0
2018-11-09,1.0,-0.26020385843650207,-1.2397742683406974,-0.0,-0.9651778293013693,-0.9095323504965223,0.0
2018-11-12,1.0,-0.25860194005828874,-1.2160163556483536,-0.0,-0.9714646135108095,-0.9037800687285223,0.0
2018-11-13,1.0,-0.22007489347049455,-1.2114234063616407,-0.0,-0.9746481298153489,-0.8981190547927517,0.0
2018-11-14,1.0,-0.21918399033899766,-1.2153023376175276,-0.0,-0.9772707668420598,-0.9012335029759337,0.0
2018-11-15,1.0,-0.2178857585939519,-1.217842681140691,-0.0,-0.9826397863358318,-0.8893771000258465,0.0
2018-11-16,1.0,-0.21424586998498177,-1.2057927483372666,-0.0,-0.9786311950225273,-0.8922548809268398,0.0
