Date,FLT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3439437555358725,-0.5986492471213464,-0.23109499557130203,-0.36235053144375556,-0.23189769707705934,0.0
2018-09-25,1.0,-0.34451270131163875,-0.5978748132160053,-0.23216558747025293,-0.3616691571199292,-0.23092036083900602,0.0
2018-09-26,1.0,-0.3476800976800977,-0.6028138528138528,-0.23665223665223664,-0.36244311244311245,-0.22544122544122544,0.0
2018-09-27,1.0,-0.3488533318543579,-0.5990959762624443,-0.23765286597709437,-0.36227503397021715,-0.22520174149358035,0.0
2018-09-28,1.0,-0.3510159893404397,-0.5983510992671552,-0.23742504996668887,-0.3631190317566067,-0.22598823006884297,0.0
2018-10-01,1.0,-0.35108125364350556,-0.5981733892235517,-0.2374871609804847,-0.3631846320406407,-0.22610554368042637,0.0
2018-10-02,1.0,-0.35087231914657185,-0.6033170352261362,-0.23597066340704523,-0.36245693965996223,-0.2254694966107345,0.0
2018-10-03,1.0,-0.35068181186991415,-0.601077568250618,-0.23573194101147,-0.36304051989890856,-0.2267059182936651,0.0
2018-10-04,1.0,-0.3510038599316876,-0.6001499541806671,-0.23590014162339284,-0.363472272361223,-0.2264030435144817,0.0
2018-10-05,1.0,-0.35104611798656976,-0.6023364226649648,-0.23477995449248018,-0.3629502192130529,-0.22376380487263448,0.0
2018-10-08,1.0,-0.35051289159966725,-0.6015248128638757,-0.23404491266980867,-0.3632104241752148,-0.22309398392015525,0.0
2018-10-09,1.0,-0.3511242964482768,-0.6016857515180082,-0.23533978429034852,-0.36254748107688467,-0.22192031496936257,0.0
2018-10-10,1.0,-0.3507905686546463,-0.6028294036061027,-0.23450762829403607,-0.3626629680998613,-0.2231622746185853,0.0
2018-10-11,1.0,-0.3393008677561523,-0.6023924885713503,-0.22112726177766828,-0.35591689250225833,-0.21866360077742192,0.0
2018-10-12,1.0,-0.3414932347986741,-0.6004999184915503,-0.22099657664511219,-0.34744335162745205,-0.2065152420800956,0.0
2018-10-15,1.0,-0.35633285855155034,-0.5876794127314561,-0.2352908951462693,-0.3527172126657171,-0.20710529199079653,0.0
2018-10-16,1.0,-0.35476092615426774,-0.5946842033155226,-0.23011371420742568,-0.35325387039320455,-0.20728866968077816,0.0
2018-10-17,1.0,-0.3475773433475231,-0.5770450909682492,-0.2245329573493126,-0.3515089070252976,-0.21075892736097174,0.0
2018-10-18,1.0,-0.34775888717156106,-0.5774288890696603,-0.22432820846552237,-0.3513381599284145,-0.21071612570839773,0.0
2018-10-19,1.0,-0.34729404120529556,-0.5787151095107886,-0.22286596096055447,-0.35086769364052306,-0.2075696456128002,0.0
2018-10-22,1.0,-0.3468580715059589,-0.580092091007584,-0.2245395449620802,-0.3499187432286024,-0.20712351029252438,0.0
2018-10-23,1.0,-0.3468580715059589,-0.5801191765980499,-0.2245395449620802,-0.3499187432286024,-0.20712351029252438,0.0
2018-10-24,1.0,-0.34700452096699963,-0.5802539321584234,-0.223666044018517,-0.34987411678713554,-0.20639432578034056,0.0
2018-10-25,1.0,-0.33831855570986,-0.5667396645657515,-0.2239611152654631,-0.348306804828544,-0.19332870419826942,0.0
2018-10-26,1.0,-0.3313444709626094,-0.5606470432246089,-0.21424025457438345,-0.3549721559268099,-0.19058605144524,0.0
2018-10-29,1.0,-0.33540719470367714,-0.5613251442397171,-0.21517641115631067,-0.35864507723804206,-0.1882162133418415,0.0
2018-10-30,1.0,-0.3466371421711176,-0.562708427820612,-0.2209801776805485,-0.3590160872929061,-0.17853426886855372,0.0
2018-10-31,1.0,-0.34886004724367653,-0.5506277039042387,-0.2224964832656528,-0.35711441993789317,-0.17504047562173208,0.0
2018-11-01,1.0,-0.39932567989300044,-0.5433292465448061,-0.24660053499777085,-0.3917465448060633,-0.20544471689701296,0.0
2018-11-02,1.0,-0.4085433551682025,-0.5184023537248806,-0.2397302098367936,-0.40485178194737426,-0.2040635061618741,0.0
2018-11-05,1.0,-0.4099544495056105,-0.5154427285857126,-0.23955671592045324,-0.40512165314965,-0.20739362293078545,0.0
2018-11-06,1.0,-0.4117581715682191,-0.5166486156238718,-0.23871809825321444,-0.40406565025410307,-0.20589297120164402,0.0
2018-11-07,1.0,-0.4099070348272513,-0.5162203413348133,-0.2417371999444984,-0.4021923130289996,-0.20502289440821425,0.0
2018-11-08,1.0,-0.40697384806973846,-0.5162861491628615,-0.23893731838937318,-0.4004704580047046,-0.20470458004704578,0.0
2018-11-09,1.0,-0.40596634934691167,-0.5161334956829754,-0.23956719061323886,-0.401068186849679,-0.20456054903697143,0.0
2018-11-12,1.0,-0.40603479270957216,-0.5151976104212186,-0.23948336421716404,-0.4012224465525348,-0.20377796830489253,0.0
2018-11-13,1.0,-0.4039012563367864,-0.5148225699801631,-0.23608662111527443,-0.40139409301300416,-0.19891999118360149,0.0
2018-11-14,1.0,-0.4049488853985837,-0.5142046237359125,-0.2360364828745419,-0.40169739053759884,-0.19861673693202173,0.0
2018-11-15,1.0,-0.40513485191109155,-0.5147813137719928,-0.23575643924769732,-0.40168771716948876,-0.2003474711819536,0.0
2018-11-16,1.0,-0.40800177693866785,-0.525251964350168,-0.23644390149096262,-0.4065024849376684,-0.2002665408001777,0.0
2018-11-19,1.0,-0.40800688525500434,-0.5250006940781254,-0.23704156139815097,-0.40614675587884175,-0.2001166051250729,0.0
2018-11-20,1.0,-0.4052713264231473,-0.524804611717754,-0.23316335014688766,-0.4072944958705172,-0.20095892688875341,0.0
2018-11-21,1.0,-0.40815483728869556,-0.5200980122239964,-0.23825780518693906,-0.4033368206596553,-0.18330488409228568,0.0
2018-11-23,1.0,-0.4076294727577766,-0.5093649440303638,-0.24161830633405756,-0.40740944470419976,-0.1843560053906873,0.0
2018-11-26,1.0,-0.40845536526847026,-0.506797937177684,-0.241664598328783,-0.41212321778219024,-0.18877030418355809,0.0
