Date,IWF,IWM,LPL,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4992490784144177,-1.083147499203568,1.0,-0.017885586856596733,-0.9300960269421562,-1.020661721203295,0.0
2018-09-25,-0.5040065561828447,-1.0807685303223458,1.0,-0.024494627572391188,-0.9276998725186669,-1.0158896375887816,0.0
2018-09-26,-0.5056026236676687,-1.0829461601530472,1.0,-0.02751207069326774,-0.92734809146397,-1.0116151954085815,0.0
2018-09-27,-0.5071896614488532,-1.0766290498725883,1.0,-0.029213687659264652,-0.9266017473607572,-1.0107389879868949,0.0
2018-09-28,-0.5194245922668133,-1.0804471321238776,1.0,-0.028953637529778267,-0.9349459409932198,-1.0174546454095657,0.0
2018-10-01,-0.5214979831316465,-1.0792079207920793,1.0,-0.02887788778877888,-0.9364686468646866,-1.0177392739273927,0.0
2018-10-02,-0.5227074836166995,-1.067870400073324,1.0,-0.03336235736217406,-0.9386370927088585,-1.0201182347280142,0.0
2018-10-03,-0.5220975498053584,-1.058942065491184,1.0,-0.03242500572475384,-0.9412411266315549,-1.0250515227845203,0.0
2018-10-04,-0.5257231783229587,-1.0518125228853898,1.0,-0.033504210911753936,-0.9455327718784329,-1.0205053094104723,0.0
2018-10-05,-0.5160804707814425,-1.0475343278135123,1.0,-0.020254550431093477,-0.950504082842936,-1.027462250809726,0.0
2018-10-08,-0.5153186833226954,-1.0468222850369289,1.0,-0.018920397556305278,-0.9507613750341934,-1.0273092003282576,0.0
2018-10-09,-0.5138610249863214,-1.0474192960058364,1.0,-0.014864125478752509,-0.952991063286522,-1.0304121831114355,0.0
2018-10-10,-0.5146308113035551,-1.0461257976298997,1.0,-0.01567912488605287,-0.9534184138559708,-1.0280309936189607,0.0
2018-10-11,-0.4363652427441799,-1.0229712417723198,1.0,-0.0,-0.9226929363431551,-1.0354728983522552,0.0
2018-10-12,-0.44235212065733837,-1.0110282899612049,1.0,-0.0,-0.8969094634061288,-1.0087180157796085,0.0
2018-10-15,-0.46903902052320967,-1.0022901435743856,1.0,-0.0,-0.9136351625121113,-1.0191579318241875,0.0
2018-10-16,-0.4668428005284016,-1.0055041831792162,1.0,-0.0,-0.9127256715103479,-1.0182738881549978,0.0
2018-10-17,-0.44529151866932337,-0.9640474746599671,1.0,-0.0,-0.9022351208524647,-1.0200554448583556,0.0
2018-10-18,-0.44534939132695056,-0.9647359528657453,1.0,-0.0,-0.9019191612875276,-1.0201880171554825,0.0
2018-10-19,-0.42512679446402474,-0.9484225909051834,1.0,-0.0,-0.9034213014699561,-1.021103756554629,0.0
2018-10-22,-0.4250171880371261,-0.9381230663458232,1.0,-0.0,-0.9084307322103815,-1.025438294946717,0.0
2018-10-23,-0.43571520868329244,-0.942369815221605,1.0,-0.0,-0.9044665546797606,-1.0246371193521988,0.0
2018-10-24,-0.43328026162915784,-0.9367442661043934,1.0,-0.0,-0.9052885236025646,-1.0277550669133784,0.0
2018-10-25,-0.41689592415456894,-0.9088331146569603,1.0,-0.0,-0.8979557286155668,-1.0087611630761417,0.0
2018-10-26,-0.40581717451523547,-0.8959959707882146,1.0,-0.0,-0.8964156803491983,-0.9988248132292453,0.0
2018-10-29,-0.40486800067260803,-0.8970489322347401,1.0,-0.0,-0.9007482764419034,-1.0011350260635614,0.0
2018-10-30,-0.4179519595448799,-0.8997892962494731,1.0,-0.0,-0.9029498525073746,-0.9933839022334597,0.0
2018-10-31,-0.4181366564223467,-0.8974024333768366,1.0,-0.0,-0.9020755273018145,-0.9923799099061172,0.0
2018-11-01,-0.41778226824955794,-0.8975751452386966,1.0,-0.0,-0.9020375515702618,-0.9923802306979876,0.0
2018-11-02,-0.422052913596785,-0.8711068318821165,1.0,-0.0,-0.9068569993302076,-0.9861855324849297,0.0
2018-11-05,-0.4101686319259541,-0.9277714382316893,1.0,-0.0,-0.9242635560627193,-0.9641604327796797,0.0
2018-11-06,-0.4171703935410238,-0.9337616773048147,1.0,-0.0,-0.9195586929872765,-0.9565879021008581,0.0
2018-11-07,-0.4161312140683125,-0.9357034156239432,1.0,-0.0,-0.9183293878931349,-0.9570933378424079,0.0
2018-11-08,-0.3762854144805876,-0.9418677859391396,1.0,-0.0,-0.9086673662119622,-0.9704512067156349,0.0
2018-11-09,-0.37619607184824577,-0.9416233003189526,1.0,-0.0,-0.9088467349336915,-0.9701191875104919,0.0
