Date,DSU,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1075632481183063,-0.19899532477867302,-0.005653370469843164,-0.18889883616830797,-0.15678570244371498,0.0
2018-09-25,1.0,-0.10767572944297082,-0.19888925729442972,-0.00585212201591512,-0.18879310344827588,-0.15663129973474801,0.0
2018-09-26,1.0,-0.10771832106624228,-0.1989423778264041,-0.006000928320403156,-0.18871427624162854,-0.15632252503149657,0.0
2018-09-27,1.0,-0.10739825123193576,-0.2005608003849281,-0.00564118730401022,-0.18896318295697767,-0.15660931459574257,0.0
2018-09-28,1.0,-0.10680384998340524,-0.2011782276800531,-0.005824759376037172,-0.18896448722203782,-0.15668768669100563,0.0
2018-10-01,1.0,-0.10724185436619252,-0.2008398758444404,-0.005776221222633493,-0.1892542367254801,-0.15673809484289675,0.0
2018-10-02,1.0,-0.10786266892452767,-0.19575322907328088,-0.007636882823654415,-0.1906398379652688,-0.15829929939901052,0.0
2018-10-03,1.0,-0.10775282577304189,-0.19376255207555312,-0.007386014705638268,-0.1913226775548142,-0.15957111321349735,0.0
2018-10-04,1.0,-0.10747329778575104,-0.19491370575239614,-0.007408514808724107,-0.19094367203202603,-0.16036278467135096,0.0
2018-10-05,1.0,-0.10497767488010583,-0.19229369935505208,-0.005291880271208864,-0.19088804365801224,-0.16026128658839092,0.0
2018-10-08,1.0,-0.10478472853483184,-0.1919510784232708,-0.005057433269977688,-0.19089331460209902,-0.16006941575076442,0.0
2018-10-09,1.0,-0.10496744554979012,-0.19187295501867338,-0.005552434147470007,-0.19055094688832336,-0.15956638133324522,0.0
2018-10-10,1.0,-0.10480832782551223,-0.19195307336417713,-0.0053040317250495714,-0.19049900859220095,-0.15976536682088566,0.0
2018-10-11,1.0,-0.09214298440258499,-0.185176786900115,-0.0,-0.18394583825982735,-0.15840365397385853,0.0
2018-10-12,1.0,-0.09367696494317272,-0.18005442612453976,-0.0,-0.1768048663358412,-0.1502161037297903,0.0
2018-10-15,1.0,-0.0893324816352603,-0.1827052060044714,-0.0,-0.17537527946343023,-0.14953688917278826,0.0
2018-10-16,1.0,-0.08674814282290919,-0.18713954788721143,-0.0,-0.17477434299864206,-0.14890965732087227,0.0
2018-10-17,1.0,-0.08219308247814519,-0.17802166476624856,-0.0,-0.17323894590143166,-0.15022805017103763,0.0
2018-10-18,1.0,-0.08194125564088355,-0.17745229989707864,-0.0,-0.17376296413585623,-0.15026522048927243,0.0
2018-10-19,1.0,-0.07919435608327297,-0.1741362476772385,-0.0,-0.17279770715882964,-0.14862524014991654,0.0
2018-10-22,1.0,-0.07981946723898498,-0.17852859487438452,-0.0,-0.1718690821865926,-0.1478979926776922,0.0
2018-10-23,1.0,-0.07875122382591668,-0.17878912295107854,-0.0,-0.17300950636389476,-0.14859615323879607,0.0
2018-10-24,1.0,-0.07817527919742571,-0.17567354407218122,-0.0,-0.17351252444949208,-0.15002523818537447,0.0
2018-10-25,1.0,-0.06934995051954479,-0.16180108857001485,-0.0,-0.17449591786244437,-0.14061726867887184,0.0
2018-10-26,1.0,-0.06430635838150289,-0.1582984872709384,-0.0,-0.1764543106628951,-0.13825175255196162,0.0
2018-10-29,1.0,-0.06372300750494958,-0.15745046579799563,-0.0,-0.17617447089338062,-0.1374065718188376,0.0
2018-10-30,1.0,-0.06384774767861254,-0.15745529890261684,-0.0,-0.17617987875067148,-0.13731870155782366,0.0
2018-10-31,1.0,-0.06642641175213022,-0.14879516232477172,-0.0,-0.17606816724185323,-0.13575420700607765,0.0
2018-11-01,1.0,-0.06124036921199177,-0.1527347623769929,-0.0,-0.1758486535967656,-0.13583034556411624,0.0
2018-11-02,1.0,-0.0617648851240173,-0.1501614967395941,-0.0,-0.17638186361143274,-0.1352611371808154,0.0
2018-11-05,1.0,-0.06118718679075718,-0.1516656258092032,-0.0,-0.17644818814641056,-0.13390504333521194,0.0
2018-11-06,1.0,-0.061185934548113836,-0.1516850508867085,-0.0,-0.1765646901090865,-0.13410323602900845,0.0
2018-11-07,1.0,-0.060957224870182285,-0.15176110493535763,-0.0,-0.17609526565045913,-0.13397493490079032,0.0
2018-11-08,1.0,-0.058532363614278556,-0.15115166790665188,-0.0,-0.17480754923247444,-0.13385766994123988,0.0
2018-11-09,1.0,-0.05864933408252213,-0.15122477182645142,-0.0,-0.1748090327871342,-0.13394280854682683,0.0
2018-11-12,1.0,-0.05859646998274349,-0.1451515243256335,-0.0,-0.17718204111289396,-0.132799491386879,0.0
2018-11-13,1.0,-0.05183517225850033,-0.14199504616077457,-0.0,-0.17694213015086693,-0.13037604143210987,0.0
2018-11-14,1.0,-0.051635861323403545,-0.14225011636461915,-0.0,-0.17702436900346843,-0.13055359529136198,0.0
2018-11-15,1.0,-0.05147246350720855,-0.14204059588640353,-0.0,-0.17710067959854178,-0.12961879472523516,0.0
2018-11-16,1.0,-0.05070422535211268,-0.14003596044351213,-0.0,-0.17677554689841174,-0.13085106382978726,0.0
2018-11-19,1.0,-0.054950011275652105,-0.1405848304893633,-0.0,-0.17627602796361722,-0.13160941141095994,0.0
2018-11-20,1.0,-0.04694140180762555,-0.13778655653318966,-0.0,-0.1766175854432274,-0.13503321960854733,0.0
2018-11-21,1.0,-0.04786933087162383,-0.1356719573568387,-0.0,-0.1754861379946994,-0.129894881033918,0.0
2018-11-23,1.0,-0.048460771622848134,-0.13039920248776204,-0.0,-0.1782350578047583,-0.1307860554390037,0.0
2018-11-26,1.0,-0.048344390563174966,-0.13097611043346324,-0.0,-0.17783298128700206,-0.1303662273525124,0.0
2018-11-27,1.0,-0.04743945715600825,-0.13082599593163965,-0.0,-0.17704791459412908,-0.12950452122525946,0.0
2018-11-28,1.0,-0.04681464313305997,-0.1339662447257384,-0.0,-0.1759671955785345,-0.1289742675462055,0.0
2018-11-29,1.0,-0.04222518123982838,-0.1319425950584406,-0.0,-0.17542535878088475,-0.1299156679982246,0.0
2018-11-30,1.0,-0.04219977221293653,-0.13186504356057804,-0.0,-0.17546999571050337,-0.12960196429363824,0.0
2018-12-03,1.0,-0.040523746116289394,-0.13297825122059478,-0.0,-0.1761355230063619,-0.1298712827341323,0.0
2018-12-04,1.0,-0.041282161425545465,-0.13268948763905142,-0.0,-0.17702300365866305,-0.13024544148361009,0.0
2018-12-06,1.0,-0.041172365666434056,-0.1142852989067225,-0.0,-0.1766835310537334,-0.12169981391021169,0.0
2018-12-07,1.0,-0.03644793048650698,-0.11619600239098422,-0.0,-0.17876980945021942,-0.126518056304763,0.0
2018-12-10,1.0,-0.03085052479189287,-0.11613463626492943,-0.0,-0.17863192182410423,-0.12208469055374593,0.0
2018-12-11,1.0,-0.03584052848119604,-0.11476502288926232,-0.0,-0.1805209480210929,-0.11756098974329257,0.0
2018-12-12,1.0,-0.03633887303128215,-0.11472535752061087,-0.0,-0.18075256820783286,-0.11710158366779201,0.0
2018-12-13,1.0,-0.03613009731232623,-0.11338623725671919,-0.0,-0.18217099165894346,-0.11641276645041707,0.0
2018-12-14,1.0,-0.03636653294132982,-0.1130389444870885,-0.0,-0.18238301446840555,-0.11648587194230017,0.0
2018-12-17,1.0,-0.03952534682837448,-0.11411162493092515,-0.0,-0.1875054532763284,-0.11305005380565977,0.0
2018-12-18,1.0,-0.04145898082448836,-0.1194218026153756,-0.0,-0.19150589339119217,-0.11363103266287457,0.0
2018-12-19,1.0,-0.043344379600574794,-0.11899175928912871,-0.0,-0.19062142584826533,-0.1133464324466993,0.0
2018-12-20,1.0,-0.04368696164323051,-0.12250607376868143,-0.0,-0.1907825958919237,-0.11545313995435469,0.0
2018-12-21,1.0,-0.04324524391146643,-0.12357687467614184,-0.0,-0.1922125990080687,-0.12145976756236583,0.0
2018-12-24,1.0,-0.04000825824718704,-0.1192136968928345,-0.0,-0.19104570055005826,-0.12441934199466163,0.0
2018-12-26,1.0,-0.041496449227615494,-0.12318617761183104,-0.0,-0.18089171974522295,-0.11866168826414819,0.0
2018-12-27,1.0,-0.03606941770759455,-0.11880328272228574,-0.0,-0.1717205343831869,-0.12081518041945896,0.0
2018-12-28,1.0,-0.03513720725021337,-0.119747139406038,-0.0,-0.17156330917559925,-0.12012324784099293,0.0
2018-12-31,1.0,-0.030444146923569476,-0.12874730775947377,-0.0,-0.1745153967052797,-0.12155829792188136,0.0
