Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZG
2018-09-24,-0.7918727517985611,-1.7256070143884894,-0.1523718525179856,-1.0063511690647482,-0.9443008093525179,0.0,1.0
2018-09-25,-0.7969075063255552,-1.7229687939274667,-0.15946021928591508,-1.0039921281979196,-0.9393871239808828,0.0,1.0
2018-09-26,-0.8003041054232133,-1.7279382778622514,-0.16438587599256632,-1.0048431604437686,-0.9340541758179873,0.0,1.0
2018-09-27,-0.8003380281690141,-1.7289014084507042,-0.1647323943661972,-1.0052394366197184,-0.9345352112676056,0.0,1.0
2018-09-28,-0.8025707520577291,-1.727985116698613,-0.1652948472206562,-1.0062577517194724,-0.9354493178486863,0.0,1.0
2018-10-01,-0.8032017196515443,-1.7365652223102161,-0.16693064826337822,-1.0096730399366445,-0.9403778707998642,0.0,1.0
2018-10-02,-0.807795468812418,-1.7826856131940878,-0.1586486332249044,-1.0142098955658276,-0.943445757005079,0.0,1.0
2018-10-03,-0.8070845930066739,-1.7692088300724431,-0.15692202384347728,-1.0190519650904113,-0.9519707945924364,0.0,1.0
2018-10-04,-0.8099960107140822,-1.7610987633213657,-0.15808970194335215,-1.022453980737448,-0.9472844360859407,0.0,1.0
2018-10-05,-0.7878201479795105,-1.7570859419464997,-0.12959590210586225,-1.0442800227660787,-0.9726807057484348,0.0,1.0
2018-10-08,-0.7844049713410136,-1.7514896997900233,-0.1257022870438681,-1.0440383633164974,-0.9694114976448556,0.0,1.0
2018-10-09,-0.7870044303078496,-1.753265932068613,-0.12955810519141203,-1.0430535044871068,-0.9670566852209475,0.0,1.0
2018-10-10,-0.7881467115395584,-1.763732816154241,-0.12572015287205524,-1.0485425817123952,-0.9780389025155439,0.0,1.0
2018-10-11,-0.7015482595805425,-1.7656747556824421,-0.004831448336444493,-1.0198199187438235,-0.9984078181618536,0.0,1.0
2018-10-12,-0.7164429530201342,-1.7603918597098938,-0.0,-0.9816518726997185,-0.9538861225373457,0.0,1.0
2018-10-15,-0.6857512534368431,-1.784786241845922,-0.0,-0.9711035635344225,-0.9494851474473018,0.0,1.0
2018-10-16,-0.6789470845245159,-1.7972921948325151,-0.0,-0.9696855278062464,-0.9481093910135391,0.0,1.0
2018-10-17,-0.6481247366203118,-1.7347766540244416,-0.0,-0.945796460176991,-0.9389485882848714,0.0,1.0
2018-10-18,-0.6470588235294117,-1.732764073371284,-0.0,-0.9506114273666456,-0.9405439595192915,0.0,1.0
2018-10-19,-0.623233745242192,-1.7167735544084677,-0.0,-0.9433755670264352,-0.9307054590958861,0.0,1.0
2018-10-22,-0.6243024771838331,-1.7164537157757496,-0.0,-0.9434159061277706,-0.9308996088657105,0.0,1.0
2018-10-23,-0.6348385073690812,-1.720758858576356,-0.0,-0.9401588794815511,-0.9305424898087175,0.0,1.0
2018-10-24,-0.6351138629446951,-1.7185958652534368,-0.0,-0.9495225102319237,-0.9439080701017944,0.0,1.0
2018-10-25,-0.5726070117197324,-1.6342739298828026,-0.0,-0.9438660027161613,-0.8792314269905942,0.0,1.0
2018-10-26,-0.5620238035954385,-1.614212439619541,-0.0,-0.9370051292266321,-0.8665405109307306,0.0,1.0
2018-10-29,-0.5750729596457683,-1.6258931266981984,-0.0,-0.9569286504981382,-0.8738049713193117,0.0,1.0
2018-10-30,-0.5797371468855431,-1.6267687194722797,-0.0,-0.9577521526763685,-0.8712422579183243,0.0,1.0
2018-10-31,-0.5804836529314575,-1.611225153957843,-0.0,-0.9511840985330197,-0.8638662193961849,0.0,1.0
2018-11-01,-0.5772752288987842,-1.6126982538650123,-0.0,-0.9501676089458148,-0.8631110221644068,0.0,1.0
2018-11-02,-0.5808213735909024,-1.5802751154591053,-0.0,-0.9516809852510305,-0.8532055420370462,0.0,1.0
2018-11-05,-0.5789160214413341,-1.584325987691086,-0.0,-0.9512606710343459,-0.8487691085963868,0.0,1.0
2018-11-06,-0.5929005277307577,-1.599621627003883,-0.0,-0.947226924225829,-0.8388429752066116,0.0,1.0
2018-11-07,-0.5917139162439073,-1.5992738486024074,-0.0,-0.9449418084153984,-0.8377101362777281,0.0,1.0
2018-11-08,-0.7749473836998331,-2.2598882357210246,-0.0,-1.6268234269540605,-1.5956890920966689,0.0,1.0
2018-11-09,-0.7746662797446315,-2.258778293673825,-0.0,-1.6264509576320372,-1.5948926291352294,0.0,1.0
2018-11-12,-0.7851548202913402,-2.239587145889759,-0.0,-1.6784276407290826,-1.6169387306932141,0.0,1.0
2018-11-13,-0.7269649690903739,-2.2704592287312333,-0.0,-1.7200471003826907,-1.6419634972034147,0.0,1.0
2018-11-14,-0.7266970991017523,-2.2719039905757623,-0.0,-1.7210278309527316,-1.6430569871889265,0.0,1.0
2018-11-15,-0.7266218909144586,-2.2779540925529562,-0.0,-1.7255886043250426,-1.650527714222452,0.0,1.0
2018-11-16,-0.7190761714412615,-2.2661188837071586,-0.0,-1.7381745502998003,-1.6791028203419944,0.0,1.0
2018-11-19,-0.716564053111787,-2.272383354350567,-0.0,-1.7448260514798604,-1.6841480602329202,0.0,1.0
2018-11-20,-0.6604974396488662,-2.2441111923920998,-0.0,-1.7262618873445503,-1.684491587417703,0.0,1.0
2018-11-21,-0.6902707088588921,-2.2728479752157558,-0.0,-1.7645496791325515,-1.6485948218632442,0.0,1.0
2018-11-23,-0.6902465955097534,-2.2617592933382404,-0.0,-1.7632683106367317,-1.6457857931542141,0.0,1.0
2018-11-26,-0.6888528935355618,-2.2721248711529967,-0.0,-1.7598291856869388,-1.6419525843027538,0.0,1.0
2018-11-27,-0.7039595869549067,-2.284822821484288,-0.0,-1.779214025703885,-1.660797860485848,0.0,1.0
2018-11-28,-0.7090557333134906,-2.275020462832056,-0.0,-1.7888979834809138,-1.6679812486048067,0.0,1.0
2018-11-29,-0.647323698162539,-2.220567942479483,-0.0,-1.7493645144890695,-1.6453627714430967,0.0,1.0
2018-11-30,-0.6561606684746757,-2.2429084512204063,-0.0,-1.7760756431869824,-1.6546214175767793,0.0,1.0
2018-12-03,-0.6508134251795398,-2.245713029459182,-0.0,-1.7769309687820607,-1.6546973472079731,0.0,1.0
2018-12-04,-0.6308533916849015,-2.2504741064916116,-0.0,-1.7655725747629467,-1.6470459518599563,0.0,1.0
2018-12-06,-0.5914061404738539,-2.1031823917005465,-0.0,-1.746530211692135,-1.568484508621898,0.0,1.0
2018-12-07,-0.6070247061307805,-2.1099458013655243,-0.0,-1.7554022664883508,-1.5664109241922994,0.0,1.0
2018-12-10,-0.5460772104607721,-2.1086896360868965,-0.0,-1.7410405424104054,-1.5227618652276185,0.0,1.0
2018-12-11,-0.5483536247924737,-2.107360265633647,-0.0,-1.7409380188157169,-1.5209601549529608,0.0,1.0
2018-12-12,-0.5489070282235751,-2.107083563918096,-0.0,-1.7407996679579414,-1.5207526286662978,0.0,1.0
2018-12-13,-0.5493642743000069,-2.1056763704578616,-0.0,-1.7663447509205865,-1.52643646216911,0.0,1.0
2018-12-14,-0.5483870967741936,-2.12987012987013,-0.0,-1.7683284457478006,-1.535679374389052,0.0,1.0
2018-12-17,-0.5135603801068184,-2.125615592703059,-0.0,-1.7410002080876743,-1.5560796282166889,0.0,1.0
2018-12-18,-0.4861481633490663,-2.0939188726999114,-0.0,-1.7177645529790002,-1.5425815719269445,0.0,1.0
2018-12-19,-0.48522369681214944,-2.0942673416336026,-0.0,-1.7183609248871257,-1.5429607333424544,0.0,1.0
2018-12-20,-0.4790748151665197,-2.060367632096588,-0.0,-1.7179678491487484,-1.5254697144407514,0.0,1.0
2018-12-21,-0.4656457787628451,-2.052723487138156,-0.0,-1.7089797837329574,-1.4890187386661295,0.0,1.0
2018-12-24,-0.4248257550614006,-2.0085628941254563,-0.0,-1.6925987387985395,-1.5119150348489876,0.0,1.0
2018-12-26,-0.4204567893108669,-2.0342262884222997,-0.0,-1.6451655367603502,-1.4821299282564337,0.0,1.0
2018-12-27,-0.3352789383140821,-1.9095600884738269,-0.0,-1.4764684197591547,-1.4227082821332022,0.0,1.0
2018-12-28,-0.33722717491546267,-1.9091300338149404,-0.0,-1.4775284352905012,-1.4242237934214572,0.0,1.0
2018-12-31,-0.3411315643661885,-1.9057440128055163,-0.0,-1.4811918980483902,-1.4283691436311026,0.0,1.0
2019-01-02,-0.3346037991024774,-1.9048994897645537,-0.0,-1.4778385688817852,-1.4300731542386427,0.0,1.0
2019-01-03,-0.35787068486383006,-1.906564564935466,-0.0,-1.5047860186500341,-1.4063484221577225,0.0,1.0
2019-01-04,-0.2962418000122617,-1.9271044080681747,-0.0,-1.4855005824290355,-1.4219851633866716,0.0,1.0
2019-01-07,-0.24893985546198413,-1.8702144179657172,-0.0,-1.472555694917279,-1.3809353162515678,0.0,1.0
2019-01-08,-0.25382736641448744,-1.8426163102400668,-0.0,-1.485673437779234,-1.374873413951272,0.0,1.0
